"numGeoids","profile","category","variable","base","estimate","moe","cv","percent","percent_moe","is_reliable","comparison_estimate","comparison_moe","comparison_cv","comparison_percent","comparison_percent_moe","comparison_is_reliable","difference_estimate","difference_moe","difference_reliable","difference_percent","difference_percent_moe","difference_percent_reliable"
"","economic","economic__special_variable","nfmi35t39","MdNFInc","100","53","32.4","0.002","0.001","false","43983","0","","0","0","false","-43883","53","true","0.2","0.1","false"
"","economic","economic__special_variable","nfmi40t44","MdNFInc","244","87","21.6","0.006","0.002","false","47018","0","","0","0","false","-46774","87","true","0.6","0.2","false"
"","economic","economic__special_variable","nfmi45t49","MdNFInc","78","52","40.6","0.002","0.001","false","35258","0","","0","0","false","-35180","52","true","0.2","0.1","false"
"","economic","economic__special_variable","nfmi50t59","MdNFInc","190","86","27.4","0.005","0.002","false","76129","0","","0","0","false","-75939","86","true","0.5","0.2","false"
"","economic","economic__special_variable","nfmi60t74","MdNFInc","294","96","19.8","0.007","0.002","true","99898","0","","0","0","false","-99604","96","true","0.7000000000000001","0.2","true"
"","economic","economic__special_variable","nfmi75t99","MdNFInc","428","126","17.9","0.011","0.002","true","124990","0","","0","0","false","-124562","126","true","1.0999999999999999","0.2","true"
"","economic","economic__special_variable","nfmiu10","MdNFInc","489","117","14.6","0.012","0.001","true","175224","0","","0","0","false","-174735","117","true","1.2","0.1","true"
"","economic","economic__special_variable","pop_6","PerCapInc","60572","1694","1.7","0","0","true","8443713","0","","0","0","false","-8383141","1694","true","0","0",""
"","economic","economic__special_variable","wrke16pl","MdEWrk","31496","1017","2","0.97","0.069","true","4379105","12835","0.2","0","0","true","-4347609","12875.228696997969","true","97","6.9","true"
"","economic","economic__special_variable","wrkrnothm","MnTrvTm","27277","1032","2.3","0","0","true","3788938","10642","0.2","0","0","true","-3761661","10691.92162335658","true","0","0",""
"","economic","employment_status","cvem16pl1","Pop16pl","29009","1022","2.1","0.598","0.013","true","4053141","9894","0.1","0.591","0.001","true","-4024132","9946.643655022532","true","0.7000000000000028","1.3038404810405297","false"
"","economic","employment_status","cvlf1","Pop16pl","31230","1055","2.1","0.644","0.012","true","4354474","10392","0.1","0.635","0.002","true","-4323244","10445.414735662725","true","0.9000000000000057","1.2165525060596438","false"
"","economic","employment_status","cvlf2","CvLF2","31230","1055","2.1","1","0","true","4354474","10392","0.1","1","0","true","-4323244","10445.414735662725","true","0","0",""
