id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_significant,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m
QXZnSEhTT09j,3.31,0.23,4.3,,,avghhsooc,AvgHHSOOc,mean,housing_tenure,housing,True,3.34,0.25,4.6,,,True,2.85,0.01,0.2,,,True,-0.029999999999999805,0.3397057550292606,False,,,,,0.45999999999999996,0.23021728866442678,False,,
QXZnSEhTUk9j,2.86,0.14,3,,,avghhsroc,AvgHHSROc,mean,housing_tenure,housing,True,2.43,0.13,3.2,,,True,2.51,0.01,0.2,,,True,0.4299999999999997,0.19104973174542803,False,,,,,0.3500000000000001,0.14035668847618202,False,,
Qmx0MDB0MDk=,772,165,13,0.024,0.005,blt00t09,Blt00t09,HU3,year_structure_built,housing,True,,0,,0,0,False,198788,2928,0.9,0.057,0.001,True,,,,,0.024,0.005,True,-198016,2932.6453928151627,True,-3.3000000000000003,0.5099019513592785,True
Qmx0MTBMdHI=,126,51,24.8,0.004,0.002,blt10ltr,Blt10Ltr,HU3,year_structure_built,housing,False,,0,,0,0,False,76678,1919,1.5,0.022,0.001,True,,,,,0.004,0.002,False,-76552,1919.6775770946538,True,-1.7999999999999998,0.223606797749979,True
Qmx0NDB0NDk=,3380,325,5.9,0.107,0.01,blt40t49,Blt40t49,HU3,year_structure_built,housing,True,,0,,0,0,False,354913,3910,0.7,0.102,0.001,True,,,,,0.107,0.01,True,-351533,3923.483783578059,True,0.5,1.004987562112089,False
Qmx0NTB0NTk=,2849,295,6.3,0.09,0.009,blt50t59,Blt50t59,HU3,year_structure_built,housing,True,,0,,0,0,False,450809,4111,0.6,0.13,0.001,True,,,,,0.09,0.009,True,-447960,4121.570817055071,True,-4,0.9055385138137416,True
Qmx0NjB0Njk=,2442,297,7.4,0.077,0.009,blt60t69,Blt60t69,HU3,year_structure_built,housing,True,,0,,0,0,False,440499,4325,0.6,0.127,0.001,True,,,,,0.077,0.009,True,-438057,4335.185578496034,True,-4.999999999999999,0.9055385138137416,True
Qmx0NzB0Nzk=,1014,194,11.6,0.032,0.006,blt70t79,Blt70t79,HU3,year_structure_built,housing,True,,0,,0,0,False,245191,3241,0.8,0.071,0.001,True,,,,,0.032,0.006,True,-244177,3246.8010410248426,True,-3.8999999999999995,0.6082762530298219,True
Qmx0ODB0ODk=,634,141,13.5,0.02,0.004,blt80t89,Blt80t89,HU3,year_structure_built,housing,True,,0,,0,0,False,164132,2906,1.1,0.047,0.001,True,,,,,0.02,0.004,True,-163498,2909.418670456351,True,-2.7,0.4123105625617661,True
Qmx0OTB0OTk=,1003,197,11.9,0.032,0.006,blt90t99,Blt90t99,HU3,year_structure_built,housing,True,,0,,0,0,False,127962,2842,1.4,0.037,0.001,True,,,,,0.032,0.006,True,-126959,2848.8195801068205,True,-0.49999999999999956,0.6082762530298219,False
Qmx0QmYzOQ==,19502,552,1.7,0.615,0.016,bltbf39,BltBf39,HU3,year_structure_built,housing,True,,0,,0,0,False,1413382,6785,0.3,0.407,0.002,True,,,,,0.615,0.016,True,-1393880,6807.417204784792,True,20.800000000000004,1.61245154965971,True
QnRSVlZFdGM=,55,52,57.6,0.002,0.002,btrvvetc,BtRVVEtc,HU2,units_in_structure,housing,False,23,25,66.1,0.001,0.001,False,1902,346,11.1,0.001,0.001,True,32,57.697486947006624,False,1.391304347826087,3.444938289085826,False,0.001,0.0022360679774997894,False,-1847,349.88569562072695,True,0.1,0.223606797749979,False
