id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_significant,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m
QXZnSEhTT09j,2.21,0.16,4.3,,,avghhsooc,AvgHHSOOc,mean,housing_tenure,housing,True,2.32,0.13,3.5,,,True,2.85,0.01,0.2,,,True,-0.10999999999999988,0.20615528128088303,False,,,,,-0.6400000000000001,0.16031219541881397,True,,
QXZnSEhTUk9j,1.92,0.09,2.9,,,avghhsroc,AvgHHSROc,mean,housing_tenure,housing,True,1.85,0.06,2.1,,,True,2.51,0.01,0.2,,,True,0.06999999999999984,0.10816653826391967,False,,,,,-0.5899999999999999,0.09055385138137416,True,,
Qmx0MDB0MDk=,1355,353,15.8,0.018,0.005,blt00t09,Blt00t09,HU3,year_structure_built,housing,True,,0,,0,0,False,198788,2928,0.9,0.057,0.001,True,,,,,0.018,0.005,True,-197433,2949.2020954827767,True,-3.9000000000000004,0.5099019513592785,True
Qmx0MTBMdHI=,502,171,20.7,0.007,0.002,blt10ltr,Blt10Ltr,HU3,year_structure_built,housing,False,,0,,0,0,False,76678,1919,1.5,0.022,0.001,True,,,,,0.007,0.002,True,-76176,1926.603747530872,True,-1.4999999999999996,0.223606797749979,True
Qmx0NDB0NDk=,3007,483,9.8,0.04,0.006,blt40t49,Blt40t49,HU3,year_structure_built,housing,True,,0,,0,0,False,354913,3910,0.7,0.102,0.001,True,,,,,0.04,0.006,True,-351906,3939.719406252176,True,-6.199999999999999,0.6082762530298219,True
Qmx0NTB0NTk=,4178,610,8.9,0.055,0.008,blt50t59,Blt50t59,HU3,year_structure_built,housing,True,,0,,0,0,False,450809,4111,0.6,0.13,0.001,True,,,,,0.055,0.008,True,-446631,4156.010226166437,True,-7.5,0.806225774829855,True
Qmx0NjB0Njk=,6931,652,5.7,0.092,0.009,blt60t69,Blt60t69,HU3,year_structure_built,housing,True,,0,,0,0,False,440499,4325,0.6,0.127,0.001,True,,,,,0.092,0.009,True,-433568,4373.868882351185,True,-3.5,0.9055385138137416,True
Qmx0NzB0Nzk=,4024,547,8.3,0.053,0.007,blt70t79,Blt70t79,HU3,year_structure_built,housing,True,,0,,0,0,False,245191,3241,0.8,0.071,0.001,True,,,,,0.053,0.007,True,-241167,3286.835864475134,True,-1.7999999999999998,0.7071067811865476,False
Qmx0ODB0ODk=,3232,477,9,0.043,0.006,blt80t89,Blt80t89,HU3,year_structure_built,housing,True,,0,,0,0,False,164132,2906,1.1,0.047,0.001,True,,,,,0.043,0.006,True,-160900,2944.887943538769,True,-0.40000000000000036,0.6082762530298219,False
Qmx0OTB0OTk=,1658,444,16.3,0.022,0.006,blt90t99,Blt90t99,HU3,year_structure_built,housing,True,,0,,0,0,False,127962,2842,1.4,0.037,0.001,True,,,,,0.022,0.006,True,-126304,2876.4735354249306,True,-1.5,0.6082762530298219,False
Qmx0QmYzOQ==,50719,1127,1.4,0.671,0.014,bltbf39,BltBf39,HU3,year_structure_built,housing,True,,0,,0,0,False,1413382,6785,0.3,0.407,0.002,True,,,,,0.671,0.014,True,-1362663,6877.961471250039,True,26.400000000000013,1.4142135623730951,True
QnRSVlZFdGM=,24,40,101.3,0,0.001,btrvvetc,BtRVVEtc,HU2,units_in_structure,housing,False,443,220,30.2,0.006,0.003,False,1902,346,11.1,0.001,0.001,True,-419,223.60679774997897,False,-0.945823927765237,0.09421658587997402,True,-0.006,0.0031622776601683794,False,-1878,348.30446451344835,True,-0.1,0.14142135623730953,False
R1IxNWt0MTlr,5216,657,7.7,0.128,0.016,gr15kt19k,GR15kt19k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,442539,4873,0.7,0.214,0.002,True,,,,,0.128,0.016,True,-437323,4917.0903998197955,True,-8.599999999999998,1.61245154965971,True
R1Ixa3QxNGs=,6363,759,7.3,0.156,0.018,gr1kt14k,GR1kt14k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,619998,5133,0.5,0.3,0.002,True,,,,,0.156,0.018,True,-613635,5188.812002761326,True,-14.4,1.8110770276274832,True
R1IyMGt0MjRr,6592,733,6.8,0.161,0.017,gr20kt24k,GR20kt24k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,206669,2799,0.8,0.1,0.001,True,,,,,0.161,0.017,True,-200077,2893.3872882834057,True,6.100000000000001,1.7029386365926402,True
R1IyNWt0Mjlr,5148,650,7.7,0.126,0.015,gr25kt29k,GR25kt29k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,102402,2683,1.6,0.05,0.001,True,,,,,0.126,0.015,True,-97254,2760.613881005455,True,7.6,1.5033296378372907,True
R1Iza3Bs,7465,703,5.7,0.182,0.016,gr3kpl,GR3kpl,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,147224,2968,1.2,0.071,0.001,True,,,,,0.182,0.016,True,-139759,3050.1201615674095,True,11.1,1.6031219541881399,True
R1I1MDB0OTk5,5773,702,7.4,0.141,0.017,gr500t999,GR500t999,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,321465,3260,0.6,0.156,0.002,True,,,,,0.141,0.017,True,-315692,3334.7269753309643,True,-1.5000000000000018,1.711724276862369,False
R1Jub1JudFBk,1107,333,18.3,,,grnorntpd,GRnoRntPd,NA,gross_rent,housing,True,1204,310,15.6,,,True,59425,1926,2,,,True,-97,454.9604378404786,False,-0.08056478405315615,0.3640567382884721,False,,,-58318,1954.5754014619133,True,,
R1JQSTE1dDE5,4571,677,9,0.114,0.016,grpi15t19,GRPI15t19,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,6915,632,5.6,0.149,0.013,True,222841,3644,1,0.111,0.002,True,-2344,926.1495559573518,False,-0.3389732465654375,0.11504336895164237,False,-0.03499999999999999,0.0206155281280883,False,-218270,3706.3546781170307,True,0.3000000000000007,1.61245154965971,False
R1JQSTIwdDI0,4623,625,8.2,0.115,0.015,grpi20t24,GRPI20t24,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,5203,558,6.5,0.112,0.012,True,228606,3500,0.9,0.113,0.002,True,-580,837.8478382140758,False,-0.11147414952911781,0.15332922376535543,False,0.0030000000000000027,0.019209372712298545,False,-223983,3555.365663331973,True,0.1999999999999993,1.5132745950421556,False
R1JQSTI1dDI5,3855,645,10.2,0.096,0.016,grpi25t29,GRPI25t29,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,4547,507,6.8,0.098,0.011,True,211796,3409,1,0.105,0.002,True,-692,820.4108726729553,False,-0.1521882559929624,0.17046516185798455,False,-0.0020000000000000018,0.0194164878389476,False,-207941,3469.4820939154592,True,-0.9000000000000004,1.61245154965971,False
R1JQSTMwdDM0,3320,555,10.2,0.083,0.014,grpi30t34,GRPI30t34,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,3514,453,7.8,0.076,0.01,True,188082,3046,1,0.093,0.001,True,-194,716.4035175793039,False,-0.05520774046670461,0.19944720499806703,False,0.007000000000000006,0.017204650534085254,False,-184762,3096.149382701035,True,-1,1.4035668847618201,False
R1JQSTM1cGw=,13155,1012,4.7,0.328,0.023,grpi35pl,GRPI35pl,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,15228,797,3.2,0.327,0.016,True,889842,5729,0.4,0.442,0.003,True,-2073,1288.1587635070453,False,-0.13613081166272656,0.08037839556240935,False,0.0010000000000000009,0.028017851452243798,False,-876687,5817.695849732951,True,-11.399999999999999,2.3194827009486403,True
R1JQSTUwcGw=,8640,861,6.1,0.215,0.02,grpi50pl,GRPI50pl,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,9372,666,4.3,0.202,0.014,True,584722,5029,0.5,0.29,0.002,True,-732,1088.520555616659,False,-0.07810499359795134,0.11283553936573194,False,0.012999999999999984,0.02441311123146741,False,-576082,5102.172282469497,True,-7.4999999999999964,2.009975124224178,True
R1JQSU50Qw==,1910,438,13.9,,,grpintc,GRPINtC,NA,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,2135,380,10.8,,,True,109433,2779,1.5,,,True,-225,579.865501646718,False,-0.1053864168618267,0.2596944308466235,False,,,-107523,2813.304995907838,True,,
R1JQSVUxNQ==,10582,967,5.6,0.264,0.023,grpiu15,GRPIU15,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,11103,704,3.9,0.239,0.014,True,273663,4314,1,0.136,0.002,True,-521,1196.1208132960483,False,-0.04692425470593533,0.10600564324881495,False,0.025000000000000022,0.026925824035672518,False,-263081,4421.050214598336,True,12.8,2.308679276123039,True
