id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_significant,change_percent,change_percent_m,change_percent_significant,change_percentage_point,change_percentage_point_m,change_percentage_point_significant,difference_sum,difference_m,significant,difference_percent,difference_percent_m,percent_significant
UG9wNTV0NTk=,4929,504.080350737856,6.21691670027899,0.0785848665540002,0.00774010782731714,pop55t59,Pop55t59,Pop_1,sex_and_age,demographic,True,4437,469.069291256633,6.42660593471222,0.0688836104513064,0.00699200267618056,True,515825,3495,0.4,0.061,0,True,492,688.5659009855193,False,0.11088573360378634,0.163398514160964,False,0.00970125610269379,0.010430597806559899,False,-510896,3531.164397192518,True,1.75848665540002,0.774010782731714,False
UG9wNXQ5,2336,328.181352303875,8.54033997543081,0.0372437103408692,0.00513088532083396,pop5t9,Pop5t9,Pop_1,sex_and_age,demographic,True,2899,431.362956221324,9.04541983812307,0.0450064427988139,0.00656346878251292,True,476567,3308,0.4,0.056,0,True,-563,542.0119924872512,False,-0.19420489824077267,0.16489812379820176,False,-0.007762732457944697,0.008330972730394156,False,-474231,3324.239311481651,True,-1.8756289659130805,0.513088532083396,True
UG9wNjB0NjQ=,4099,442.262365570483,6.55897784500013,0.0653518701572016,0.00681778912431051,pop60t64,Pop60t64,Pop_1,sex_and_age,demographic,True,2943,360.36093017973,7.44357442222346,0.0456895347212519,0.00542921174275043,True,470657,3485,0.5,0.056,0,True,1156,570.4875108185978,False,0.3927964661909616,0.22730587554285506,False,0.019662335435949703,0.008715422462002966,False,-466558,3512.950469334858,True,0.9351870157201603,0.681778912431051,False
UG9wNjVwbDE=,12084,652.79399507042,3.28397265278019,0.192659672842065,0.00895504463677603,pop65pl1,Pop65pl1,Pop_1,sex_and_age,demographic,True,9798,556.565360043185,3.45312925994564,0.152112151273811,0.00737963191297407,True,1189361,179,0,0.141,0,True,2286,857.8490543213297,False,0.23331292100428658,0.09667944626806728,False,0.040547521568254,0.011603955860724241,True,-1177277,676.8906854138263,True,5.165967284206502,0.8955044636776031,True
UG9wNjVwbDI=,12084,652.79399507042,3.28397265278019,1,0,pop65pl2,Pop65pl2,Pop65pl2,sex_and_age,demographic,True,9798,556.565360043185,3.45312925994564,1,0,True,1189361,179,0,1,0,True,2286,857.8490543213297,False,0.23331292100428658,0.09667944626806728,False,0,0,-1177277,676.8906854138263,True,0,0
UG9wNjVwbEY=,6671,434.975861399228,3.96376879100828,0.552052300562728,0.0201575069798288,pop65plf,Pop65plF,Pop65pl2,sex_and_age,demographic,True,5807,408.993887484886,4.28153096315354,0.592671973872219,0.0246786503507968,True,703062,98,0,0.591,0,True,864,597.0594610254493,False,0.1487859479938006,0.11026019103758458,False,-0.04061967330949101,0.03186472769032759,False,-696391,445.87890732798786,True,-3.8947699437271908,2.01575069798288,False
UG9wNjVwbE0=,5413,417.860024410089,4.69274435472061,0.447947699437272,0.0247016301467987,pop65plm,Pop65plM,Pop65pl2,sex_and_age,demographic,True,3991,316.335265185531,4.81836815487629,0.407328026127781,0.0225167958574967,True,486299,131,0,0.409,0,True,1422,524.0944571353531,False,0.35630167877724883,0.15006395966443817,False,0.040619673309490956,0.033424192250485506,False,-480886,437.9132334150227,True,3.894769943727198,2.47016301467987,False
UG9wNjV0Njk=,3548,369.437410125179,6.32981996150371,0.0565670737540257,0.00568050584816592,pop65t69,Pop65t69,Pop_1,sex_and_age,demographic,True,2727,308.162294903189,6.86955269779274,0.042336174374738,0.00461772838761406,True,384622,3868,0.6,0.046,0,True,821,481.09042809018734,False,0.30106343967730104,0.19992423709088222,False,0.014230899379287697,0.007320625803360254,False,-381074,3885.6026559595616,True,1.0567073754025706,0.568050584816592,False
UG9wNzB0NzQ=,2742,330.446667406406,7.32601871166314,0.0437167182168936,0.00512914243193339,pop70t74,Pop70t74,Pop_1,sex_and_age,demographic,True,2278,299.18556114893,7.98400882630286,0.0353655318025864,0.00452573110257517,True,280196,3421,0.7,0.033,0,True,464,445.76563348916886,False,0.20368744512730466,0.2145563272589389,False,0.008351186414307203,0.006840346782135818,False,-277454,3436.922460574285,True,1.07167182168936,0.512914243193339,False
UG9wNzV0Nzk=,2173,279.206017127139,7.81086523686354,0.0346449411689678,0.00434811903777688,pop75t79,Pop75t79,Pop_1,sex_and_age,demographic,True,1916,252.305370533407,8.00506915158249,0.0297455482588918,0.00381711667196882,True,211102,2454,0.7,0.025,0,True,257,376.31635627487685,False,0.13413361169102297,0.20866168896962864,False,0.004899392910075996,0.005785889633764203,False,-208929,2469.8323829766264,True,0.9644941168967796,0.43481190377768797,False
UG9wODB0ODQ=,1694,273.071419229476,9.79934254743097,0.0270080673447913,0.00428972535053453,pop80t84,Pop80t84,Pop_1,sex_and_age,demographic,True,1504,227.84205055257,9.20916262014851,0.023349323894245,0.0034692724065761,True,148988,2294,0.9,0.018,0,True,190,355.64026768632385,False,0.12632978723404256,0.24915732900329254,False,0.0036587434505463007,0.005517027697415422,False,-147294,2310.1956627091135,True,0.9008067344791302,0.42897253505345295,False
UG9wODVwbA==,1927,283.871449779649,8.95517544728011,0.0307228723573866,0.00444614255609086,pop85pl,Pop85pl,Pop_1,sex_and_age,demographic,True,1373,242.921798116184,10.7554862055749,0.0213155729433499,0.0037183539848634,True,164453,2242,0.8,0.019,0,True,554,373.6228044431976,False,0.40349599417334303,0.323122578581151,False,0.009407299414036702,0.005796062455308059,False,-162526,2259.899776538774,True,1.17228723573866,0.444614255609086,False
UG9wXzE=,62722,1726.63111289007,1.67345393455704,1,0,pop_1,Pop_1,Pop_1,sex_and_age,demographic,True,64413,1903.23067440602,1.79618886463528,1,0,True,8443713,0,0,1,0,True,-1691,2569.7357840836466,False,-0.026252464564606524,0.039323629184322716,False,0,0,-8380991,1726.63111289007,True,0,0
UG9wXzI=,62722,1726.63111289007,1.67345393455704,1,0,pop_2,Pop_2,Pop_2,mutually_exclusive_race_hispanic_origin,demographic,True,64413,1903.23067440602,1.79618886463528,1,0,True,8443713,0,0,1,0,True,-1691,2569.7357840836466,False,-0.026252464564606524,0.039323629184322716,False,0,0,-8380991,1726.63111289007,True,0,0
UG9wVTE4MQ==,10334,718.874119717771,4.22881308207258,0.164758776824719,0.0105256727056885,popu181,PopU181,Pop_1,sex_and_age,demographic,True,10927,810.948210430235,4.51155518916353,0.169639669010914,0.0115490048564388,True,1766571,170,0,0.209,0,True,-593,1083.7052182212656,False,-0.054269241328818524,0.09620004316411485,False,-0.004880892186195002,0.01562591754366197,False,-1756237,738.7015635559466,True,-4.424122317528099,1.05256727056885,True
UG9wVTE4XzI=,10334,718.874119717771,4.22881308207258,1,0,popu18_2,PopU18_2,PopU18_2,sex_and_age,demographic,True,10927,810.948210430235,4.51155518916353,1,0,True,1766571,170,0,1,0,True,-593,1083.7052182212656,False,-0.054269241328818524,0.09620004316411485,False,0,0,-1756237,738.7015635559466,True,0,0
UG9wVTE4Rg==,4740,487.886257236254,6.25711794129062,0.458680085155796,0.034797328301067,popu18f,PopU18F,PopU18_2,sex_and_age,demographic,True,5113,521.470037490171,6.19994254457374,0.467923492266862,0.032734212512735,True,865584,268,0,0.49,0,True,-373,714.1176373679623,False,-0.07295130060629768,0.13433018133809782,False,-0.009243407111065971,0.04777428937955158,False,-860844,556.6480036791655,True,-3.1319914844203964,3.4797328301067,False
UG9wVTE4TQ==,5594,507.043390648177,5.51006550274966,0.541319914844204,0.0314551479555058,popu18m,PopU18M,PopU18_2,sex_and_age,demographic,True,5814,621.246327956955,6.49565432100228,0.532076507733138,0.0409034826361572,True,900987,291,0,0.51,0,True,-220,801.8977490927383,False,-0.03783969728242174,0.13481712313022862,False,0.009243407111066082,0.05159962426868218,False,-895393,584.6144028331836,True,3.1319914844204035,3.1455147955505804,False
UG9wVTU=,3415,439.275539951862,7.81952569260169,0.0544466056567074,0.00684127108802741,popu5,PopU5,Pop_1,sex_and_age,demographic,True,3543,494.208458041746,8.4795561270564,0.0550044245726794,0.00749838698981831,True,551869,129,0,0.065,0,True,-128,661.2147911231267,False,-0.036127575500987864,0.18288976220282252,False,-0.0005578189159720012,0.010150310219345822,False,-548454,457.8252941898251,True,-1.0553394343292597,0.6841271088027411,False
UmMycGxOSA==,814,274.144122680024,20.473336869228,0.0129779024903543,0.00435615559032379,rc2plnh,Rc2plNH,Pop_2,mutually_exclusive_race_hispanic_origin,demographic,False,595,245.267201231636,25.0585886676342,0.00923726576933228,0.00379793369623374,False,162601,4044,1.5,0.019,0.001,True,219,367.8464353504053,False,0.3680672268907563,0.7282247381078231,False,0.00374063672102202,0.005779307215237557,False,-161787,4053.2815100853777,True,-0.6022097509645699,0.44694621071342816,False
V3ROSA==,14821,977.869111895861,4.01085829662898,0.236296674213195,0.0141686802353043,wtnh,WtNH,Pop_2,mutually_exclusive_race_hispanic_origin,demographic,True,19376,1021.20810807592,3.20393890626426,0.300808842935432,0.0131283403431819,True,2713930,1659,0,0.321,0.001,True,-4555,1413.8932067168298,True,-0.23508464079273328,0.06459334795474739,True,-0.06451216872223697,0.019315921406361132,True,-2699109,1925.7489452158607,True,-8.470332578680502,1.4203925500026486,True
