id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_significant,change_percent,change_percent_m,change_percent_significant,change_percentage_point,change_percentage_point_m,change_percentage_point_significant,difference_sum,difference_m,significant,difference_percent,difference_percent_m,percent_significant
SHNwTWU=,609,373.222453772546,37.2550001020703,0.0591664237831536,0.0355988745411129,hspme,HspMe,Hsp2,hispanic_subgroup,demographic,False,448,251.141394437476,34.0780224757756,0.0477866666666667,0.0262346205037483,False,339425,7811,1.4,0.138,0.003,True,161,449.85219794950444,False,0.359375,1.1290446298244827,False,0.0113797571164869,0.04422143350875893,False,-338816,7819.911508450719,True,-7.883357621684641,3.572505939244743,False
SHNwTmlj,12,12.7279220613579,64.4778219926943,0.00116584086272224,0.00122908184387623,hspnic,HspNic,Hsp2,hispanic_subgroup,demographic,False,16,18.3847763108502,69.8509738254188,0.00170666666666667,0.00195146994631172,False,12560,1653,8,0.005,0.001,True,-4,22.360679774997894,False,-0.25,1.172812125299701,False,-0.0005408258039444299,0.0023062690932118177,False,-12548,1653.0490010885944,True,-0.383415913727776,0.1584500608692276,False
SHNwT0NBbQ==,0,0,,0,0,hspocam,HspOCAm,Hsp2,hispanic_subgroup,demographic,False,82,138.592929112563,102.745147240391,0.00874666666666667,0.0147499357448632,False,1606,513,19.4,0.001,0,True,-82,138.592929112563,False,-1,0,True,-0.00874666666666667,0.0147499357448632,False,-1606,513,True,-0.1,0,True
SHNwT1NBbQ==,0,0,,0,0,hsposam,HspOSAm,Hsp2,hispanic_subgroup,demographic,False,42,42,60.790273556231,0.00448,0.0044511031173969,False,2811,708,15.3,0.001,0,True,-42,42,False,-1,0,True,-0.00448,0.0044511031173969,False,-2811,708,True,-0.1,0,True
SHNwT3Ro,597,328.335194580173,33.4331428754892,0.0580005829204314,0.0311752533707635,hspoth,HspOth,Hsp2,hispanic_subgroup,demographic,False,308,164.054868870144,32.3796764832715,0.0328533333333333,0.017098025803723,False,108479,3640,2,0.044,0.001,True,289,367.03950741030616,False,0.9383116883116883,1.484023049398459,False,0.025147249587098103,0.03555613743246134,False,-107882,3654.7782422467167,True,1.4000582920431404,3.119128760938383,False
SHNwUGFu,27,37,83.3051896881684,0.00262314194112504,0.00358166702524045,hsppan,HspPan,Hsp2,hispanic_subgroup,demographic,False,0,0,,0,0,False,22824,1473,3.9,0.009,0.001,True,27,37,False,0,,0.00262314194112504,0.00358166702524045,False,-22797,1473.4646246177747,True,-0.6376858058874959,0.37186474261073443,False
SHNwUGVydQ==,393,276.304180207249,42.7394572507095,0.0381812882541533,0.026472921441497,hspperu,HspPeru,Hsp2,hispanic_subgroup,demographic,False,676,350.923068492227,31.5572623237196,0.0721066666666667,0.0365278192701954,False,40211,2081,3.1,0.016,0.001,True,-283,446.64415366150286,False,-0.41863905325443784,0.5080780412653407,False,-0.03392537841251339,0.04511205105383405,False,-39818,2099.262965900175,True,2.2181288254153304,2.649180193281823,False
SHNwUFI=,1334,505.725221834941,23.0458580057209,0.129602642572622,0.0467563042121572,hsppr,HspPR,Hsp2,hispanic_subgroup,demographic,False,1295,407.719266162393,19.1392785514731,0.138133333333333,0.0405712789983384,True,696879,8571,0.7,0.284,0.003,True,39,649.6098829297478,False,0.030115830115830116,0.5076339921479813,False,-0.008530690760711002,0.061904609385253405,False,-695545,8585.906999263387,True,-15.439735742737799,4.685244906704226,True
SHNwUHJn,80,80.6101730552664,61.2539308930596,0.00777227241814826,0.00777905045145569,hspprg,HspPrg,Hsp2,hispanic_subgroup,demographic,False,87,91.9347594764896,64.2383813551966,0.00928,0.00974974868625207,False,3666,808,13.4,0.001,0,True,-7,122.2701926063748,False,-0.08045977011494253,1.3426460540061724,False,-0.00150772758185174,0.012472819463592301,False,-3586,812.0110836681972,True,0.6772272418148261,0.777905045145569,False
SHNwU2Fsdg==,2752,712.466841333686,15.7380284100358,0.2673661711843,0.0618169690532058,hspsalv,HspSalv,Hsp2,hispanic_subgroup,demographic,True,1457,494.677672833533,20.639389879005,0.155413333333333,0.0497355833116569,False,46973,2844,3.7,0.019,0.001,True,1295,867.3609398629844,False,0.8888126286890872,0.8064517129564787,False,0.11195283785096702,0.07934082120999106,False,-44221,2931.8842064447226,True,24.836617118430002,6.182505691808948,True
SHNwU0Ft,3134,824.841196837306,15.9994645807878,0.304478771980958,0.0718608745574155,hspsam,HspSAm,Hsp2,hispanic_subgroup,demographic,True,3826,758.171484560056,12.0463805407579,0.408106666666667,0.0663217529144056,True,392206,7423,1.2,0.16,0.003,True,-692,1120.351284196166,False,-0.18086774699424987,0.2698641897713393,False,-0.10362789468570899,0.09778834389535429,False,-389072,7468.687434884392,True,14.447877198095803,7.192346829899546,False
SHNwU3BBbQ==,0,0,,0,0,hspspam,HspSpAm,Hsp2,hispanic_subgroup,demographic,False,0,0,,0,0,False,601,224,22.7,0,0,False,0,0,0,,,,-601,224,False,0,0
SHNwU3BucmQ=,90,75,50.6585612968592,0.00874380647041679,0.00721497490310652,hspspnrd,HspSpnrd,Hsp2,hispanic_subgroup,demographic,False,26,29.698484809835,69.4376544536708,0.00277333333333333,0.00315218942898538,False,24966,1807,4.4,0.01,0.001,True,64,80.66597795849252,False,2.4615384615384617,4.8943487510739825,False,0.0059704731370834605,0.007873510084369241,False,-24876,1808.5557774091458,True,-0.12561935295832094,0.7283945555291922,False
SHNwU3Buc2g=,78,83.4386001800126,65.0289144883584,0.00757796560769455,0.00805814427754737,hspspnsh,HspSpnsh,Hsp2,hispanic_subgroup,demographic,False,146,109.98636279103,45.795212887134,0.0155733333333333,0.0115982046998899,False,9505,1192,7.6,0.004,0,True,-68,138.05433712853815,False,-0.4657534246575342,0.698989919489726,False,-0.00799536772563875,0.0141227490758109,False,-9427,1194.916733500707,True,0.357796560769455,0.805814427754737,False
SHNwVXJn,19,31,99.1841305391138,0.00184591469931021,0.00300407080005038,hspurg,HspUrg,Hsp2,hispanic_subgroup,demographic,False,30,38,77.0010131712259,0.0032,0.00403705797728726,False,3021,707,14.2,0.001,0,True,-11,49.040799340956916,False,-0.36666666666666664,1.3081812839224303,False,-0.0013540853006897902,0.00503212464906167,False,-3002,707.6793059006318,True,0.08459146993102098,0.30040708000503796,False
SHNwVm56,67,68,61.6975910719957,0.00650927815019916,0.00656277913081005,hspvnz,HspVnz,Hsp2,hispanic_subgroup,demographic,False,79,87,66.9462506252164,0.00842666666666667,0.00923067245482355,False,13555,1267,5.7,0.006,0.001,True,-12,110.42191811411355,False,-0.1518987341772152,1.2701317927430509,False,-0.001917388516467511,0.011325872323491649,False,-13488,1268.823470779131,True,0.050927815019916056,0.6638529198534561,False
TWFsZQ==,30284,1107.60597687084,2.22334137916044,0.482828991422467,0.0116265252908609,male,Male,Pop_1,sex_and_age,demographic,True,30857,1228.77988264782,2.42077535750574,0.479049260242498,0.0127891690603729,True,4025097,268,0,0.477,0,True,-573,1654.2947137677731,False,-0.01856953041449266,0.053064694936729516,False,0.0037797311799689925,0.017284065945078652,False,-3994813,1139.5679005658276,True,0.5828991422467027,1.16265252908609,False
TWRBZ2U=,44.60138248847926,0.9325253936586148,1.2710026150710032,,,mdage,MdAge,median,sex_and_age,demographic,True,,39.60515130907854,0.7234062954832393,1.1103622923072969,,,True,,36.5,0.1,0.2,,,True,4.996231179400716,1.180220436258811,True,,,,,8.10138248847926,0.9378718514904658,True,,
TWRQb3AwdDQ=,3415,405,7.20938822555595,0,0,mdpop0t4,MdPop0t4,MdAge,demographic__special_variable,demographic,True,3543,0,,0,0,False,551869,0,,0,0,False,-128,405,False,-0.036127575500987864,0.11430990685859439,False,0,0,-548454,405,True,0,0
TWRQb3AxMHQxNA==,2898,328,6.88033461920075,0,0,mdpop10t14,MdPop10t14,MdAge,demographic__special_variable,demographic,True,2664,0,,0,0,False,464704,0,,0,0,False,234,328,False,0.08783783783783784,0.12312312312312312,False,0,0,-461806,328,True,0,0
TWRQb3AxNXQxNw==,1685,264,9.52441081237091,0,0,mdpop15t17,MdPop15t17,MdAge,demographic__special_variable,demographic,True,1821,0,,0,0,False,273431,0,,0,0,False,-136,264,False,-0.07468423942888523,0.14497528830313014,False,0,0,-271746,264,True,0,0
TWRQb3AxOHQxOQ==,981,156,9.66695481628138,0,0,mdpop18t19,MdPop18t19,MdAge,demographic__special_variable,demographic,True,1477,0,,0,0,False,182243,0,,0,0,False,-496,156,True,-0.3358158429248477,0.10561949898442789,True,0,0,-181262,156,True,0,0
TWRQb3AyMA==,577,142,14.9605179289165,0,0,mdpop20,MdPop20,MdAge,demographic__special_variable,demographic,True,707,0,,0,0,False,105547,0,,0,0,False,-130,142,False,-0.18387553041018387,0.20084865629420087,False,0,0,-104970,142,True,0,0
TWRQb3AyMQ==,634,125,11.9854640292254,0,0,mdpop21,MdPop21,MdAge,demographic__special_variable,demographic,True,768,0,,0,0,False,105415,0,,0,0,False,-134,125,False,-0.17447916666666666,0.16276041666666666,False,0,0,-104781,125,True,0,0
TWRQb3AyMnQyNA==,2252,294,7.93620800423264,0,0,mdpop22t24,MdPop22t24,MdAge,demographic__special_variable,demographic,True,3108,0,,0,0,False,360439,0,,0,0,False,-856,294,False,-0.2754182754182754,0.09459459459459459,False,0,0,-358187,294,True,0,0
TWRQb3AyNXQyOQ==,4770,473,6.02805018702249,0,0,mdpop25t29,MdPop25t29,MdAge,demographic__special_variable,demographic,True,5640,0,,0,0,False,785805,0,,0,0,False,-870,473,False,-0.15425531914893617,0.08386524822695035,False,0,0,-781035,473,True,0,0
TWRQb3AzMHQzNA==,4123,426,6.2810226861398,0,0,mdpop30t34,MdPop30t34,MdAge,demographic__special_variable,demographic,True,4162,0,,0,0,False,718474,0,,0,0,False,-39,426,False,-0.00937049495434887,0.10235463719365688,False,0,0,-714351,426,True,0,0
TWRQb3AzNXQzOQ==,3696,403,6.62837668916696,0,0,mdpop35t39,MdPop35t39,MdAge,demographic__special_variable,demographic,True,5882,0,,0,0,False,610524,0,,0,0,False,-2186,403,True,-0.37164229853791225,0.06851411084665078,True,0,0,-606828,403,True,0,0
TWRQb3A0MHQ0NA==,4340,411,5.75686691972602,0,0,mdpop40t44,MdPop40t44,MdAge,demographic__special_variable,demographic,True,4245,0,,0,0,False,545892,0,,0,0,False,95,411,False,0.02237926972909305,0.09681978798586571,False,0,0,-541552,411,True,0,0
TWRQb3A0NXQ0OQ==,4979,481,5.87268961248185,0,0,mdpop45t49,MdPop45t49,MdAge,demographic__special_variable,demographic,True,4925,0,,0,0,False,542513,0,,0,0,False,54,481,False,0.010964467005076143,0.09766497461928933,False,0,0,-537534,481,True,0,0
TWRQb3A1MHQ1NA==,4924,450,5.55556927301055,0,0,mdpop50t54,MdPop50t54,MdAge,demographic__special_variable,demographic,True,5394,0,,0,0,False,544447,0,,0,0,False,-470,450,False,-0.0871338524286244,0.08342602892102335,False,0,0,-539523,450,True,0,0
TWRQb3A1NXQ1OQ==,4929,430,5.30326995925732,0,0,mdpop55t59,MdPop55t59,MdAge,demographic__special_variable,demographic,True,4437,0,,0,0,False,515825,0,,0,0,False,492,430,False,0.11088573360378634,0.09691232814965067,False,0,0,-510896,430,True,0,0
TWRQb3A1dDk=,2336,326,8.48357413498772,0,0,mdpop5t9,MdPop5t9,MdAge,demographic__special_variable,demographic,True,2899,0,,0,0,False,476567,0,,0,0,False,-563,326,False,-0.19420489824077267,0.11245256985167298,False,0,0,-474231,326,True,0,0
TWRQb3A2MHQ2MQ==,1587,270,10.3423905861263,0,0,mdpop60t61,MdPop60t61,MdAge,demographic__special_variable,demographic,True,1368,0,,0,0,False,203884,0,,0,0,False,219,270,False,0.1600877192982456,0.19736842105263158,False,0,0,-202297,270,True,0,0
TWRQb3A2MnQ2NA==,2512,290,7.01798540259036,0,0,mdpop62t64,MdPop62t64,MdAge,demographic__special_variable,demographic,True,1575,0,,0,0,False,266773,0,,0,0,False,937,290,True,0.594920634920635,0.1841269841269841,True,0,0,-264261,290,True,0,0
TWRQb3A2NXQ2Ng==,1426,215,9.16543395132515,0,0,mdpop65t66,MdPop65t66,MdAge,demographic__special_variable,demographic,True,1184,0,,0,0,False,168701,0,,0,0,False,242,215,False,0.20439189189189189,0.18158783783783786,False,0,0,-167275,215,True,0,0
TWRQb3A2N3Q2OQ==,2122,272,7.79215570560548,0,0,mdpop67t69,MdPop67t69,MdAge,demographic__special_variable,demographic,True,1543,0,,0,0,False,215921,0,,0,0,False,579,272,False,0.3752430330524951,0.1762799740764744,False,0,0,-213799,272,True,0,0
TWRQb3A3MHQ3NA==,2742,316,7.00573539160066,0,0,mdpop70t74,MdPop70t74,MdAge,demographic__special_variable,demographic,True,2278,0,,0,0,False,280196,0,,0,0,False,464,316,False,0.20368744512730466,0.13871817383669888,False,0,0,-277454,316,True,0,0
TWRQb3A3NXQ3OQ==,2173,266,7.44142327011387,0,0,mdpop75t79,MdPop75t79,MdAge,demographic__special_variable,demographic,True,1916,0,,0,0,False,211102,0,,0,0,False,257,266,False,0.13413361169102297,0.1388308977035491,False,0,0,-208929,266,True,0,0
TWRQb3A4MHQ4NA==,1694,261,9.36615194697538,0,0,mdpop80t84,MdPop80t84,MdAge,demographic__special_variable,demographic,True,1504,0,,0,0,False,148988,0,,0,0,False,190,261,False,0.12632978723404256,0.1735372340425532,False,0,0,-147294,261,True,0,0
TWRQb3A4NXBs,1927,245,7.72891386677561,0,0,mdpop85pl,MdPop85pl,MdAge,demographic__special_variable,demographic,True,1373,0,,0,0,False,164453,0,,0,0,False,554,245,False,0.40349599417334303,0.17844136926438456,False,0,0,-162526,245,True,0,0
TWRQb3BfMw==,62722,1726.63111289007,1.67345393455704,0,0,mdpop_3,MdPop_3,MdAge,demographic__special_variable,demographic,True,64413,0,,0,0,False,8443713,0,,0,0,False,-1691,1726.63111289007,False,-0.026252464564606524,0.02680563105103115,False,0,0,-8380991,1726.63111289007,True,0,0
TVBvcDB0NQ==,1854,336.869410899832,11.0455143696479,0.0295590064092344,0.00530883486742344,mpop0t5,MPop0t5,Pop,poppyramid_only,demographic,True,1803,348.096251057089,11.7364760541647,0.0279912440035397,0.00534046696009977,True,282195,189,0,0.033,0,True,51,484.4089181672854,False,0.028286189683860232,0.27261906695310295,False,0.001567762405694697,0.0075302267563127296,False,-280341,386.26674720974864,True,-0.3440993590765604,0.530883486742344,False
TVBvcDEwdDE0,1584,241.460141638325,9.26668438328287,0.0252542967379867,0.00378639465277707,mpop10t14,MPop10t14,Pop,poppyramid_only,demographic,True,1533,265.93044203325,10.5453257130664,0.0237995435703973,0.00406819128888042,True,237611,2370,0.6,0.028,0,True,51,359.19632514823945,False,0.033268101761252444,0.23861352698611174,False,0.0014547531675893968,0.005557604234695137,False,-236027,2382.2684567445376,True,-0.2745703262013306,0.378639465277707,False
TVBvcDE1dDE5,1504,271.70940359141,10.98224000806,0.0239788272057651,0.00428137577223027,mpop15t19,MPop15t19,Pop,poppyramid_only,demographic,True,1621,301.734983056324,11.3155781378647,0.0251657274152733,0.00462498730920718,True,228974,203,0.1,0.027,0,True,-117,406.0418697622203,False,-0.07217766810610735,0.24067258265837832,False,-0.0011869002095082001,0.006302434935274446,False,-227470,339.16809991507125,True,-0.3021172794234901,0.428137577223027,False
TVBvcDIwdDI0,1612,263.912864407933,9.95244120494215,0.0257007110742642,0.00414775265303485,mpop20t24,MPop20t24,Pop,poppyramid_only,demographic,True,2022,357.292597180518,10.7417975876459,0.0313911787993107,0.00546880419534069,True,277492,3174,0.7,0.033,0,True,-410,444.19365146296263,False,-0.20276953511374876,0.19204365151390645,False,-0.0056904677250465,0.00686379424208896,False,-275880,3184.953060878606,True,-0.7299288925735801,0.414775265303485,False
TVBvcDI1dDI5,2133,324.524267197385,9.2489071629463,0.0340072064028571,0.00508861314386483,mpop25t29,MPop25t29,Pop,poppyramid_only,demographic,True,2621,445.93609407627,10.3428375228896,0.0406905438343192,0.00681787837988334,True,380518,179,0,0.045,0,True,-488,551.5206251809624,False,-0.18618847768027472,0.18574785037168864,False,-0.0066833374314621,0.008507493716177202,False,-378385,370.6170530345301,True,-1.09927935971429,0.5088613143864831,False
TVBvcDMwdDM0,2114,338.449405376934,9.73246543888719,0.0337042823889544,0.00531565790466198,mpop30t34,MPop30t34,Pop,poppyramid_only,demographic,True,2170,363.201046254,10.1746962938663,0.0336888516293295,0.00555007141314201,True,351613,226,0,0.042,0,True,-56,496.4504003422703,False,-0.025806451612903226,0.22563820295037704,False,1.543075962490148e-05,0.007685018649969013,False,-349499,406.96928631040475,True,-0.8295717611045603,0.531565790466198,False
TVBvcDM1dDM5,1990,334.762602451349,10.2262865223183,0.031727304614011,0.00526529623980794,mpop35t39,MPop35t39,Pop,poppyramid_only,demographic,True,2814,407.440793244859,8.80186115114525,0.043686833403195,0.00619233381361517,True,295382,3094,0.6,0.035,0,True,-824,527.3272228891657,False,-0.2928216062544421,0.15696031598521354,False,-0.011959528789184,0.00812824350965062,False,-293392,3112.0575187486493,True,-0.3272695385989004,0.526529623980794,False
TVBvcDQwdDQ0,2152,317.778224552911,8.97668457285541,0.0343101304167597,0.00497763912167931,mpop40t44,MPop40t44,Pop,poppyramid_only,demographic,True,2044,309.368712057312,9.20088485112664,0.0317327247605297,0.00471048311567855,True,265474,3036,0.7,0.031,0,True,108,443.49971815098183,False,0.05283757338551859,0.22262868598132562,False,0.002577405656229999,0.006853141061496186,False,-263322,3052.5856253346933,True,0.3310130416759698,0.497763912167931,False
TVBvcDQ1dDQ5,2289,334.222979461317,8.87614956322938,0.0364943719906891,0.00523308027457151,mpop45t49,MPop45t49,Pop,poppyramid_only,demographic,True,2432,353.19116636745,8.82836662052698,0.0377563535311195,0.0053685407097873,True,260855,252,0.1,0.031,0,True,-143,486.2602184016287,False,-0.05879934210526316,0.1938290072576188,False,-0.0012619815404304041,0.007497090002978019,False,-258566,418.57974150691996,True,0.5494371990689095,0.523308027457151,False
TVBvcDUwdDU0,2305,356.400056116718,9.3994173131416,0.0367494658971334,0.00559143629930768,mpop50t54,MPop50t54,Pop,poppyramid_only,demographic,True,2660,409.046452129828,9.34813748954061,0.0412960116746619,0.00623204293209028,True,259245,174,0,0.031,0,True,-355,542.5311050990528,False,-0.13345864661654136,0.1889672113032018,False,-0.004546545777528506,0.008372724705651797,False,-256940,396.60685823621327,True,0.5749465897133397,0.559143629930768,False
TVBvcDU1dDU5,2490,327.221637426378,7.98871198902304,0.0396989891903957,0.00510126808601708,mpop55t59,MPop55t59,Pop,poppyramid_only,demographic,True,2206,293.463796745016,8.0869195299092,0.0342477450204151,0.0044421703473776,True,242832,2266,0.6,0.029,0,True,284,439.53953178297854,False,0.128739800543971,0.2110672687428934,False,0.0054512441699806,0.0067643043604303605,False,-240342,2289.5043131647512,True,1.06989891903957,0.510126808601708,False
TVBvcDV0OQ==,1184,232.836852753167,11.9545743013825,0.0188769490768789,0.00367565245554325,mpop5t9,MPop5t9,Pop,poppyramid_only,demographic,True,1637,334.755134389303,12.431188878362,0.025414124477978,0.00514247552772324,True,242518,2329,0.6,0.029,0,True,-453,407.7670903837144,False,-0.2767257177764203,0.20519804247934,False,-0.006537175401099101,0.006321034371617793,False,-241334,2340.6097496165394,True,-1.0123050923121104,0.367565245554325,False
TVBvcDYwdDY0,1660,253.079039037215,9.26791808097611,0.0264659927935971,0.003968611189921,mpop60t64,MPop60t64,Pop,poppyramid_only,demographic,True,1303,216.834037918404,10.1161937692724,0.0202288357940167,0.00331282046147472,True,214089,2789,0.8,0.025,0,True,357,333.2656597971055,False,0.27398311588641594,0.2875252144555316,False,0.006237156999580398,0.005169589363453519,False,-212429,2800.4588909676927,True,0.14659927935970973,0.3968611189921,False
TVBvcDY1dDY5,1561,225.146618895332,8.76792091794218,0.024887599247473,0.0035236084023213,mpop65t69,MPop65t69,Pop,poppyramid_only,demographic,True,1358,226.673774398363,10.1469519541236,0.0210827006970643,0.00346349450987079,True,169978,2612,0.9,0.02,0,True,203,319.4870889410085,False,0.14948453608247422,0.25357629140762555,False,0.003804898550408699,0.004940810701981444,False,-168417,2621.68552652678,True,0.4887599247473,0.35236084023213,False
TVBvcDcwdDc0,1551,265.084892062901,10.3898021303209,0.0247281655559453,0.00417116491370392,mpop70t74,MPop70t74,Pop,poppyramid_only,demographic,True,1003,197.722027098652,11.9836252397005,0.015571390868303,0.00303492136351971,True,119097,2119,1.1,0.014,0,True,548,330.70228302810364,False,0.5463609172482552,0.4034534842202268,False,0.0091567746876423,0.0051584265449905325,False,-117546,2135.5165651429634,True,1.0728165555945297,0.417116491370392,False
TVBvcDc1dDc5,936,187.704555085912,12.1908239865632,0.0149229935269921,0.00296431299628633,mpop75t79,MPop75t79,Pop,poppyramid_only,demographic,True,759,149.428912864947,11.9681482085248,0.0117833356620558,0.00229358114174229,True,86722,1618,1.1,0.01,0,True,177,239.92082027202244,False,0.233201581027668,0.34656274770298273,False,0.0031396578649363002,0.0037480216106244514,False,-85786,1628.8514358283262,True,0.4922993526992101,0.296431299628633,False
TVBvcDgwdDg0,608,146.260042390258,14.6236644527133,0.00969356844488377,0.00231655922489746,mpop80t84,MPop80t84,Pop,poppyramid_only,demographic,True,463,115.978446273435,15.2275625822651,0.00718799000201823,0.00178797407810446,True,57753,1509,1.6,0.007,0,True,145,186.66279757895015,False,0.31317494600431967,0.4560626773429109,False,0.00250557844286554,0.002926311320832255,False,-57145,1516.0715682315265,True,0.26935684448837693,0.231655922489746,False
TVBvcDg1cGw=,757,172.00581385523,13.8127879491699,0.0120691304486464,0.00272215175983047,mpop85pl,MPop85pl,Pop,poppyramid_only,demographic,True,408,118.72236520555,17.6891300443337,0.0063341250989707,0.0018336161937355,True,52749,1354,1.6,0.006,0,True,349,209.00000000000006,False,0.8553921568627451,0.6849942381625342,False,0.0057350053496757,0.0032821119038626925,False,-51992,1364.8816798536054,True,0.6069130448646401,0.272215175983047,False
TkhQSU5I,40,48,72.9483282674772,0.000637734766110775,0.000765080325888941,nhpinh,NHPINH,Pop_2,mutually_exclusive_race_hispanic_origin,demographic,False,0,0,,0,0,False,2794,488,10.6,0,0.001,True,40,48,False,0,,0.000637734766110775,0.000765080325888941,False,-2754,490.35497346310257,True,0.0637734766110775,0.12591059943715335,False
TkhzcA==,52429,1586.04665757348,1.83898625163245,0.835894901310545,0.0104848795155915,nhsp,NHsp,Pop_2,mutually_exclusive_race_hispanic_origin,demographic,True,55038,1941.22100751048,2.14410690940195,0.854454846071445,0.0164572743082195,True,5986576,0,0,0.709,0,True,-2609,2506.7674403502233,False,-0.047403612049856464,0.04426401768658719,False,-0.01855994476089995,0.019513446033759693,False,-5934147,1586.04665757348,True,12.689490131054512,1.04848795155915,True
T3RoTkg=,336,228.363744933385,41.3163527524578,0.00535697203533051,0.00363789977231577,othnh,OthNH,Pop_2,mutually_exclusive_race_hispanic_origin,demographic,False,226,108.21275340735,29.1074463801141,0.00350860851070436,0.00167678140050988,False,71758,3677,3.1,0.008,0.001,True,110,252.70536203254582,False,0.48672566371681414,1.2360367099791179,False,0.0018483635246261498,0.004005734716442291,False,-71422,3684.0845538613794,True,-0.2643027964669491,0.3772839083954566,False
UG9w,62722,1726.63111289007,1.67345393455704,1,0,pop,Pop,Pop,poppyramid_only,demographic,True,64413,1903.23067440602,1.79618886463528,1,0,True,8443713,0,0,1,0,True,-1691,2569.7357840836466,False,-0.026252464564606524,0.039323629184322716,False,0,0,-8380991,1726.63111289007,True,0,0
UG9wMTB0MTQ=,2898,346.678525438193,7.27214713507887,0.0462038838047256,0.00537888777742801,pop10t14,Pop10t14,Pop_1,sex_and_age,demographic,True,2664,358.053068692338,8.17047447201771,0.0413581109403381,0.00542272086549144,True,464704,3300,0.4,0.055,0,True,234,498.3853930443788,False,0.08783783783783784,0.195735534196643,False,0.004845772864387497,0.0076379536072956515,False,-461806,3318.1600323070616,True,-0.8796116195274397,0.537888777742801,False
UG9wMTV0MTk=,2666,352.393246246292,8.03528951188311,0.0425050221612831,0.00549514152522077,pop15t19,Pop15t19,Pop_1,sex_and_age,demographic,True,3298,452.21344517827,8.33540904735982,0.0512008445500132,0.00685559226715065,True,455674,405,0.1,0.054,0,True,-632,573.3044566371344,False,-0.19163129169193452,0.15395740363083393,False,-0.008695822388730096,0.008786109816956617,False,-453008,536.8482094596197,True,-1.1494977838716904,0.549514152522077,False
UG9wMjB0MjQ=,3463,413.256578895001,7.25439805946845,0.0552118873760403,0.00641100069412049,pop20t24,Pop20t24,Pop_1,sex_and_age,demographic,True,4583,623.445266242354,8.26956322980798,0.0711502336484871,0.0094478004051318,True,571401,453,0,0.068,0,True,-1120,747.9739300269762,False,-0.2443814095570587,0.13673594521073404,False,-0.015938346272446807,0.011417611939246404,False,-567938,613.1802345151058,True,-1.2788112623959709,0.641100069412049,False
UG9wMjV0Mjk=,4770,507.26225958571,6.46469843290716,0.0760498708587099,0.00781180616100124,pop25t29,Pop25t29,Pop_1,sex_and_age,demographic,True,5640,620.206417251547,6.68484357554104,0.0875599646034186,0.00927450038811285,True,785805,271,0,0.093,0,True,-870,801.2309280101463,False,-0.15425531914893617,0.12937836560428123,False,-0.011510093744708697,0.012126032861004558,False,-781035,575.1139017620773,True,-1.695012914129011,0.781180616100124,False
UG9wMzB0MzQ=,4123,449.607606697218,6.62909759982687,0.0657345110168681,0.00693609710190126,pop30t34,Pop30t34,Pop_1,sex_and_age,demographic,True,4162,500.922149640041,7.31648114055584,0.0646142859360688,0.00753873208591933,True,718474,335,0,0.085,0,True,-39,673.1047466776622,False,-0.00937049495434887,0.1608887342390686,False,0.0011202250807993003,0.010244116578323026,False,-714351,560.6888620259905,True,-1.9265488983131904,0.693609710190126,False
UG9wMzV0Mzk=,3696,422.615664641054,6.95100699747783,0.0589266923886356,0.0065397365088465,pop35t39,Pop35t39,Pop_1,sex_and_age,demographic,True,5882,552.727781100245,5.71242315797559,0.0913169701768277,0.00814575907809182,True,610524,4398,0.4,0.072,0.001,True,-2186,695.7815749213256,True,-0.37164229853791225,0.09299865084976061,True,-0.032390277788192104,0.0104461258159882,True,-606828,4418.258480442266,True,-1.3073307611364395,0.66157504188973,False
UG9wNDB0NDQ=,4340,435.384887197523,6.09842543663277,0.069194222123019,0.00667504193306171,pop40t44,Pop40t44,Pop_1,sex_and_age,demographic,True,4245,446.180456766094,6.38950106531329,0.0659028456988496,0.00664753599278527,True,545892,4362,0.5,0.065,0.001,True,95,623.4075713367621,False,0.02237926972909305,0.14854950709363426,False,0.0032913764241693927,0.00942050527219787,False,-541552,4383.674714209529,True,0.4194222123018996,0.6749532191799088,False
UG9wNDV0NDk=,4979,505.777619117335,6.17520783787146,0.0793820350116387,0.00776205672807327,pop45t49,Pop45t49,Pop_1,sex_and_age,demographic,True,4925,491.124220538959,6.0620458307927,0.0764597208638008,0.00728222767685326,True,542513,317,0,0.064,0,True,54,704.9921985383952,False,0.010964467005076143,0.14390945443972875,False,0.00292231414783789,0.01064332488404611,False,-537534,596.9087032369356,True,1.5382035011638688,0.776205672807327,False
UG9wNTB0NTQ=,4924,478.026149912324,5.90157197810765,0.0785051497082363,0.00730852373473632,pop50t54,Pop50t54,Pop_1,sex_and_age,demographic,True,5394,527.459003146216,5.94445255672143,0.0837408597643333,0.00780593571217592,True,544447,267,0,0.064,0,True,-470,711.8440840521185,False,-0.0871338524286244,0.12578633971815223,False,-0.005235710056097007,0.010693322754122197,False,-539523,547.5381265263632,True,1.4505149708236296,0.7308523734736321,False
