id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,change_percentage_point_significant,difference_sum,difference_m,significant,difference_percent,difference_percent_m
QWdGRkhN,35,43,74.7,0.001,0.001,agffhm,AgFFHM,CvEm16pl3,industry,economic,False,,0,,0,0,False,3870,470,7.4,0.001,0.001,True,,,,,0.001,0.001,False,-3835,471.9629222725022,True,0,0.14142135623730953
QWdISEluYw==,1937136800,93580839,2.9,0,0,aghhinc,AgHHInc,MnHHInc,economic__special_variable,economic,True,1141701600,57766032,,0,0,False,307989432000,2361252362,0.5,0,0,True,795435200,109974032.75759666,True,0.6967102437274328,0.11869387081823166,True,0,0,-306052295200,2363106026.0763845,True,0,0
QWdJUDE1cGw=,1990781100,94988826,2.9,0,0,agip15pl,AgIP15pl,PerCapInc,economic__special_variable,economic,True,1177562500,59638756,,0,0,False,318266008500,2111708243,0.4,0,0,True,813218600,112159075.79008402,True,0.6905948516533092,0.11763515782835615,True,0,0,-316275227400,2113843556.3255396,True,0,0
QWdUVG0=,1391365,62101,2.7,0,0,agttm,AgTTm,MnTrvTm,economic__special_variable,economic,True,1015415,58200,,0,0,False,156042185,593582,0.2,0,0,True,375950,85110.36482708789,True,0.37024270864621855,0.09954127429464531,True,0,0,-154650820,596821.6860377981,True,0,0
QXJ0RW5SQUZT,3909,459,7.1,0.12,0.013,artenrafs,ArtEnRAFS,CvEm16pl3,industry,economic,True,,0,,0,0,False,440995,5433,0.7,0.109,0.001,True,,,,,0.12,0.013,True,-437086,5452.354537261861,True,1.0999999999999996,1.3038404810405297,False
Q05JMTg2NF8y,45956,1391,1.8,,,cni1864_2,CNI1864_2,NA,health_insurance_coverage,economic,True,,0,,,,False,5369877,1931,0,,,True,,,,,,,-5323921,2379.840750974737,True,,
Q29uc3RjdG4=,1251,242,11.8,0.039,0.007,constctn,Constctn,CvEm16pl3,industry,economic,True,,0,,0,0,False,206067,3740,1.1,0.051,0.001,True,,,,,0.039,0.007,True,-204816,3747.821233730339,True,-1.1999999999999997,0.7071067811865476,False
Q3ZFbTE2cGwx,32482,1163,2.2,0.572,0.014,cvem16pl1,CvEm16pl1,Pop16pl,employment_status,economic,True,24297,1154,2.9,0.516,0.018,True,4053141,9894,0.1,0.591,0.001,True,8185,1638.3787718351334,True,0.3368728649627526,0.07951627222212038,True,0.05599999999999994,0.022803508501982758,False,-4020659,9962.118499596358,True,-1.8999999999999986,1.4035668847618201,False
Q3ZFbTE2cGwy,32482,1163,2.2,1,0,cvem16pl2,CvEm16pl2,CvEm16pl2,occupation,economic,True,24297,1154,2.9,1,0,True,4053141,9894,0.1,1,0,True,8185,1638.3787718351334,True,0.3368728649627526,0.07951627222212038,True,0,0,-4020659,9962.118499596358,True,0,0
Q3ZFbTE2cGwz,32482,1163,2.2,1,0,cvem16pl3,CvEm16pl3,CvEm16pl3,industry,economic,True,,0,,0,0,False,4053141,9894,0.1,1,0,True,,,,,1,0,True,-4020659,9962.118499596358,True,0,0
Q3ZFbTE2cGw0,32482,1163,2.2,1,0,cvem16pl4,CvEm16pl4,CvEm16pl4,class_of_worker,economic,True,24297,1154,2.9,1,0,True,4053141,9894,0.1,1,0,True,8185,1638.3787718351334,True,0.3368728649627526,0.07951627222212038,True,0,0,-4020659,9962.118499596358,True,0,0
Q3ZMRjE=,35810,1232,2.1,0.631,0.014,cvlf1,CvLF1,Pop16pl,employment_status,economic,True,27551,1215,2.7,0.585,0.017,True,4354474,10392,0.1,0.635,0.002,True,8259,1730.3320490587926,True,0.2997713331639505,0.07269933959637187,True,0.04600000000000004,0.022022715545545243,False,-4318664,10464.773671704515,True,-0.3999999999999986,1.4142135623730951,False
Q3ZMRjE4dDY0,34326,1208,2.1,,,cvlf18t64,CvLF18t64,NA,health_insurance_coverage,economic,True,,0,,,,False,4102491,9890,0.1,,,True,,,,,,,-4068165,9963.501593315474,True,,
Q3ZMRjI=,35810,1232,2.1,1,0,cvlf2,CvLF2,CvLF2,employment_status,economic,True,27551,1215,2.7,1,0,True,4354474,10392,0.1,1,0,True,8259,1730.3320490587926,True,0.2997713331639505,0.07269933959637187,True,0,0,-4318664,10464.773671704515,True,0,0
Q3ZMRkVt,31262,1149,2.2,1,0,cvlfem,CvLFEm,CvLFEm,health_insurance_coverage,economic,True,,0,,0,0,False,3825543,9546,0.2,1,0,True,,,,,1,0,True,-3794281,9614.900779519256,True,0,0
Q3ZMRlVFbTE=,3328,444,8.1,0.059,0.008,cvlfuem1,CvLFUEm1,Pop16pl,employment_status,economic,True,3254,459,8.6,0.069,0.009,True,301333,4545,0.9,0.044,0.001,True,74,638.6055120338377,False,0.022741241548862937,0.19857061600001086,False,-0.010000000000000009,0.012041594578792296,False,-298005,4566.635632497955,True,1.5,0.806225774829855,False
Q3ZMRlVFbTI=,3328,444,8.1,0.093,0.012,cvlfuem2,CvLFUEm2,CvLF2,employment_status,economic,True,3254,459,8.6,0.118,0.016,True,301333,4545,0.9,0.069,0.001,True,74,638.6055120338377,False,0.022741241548862937,0.19857061600001086,False,-0.024999999999999994,0.02,False,-298005,4566.635632497955,True,2.4000000000000004,1.2041594578792296,False
Q3ZOSVBvcDI=,69127,1972,1.7,1,0,cvnipop2,CvNIPop2,CvNIPop2,health_insurance_coverage,economic,True,,0,,0,0,False,8379895,1861,0,1,0,True,,,,,1,0,True,-8310768,2711.4765350266266,True,0,0
