id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_significant,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m
QXZnSEhTT09j,4.1,0.39,5.8,,,avghhsooc,AvgHHSOOc,mean,housing_tenure,housing,True,3.35,0.34,6.2,,,True,2.85,0.01,0.2,,,True,0.7499999999999996,0.5173973328110613,False,,,,,1.2499999999999996,0.3901281840626232,True,,
QXZnSEhTUk9j,3,0.29,5.8,,,avghhsroc,AvgHHSROc,mean,housing_tenure,housing,True,2.89,0.3,6.4,,,True,2.51,0.01,0.2,,,True,0.10999999999999988,0.41725292090050126,False,,,,,0.4900000000000002,0.29017236257093815,False,,
R1IxNWt0MTlr,1601,266,10.1,0.251,0.039,gr15kt19k,GR15kt19k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,442539,4873,0.7,0.214,0.002,True,,,,,0.251,0.039,True,-440938,4880.254604014016,True,3.700000000000003,3.905124837953327,False
R1Ixa3QxNGs=,1814,301,10.1,0.285,0.044,gr1kt14k,GR1kt14k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,619998,5133,0.5,0.3,0.002,True,,,,,0.285,0.044,True,-618184,5141.817771955751,True,-1.5000000000000036,4.4045431091090474,False
R1IyMGt0MjRr,606,173,17.3,0.095,0.027,gr20kt24k,GR20kt24k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,206669,2799,0.8,0.1,0.001,True,,,,,0.095,0.027,True,-206063,2804.3412773769173,True,-0.5,2.701851217221259,False
R1IyNWt0Mjlr,28,34,74,0.004,0.005,gr25kt29k,GR25kt29k,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,102402,2683,1.6,0.05,0.001,True,,,,,0.004,0.005,False,-102374,2683.2154218399983,True,-4.6,0.5099019513592785,True
R1Iza3Bs,5,9,109.4,0.001,0.001,gr3kpl,GR3kpl,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,147224,2968,1.2,0.071,0.001,True,,,,,0.001,0.001,False,-147219,2968.0136455211928,True,-7,0.14142135623730953,True
R1I1MDB0OTk5,1340,256,11.6,0.21,0.038,gr500t999,GR500t999,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,321465,3260,0.6,0.156,0.002,True,,,,,0.21,0.038,True,-320125,3270.0360854278047,True,5.4,3.8052595180880893,False
R1Jub1JudFBk,100,50,30.6,,,grnorntpd,GRnoRntPd,NA,gross_rent,housing,False,152,84,33.6,,,False,59425,1926,2,,,True,-52,97.75479527879949,False,-0.34210526315789475,0.49029786213664467,False,,,-59325,1926.6489041857108,True,,
R1JQSTE1dDE5,559,151,16.4,0.089,0.023,grpi15t19,GRPI15t19,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,480,153,19.4,0.083,0.026,True,222841,3644,1,0.111,0.002,True,79,214.96511344867102,False,0.16458333333333333,0.4865801411183362,False,0.0059999999999999915,0.03471310991541956,False,-222282,3647.12722563938,True,-2.1999999999999993,2.308679276123039,False
R1JQSTIwdDI0,599,172,17.4,0.095,0.027,grpi20t24,GRPI20t24,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,702,203,17.5,0.121,0.034,True,228606,3500,0.9,0.113,0.002,True,-103,266.0695397823659,False,-0.1467236467236467,0.34772856139831165,False,-0.025999999999999995,0.043416586692184816,False,-228007,3504.2237371492133,True,-1.8000000000000007,2.7073972741361767,False
R1JQSTI1dDI5,686,174,15.4,0.109,0.027,grpi25t29,GRPI25t29,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,423,146,21,0.073,0.025,False,211796,3409,1,0.105,0.002,True,263,227.13872413131145,False,0.6217494089834515,0.69464373796733,False,0.036000000000000004,0.0367967389859482,False,-211110,3413.4377099926696,True,0.40000000000000036,2.7073972741361767,False
R1JQSTMwdDM0,608,168,16.8,0.097,0.026,grpi30t34,GRPI30t34,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,389,135,21.1,0.067,0.023,False,188082,3046,1,0.093,0.001,True,219,215.5203006679417,False,0.5629820051413882,0.6933542964516501,False,0.03,0.03471310991541956,False,-187474,3050.629443246098,True,0.40000000000000036,2.6019223662515376,False
R1JQSTM1cGw=,3099,326,6.4,0.494,0.043,grpi35pl,GRPI35pl,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,3176,342,6.5,0.546,0.047,True,889842,5729,0.4,0.442,0.003,True,-77,472.4828039198887,False,-0.02424433249370277,0.14688795775494154,False,-0.052000000000000046,0.06370243323453194,False,-886743,5738.267769980763,True,5.199999999999996,4.310452412450461,False
R1JQSTUwcGw=,2126,293,8.4,0.339,0.042,grpi50pl,GRPI50pl,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,2316,302,7.9,0.398,0.045,True,584722,5029,0.5,0.29,0.002,True,-190,420.7766628509713,False,-0.08203799654576857,0.17416403359780405,False,-0.059,0.06155485358604957,False,-582596,5037.528163692983,True,4.900000000000009,4.2047592083257275,False
R1JQSU50Qw==,193,74,23.3,,,grpintc,GRPINtC,NA,gross_rent_as_a_percentage_of_household_income__grapi_,housing,False,323,125,23.5,,,False,109433,2779,1.5,,,True,-130,145.2618325645109,False,-0.4024767801857585,0.3255143197081348,False,,,-109240,2779.9850719023652,True,,
R1JQSVUxNQ==,725,206,17.3,0.116,0.032,grpiu15,GRPIU15,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,648,183,17.2,0.111,0.031,True,273663,4314,1,0.136,0.002,True,77,275.54491466909707,False,0.11882716049382716,0.4482132587128788,False,0.0050000000000000044,0.044553338819890924,False,-272938,4318.915604639665,True,-2,3.2062439083762797,False
R1JVNTAw,975,198,12.3,0.153,0.03,gru500,GRU500,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,224541,3382,0.9,0.109,0.002,True,,,,,0.153,0.03,True,-223566,3387.7910207095124,True,4.399999999999999,3.0066592756745814,False
SE9WYWNSdA==,2.5,1.4,33.4,,,hovacrt,HOVacRt,rate,housing_occupancy,housing,False,3.9,2.1,32.1,,,False,1.8,0.1,3.4,,,True,-1.4,2.5238858928247927,False,,,,,0.7,1.40356688476182,False,,
SE9WYWNV,6000,368,3.7,0,0,hovacu,HOVacU,HOVacRt,housing__special_variable,housing,True,5727,376,,0,0,False,1065868,7322,0.4,0,0,True,273,526.1178575186362,False,0.047668936616029334,0.09412834598971526,False,0,0,-1059868,7331.241913891534,True,0,0
SFUx,13430,210,1,1,0,hu1,HU1,HU1,housing_occupancy,housing,True,13125,187,0.9,1,0,True,3472354,1104,0,1,0,True,305,281.19210515233175,False,0.023238095238095238,0.021645754443494175,False,0,0,-3458924,1123.7953550357822,True,0,0
SFUxMHQxOXU=,376,150,24.2,0.028,0.011,hu10t19u,HU10t19u,HU2,units_in_structure,housing,False,256,111,26.3,0.02,0.008,False,219295,3425,0.9,0.063,0.001,True,120,186.60385848100785,False,0.46875,0.8653837208559843,False,0.008,0.013601470508735444,False,-218919,3428.2830979952632,True,-3.4999999999999996,1.104536101718726,True
SFUxdUE=,1437,213,9,0.107,0.016,hu1ua,HU1uA,HU2,units_in_structure,housing,True,1231,208,10.3,0.094,0.016,True,238949,3015,0.8,0.069,0.001,True,206,297.7129489961765,False,0.16734362307067424,0.26238260467614527,False,0.012999999999999998,0.02262741699796952,False,-237512,3022.5145160941743,True,3.799999999999999,1.6031219541881399,False
SFUxdUQ=,3968,304,4.7,0.295,0.022,hu1ud,HU1uD,HU2,units_in_structure,housing,True,4271,322,4.6,0.325,0.024,True,319905,2742,0.5,0.092,0.001,True,-303,442.83179650969055,False,-0.07094357293373917,0.09986175849598089,False,-0.030000000000000027,0.032557641192199414,False,-315937,2758.800463969803,True,20.3,2.2022715545545237,True
SFUy,13430,210,1,1,0,hu2,HU2,HU2,units_in_structure,housing,True,13125,187,0.9,1,0,True,3472354,1104,0,1,0,True,305,281.19210515233175,False,0.023238095238095238,0.021645754443494175,False,0,0,-3458924,1123.7953550357822,True,0,0
SFUyMHBsdQ==,1200,215,10.9,0.089,0.016,hu20plu,HU20plu,HU2,units_in_structure,housing,True,1617,210,7.9,0.123,0.016,True,1667213,4900,0.2,0.48,0.001,True,-417,300.54117854297436,False,-0.25788497217068646,0.16421874594075314,False,-0.034,0.02262741699796952,False,-1666013,4904.714568657385,True,-39.1,1.6031219541881399,True
SFUydQ==,4587,358,4.7,0.342,0.026,hu2u,HU2u,HU2,units_in_structure,housing,True,4057,352,5.3,0.309,0.026,True,458656,4817,0.6,0.132,0.001,True,530,502.06374097319554,False,0.13063840276066058,0.13194703052421172,False,0.03300000000000003,0.03676955262170047,False,-454069,4830.284981240755,True,21,2.6019223662515376,True
SFUz,13430,210,1,1,0,hu3,HU3,HU3,year_structure_built,housing,True,,0,,0,0,False,3472354,1104,0,1,0,True,,,,,1,0,True,-3458924,1123.7953550357822,True,0,0
SFUzdDR1,1451,280,11.7,0.108,0.021,hu3t4u,HU3t4u,HU2,units_in_structure,housing,True,1252,250,12.1,0.095,0.019,True,333505,3795,0.7,0.096,0.001,True,199,375.3664875824692,False,0.15894568690095848,0.32182373036179646,False,0.012999999999999998,0.02831960451701259,False,-332054,3805.3153614385233,True,1.200000000000001,2.1023796041628637,False
SFU0,13430,210,1,1,0,hu4,HU4,HU4,rooms,housing,True,13125,187,0.9,1,0,True,3472354,1104,0,1,0,True,305,281.19210515233175,False,0.023238095238095238,0.021645754443494175,False,0,0,-3458924,1123.7953550357822,True,0,0
SFU1dDl1,398,149,22.7,0.03,0.011,hu5t9u,HU5t9u,HU2,units_in_structure,housing,False,430,159,22.5,0.033,0.012,False,228415,3185,0.8,0.066,0.001,True,-32,217.90364843205356,False,-0.07441860465116279,0.48703724521306824,False,-0.0030000000000000027,0.016278820596099707,False,-228017,3188.4833385169195,True,-3.6000000000000005,1.104536101718726,True
SFVub01ydGcx,1064,164,9.4,0.183,0.026,hunomrtg1,HUnoMrtg1,OOcHU3,mortgage_status,housing,True,1465,214,8.9,0.271,0.036,True,422629,4549,0.7,0.41,0.003,True,-401,269.6145396672813,False,-0.2737201365187713,0.15423084832334963,False,-0.08800000000000002,0.04440720662234903,False,-421565,4551.955294156567,True,-22.7,2.6172504656604803,True
SFVub01ydGcy,1057,164,9.4,1,0,hunomrtg2,HUnoMrtg2,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,1465,214,8.9,1,0,True,416370,4562,0.7,1,0,True,-408,269.6145396672813,False,-0.2784982935153584,0.15375156774035878,False,0,0,-415313,4564.946878113698,True,0,0
SFV3TXJ0Zw==,4744,348,4.5,0.817,0.033,huwmrtg,HUwMrtg,OOcHU3,mortgage_status,housing,True,3934,336,5.2,0.729,0.041,True,607211,5367,0.5,0.59,0.003,True,810,483.735464897913,False,0.20589730554143365,0.13576827365607425,False,0.08799999999999997,0.052630789467763076,False,-602467,5378.270446900193,True,22.69999999999999,3.3136083051561784,True
SFV3TXJ0Z0V4,4729,348,4.5,1,0,huwmrtgex,HUwMrtgEx,HUwMrtgEx,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,3923,337,5.2,1,0,True,603062,5350,0.5,1,0,True,806,484.4305935838487,False,0.20545500892174356,0.13635344397562324,False,0,0,-598333,5361.306184130878,True,0,0
TWRHUg==,1298,82,3.8,,,mdgr,MdGR,median,gross_rent,housing,True,1076,169,9.5,,,True,1396,4,0.2,,,True,222,187.8430195668713,False,0.20631970260223048,0.20422040078425993,False,,,-98,82.09750300709517,False,,
TWRSbXM=,5,0.1,1.7,,,mdrms,MdRms,median,rooms,housing,True,5,0.2,1.8,,,True,4,0.1,1.5,,,True,0,0.223606797749979,,,,,1,0.14142135623730953,True,,
TWRWbA==,406285,17654,2.6,,,mdvl,MdVl,median,value,housing,True,454126,23364,3.1,,,True,570500,2845,0.3,,,True,-47841,29283.78752825529,False,-0.10534741459418752,0.060248217680366596,False,,,-164215,17881.771193033423,True,,
TW9iSG0=,13,19,88.8,0.001,0.001,mobhm,MobHm,HU2,units_in_structure,housing,False,11,17,93.9,0.001,0.001,False,4514,450,6.1,0.001,0.001,True,2,25.495097567963924,False,0.18181818181818182,2.5138371251393172,False,0,0.001414213562373095,-4501,450.4009325034752,True,0,0.14142135623730953
TXYwMHQwOQ==,3766,328,5.3,0.307,0.026,mv00t09,Mv00t09,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,830839,6308,0.5,0.263,0.002,True,,,,,0.307,0.026,True,-827073,6316.521827714996,True,4.399999999999999,2.6076809620810595,False
TXYxMEx0cg==,5044,416,5,0.411,0.032,mv10ltr,Mv10Ltr,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,1341699,7655,0.3,0.425,0.002,True,,,,,0.411,0.032,True,-1336655,7666.29512867852,True,-1.4000000000000057,3.2062439083762797,False
TXY4MHQ4OQ==,,0,,0,0,mv80t89,Mv80t89,OcHU3,year_householder_moved_into_unit,housing,False,,0,,0,0,False,,0,,0,0,False,,,,,0,0,,,0,0
TXY5MHQ5OQ==,1587,217,8.3,0.129,0.017,mv90t99,Mv90t99,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,460385,4845,0.6,0.146,0.001,True,,,,,0.129,0.017,True,-458798,4849.857111297198,True,-1.6999999999999993,1.7029386365926402,False
TXZCZjc5,,0,,0,0,mvbf79,MvBf79,OcHU3,year_householder_moved_into_unit,housing,False,,0,,0,0,False,,0,,0,0,False,,,,,0,0,,,0,0
TXZCZjg5,1880,244,7.9,0.153,0.02,mvbf89,MvBf89,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,521180,4786,0.6,0.165,0.001,True,,,,,0.153,0.02,True,-519300,4792.215771436006,True,-1.200000000000001,2.0024984394500787,False
Tk1TTVAxMDE0,212,86,24.6,0.201,0.075,nmsmp1014,NMSMP1014,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,354,116,19.9,0.242,0.071,True,61830,1682,1.7,0.148,0.004,True,-142,144.40221604947757,False,-0.4011299435028249,0.3122961751133886,False,-0.04099999999999998,0.10327632836231156,False,-61618,1684.1971381046817,True,5.3000000000000025,7.51065909225016,False
Tk1TTVAxNTE5,182,60,20,0.172,0.05,nmsmp1519,NMSMP1519,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,190,91,29,0.13,0.059,False,40494,1193,1.8,0.097,0.003,True,-8,109,False,-0.042105263157894736,0.5569588383466357,False,0.04199999999999998,0.07733692520394123,False,-40312,1194.50784844638,True,7.499999999999998,5.008991914547277,False
Tk1TTVAyMDI0,73,49,40.8,0.069,0.045,nmsmp2024,NMSMP2024,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,64,50,47.9,0.044,0.034,False,28114,1114,2.4,0.068,0.002,True,9,70.00714249274856,False,0.140625,1.1748465945157016,False,0.02500000000000001,0.0564003546088143,False,-28041,1115.077127377295,True,0.09999999999999964,4.504442251822083,False
Tk1TTVAyNTI5,62,46,45.4,0.059,0.043,nmsmp2529,NMSMP2529,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,134,66,29.9,0.091,0.043,False,20385,1033,3.1,0.049,0.002,True,-72,80.44874144447506,False,-0.5373134328358209,0.41204083726714585,False,-0.032,0.06081118318204308,False,-20323,1034.0236941192402,True,0.9999999999999991,4.304648650006176,False
Tk1TTVAzMDM0,32,23,42.8,0.03,0.021,nmsmp3034,NMSMP3034,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,82,56,41.6,0.056,0.037,False,16215,837,3.1,0.039,0.002,True,-50,60.53924347066124,False,-0.6097560975609756,0.38691076392058044,False,-0.026000000000000002,0.042544094772365294,False,-16183,837.3159499257135,True,-0.8999999999999999,2.1095023109728985,False
Tk1TTVAzNXBs,184,83,27.3,0.174,0.073,nmsmp35pl,NMSMP35pl,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,358,122,20.7,0.244,0.075,False,78141,1841,1.4,0.188,0.004,True,-174,147.5567687366459,False,-0.4860335195530726,0.29056698375410267,False,-0.07,0.10466135867644753,False,-77957,1842.8700442516288,True,-1.4000000000000021,7.310950690573695,False
Tk1TTVBOdEM=,7,11,95.5,,,nmsmpntc,NMSMPNtC,NA,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,0,0,,,,False,6259,564,5.5,,,True,7,11,False,0,,,,-6252,564.1072593044695,True,,
Tk1TTVBVMTA=,312,82,15.9,0.295,0.062,nmsmpu10,NMSMPU10,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,283,101,21.6,0.193,0.063,False,171191,2946,1,0.411,0.005,True,29,130.09611831257686,False,0.10247349823321555,0.48864011166980365,False,0.10199999999999998,0.0883911760301898,False,-170879,2947.140987465649,True,-11.599999999999994,6.220128616033595,False
Tm9WaGNsQXY=,4616,354,4.7,0.376,0.027,novhclav,NoVhclAv,OcHU4,vehicles_available,housing,True,4779,378,4.8,0.414,0.031,True,1721745,6312,0.2,0.546,0.002,True,-163,517.880295048962,False,-0.03410755388156518,0.10641270836828882,False,-0.03799999999999998,0.04110960958218893,False,-1717129,6321.919012451836,True,-17,2.7073972741361767,True
T2NIVTE=,12277,300,1.5,0.914,0.017,ochu1,OcHU1,HU1,housing_occupancy,housing,True,11540,312,1.6,0.879,0.02,True,3154103,5930,0.1,0.908,0.002,True,737,432.8325311249144,False,0.06386481802426343,0.038770271373720834,False,0.03500000000000003,0.026248809496813377,False,-3141826,5937.583683620805,True,0.6000000000000085,1.711724276862369,False
T2NIVTI=,12277,300,1.5,1,0,ochu2,OcHU2,OcHU2,housing_tenure,housing,True,11540,312,1.6,1,0,True,3154103,5930,0.1,1,0,True,737,432.8325311249144,False,0.06386481802426343,0.038770271373720834,False,0,0,-3141826,5937.583683620805,True,0,0
T2NIVTM=,12277,300,1.5,1,0,ochu3,OcHU3,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,3154103,5930,0.1,1,0,True,,,,,1,0,True,-3141826,5937.583683620805,True,0,0
T2NIVTQ=,12277,300,1.5,1,0,ochu4,OcHU4,OcHU4,vehicles_available,housing,True,11540,312,1.6,1,0,True,3154103,5930,0.1,1,0,True,737,432.8325311249144,False,0.06386481802426343,0.038770271373720834,False,0,0,-3141826,5937.583683620805,True,0,0
T2NIVTU=,12277,300,1.5,1,0,ochu5,OcHU5,OcHU5,occupants_per_room,housing,True,11540,312,1.6,1,0,True,3154103,5930,0.1,1,0,True,737,432.8325311249144,False,0.06386481802426343,0.038770271373720834,False,0,0,-3141826,5937.583683620805,True,0,0
T2NIVVBSbnQx,6369,367,3.5,1,0,ochuprnt1,OcHUPRnt1,OcHUPRnt1,gross_rent,housing,True,5989,372,3.8,1,0,True,2064838,5484,0.2,1,0,True,380,522.563871694169,False,0.06344965770579396,0.09010203981864322,False,0,0,-2058469,5496.266460061775,True,0,0
T2NIVVBSbnQy,6276,363,3.5,1,0,ochuprnt2,OcHUPRnt2,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,5818,371,3.9,1,0,True,2014830,5642,0.2,1,0,True,458,519.0472040190565,False,0.07872121003781368,0.09286846092246114,False,0,0,-2008554,5653.665448184921,True,0,0
T2NQUjB0MQ==,11158,369,2,0.909,0.02,ocpr0t1,OcPR0t1,OcHU5,occupants_per_room,housing,True,10618,351,2,0.92,0.018,True,2869497,6842,0.1,0.91,0.001,True,540,509.2759566286239,False,0.05085703522320588,0.049137250757172346,False,-0.01100000000000001,0.02690724809414742,False,-2858339,6851.943155047333,True,-0.09999999999999432,2.0024984394500787,False
T2NQUjFwNXBs,214,90,25.6,0.017,0.007,ocpr1p5pl,OcPR1p5pl,OcHU5,occupants_per_room,housing,False,184,97,32,0.016,0.008,False,111644,2464,1.3,0.035,0.001,True,30,132.32157798333574,False,0.16304347826086957,0.7843292017004729,False,0.0010000000000000009,0.01063014581273465,False,-111430,2465.6431209727007,True,-1.8000000000000003,0.7071067811865476,False
T2NQUjFwbA==,1119,212,11.5,0.091,0.017,ocpr1pl,OcPR1pl,OcHU5,occupants_per_room,housing,True,922,205,13.5,0.08,0.018,True,284606,3868,0.8,0.09,0.001,True,197,294.9050694715165,False,0.21366594360086769,0.3545264243073938,False,0.010999999999999996,0.024758836806279896,False,-283487,3873.8053642381155,True,0.09999999999999964,1.7029386365926402,False
T09jSFUx,5808,356,3.7,0.473,0.027,oochu1,OOcHU1,OcHU2,housing_tenure,housing,True,5399,348,3.9,0.468,0.027,True,1029840,7102,0.4,0.327,0.002,True,409,497.83531413510633,False,0.07575476940174106,0.09568579162880593,False,0.004999999999999949,0.03818376618407356,False,-1024032,7110.916959155127,True,14.599999999999994,2.7073972741361767,True
T09jSFUy,5808,356,3.7,1,0,oochu2,OOcHU2,OOcHU2,value,housing,True,5399,348,3.9,1,0,True,1029840,7102,0.4,1,0,True,409,497.83531413510633,False,0.07575476940174106,0.09568579162880593,False,0,0,-1024032,7110.916959155127,True,0,0
T09jSFUz,5808,356,3.7,1,0,oochu3,OOcHU3,OOcHU3,mortgage_status,housing,True,5399,348,3.9,1,0,True,1029840,7102,0.4,1,0,True,409,497.83531413510633,False,0.07575476940174106,0.09568579162880593,False,0,0,-1024032,7110.916959155127,True,0,0
T09jSFU0,5808,356,3.7,0,0,oochu4,OOcHU4,AvgHHSOOc,housing__special_variable,housing,True,5399,348,,0,0,False,1029840,7102,0.4,0,0,True,409,497.83531413510633,False,0.07575476940174106,0.09568579162880593,False,0,0,-1024032,7110.916959155127,True,0,0
T09jSFU1,5808,356,3.7,0.014,0.001,oochu5,OOcHU5,MdVl,housing__special_variable,housing,True,5399,0,,0,0,False,1029840,7102,0.4,0,0,True,409,356,False,0.07575476940174106,0.06593813669198,False,0.014,0.001,True,-1024032,7110.916959155127,True,1.4000000000000001,0.1,True
T1YxMDB0MTI0,49,36,44.9,0,0,ov100t124,OV100t124,MdVl,housing__special_variable,housing,False,31,0,,0,0,False,13231,0,,0,0,False,18,36,False,0.5806451612903226,1.161290322580645,False,0,0,-13182,36,True,0,0
T1YxMjV0MTQ5,0,0,,0,0,ov125t149,OV125t149,MdVl,housing__special_variable,housing,False,49,0,,0,0,False,7768,0,,0,0,False,-49,0,True,-1,0,True,0,0,-7768,0,True,0,0
T1YxNTB0MTc0,15,13,53.9,0,0,ov150t174,OV150t174,MdVl,housing__special_variable,housing,False,59,0,,0,0,False,15896,0,,0,0,False,-44,13,True,-0.7457627118644068,0.22033898305084745,True,0,0,-15881,13,True,0,0
T1YxNTB0MTk5bQ==,20,25,76,0,0,ov150t199m,OV150t199m,MdVl,housing__special_variable,housing,False,,0,,0,0,False,32941,0,,0,0,False,,,,,0,0,-32921,25,True,0,0
T1YxNzV0MTk5,12,19,96.3,0,0,ov175t199,OV175t199,MdVl,housing__special_variable,housing,False,47,0,,0,0,False,11331,0,,0,0,False,-35,19,False,-0.7446808510638298,0.40425531914893614,False,0,0,-11319,19,True,0,0
T1YxbWlscGw=,,0,,0,0,ov1milpl,OV1milpl,MdVl,housing__special_variable,housing,False,68,0,,0,0,False,,0,,0,0,False,,,,,0,0,,,0,0
T1YxdDE0OW0=,26,32,74.9,0,0,ov1t149m,OV1t149m,MdVl,housing__special_variable,housing,False,,0,,0,0,False,83619,0,,0,0,False,,,,,0,0,-83593,32,True,0,0
T1YyMDB0MjQ5,179,81,27.4,0,0,ov200t249,OV200t249,MdVl,housing__special_variable,housing,False,344,0,,0,0,False,35377,0,,0,0,False,-165,81,False,-0.4796511627906977,0.2354651162790698,False,0,0,-35198,81,True,0,0
