id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m,percent_significant
QWdGRkhN,0,0,,0,0,agffhm,AgFFHM,CvEm16pl3,industry,economic,False,,0,,0,0,False,3870,470,7.4,0.001,0.001,True,,,,,0,0,-3870,470,True,-0.1,0.1,False
QWdISEluYw==,1284554800,89367418,4.2,0,0,aghhinc,AgHHInc,MnHHInc,economic__special_variable,economic,True,1038176500,63042369,,0,0,False,307989432000,2361252362,0.5,0,0,True,246378300,109365788.47664787,False,0.2373183172610823,0.11425954511043418,False,0,0,-306704877200,2362942921.9620533,True,0,0
QWdJUDE1cGw=,1295135100,90622367,4.3,0,0,agip15pl,AgIP15pl,PerCapInc,economic__special_variable,economic,True,1039760700,62603786,,0,0,False,318266008500,2111708243,0.4,0,0,True,255374400,110143757.98117878,False,0.24560882133744813,0.11498266090099984,False,0,0,-316970873400,2113651843.8368297,True,0,0
QWdUVG0=,629310,37160,3.6,0,0,agttm,AgTTm,MnTrvTm,economic__special_variable,economic,True,564970,35926,,0,0,False,156042185,593582,0.2,0,0,True,64340,51686.97201423198,False,0.1138821530346744,0.09666000319072192,False,0,0,-155412875,594744.0258834048,True,0,0
QXJ0RW5SQUZT,734,191,15.8,0.052,0.013,artenrafs,ArtEnRAFS,CvEm16pl3,industry,economic,True,,0,,0,0,False,440995,5433,0.7,0.109,0.001,True,,,,,0.052,0.013,True,-440261,5436.35631650465,True,-5.7,1.3038404810405297,True
Q05JMTg2NF8y,17565,722,2.5,,,cni1864_2,CNI1864_2,NA,health_insurance_coverage,economic,True,,0,,,,False,5369877,1931,0,,,True,,,,,,,-5352312,2061.563726883067,True,,
Q29uc3RjdG4=,1268,273,13.1,0.09,0.019,constctn,Constctn,CvEm16pl3,industry,economic,True,,0,,0,0,False,206067,3740,1.1,0.051,0.001,True,,,,,0.09,0.019,True,-204799,3749.9505330070688,True,3.9000000000000004,1.9026297590440446,False
Q3ZFbTE2cGwx,14064,645,2.8,0.589,0.018,cvem16pl1,CvEm16pl1,Pop16pl,employment_status,economic,True,13384,623,2.8,0.586,0.018,True,4053141,9894,0.1,0.591,0.001,True,680,896.7463409459779,False,0.05080693365212194,0.06866546607464218,False,0.0030000000000000027,0.02545584412271571,False,-4039077,9915.001815430998,True,-0.19999999999999574,1.8027756377319943,False
Q3ZFbTE2cGwy,14064,645,2.8,1,0,cvem16pl2,CvEm16pl2,CvEm16pl2,occupation,economic,True,13384,623,2.8,1,0,True,4053141,9894,0.1,1,0,True,680,896.7463409459779,False,0.05080693365212194,0.06866546607464218,False,0,0,-4039077,9915.001815430998,True,0,0
Q3ZFbTE2cGwz,14064,645,2.8,1,0,cvem16pl3,CvEm16pl3,CvEm16pl3,industry,economic,True,,0,,0,0,False,4053141,9894,0.1,1,0,True,,,,,1,0,True,-4039077,9915.001815430998,True,0,0
Q3ZFbTE2cGw0,14064,645,2.8,1,0,cvem16pl4,CvEm16pl4,CvEm16pl4,class_of_worker,economic,True,13384,623,2.8,1,0,True,4053141,9894,0.1,1,0,True,680,896.7463409459779,False,0.05080693365212194,0.06866546607464218,False,0,0,-4039077,9915.001815430998,True,0,0
Q3ZMRjE=,14552,656,2.7,0.61,0.018,cvlf1,CvLF1,Pop16pl,employment_status,economic,True,14115,646,2.8,0.618,0.018,True,4354474,10392,0.1,0.635,0.002,True,437,920.6801833427284,False,0.03095997166135317,0.06622897691251407,False,-0.008000000000000007,0.02545584412271571,False,-4339922,10412.684572193666,True,-2.5,1.8110770276274832,False
Q3ZMRjE4dDY0,13495,645,2.9,,,cvlf18t64,CvLF18t64,NA,health_insurance_coverage,economic,True,,0,,,,False,4102491,9890,0.1,,,True,,,,,,,-4088996,9911.010291589853,True,,
Q3ZMRjI=,14552,656,2.7,1,0,cvlf2,CvLF2,CvLF2,employment_status,economic,True,14115,646,2.8,1,0,True,4354474,10392,0.1,1,0,True,437,920.6801833427284,False,0.03095997166135317,0.06622897691251407,False,0,0,-4339922,10412.684572193666,True,0,0
Q3ZMRkVt,13075,633,2.9,1,0,cvlfem,CvLFEm,CvLFEm,health_insurance_coverage,economic,True,,0,,0,0,False,3825543,9546,0.2,1,0,True,,,,,1,0,True,-3812468,9566.964252049864,True,0,0
Q3ZMRlVFbTE=,488,128,16,0.02,0.005,cvlfuem1,CvLFUEm1,Pop16pl,employment_status,economic,True,731,197,16.4,0.032,0.009,True,301333,4545,0.9,0.044,0.001,True,-243,234.93190502781866,False,-0.332421340629275,0.2510536411285296,False,-0.012,0.010295630140987,False,-300845,4546.802062988887,True,-2.3999999999999995,0.5099019513592785,True
Q3ZMRlVFbTI=,488,128,16,0.034,0.009,cvlfuem2,CvLFUEm2,CvLF2,employment_status,economic,True,731,197,16.4,0.052,0.014,True,301333,4545,0.9,0.069,0.001,True,-243,234.93190502781866,False,-0.332421340629275,0.2510536411285296,False,-0.017999999999999995,0.016643316977093238,False,-300845,4546.802062988887,True,-3.5,0.9055385138137416,True
