id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_significant,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m
QXZnSEhTT09j,3.07,0.29,5.8,,,avghhsooc,AvgHHSOOc,mean,housing_tenure,housing,True,2.93,0.32,6.6,,,True,2.85,0.01,0.2,,,True,0.13999999999999968,0.43185645763378366,False,,,,,0.21999999999999975,0.29017236257093815,False,,
QXZnSEhTUk9j,2.82,0.55,11.8,,,avghhsroc,AvgHHSROc,mean,housing_tenure,housing,True,3.04,0.63,12.5,,,True,2.51,0.01,0.2,,,True,-0.2200000000000002,0.836301381082203,False,,,,,0.31000000000000005,0.5500909015790028,False,,
Qmx0MDB0MDk=,420,161,23.3,0.059,0.022,blt00t09,Blt00t09,HU3,year_structure_built,housing,False,,0,,0,0,False,198788,2928,0.9,0.057,0.001,True,,,,,0.059,0.022,False,-198368,2932.4230595192093,True,0.1999999999999993,2.2022715545545237,False
Qmx0MTBMdHI=,8,13,98.8,0.001,0.002,blt10ltr,Blt10Ltr,HU3,year_structure_built,housing,False,,0,,0,0,False,76678,1919,1.5,0.022,0.001,True,,,,,0.001,0.002,False,-76670,1919.0440328455206,True,-2.0999999999999996,0.223606797749979,True
Qmx0NDB0NDk=,583,189,19.7,0.081,0.026,blt40t49,Blt40t49,HU3,year_structure_built,housing,True,,0,,0,0,False,354913,3910,0.7,0.102,0.001,True,,,,,0.081,0.026,True,-354330,3914.565237673272,True,-2.0999999999999996,2.6019223662515376,False
Qmx0NTB0NTk=,714,181,15.4,0.099,0.025,blt50t59,Blt50t59,HU3,year_structure_built,housing,True,,0,,0,0,False,450809,4111,0.6,0.13,0.001,True,,,,,0.099,0.025,True,-450095,4114.9826245076665,True,-3.0999999999999996,2.5019992006393608,False
Qmx0NjB0Njk=,815,190,14.2,0.114,0.026,blt60t69,Blt60t69,HU3,year_structure_built,housing,True,,0,,0,0,False,440499,4325,0.6,0.127,0.001,True,,,,,0.114,0.026,True,-439684,4329.171398778293,True,-1.299999999999999,2.6019223662515376,False
Qmx0NzB0Nzk=,749,177,14.3,0.104,0.025,blt70t79,Blt70t79,HU3,year_structure_built,housing,True,,0,,0,0,False,245191,3241,0.8,0.071,0.001,True,,,,,0.104,0.025,True,-244442,3245.829632004736,True,3.3000000000000007,2.5019992006393608,False
Qmx0ODB0ODk=,227,110,29.5,0.032,0.015,blt80t89,Blt80t89,HU3,year_structure_built,housing,False,,0,,0,0,False,164132,2906,1.1,0.047,0.001,True,,,,,0.032,0.015,False,-163905,2908.0811543008904,True,-1.5,1.5033296378372907,False
Qmx0OTB0OTk=,330,97,17.9,0.046,0.013,blt90t99,Blt90t99,HU3,year_structure_built,housing,True,,0,,0,0,False,127962,2842,1.4,0.037,0.001,True,,,,,0.046,0.013,True,-127632,2843.6548665405935,True,0.8999999999999999,1.3038404810405297,False
Qmx0QmYzOQ==,3331,254,4.6,0.464,0.034,bltbf39,BltBf39,HU3,year_structure_built,housing,True,,0,,0,0,False,1413382,6785,0.3,0.407,0.002,True,,,,,0.464,0.034,True,-1410051,6789.752646451857,True,5.70000000000001,3.4058772731852804,False
QnRSVlZFdGM=,12,19,96.3,0.002,0.003,btrvvetc,BtRVVEtc,HU2,units_in_structure,housing,False,0,0,,0,0,False,1902,346,11.1,0.001,0.001,True,12,19,False,0,,0.002,0.003,False,-1890,346.5212836176156,True,0.1,0.31622776601683794,False
