id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m,percent_significant
QWdGRkhN,0,0,,0,0,agffhm,AgFFHM,CvEm16pl3,industry,economic,False,,0,,0,0,False,3870,470,7.4,0.001,0.001,True,,,,,0,0,-3870,470,True,-0.1,0.1,False
QWdISEluYw==,450095800,37642825,5.1,0,0,aghhinc,AgHHInc,MnHHInc,economic__special_variable,economic,True,442387700,31641183,,0,0,False,307989432000,2361252362,0.5,0,0,True,7708100,49174655.41943445,False,0.017423856947198123,0.11196331162986643,False,0,0,-307539336200,2361552391.8229213,True,0,0
QWdJUDE1cGw=,477672100,40417321,5.1,0,0,agip15pl,AgIP15pl,PerCapInc,economic__special_variable,economic,True,460330000,33601492,,0,0,False,318266008500,2111708243,0.4,0,0,True,17342100,52560632.62027109,False,0.03767319097169422,0.11595761860795703,False,0,0,-317788336400,2112094993.9316092,True,0,0
QWdUVG0=,405725,31841,4.8,0,0,agttm,AgTTm,MnTrvTm,economic__special_variable,economic,True,402700,33284,,0,0,False,156042185,593582,0.2,0,0,True,3025,46061.63194026022,False,0.007511795381177055,0.11483143908645588,False,0,0,-155636460,594435.3959893371,True,0,0
QXJ0RW5SQUZT,1376,257,11.4,0.149,0.026,artenrafs,ArtEnRAFS,CvEm16pl3,industry,economic,True,,0,,0,0,False,440995,5433,0.7,0.109,0.001,True,,,,,0.149,0.026,True,-439619,5439.075105199412,True,3.9999999999999982,2.6019223662515376,False
Q05JMTg2NF8y,12995,763,3.6,,,cni1864_2,CNI1864_2,NA,health_insurance_coverage,economic,True,,0,,,,False,5369877,1931,0,,,True,,,,,,,-5356882,2076.277919740033,True,,
Q29uc3RjdG4=,619,184,18.1,0.067,0.02,constctn,Constctn,CvEm16pl3,industry,economic,True,,0,,0,0,False,206067,3740,1.1,0.051,0.001,True,,,,,0.067,0.02,True,-205448,3744.523467679165,True,1.6000000000000005,2.0024984394500787,False
Q3ZFbTE2cGwx,9233,581,3.8,0.556,0.022,cvem16pl1,CvEm16pl1,Pop16pl,employment_status,economic,True,10033,651,3.9,0.595,0.025,True,4053141,9894,0.1,0.591,0.001,True,-800,872.5605996147202,False,-0.07973686833449617,0.08318036589691911,False,-0.038999999999999924,0.03330165161069343,False,-4043908,9911.044193222024,True,-3.499999999999986,2.2022715545545237,False
Q3ZFbTE2cGwy,9233,581,3.8,1,0,cvem16pl2,CvEm16pl2,CvEm16pl2,occupation,economic,True,10033,651,3.9,1,0,True,4053141,9894,0.1,1,0,True,-800,872.5605996147202,False,-0.07973686833449617,0.08318036589691911,False,0,0,-4043908,9911.044193222024,True,0,0
Q3ZFbTE2cGwz,9233,581,3.8,1,0,cvem16pl3,CvEm16pl3,CvEm16pl3,industry,economic,True,,0,,0,0,False,4053141,9894,0.1,1,0,True,,,,,1,0,True,-4043908,9911.044193222024,True,0,0
Q3ZFbTE2cGw0,9233,581,3.8,1,0,cvem16pl4,CvEm16pl4,CvEm16pl4,class_of_worker,economic,True,10033,651,3.9,1,0,True,4053141,9894,0.1,1,0,True,-800,872.5605996147202,False,-0.07973686833449617,0.08318036589691911,False,0,0,-4043908,9911.044193222024,True,0,0
Q3ZMRjE=,9752,624,3.9,0.587,0.025,cvlf1,CvLF1,Pop16pl,employment_status,economic,True,11109,692,3.8,0.659,0.025,True,4354474,10392,0.1,0.635,0.002,True,-1357,931.7939686432833,False,-0.12215320910973085,0.07839222404802758,False,-0.07200000000000006,0.03535533905932738,False,-4344722,10410.717554520437,True,-4.800000000000004,2.5079872407968904,False
Q3ZMRjE4dDY0,9195,590,3.9,,,cvlf18t64,CvLF18t64,NA,health_insurance_coverage,economic,True,,0,,,,False,4102491,9890,0.1,,,True,,,,,,,-4093296,9907.582954484913,True,,
Q3ZMRjI=,9752,624,3.9,1,0,cvlf2,CvLF2,CvLF2,employment_status,economic,True,11109,692,3.8,1,0,True,4354474,10392,0.1,1,0,True,-1357,931.7939686432833,False,-0.12215320910973085,0.07839222404802758,False,0,0,-4344722,10410.717554520437,True,0,0
Q3ZMRkVt,8753,564,3.9,1,0,cvlfem,CvLFEm,CvLFEm,health_insurance_coverage,economic,True,,0,,0,0,False,3825543,9546,0.2,1,0,True,,,,,1,0,True,-3816790,9562.646704757004,True,0,0
Q3ZMRlVFbTE=,519,154,18.1,0.031,0.009,cvlfuem1,CvLFUEm1,Pop16pl,employment_status,economic,True,1076,232,13.1,0.064,0.013,True,301333,4545,0.9,0.044,0.001,True,-557,278.4600509947522,False,-0.5176579925650557,0.17691798686058494,False,-0.033,0.015811388300841896,False,-300814,4547.608272487858,True,-1.2999999999999994,0.9055385138137416,False
Q3ZMRlVFbTI=,519,154,18.1,0.053,0.015,cvlfuem2,CvLFUEm2,CvLF2,employment_status,economic,True,1076,232,13.1,0.097,0.02,True,301333,4545,0.9,0.069,0.001,True,-557,278.4600509947522,False,-0.5176579925650557,0.17691798686058494,False,-0.044000000000000004,0.025,False,-300814,4547.608272487858,True,-1.6000000000000005,1.5033296378372907,False
