id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m,percent_significant
RTE3cHQ1dDIw,1011,248,14.9119563223989,0,0,e17pt5t20,E17pt5t20,MdEWrk,economic__special_variable,economic,True,1075,0,,0,0,False,126285,0,,0,0,False,-64,248,False,-0.059534883720930236,0.23069767441860467,False,0,0,-125274,248,True,0,0
RTIwdDIycHQ1,1062,241,13.7951562401616,0,0,e20t22pt5,E20t22pt5,MdEWrk,economic__special_variable,economic,True,1201,0,,0,0,False,196961,0,,0,0,False,-139,241,False,-0.115736885928393,0.20066611157368858,False,0,0,-195899,241,True,0,0
RTIycHQ1dDI1,1003,295,17.8794922224209,0,0,e22pt5t25,E22pt5t25,MdEWrk,economic__special_variable,economic,True,443,0,,0,0,False,107043,0,,0,0,False,560,295,False,1.2641083521444696,0.6659142212189615,False,0,0,-106040,295,True,0,0
RTdwdDV0MTA=,727,200,16.7235965766798,0,0,e7pt5t10,E7pt5t10,MdEWrk,economic__special_variable,economic,True,920,0,,0,0,False,118902,0,,0,0,False,-193,200,False,-0.20978260869565218,0.21739130434782608,False,0,0,-118175,200,True,0,0
RWRIbHRoQ1NB,5343,552.110496187131,6.28166724620665,0.300236008091706,0.0251622256861763,edhlthcsa,EdHlthCSA,CvEm16pl3,industry,economic,True,,0,,0,0,False,1080586,7811,0.4,0.267,0.002,True,,,,,0.300236008091706,0.0251622256861763,True,-1075243,7830.488298950456,True,3.323600809170596,2.524158476566141,False
RW1ISW5z,13833,916.910028301578,4.0294376814071,0.794269637115296,0.0185180300789251,emhins,EmHIns,CvLFEm,health_insurance_coverage,economic,True,,0,,0,0,False,3395066,12000,0.2,0.887,0.002,True,,,,,0.794269637115296,0.0185180300789251,True,-3381233,12034.979185690352,True,-9.273036288470408,1.8625719798278262,True
RW1OSElucw==,3583,753.77582874486,12.7887911888012,0.205730362884704,0.0413553162449225,emnhins,EmNHIns,CvLFEm,health_insurance_coverage,economic,True,,0,,0,0,False,430477,6778,1,0.113,0.002,True,,,,,0.205730362884704,0.0413553162449225,True,-426894,6819.7846007040425,True,9.2730362884704,4.140364937680676,False
RW1QYkhJbnM=,6742,717.230785730786,6.4670210126854,0.387115296279283,0.0334517823205618,empbhins,EmPbHIns,CvLFEm,health_insurance_coverage,economic,True,,0,,0,0,False,709097,5839,0.5,0.185,0.001,True,,,,,0.387115296279283,0.0334517823205618,True,-702355,5882.885431486831,True,20.2115296279283,3.3466725869469975,True
RW1QdkhJbnM=,7879,820.600389958474,6.33132658788241,0.452400091869545,0.0378430867207261,empvhins,EmPvHIns,CvLFEm,health_insurance_coverage,economic,True,,0,,0,0,False,2778950,11243,0.2,0.726,0.002,True,,,,,0.452400091869545,0.0378430867207261,True,-2771071,11272.907078478027,True,-27.359990813045492,3.789589967994422,True
RXJuMTAwcGw=,573,213,22.5974315313738,0,0,ern100pl,Ern100pl,MdEWrk,economic__special_variable,economic,False,152,0,,0,0,False,640046,0,,0,0,False,421,213,False,2.7697368421052633,1.4013157894736843,False,0,0,-639473,213,True,0,0
