id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_significant,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m
QXZnSEhTT09j,2.54,1.99,47.6,,,avghhsooc,AvgHHSOOc,mean,housing_tenure,housing,False,1.42,1.1,47.1,,,False,2.85,0.01,0.2,,,True,1.12,2.2737853900489378,False,,,,,-0.31000000000000005,1.9900251254695254,False,,
QXZnSEhTUk9j,1.93,0.16,4.9,,,avghhsroc,AvgHHSROc,mean,housing_tenure,housing,True,2.03,0.12,3.6,,,True,2.51,0.01,0.2,,,True,-0.09999999999999987,0.2,False,,,,,-0.5799999999999998,0.16031219541881397,True,,
Qmx0MDB0MDk=,80,50,38,0.012,0.007,blt00t09,Blt00t09,HU3,year_structure_built,housing,False,,0,,0,0,False,198788,2928,0.9,0.057,0.001,True,,,,,0.012,0.007,False,-198708,2928.4268814501756,True,-4.5,0.7071067811865476,True
Qmx0MTBMdHI=,71,72,61.6,0.01,0.011,blt10ltr,Blt10Ltr,HU3,year_structure_built,housing,False,,0,,0,0,False,76678,1919,1.5,0.022,0.001,True,,,,,0.01,0.011,False,-76607,1920.3502284739625,True,-1.1999999999999997,1.104536101718726,False
Qmx0NDB0NDk=,127,91,43.3,0.019,0.013,blt40t49,Blt40t49,HU3,year_structure_built,housing,False,,0,,0,0,False,354913,3910,0.7,0.102,0.001,True,,,,,0.019,0.013,False,-354786,3911.058808046742,True,-8.299999999999999,1.3038404810405297,True
Qmx0NTB0NTk=,138,92,40.7,0.02,0.014,blt50t59,Blt50t59,HU3,year_structure_built,housing,False,,0,,0,0,False,450809,4111,0.6,0.13,0.001,True,,,,,0.02,0.014,False,-450671,4112.029304370289,True,-11,1.4035668847618201,True
Qmx0NjB0Njk=,1058,305,17.5,0.155,0.045,blt60t69,Blt60t69,HU3,year_structure_built,housing,True,,0,,0,0,False,440499,4325,0.6,0.127,0.001,True,,,,,0.155,0.045,True,-439441,4335.7409977995685,True,2.8000000000000007,4.50111097397076,False
Qmx0NzB0Nzk=,4425,366,5,0.648,0.053,blt70t79,Blt70t79,HU3,year_structure_built,housing,True,,0,,0,0,False,245191,3241,0.8,0.071,0.001,True,,,,,0.648,0.053,True,-240766,3261.600374049525,True,57.699999999999996,5.300943312279429,True
Qmx0ODB0ODk=,243,115,28.8,0.036,0.017,blt80t89,Blt80t89,HU3,year_structure_built,housing,False,,0,,0,0,False,164132,2906,1.1,0.047,0.001,True,,,,,0.036,0.017,False,-163889,2908.2745743825494,True,-1.1000000000000005,1.7029386365926402,False
Qmx0OTB0OTk=,410,158,23.4,0.06,0.023,blt90t99,Blt90t99,HU3,year_structure_built,housing,False,,0,,0,0,False,127962,2842,1.4,0.037,0.001,True,,,,,0.06,0.023,False,-127552,2846.3885890721244,True,2.3000000000000003,2.3021728866442674,False
Qmx0QmYzOQ==,275,133,29.5,0.04,0.02,bltbf39,BltBf39,HU3,year_structure_built,housing,False,,0,,0,0,False,1413382,6785,0.3,0.407,0.002,True,,,,,0.04,0.02,False,-1413107,6786.30341202042,True,-36.699999999999996,2.009975124224178,True
QnRSVlZFdGM=,0,0,,0,0,btrvvetc,BtRVVEtc,HU2,units_in_structure,housing,False,0,0,,0,0,False,1902,346,11.1,0.001,0.001,True,0,0,0,,,,-1902,346,True,-0.1,0.1,False
R1IxNWt0MTlr,932,253,16.5,0.145,0.039,gr15kt19k,GR15kt19k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,442539,4873,0.7,0.214,0.002,True,,,,,0.145,0.039,True,-441607,4879.563300132502,True,-6.9,3.905124837953327,False
R1Ixa3QxNGs=,1736,356,12.5,0.269,0.055,gr1kt14k,GR1kt14k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,619998,5133,0.5,0.3,0.002,True,,,,,0.269,0.055,True,-618262,5145.330407272209,True,-3.099999999999998,5.503635162326805,False
R1IyMGt0MjRr,96,116,73.5,0.015,0.018,gr20kt24k,GR20kt24k,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,206669,2799,0.8,0.1,0.001,True,,,,,0.015,0.018,False,-206573,2801.4026843708134,True,-8.5,1.8027756377319943,True
R1IyNWt0Mjlr,31,49,96.1,0.005,0.008,gr25kt29k,GR25kt29k,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,102402,2683,1.6,0.05,0.001,True,,,,,0.005,0.008,False,-102371,2683.447409583426,True,-4.5,0.806225774829855,True
R1Iza3Bs,14,23,99.9,0.002,0.004,gr3kpl,GR3kpl,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,147224,2968,1.2,0.071,0.001,True,,,,,0.002,0.004,False,-147210,2968.0891159127955,True,-6.8999999999999995,0.4123105625617661,True
R1I1MDB0OTk5,1036,288,16.9,0.161,0.044,gr500t999,GR500t999,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,321465,3260,0.6,0.156,0.002,True,,,,,0.161,0.044,True,-320429,3272.6967473323894,True,0.5000000000000018,4.4045431091090474,False
R1Jub1JudFBk,26,30,69.5,,,grnorntpd,GRnoRntPd,NA,gross_rent,housing,False,42,55,79.7,,,False,59425,1926,2,,,True,-16,62.64982043070834,False,-0.38095238095238093,1.0804488975366167,False,,,-59399,1926.2336306896939,True,,
