id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,change_percentage_point_significant,difference_sum,difference_m,significant,difference_percent,difference_percent_m,percent_significant
QWdGRkhN,60,59.5399025864168,60.3241160956604,0.00208586824265601,0.00206830705566386,agffhm,AgFFHM,CvEm16pl3,industry,economic,False,,0,,0,0,False,3870,470,7.4,0.001,0.001,True,,,,,0.00208586824265601,0.00206830705566386,False,-3810,473.75626644932095,True,0.10858682426560101,0.22973667701324718,False
QWdISEluYw==,1612444500,70477437.6144718,2.65704817258885,0,0,aghhinc,AgHHInc,MnHHInc,economic__special_variable,economic,True,1676323700,70730997.2228647,2.56499187482881,0,0,True,307989432000,2361252362,0.5,0,0,True,-63879200,99849602.80763593,False,-0.038106721273462874,0.05843667043675448,False,0,0,-306376987500,2362303914.88125,True,0,0
QWdJUDE1cGw=,1680559600,73459926.3064496,2.65723930028405,0,0,agip15pl,AgIP15pl,PerCapInc,economic__special_variable,economic,True,1736672300,73263187.9676831,2.56449604116852,0,0,True,318266008500,2111708243,0.4,0,0,True,-56112700,103749002.32839386,False,-0.03231047100826103,0.05878551015226278,False,0,0,-316585448900,2112985580.7191625,True,0,0
QWdUVG0=,1108225,50103.1944989539,2.74834704110849,0,0,agttm,AgTTm,MnTrvTm,economic__special_variable,economic,True,1239720,61335.0501997023,3.00759403754482,0,0,True,156042185,593582,0.2,0,0,True,-131495,79197.97018863555,False,-0.10606830574645888,0.05991169911430106,False,0,0,-154933960,595692.8074292991,True,0,0
QXJ0RW5SQUZT,4036,529.712186002927,7.97853039969947,0.140309403789327,0.0176009392665309,artenrafs,ArtEnRAFS,CvEm16pl3,industry,economic,True,,0,,0,0,False,440995,5433,0.7,0.109,0.001,True,,,,,0.140309403789327,0.0176009392665309,True,-436959,5458.762130739899,True,3.1309403789326993,1.7629323953688902,False
Q05JMTg2NF8y,39769,1401.64011072743,2.14252522714945,,,cni1864_2,CNI1864_2,NA,health_insurance_coverage,economic,True,,0,,,,False,5369877,1931,0,,,True,,,,,,,-5330108,2386.0754388744717,True,,
Q29uc3RjdG4=,1864,314.270584051387,10.249246124013,0.0648009734051799,0.0106353384814293,constctn,Constctn,CvEm16pl3,industry,economic,True,,0,,0,0,False,206067,3740,1.1,0.051,0.001,True,,,,,0.0648009734051799,0.0106353384814293,True,-204203,3753.1807843481242,True,1.3800973405179908,1.0682248106769048,False
Q3ZFbTE2cGwx,28765,1110.19187530805,2.34621476794303,0.537221724189452,0.0142163822462036,cvem16pl1,CvEm16pl1,Pop16pl,employment_status,economic,True,32083,1272.02004701184,2.41020000083719,0.585018508050546,0.0161300803417016,True,4053141,9894,0.1,0.591,0.001,True,-3318,1688.360447297913,False,-0.1034192563039616,0.049608868714619635,False,-0.04779678386109398,0.02150081431015861,False,-4024376,9956.091703073049,True,-5.377827581054795,1.425150954005129,True
Q3ZFbTE2cGwy,28765,1110.19187530805,2.34621476794303,1,0,cvem16pl2,CvEm16pl2,CvEm16pl2,occupation,economic,True,32083,1272.02004701184,2.41020000083719,1,0,True,4053141,9894,0.1,1,0,True,-3318,1688.360447297913,False,-0.1034192563039616,0.049608868714619635,False,0,0,-4024376,9956.091703073049,True,0,0
Q3ZFbTE2cGwz,28765,1110.19187530805,2.34621476794303,1,0,cvem16pl3,CvEm16pl3,CvEm16pl3,industry,economic,True,,0,,0,0,False,4053141,9894,0.1,1,0,True,,,,,1,0,True,-4024376,9956.091703073049,True,0,0
Q3ZFbTE2cGw0,28765,1110.19187530805,2.34621476794303,1,0,cvem16pl4,CvEm16pl4,CvEm16pl4,class_of_worker,economic,True,32083,1272.02004701184,2.41020000083719,1,0,True,4053141,9894,0.1,1,0,True,-3318,1688.360447297913,False,-0.1034192563039616,0.049608868714619635,False,0,0,-4024376,9956.091703073049,True,0,0
Q3ZMRjE=,30042,1145.51254903646,2.31795556947013,0.561071268489467,0.0144644560536965,cvlf1,CvLF1,Pop16pl,employment_status,economic,True,35335,1380.78962916152,2.37550811604175,0.644317207928375,0.0172321264782211,True,4354474,10392,0.1,0.635,0.002,True,-5293,1794.0955938856816,False,-0.14979482099900948,0.046419532374199934,True,-0.08324593943890801,0.02249814818803374,True,-4324432,10454.944428355418,True,-7.392873151053301,1.4602071391734712,True
Q3ZMRjE4dDY0,28571,1144.83230212988,2.43584994653618,,,cvlf18t64,CvLF18t64,NA,health_insurance_coverage,economic,True,,0,,,,False,4102491,9890,0.1,,,True,,,,,,,-4073920,9956.040427800603,True,,
