id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m,percent_significant
QWdGRkhN,0,0,,0,0,agffhm,AgFFHM,CvEm16pl3,industry,economic,False,,0,,0,0,False,3870,470,7.4,0.001,0.001,True,,,,,0,0,-3870,470,True,-0.1,0.1,False
QWdISEluYw==,0,0,,0,0,aghhinc,AgHHInc,MnHHInc,economic__special_variable,economic,False,0,0,,0,0,False,307989432000,2361252362,0.5,0,0,True,0,0,0,,,,-307989432000,2361252362,True,0,0
QWdJUDE1cGw=,0,0,,0,0,agip15pl,AgIP15pl,PerCapInc,economic__special_variable,economic,False,0,0,,0,0,False,318266008500,2111708243,0.4,0,0,True,0,0,0,,,,-318266008500,2111708243,True,0,0
QWdUVG0=,0,0,,0,0,agttm,AgTTm,MnTrvTm,economic__special_variable,economic,False,0,0,,0,0,False,156042185,593582,0.2,0,0,True,0,0,0,,,,-156042185,593582,True,0,0
QXJ0RW5SQUZT,0,0,,0,0,artenrafs,ArtEnRAFS,CvEm16pl3,industry,economic,False,,0,,0,0,False,440995,5433,0.7,0.109,0.001,True,,,,,0,0,-440995,5433,True,-10.9,0.1,True
Q05JMTg2NF8y,0,0,,,,cni1864_2,CNI1864_2,NA,health_insurance_coverage,economic,False,,0,,,,False,5369877,1931,0,,,True,,,,,,,-5369877,1931,True,,
Q29uc3RjdG4=,0,0,,0,0,constctn,Constctn,CvEm16pl3,industry,economic,False,,0,,0,0,False,206067,3740,1.1,0.051,0.001,True,,,,,0,0,-206067,3740,True,-5.1,0.1,True
Q3ZFbTE2cGwx,0,0,,0,0,cvem16pl1,CvEm16pl1,Pop16pl,employment_status,economic,False,0,0,,0,0,False,4053141,9894,0.1,0.591,0.001,True,0,0,0,,,,-4053141,9894,True,-59.099999999999994,0.1,True
Q3ZFbTE2cGwy,0,0,,0,0,cvem16pl2,CvEm16pl2,CvEm16pl2,occupation,economic,False,0,0,,0,0,False,4053141,9894,0.1,1,0,True,0,0,0,,,,-4053141,9894,True,-100,0,True
Q3ZFbTE2cGwz,0,0,,0,0,cvem16pl3,CvEm16pl3,CvEm16pl3,industry,economic,False,,0,,0,0,False,4053141,9894,0.1,1,0,True,,,,,0,0,-4053141,9894,True,-100,0,True
Q3ZFbTE2cGw0,0,0,,0,0,cvem16pl4,CvEm16pl4,CvEm16pl4,class_of_worker,economic,False,0,0,,0,0,False,4053141,9894,0.1,1,0,True,0,0,0,,,,-4053141,9894,True,-100,0,True
Q3ZMRjE=,0,0,,0,0,cvlf1,CvLF1,Pop16pl,employment_status,economic,False,0,0,,0,0,False,4354474,10392,0.1,0.635,0.002,True,0,0,0,,,,-4354474,10392,True,-63.5,0.2,True
Q3ZMRjE4dDY0,0,0,,,,cvlf18t64,CvLF18t64,NA,health_insurance_coverage,economic,False,,0,,,,False,4102491,9890,0.1,,,True,,,,,,,-4102491,9890,True,,
Q3ZMRjI=,0,0,,0,0,cvlf2,CvLF2,CvLF2,employment_status,economic,False,0,0,,0,0,False,4354474,10392,0.1,1,0,True,0,0,0,,,,-4354474,10392,True,-100,0,True
Q3ZMRkVt,0,0,,0,0,cvlfem,CvLFEm,CvLFEm,health_insurance_coverage,economic,False,,0,,0,0,False,3825543,9546,0.2,1,0,True,,,,,0,0,-3825543,9546,True,-100,0,True
Q3ZMRlVFbTE=,0,0,,0,0,cvlfuem1,CvLFUEm1,Pop16pl,employment_status,economic,False,0,0,,0,0,False,301333,4545,0.9,0.044,0.001,True,0,0,0,,,,-301333,4545,True,-4.3999999999999995,0.1,True
Q3ZMRlVFbTI=,0,0,,0,0,cvlfuem2,CvLFUEm2,CvLF2,employment_status,economic,False,0,0,,0,0,False,301333,4545,0.9,0.069,0.001,True,0,0,0,,,,-301333,4545,True,-6.9,0.1,True
Q3ZOSVBvcDI=,0,0,,0,0,cvnipop2,CvNIPop2,CvNIPop2,health_insurance_coverage,economic,False,,0,,0,0,False,8379895,1861,0,1,0,True,,,,,0,0,-8379895,1861,True,-100,0,True
Q3ZOSVUxOF8y,0,0,,0,0,cvniu18_2,CvNIU18_2,CvNIU18_2,health_insurance_coverage,economic,False,,0,,0,0,False,1855028,1721,0.1,1,0,True,,,,,0,0,-1855028,1721,True,-100,0,True
Q1dfQ3JwbGQ=,0,0,,0,0,cw_crpld,CW_Crpld,Wrkr16pl,commute_to_work,economic,False,0,0,,0,0,False,177245,3363,1.2,0.045,0.001,True,0,0,0,,,,-177245,3363,True,-4.5,0.1,True
Q1dfRHJ2QWxu,0,0,,0,0,cw_drvaln,CW_DrvAln,Wrkr16pl,commute_to_work,economic,False,0,0,,0,0,False,883066,6519,0.4,0.223,0.002,True,0,0,0,,,,-883066,6519,True,-22.3,0.2,True
Q1dfT3Ro,0,0,,0,0,cw_oth,CW_Oth,Wrkr16pl,commute_to_work,economic,False,0,0,,0,0,False,112933,2992,1.6,0.029,0.001,True,0,0,0,,,,-112933,2992,True,-2.9000000000000004,0.1,True
Q1dfUGJUcm5z,0,0,,0,0,cw_pbtrns,CW_PbTrns,Wrkr16pl,commute_to_work,economic,False,0,0,,0,0,False,2223087,10073,0.3,0.562,0.002,True,0,0,0,,,,-2223087,10073,True,-56.2,0.2,True
Q1dfV2xrZA==,0,0,,0,0,cw_wlkd,CW_Wlkd,Wrkr16pl,commute_to_work,economic,False,0,0,,0,0,False,392607,5774,0.9,0.099,0.001,True,0,0,0,,,,-392607,5774,True,-9.9,0.1,True
Q1dfV3JrZEht,0,0,,0,0,cw_wrkdhm,CW_WrkdHm,Wrkr16pl,commute_to_work,economic,False,0,0,,0,0,False,164594,3729,1.4,0.042,0.001,True,0,0,0,,,,-164594,3729,True,-4.2,0.1,True
RTEwdDEycHQ1,0,0,,0,0,e10t12pt5,E10t12pt5,MdEWrk,economic__special_variable,economic,False,0,0,,0,0,False,169608,0,,0,0,False,0,0,0,,,,-169608,0,True,0,0
RTEycHQ1dDE1,0,0,,0,0,e12pt5t15,E12pt5t15,MdEWrk,economic__special_variable,economic,False,0,0,,0,0,False,144620,0,,0,0,False,0,0,0,,,,-144620,0,True,0,0
RTE1dDE3cHQ1,0,0,,0,0,e15t17pt5,E15t17pt5,MdEWrk,economic__special_variable,economic,False,0,0,,0,0,False,173274,0,,0,0,False,0,0,0,,,,-173274,0,True,0,0
RTE3cHQ1dDIw,0,0,,0,0,e17pt5t20,E17pt5t20,MdEWrk,economic__special_variable,economic,False,0,0,,0,0,False,126285,0,,0,0,False,0,0,0,,,,-126285,0,True,0,0
