id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_significant,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m
QXZnSEhTT09j,2.69,1.34,30.3,,,avghhsooc,AvgHHSOOc,mean,housing_tenure,housing,False,2.81,1.27,27.4,,,False,2.85,0.01,0.2,,,True,-0.1200000000000001,1.846212338816963,False,,,,,-0.16000000000000014,1.3400373129133383,False,,
QXZnSEhTUk9j,2.86,0.13,2.8,,,avghhsroc,AvgHHSROc,mean,housing_tenure,housing,True,2.81,0.13,2.8,,,True,2.51,0.01,0.2,,,True,0.04999999999999982,0.18384776310850237,False,,,,,0.3500000000000001,0.130384048104053,False,,
Qmx0MDB0MDk=,1438,285,12.1,0.101,0.02,blt00t09,Blt00t09,HU3,year_structure_built,housing,True,,0,,0,0,False,198788,2928,0.9,0.057,0.001,True,,,,,0.101,0.02,True,-197350,2941.8376909680114,True,4.400000000000001,2.0024984394500787,False
Qmx0MTBMdHI=,664,238,21.8,0.047,0.017,blt10ltr,Blt10Ltr,HU3,year_structure_built,housing,False,,0,,0,0,False,76678,1919,1.5,0.022,0.001,True,,,,,0.047,0.017,False,-76014,1933.702407300565,True,2.5000000000000004,1.7029386365926402,False
Qmx0NDB0NDk=,1481,280,11.5,0.104,0.02,blt40t49,Blt40t49,HU3,year_structure_built,housing,True,,0,,0,0,False,354913,3910,0.7,0.102,0.001,True,,,,,0.104,0.02,True,-353432,3920.0127550812895,True,0.20000000000000107,2.0024984394500787,False
Qmx0NTB0NTk=,1308,265,12.3,0.092,0.019,blt50t59,Blt50t59,HU3,year_structure_built,housing,True,,0,,0,0,False,450809,4111,0.6,0.13,0.001,True,,,,,0.092,0.019,True,-449501,4119.532255001774,True,-3.8000000000000007,1.9026297590440446,False
Qmx0NjB0Njk=,744,213,17.4,0.052,0.015,blt60t69,Blt60t69,HU3,year_structure_built,housing,True,,0,,0,0,False,440499,4325,0.6,0.127,0.001,True,,,,,0.052,0.015,True,-439755,4330.241794634568,True,-7.499999999999999,1.5033296378372907,True
Qmx0NzB0Nzk=,551,192,21.2,0.039,0.014,blt70t79,Blt70t79,HU3,year_structure_built,housing,False,,0,,0,0,False,245191,3241,0.8,0.071,0.001,True,,,,,0.039,0.014,False,-244640,3246.682152598249,True,-3.1999999999999997,1.4035668847618201,False
Qmx0ODB0ODk=,448,162,22,0.032,0.011,blt80t89,Blt80t89,HU3,year_structure_built,housing,False,,0,,0,0,False,164132,2906,1.1,0.047,0.001,True,,,,,0.032,0.011,False,-163684,2910.511982452572,True,-1.5,1.104536101718726,False
Qmx0OTB0OTk=,995,233,14.2,0.07,0.016,blt90t99,Blt90t99,HU3,year_structure_built,housing,True,,0,,0,0,False,127962,2842,1.4,0.037,0.001,True,,,,,0.07,0.016,True,-126967,2851.535200554256,True,3.300000000000001,1.6031219541881399,False
Qmx0QmYzOQ==,6564,469,4.3,0.462,0.033,bltbf39,BltBf39,HU3,year_structure_built,housing,True,,0,,0,0,False,1413382,6785,0.3,0.407,0.002,True,,,,,0.462,0.033,True,-1406818,6801.190042926311,True,5.500000000000007,3.306055050963308,False
QnRSVlZFdGM=,0,0,,0,0,btrvvetc,BtRVVEtc,HU2,units_in_structure,housing,False,0,0,,0,0,False,1902,346,11.1,0.001,0.001,True,0,0,0,,,,-1902,346,True,-0.1,0.1,False
