id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_significant,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m
QXZnSEhTT09j,3.1,0.29,5.7,,,avghhsooc,AvgHHSOOc,mean,housing_tenure,housing,True,3.18,0.32,6,,,True,2.85,0.01,0.2,,,True,-0.08000000000000007,0.43185645763378366,False,,,,,0.25,0.29017236257093815,False,,
QXZnSEhTUk9j,2.3,0.13,3.5,,,avghhsroc,AvgHHSROc,mean,housing_tenure,housing,True,2.51,0.15,3.6,,,True,2.51,0.01,0.2,,,True,-0.20999999999999996,0.1984943324127921,False,,,,,-0.20999999999999996,0.130384048104053,False,,
Qmx0MDB0MDk=,324,122,22.9,0.014,0.005,blt00t09,Blt00t09,HU3,year_structure_built,housing,False,,0,,0,0,False,198788,2928,0.9,0.057,0.001,True,,,,,0.014,0.005,False,-198464,2930.540564469293,True,-4.3,0.5099019513592785,True
Qmx0MTBMdHI=,44,45,62.1,0.002,0.002,blt10ltr,Blt10Ltr,HU3,year_structure_built,housing,False,,0,,0,0,False,76678,1919,1.5,0.022,0.001,True,,,,,0.002,0.002,False,-76634,1919.5275460383475,True,-1.9999999999999998,0.223606797749979,True
Qmx0NDB0NDk=,3144,329,6.4,0.136,0.014,blt40t49,Blt40t49,HU3,year_structure_built,housing,True,,0,,0,0,False,354913,3910,0.7,0.102,0.001,True,,,,,0.136,0.014,True,-351769,3923.8171466060953,True,3.400000000000002,1.4035668847618201,False
Qmx0NTB0NTk=,2592,317,7.4,0.112,0.014,blt50t59,Blt50t59,HU3,year_structure_built,housing,True,,0,,0,0,False,450809,4111,0.6,0.13,0.001,True,,,,,0.112,0.014,True,-448217,4123.2038513757725,True,-1.799999999999999,1.4035668847618201,False
Qmx0NjB0Njk=,2576,315,7.4,0.112,0.014,blt60t69,Blt60t69,HU3,year_structure_built,housing,True,,0,,0,0,False,440499,4325,0.6,0.127,0.001,True,,,,,0.112,0.014,True,-437923,4336.455926214401,True,-1.4999999999999982,1.4035668847618201,False
Qmx0NzB0Nzk=,661,163,15,0.029,0.007,blt70t79,Blt70t79,HU3,year_structure_built,housing,True,,0,,0,0,False,245191,3241,0.8,0.071,0.001,True,,,,,0.029,0.007,True,-244530,3245.0963005741446,True,-4.199999999999999,0.7071067811865476,True
Qmx0ODB0ODk=,333,128,23.3,0.014,0.006,blt80t89,Blt80t89,HU3,year_structure_built,housing,False,,0,,0,0,False,164132,2906,1.1,0.047,0.001,True,,,,,0.014,0.006,False,-163799,2908.817629209504,True,-3.3,0.6082762530298219,True
Qmx0OTB0OTk=,385,123,19.4,0.017,0.005,blt90t99,Blt90t99,HU3,year_structure_built,housing,True,,0,,0,0,False,127962,2842,1.4,0.037,0.001,True,,,,,0.017,0.005,True,-127577,2844.660436677812,True,-1.9999999999999996,0.5099019513592785,True
Qmx0QmYzOQ==,13025,514,2.4,0.564,0.021,bltbf39,BltBf39,HU3,year_structure_built,housing,True,,0,,0,0,False,1413382,6785,0.3,0.407,0.002,True,,,,,0.564,0.021,True,-1400357,6804.44127022932,True,15.699999999999996,2.1095023109728985,True
QnRSVlZFdGM=,0,0,,0,0,btrvvetc,BtRVVEtc,HU2,units_in_structure,housing,False,0,0,,0,0,False,1902,346,11.1,0.001,0.001,True,0,0,0,,,,-1902,346,True,-0.1,0.1,False
R1IxNWt0MTlr,3069,368,7.3,0.229,0.026,gr15kt19k,GR15kt19k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,442539,4873,0.7,0.214,0.002,True,,,,,0.229,0.026,True,-439470,4886.875586711821,True,1.5000000000000036,2.6076809620810595,False
R1Ixa3QxNGs=,6590,483,4.5,0.491,0.031,gr1kt14k,GR1kt14k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,619998,5133,0.5,0.3,0.002,True,,,,,0.491,0.031,True,-613408,5155.674349685015,True,19.1,3.1064449134018135,True
R1IyMGt0MjRr,428,144,20.4,0.032,0.011,gr20kt24k,GR20kt24k,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,206669,2799,0.8,0.1,0.001,True,,,,,0.032,0.011,False,-206241,2802.7017322576444,True,-6.8,1.104536101718726,True
R1IyNWt0Mjlr,51,35,41.4,0.004,0.003,gr25kt29k,GR25kt29k,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,102402,2683,1.6,0.05,0.001,True,,,,,0.004,0.003,False,-102351,2683.228279517045,True,-4.6,0.31622776601683794,True
R1Iza3Bs,9,14,94.6,0.001,0.001,gr3kpl,GR3kpl,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,147224,2968,1.2,0.071,0.001,True,,,,,0.001,0.001,False,-147215,2968.03301868426,True,-7,0.14142135623730953,True
R1I1MDB0OTk5,2520,361,8.7,0.188,0.026,gr500t999,GR500t999,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,321465,3260,0.6,0.156,0.002,True,,,,,0.188,0.026,True,-318945,3279.926980894544,True,3.200000000000001,2.6076809620810595,False
R1Jub1JudFBk,715,194,16.5,,,grnorntpd,GRnoRntPd,NA,gross_rent,housing,True,289,121,25.5,,,False,59425,1926,2,,,True,426,228.64164100180878,False,1.4740484429065743,1.2343406259359473,False,,,-58710,1935.745851086862,True,,
