id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_significant,change_percent,change_percent_m,change_percent_significant,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m,percent_significant
QUlBTk5I,66,65,60.3,0.001,0.001,aiannh,AIANNH,Pop_2,mutually_exclusive_race_hispanic_origin,demographic,False,56,48,52.1,0.001,0.001,False,15017,875,3.5,0.002,0.001,True,10,80.80222769206304,False,0.17857142857142858,1.5387559714290298,False,0,0.001414213562373095,-14951,877.410964143941,True,-0.1,0.14142135623730953,False
QXNuMVJj,4332,665,9.3,1,0,asn1rc,Asn1Rc,Asn1Rc,asian_subgroup,demographic,True,,0,,0,0,False,1177700,3785,0.2,1,0,True,,,,,1,0,True,-1173368,3842.974108681972,True,0,0
QXNuMnBs,109,95,53.2,0.025,0.022,asn2pl,Asn2pl,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,17175,1660,5.9,0.015,0.001,True,,,,,0.025,0.022,False,-17066,1662.7161513619815,True,1,2.2022715545545237,False
QXNuQmh1dG4=,0,0,,0,0,asnbhutn,AsnBhutn,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,100,90,54.7,0,0,False,,,,,0,0,-100,90,False,0,0
QXNuQm5n,65,82,76.3,0.015,0.019,asnbng,AsnBng,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,65991,3237,3,0.056,0.003,True,,,,,0.015,0.019,False,-65926,3238.0384494320015,True,-4.1000000000000005,1.9235384061671343,False
QXNuQnVybQ==,21,20,57.9,0.005,0.005,asnburm,AsnBurm,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,4509,620,8.4,0.004,0.001,True,,,,,0.005,0.005,False,-4488,620.3224967708329,True,0.09999999999999998,0.5099019513592785,False
QXNuQ2hpTm9U,2402,471,11.9,0.554,0.068,asnchinot,AsnChiNoT,Asn1Rc,asian_subgroup,demographic,True,,0,,0,0,False,565173,5911,0.6,0.48,0.005,True,,,,,0.554,0.068,True,-562771,5929.735407250479,True,7.400000000000006,6.818357573492315,False
QXNuQ21i,85,88,63,0.02,0.02,asncmb,AsnCmb,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,2700,1036,23.3,0.002,0.001,False,,,,,0.02,0.02,False,-2615,1039.7307343730877,False,1.8,2.0024984394500787,False
QXNuRWFzdA==,2567,481,11.4,0.593,0.064,asneast,AsnEast,Asn1Rc,asian_subgroup,demographic,True,,0,,0,0,False,686453,6802,0.6,0.583,0.005,True,,,,,0.593,0.064,True,-683886,6818.985628376115,True,1,6.419501538281614,False
QXNuRmxw,435,217,30.3,0.1,0.048,asnflp,AsnFlp,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,71450,2932,2.5,0.061,0.002,True,,,,,0.1,0.048,False,-71015,2940.019217624266,True,3.9000000000000004,4.804164859785725,False
QXNuSG1uZw==,0,0,,0,0,asnhmng,AsnHmng,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,60,59,59.8,0,0,False,,,,,0,0,-60,59,False,0,0
QXNuSW5k,227,137,36.7,0.052,0.031,asnind,AsnInd,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,228887,4990,1.3,0.194,0.004,True,,,,,0.052,0.031,False,-228660,4991.880307058654,True,-14.200000000000003,3.125699921617557,True
QXNuSW5kbnNu,3,11,222.9,0.001,0.003,asnindnsn,AsnIndnsn,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,3778,675,10.9,0.003,0.001,True,,,,,0.001,0.003,False,-3775,675.0896236797008,True,-0.19999999999999998,0.31622776601683794,False
QXNuSnBu,22,20,54.4,0.005,0.004,asnjpn,AsnJpn,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,25224,1431,3.4,0.021,0.001,True,,,,,0.005,0.004,False,-25202,1431.1397555794472,True,-1.6,0.4123105625617661,True
QXNuS29y,143,96,40.7,0.033,0.022,asnkor,AsnKor,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,85212,2865,2,0.072,0.002,True,,,,,0.033,0.022,False,-85069,2866.6079257547585,True,-3.899999999999999,2.209072203437452,False
QXNuTGFv,26,33,77.2,0.006,0.008,asnlao,AsnLao,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,538,173,19.5,0,0,True,,,,,0.006,0.008,False,-512,176.11927776367924,False,0.6,0.8,False
QXNuTWFsc24=,46,56,74,0.011,0.013,asnmalsn,AsnMalsn,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,1750,544,18.9,0.001,0,True,,,,,0.011,0.013,False,-1704,546.8747571428032,True,0.9999999999999999,1.3,False
QXNuTWdvbA==,0,0,,0,0,asnmgol,AsnMgol,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,644,287,27.1,0.001,0,False,,,,,0,0,-644,287,False,-0.1,0,True
QXNuTmVwYWw=,0,0,,0,0,asnnepal,AsnNepal,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,8478,1242,8.9,0.007,0.001,True,,,,,0,0,-8478,1242,True,-0.7000000000000001,0.1,True
QXNuTkg=,4294,664,9.4,0.09,0.014,asnnh,AsnNH,Pop_2,mutually_exclusive_race_hispanic_origin,demographic,True,1605,467,17.7,0.033,0.01,True,1167421,3568,0.2,0.138,0.001,True,2689,811.7789107879066,True,1.6753894080996885,0.8815513520384524,False,0.056999999999999995,0.017204650534085254,True,-1163127,3629.2588775120466,True,-4.800000000000001,1.4035668847618201,True
QXNuT0Fzbg==,0,0,,0,0,asnoasn,AsnOAsn,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,10707,1286,7.3,0.009,0.001,True,,,,,0,0,-10707,1286,True,-0.8999999999999999,0.1,True
QXNuT2tpbnc=,0,0,,0,0,asnokinw,AsnOkinw,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,0,0,,0,0,False,,,,,0,0,0,0,0,0
QXNuUGFr,683,319,28.4,0.158,0.069,asnpak,AsnPak,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,48973,3097,3.8,0.042,0.003,True,,,,,0.158,0.069,False,-48290,3113.3856169771198,True,11.600000000000001,6.906518659932804,False
QXNuU0Vhc3Q=,681,267,23.8,0.157,0.057,asnseast,AsnSEast,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,106360,3653,2.1,0.09,0.003,True,,,,,0.157,0.057,False,-105679,3662.744599340773,True,6.699999999999999,5.707889277132135,False
QXNuU291dGg=,975,356,22.2,0.225,0.075,asnsouth,AsnSouth,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,357005,6872,1.2,0.303,0.006,True,,,,,0.225,0.075,False,-356030,6881.215008993688,True,-7.800000000000001,7.523961722390672,False
QXNuU3JpTA==,0,0,,0,0,asnsril,AsnSriL,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,4576,837,11.1,0.004,0.001,True,,,,,0,0,-4576,837,True,-0.4,0.1,True
QXNuVGhhaQ==,0,0,,0,0,asnthai,AsnThai,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,7346,955,7.9,0.006,0.001,True,,,,,0,0,-7346,955,True,-0.6,0.1,True
QXNuVHdu,0,0,,0,0,asntwn,AsnTwn,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,10200,996,5.9,0.009,0.001,True,,,,,0,0,-10200,996,True,-0.8999999999999999,0.1,True
QXNuVnRu,65,107,100.1,0.015,0.025,asnvtn,AsnVtn,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,14229,1262,5.4,0.012,0.001,True,,,,,0.015,0.025,False,-14164,1266.52793099876,True,0.30000000000000004,2.5019992006393608,False
QmxOSA==,6136,853,8.5,0.129,0.017,blnh,BlNH,Pop_2,mutually_exclusive_race_hispanic_origin,demographic,True,5085,869,10.4,0.106,0.018,True,1853055,3317,0.1,0.219,0.001,True,1051,1217.6904368516655,False,0.20668633235004916,0.2658283114306953,False,0.023000000000000007,0.024758836806279896,False,-1846919,3424.92306482934,True,-8.999999999999998,1.7029386365926402,True
RmVt,24568,826,2,0.515,0.008,fem,Fem,Pop_1,sex_and_age,demographic,True,24851,1006,2.5,0.517,0.011,True,4418616,268,0,0.523,0,True,-283,1301.657405003329,False,-0.011387871715423926,0.05202300904680831,False,-0.0020000000000000018,0.013601470508735444,False,-4394048,868.3893136145792,True,-0.8000000000000043,0.8,False
RlBvcDB0NQ==,1449,260,10.9,0.03,0.005,fpop0t5,FPop0t5,Pop,poppyramid_only,demographic,True,1363,274,12.2,0.028,0.006,True,269674,178,0,0.032,0,True,86,377.72476752259706,False,0.06309611151870873,0.286461514006161,False,0.0019999999999999983,0.0078102496759066544,False,-268225,315.09363687640536,True,-0.20000000000000018,0.5,False
RlBvcDEwdDE0,1767,283,9.8,0.037,0.006,fpop10t14,FPop10t14,Pop,poppyramid_only,demographic,True,1661,329,12.1,0.035,0.007,True,227093,2312,0.6,0.027,0,True,106,433.9700450491946,False,0.0638169777242625,0.27097868810496895,False,0.001999999999999995,0.009219544457292887,False,-225326,2329.255889763939,True,0.9999999999999996,0.6,False
RlBvcDE1dDE5,1323,201,9.2,0.028,0.004,fpop15t19,FPop15t19,Pop,poppyramid_only,demographic,True,1385,254,11.1,0.029,0.005,True,226700,355,0.1,0.027,0,True,-62,323.908937820493,False,-0.044765342960288806,0.22748853254089096,False,-0.0010000000000000009,0.006403124237432849,False,-225377,407.9534287146022,True,0.10000000000000009,0.4,False
RlBvcDIwdDI0,1093,227,12.6,0.023,0.005,fpop20t24,FPop20t24,Pop,poppyramid_only,demographic,True,1682,345,12.5,0.035,0.007,True,293909,3345,0.7,0.035,0,True,-589,412.9818397944394,False,-0.3501783590963139,0.1896816992261548,False,-0.012000000000000004,0.008602325267042627,False,-292816,3352.69354400309,True,-1.2000000000000006,0.5,False
RlBvcDI1dDI5,1129,191,10.3,0.024,0.004,fpop25t29,FPop25t29,Pop,poppyramid_only,demographic,True,1411,295,12.7,0.029,0.006,True,405287,203,0,0.048,0,True,-282,351.4342043683284,False,-0.1998582565556343,0.21519430030316902,False,-0.005000000000000001,0.007211102550927979,False,-404158,278.72925931807015,True,-2.4,0.4,True
