id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,change_percentage_point_significant,difference_sum,difference_m,significant,difference_percent,difference_percent_m
RklSRQ==,2314,270,7.1,0.054,0.006,fire,FIRE,CvEm16pl3,industry,economic,True,,0,,0,0,False,383827,4616,0.7,0.095,0.001,True,,,,,0.054,0.006,True,-381513,4623.889704566925,True,-4.1,0.6082762530298219,True
Rldya0Vybg==,18639,680,2.2,0.407,0.025,fwrkern,FWrkErn,MdEFFTWrk,economic__special_variable,economic,True,18416,0,,0,0,False,1342035,5633,0.3,0,0,True,223,680,False,0.012109035621198957,0.036924413553431804,False,0.407,0.025,True,-1323396,5673.895399106332,True,40.699999999999996,2.5,True
R3Z0V3Jrcg==,10423,577,3.4,0.244,0.012,gvtwrkr,GvtWrkr,CvEm16pl4,class_of_worker,economic,True,10022,684,4.1,0.251,0.015,True,531808,5765,0.7,0.131,0.001,True,401,894.8659117432063,False,0.040011973657952504,0.09139443985786838,False,-0.007000000000000006,0.019209372712298545,False,-521385,5793.803068796868,True,11.299999999999997,1.2041594578792296,True
SEgy,29227,339,0.7,1,0,hh2,HH2,HH2,income_and_benefits,economic,True,27476,459,1,1,0,True,3154103,5930,0.1,1,0,True,1751,570.6154572038861,True,0.06372834473722522,0.021633394367008,False,0,0,-3124876,5939.681893839097,True,0,0
SEg1,29227,339,0.7,0.354,0.013,hh5,HH5,MnHHInc,economic__special_variable,economic,True,27476,459,,0,0,False,3154103,5930,0.1,0,0,True,1751,570.6154572038861,True,0.06372834473722522,0.021633394367008,False,0.354,0.013,True,-3124876,5939.681893839097,True,35.4,1.3,True
SEhJMTB0MTQ=,1275,206,9.8,0.044,0.007,hhi10t14,HHI10t14,HH2,income_and_benefits,economic,True,,0,,0,0,False,196924,3003,0.9,0.062,0.001,True,,,,,0.044,0.007,True,-195649,3010.0573084245425,True,-1.8000000000000007,0.7071067811865476,False
SEhJMTV0MjQ=,2416,274,6.9,0.083,0.009,hhi15t24,HHI15t24,HH2,income_and_benefits,economic,True,,0,,0,0,False,297771,4297,0.9,0.094,0.001,True,,,,,0.083,0.009,True,-295355,4305.727000170819,True,-1.0999999999999996,0.9055385138137416,False
SEhJMjAwcGw=,1584,207,7.9,0.054,0.007,hhi200pl,HHI200pl,HH2,income_and_benefits,economic,True,,0,,0,0,False,320979,4365,0.8,0.102,0.001,True,,,,,0.054,0.007,True,-319395,4369.905490968884,True,-4.799999999999999,0.7071067811865476,True
SEhJMjV0MzQ=,2286,276,7.3,0.078,0.009,hhi25t34,HHI25t34,HH2,income_and_benefits,economic,True,,0,,0,0,False,258598,4053,1,0.082,0.001,True,,,,,0.078,0.009,True,-256312,4062.3866138022854,True,-0.40000000000000124,0.9055385138137416,False
SEhJMzV0NDk=,3388,333,6,0.116,0.011,hhi35t49,HHI35t49,HH2,income_and_benefits,economic,True,,0,,0,0,False,332258,3673,0.7,0.105,0.001,True,,,,,0.116,0.011,True,-328870,3688.0642619130163,True,1.1000000000000014,1.104536101718726,False
SEhJNTB0NzQ=,4545,361,4.8,0.156,0.012,hhi50t74,HHI50t74,HH2,income_and_benefits,economic,True,,0,,0,0,False,462374,4498,0.6,0.147,0.001,True,,,,,0.156,0.012,True,-457829,4512.463296249622,True,0.9000000000000004,1.2041594578792296,False
SEhJNzV0OTk=,4322,354,5,0.148,0.012,hhi75t99,HHI75t99,HH2,income_and_benefits,economic,True,,0,,0,0,False,345558,4369,0.8,0.11,0.001,True,,,,,0.148,0.012,True,-341236,4383.318035461265,True,3.799999999999999,1.2041594578792296,True
SEhJVTEw,1910,252,8,0.065,0.009,hhiu10,HHIU10,HH2,income_and_benefits,economic,True,,0,,0,0,False,277465,4118,0.9,0.088,0.001,True,,,,,0.065,0.009,True,-275555,4125.703333978341,True,-2.299999999999999,0.9055385138137416,False
SEkxMDB0MTQ5,5240,373,4.3,0.179,0.013,hi100t149,HI100t149,HH2,income_and_benefits,economic,True,,0,,0,0,False,440162,4870,0.7,0.14,0.001,True,,,,,0.179,0.013,True,-434922,4884.263404035454,True,3.899999999999997,1.3038404810405297,False
SEkxNTB0MTk5,2261,242,6.5,0.077,0.008,hi150t199,HI150t199,HH2,income_and_benefits,economic,True,,0,,0,0,False,222014,3241,0.9,0.07,0.001,True,,,,,0.077,0.008,True,-219753,3250.0223076157495,True,0.6999999999999993,0.806225774829855,False
SElucw==,81129,1963,1.5,0.923,0.007,hins,HIns,CvNIPop2,health_insurance_coverage,economic,True,,0,,0,0,False,7672151,9602,0.1,0.916,0.001,True,,,,,0.923,0.007,True,-7591022,9800.600644858458,True,0.7000000000000028,0.7071067811865476,False
SW5jX0NQYkE=,1106,194,10.7,0.038,0.007,inc_cpba,Inc_CPbA,HH2,income_and_benefits,economic,True,739,173,14.3,0.027,0.006,True,137887,2654,1.2,0.044,0.001,True,367,259.9326835932719,False,0.496617050067659,0.43779679833640783,False,0.011,0.009219544457292887,False,-136781,2661.080983359958,True,-0.5999999999999996,0.7071067811865476,False
SW5jX1J0cm10,4799,327,4.1,0.164,0.011,inc_rtrmt,Inc_Rtrmt,HH2,income_and_benefits,economic,True,2437,306,7.6,0.089,0.011,True,401837,4488,0.7,0.127,0.001,True,2362,447.84483920215047,True,0.969224456298728,0.28132577191578845,True,0.07500000000000001,0.015556349186104044,True,-397038,4499.896998821196,True,3.700000000000003,1.104536101718726,True
SW5jX1NOQVA=,4698,347,4.5,0.161,0.012,inc_snap,Inc_SNAP,HH2,income_and_benefits,economic,True,2648,302,6.9,0.096,0.011,True,624636,5512,0.5,0.198,0.002,True,2050,460.01413021775755,True,0.7741691842900302,0.24106841942556234,True,0.065,0.016278820596099707,True,-619938,5522.911641516637,True,-3.6999999999999993,1.2165525060596438,True
SW5jX1NvU2Vj,7860,404,3.1,0.269,0.013,inc_sosec,Inc_SoSec,HH2,income_and_benefits,economic,True,5053,402,4.8,0.184,0.014,True,821385,4437,0.3,0.26,0.001,True,2807,569.9298202410539,True,0.5555115772808232,0.14733228932809586,True,0.08500000000000002,0.0191049731745428,True,-813525,4455.354643572159,True,0.9000000000000021,1.3038404810405297,False
SW5jX1NwU2Vj,1503,205,8.3,0.051,0.007,inc_spsec,Inc_SpSec,HH2,income_and_benefits,economic,True,1161,200,10.5,0.042,0.007,True,249247,3354,0.8,0.079,0.001,True,342,286.40006983239374,False,0.29457364341085274,0.2844488511035995,False,0.008999999999999994,0.009899494936611667,False,-247744,3360.259067393465,True,-2.8000000000000007,0.7071067811865476,True
SW5mbw==,908,172,11.5,0.021,0.004,info,Info,CvEm16pl3,industry,economic,True,,0,,0,0,False,154804,3187,1.3,0.038,0.001,True,,,,,0.021,0.004,True,-153896,3191.637980724004,True,-1.6999999999999997,0.4123105625617661,True
TEY=,45496,1198,1.6,0.646,0.01,lf,LF,Pop16pl,employment_status,economic,True,42616,1313,1.9,0.647,0.01,True,4356776,10369,0.1,0.635,0.002,True,2880,1777.406256318459,False,0.0675802515487141,0.04326837105212548,False,-0.0010000000000000009,0.01414213562373095,False,-4311280,10437.977054966159,True,1.1000000000000085,1.019803902718557,False
TEZBcm1kRg==,66,54,49.3,0.001,0.001,lfarmdf,LFArmdF,Pop16pl,employment_status,economic,False,103,64,37.6,0.002,0.001,False,2302,421,11.1,0,0.001,True,-37,83.73768566183328,False,-0.3592233009708738,0.6583208867487985,False,-0.001,0.001414213562373095,False,-2236,424.4490546579177,True,0.1,0.14142135623730953,False
TWRFRkZUV3Jr,45752,2230,3,,,mdefftwrk,MdEFFTWrk,median,earnings,economic,True,47701,1977,2.5,,,True,51327,284,0.3,,,True,-1949,2980.1726460055966,False,-0.04085868220792017,0.06136580286209587,False,,,-5575,2248.0115658065465,False,,
TWRFTUZUV3Jr,49955,3279,4,,,mdemftwrk,MdEMFTWrk,median,earnings,economic,True,49882,3101,3.8,,,True,54127,221,0.2,,,True,73,4513.096719548563,False,0.0014634537508520108,0.09053799269000944,False,,,-4172,3286.4391063885546,False,,
TWRFV3Jr,40109,1415,2.1,,,mdewrk,MdEWrk,median,earnings,economic,True,42929,1505,2.1,,,True,38845,255,0.4,,,True,-2820,2065.7323156691914,False,-0.06568986000139766,0.046468698994200246,False,,,1264,1437.793448308901,False,,
bWRGYW0=,21583,510,1.4,0.273,0.017,mdfam,mdFam,MdFamInc,economic__special_variable,economic,True,21025,0,,0,0,False,1887978,7339,0.2,0,0,True,558,510,False,0.026539833531510106,0.024256837098692037,False,0.273,0.017,True,-1866395,7356.699055962531,True,27.3,1.7000000000000002,True
bWRGYW1JMTB0MTQ=,538,137,15.5,0.007,0.002,mdfami10t14,mdFamI10t14,MdFamInc,economic__special_variable,economic,True,536,0,,0,0,False,77738,0,,0,0,False,2,137,False,0.0037313432835820895,0.2555970149253732,False,0.007,0.002,True,-77200,137,True,0.7000000000000001,0.2,True
bWRGYW1JMTV0MTk=,740,166,13.7,0.009,0.002,mdfami15t19,mdFamI15t19,MdFamInc,economic__special_variable,economic,True,636,0,,0,0,False,84551,0,,0,0,False,104,166,False,0.16352201257861634,0.26100628930817604,False,0.009,0.002,True,-83811,166,True,0.8999999999999999,0.2,True
bWRGYW1JMjAwcGw=,1408,197,8.5,0.018,0.002,mdfami200pl,mdFamI200pl,MdFamInc,economic__special_variable,economic,True,690,0,,0,0,False,222929,0,,0,0,False,718,197,True,1.0405797101449274,0.2855072463768116,True,0.018,0.002,True,-221521,197,True,1.7999999999999998,0.2,True
bWRGYW1JMjB0MjQ=,790,162,12.5,0.01,0.002,mdfami20t24,mdFamI20t24,MdFamInc,economic__special_variable,economic,True,515,0,,0,0,False,83811,0,,0,0,False,275,162,False,0.5339805825242718,0.3145631067961165,False,0.01,0.002,True,-83021,162,True,1,0.2,True
bWRGYW1JMjV0Mjk=,544,130,14.5,0.007,0.002,mdfami25t29,mdFamI25t29,MdFamInc,economic__special_variable,economic,True,817,0,,0,0,False,80705,0,,0,0,False,-273,130,False,-0.33414932680538556,0.1591187270501836,False,0.007,0.002,True,-80161,130,True,0.7000000000000001,0.2,True
bWRGYW1JMzB0MzQ=,680,152,13.6,0.009,0.002,mdfami30t34,mdFamI30t34,MdFamInc,economic__special_variable,economic,True,937,0,,0,0,False,79928,0,,0,0,False,-257,152,False,-0.2742796157950907,0.1622198505869797,False,0.009,0.002,True,-79248,152,True,0.8999999999999999,0.2,True
bWRGYW1JMzV0Mzk=,805,162,12.2,0.01,0.002,mdfami35t39,mdFamI35t39,MdFamInc,economic__special_variable,economic,True,930,0,,0,0,False,74610,0,,0,0,False,-125,162,False,-0.13440860215053763,0.17419354838709677,False,0.01,0.002,True,-73805,162,True,1,0.2,True
bWRGYW1JNDB0NDQ=,832,179,13.1,0.011,0.002,mdfami40t44,mdFamI40t44,MdFamInc,economic__special_variable,economic,True,1033,0,,0,0,False,73356,0,,0,0,False,-201,179,False,-0.19457889641819942,0.17328170377541147,False,0.011,0.002,True,-72524,179,True,1.0999999999999999,0.2,True
bWRGYW1JNDV0NDk=,643,148,14,0.008,0.002,mdfami45t49,mdFamI45t49,MdFamInc,economic__special_variable,economic,True,988,0,,0,0,False,62927,0,,0,0,False,-345,148,False,-0.3491902834008097,0.14979757085020243,False,0.008,0.002,True,-62284,148,True,0.8,0.2,True
bWRGYW1JNTB0NTk=,1436,212,9,0.018,0.002,mdfami50t59,mdFamI50t59,MdFamInc,economic__special_variable,economic,True,1783,0,,0,0,False,125090,0,,0,0,False,-347,212,False,-0.1946158160403814,0.11890072910824452,False,0.018,0.002,True,-123654,212,True,1.7999999999999998,0.2,True
bWRGYW1JNjB0NzQ=,2201,259,7.2,0.028,0.003,mdfami60t74,mdFamI60t74,MdFamInc,economic__special_variable,economic,True,2437,0,,0,0,False,161984,0,,0,0,False,-236,259,False,-0.09684037751333607,0.10627821091505948,False,0.028,0.003,True,-159783,259,True,2.8000000000000003,0.3,True
bWRGYW1JNzV0OTk=,3613,335,5.6,0.046,0.003,mdfami75t99,mdFamI75t99,MdFamInc,economic__special_variable,economic,True,3374,0,,0,0,False,214732,0,,0,0,False,239,335,False,0.07083580320094843,0.0992886781268524,False,0.046,0.003,True,-211119,335,True,4.6,0.3,True
TWRGYW1JbmM=,79113,4571,3.5,,,mdfaminc,MdFamInc,median,income_and_benefits,economic,True,76017,4633,3.7,,,True,68004,485,0.4,,,True,3096,6508.358471995838,False,0.04072773195469435,0.0874015168615573,False,,,11109,4596.658133905544,False,,
bWRGYW1JVTEw,988,197,12.1,0.012,0.002,mdfamiu10,mdFamIU10,MdFamInc,economic__special_variable,economic,True,1385,0,,0,0,False,112405,0,,0,0,False,-397,197,False,-0.28664259927797836,0.14223826714801444,False,0.012,0.002,True,-111417,197,True,1.2,0.2,True
bWRGSTEwMHQxMjQ=,2702,287,6.4,0.034,0.003,mdfi100t124,mdFI100t124,MdFamInc,economic__special_variable,economic,True,2303,0,,0,0,False,164569,0,,0,0,False,399,287,False,0.17325227963525835,0.12462006079027356,False,0.034,0.003,True,-161867,287,True,3.4000000000000004,0.3,True
bWRGSTEyNXQxNDk=,1601,208,7.9,0.02,0.002,mdfi125t149,mdFI125t149,MdFamInc,economic__special_variable,economic,True,1428,0,,0,0,False,120186,0,,0,0,False,173,208,False,0.1211484593837535,0.14565826330532214,False,0.02,0.002,True,-118585,208,True,2,0.2,True
bWRGSTE1MHQxOTk=,2062,235,6.9,0.026,0.003,mdfi150t199,mdFI150t199,MdFamInc,economic__special_variable,economic,True,1233,0,,0,0,False,148457,0,,0,0,False,829,235,True,0.6723438767234388,0.19059205190592055,True,0.026,0.003,True,-146395,235,True,2.6,0.3,True
bWRISA==,29227,339,0.7,0.428,0.027,mdhh,mdHH,MdHHInc,economic__special_variable,economic,True,27476,459,,0,0,False,3154103,5930,0.1,0,0,True,1751,570.6154572038861,True,0.06372834473722522,0.021633394367008,False,0.428,0.027,True,-3124876,5939.681893839097,True,42.8,2.7,True
bWRISEkxMHQxNA==,1275,206,9.8,0.019,0.003,mdhhi10t14,mdHHI10t14,MdHHInc,economic__special_variable,economic,True,947,0,,0,0,False,196924,0,,0,0,False,328,206,False,0.34635691657866946,0.21752903907074975,False,0.019,0.003,True,-195649,206,True,1.9,0.3,True
bWRISEkxNXQxOQ==,1152,198,10.4,0.017,0.003,mdhhi15t19,mdHHI15t19,MdHHInc,economic__special_variable,economic,True,1011,0,,0,0,False,153690,0,,0,0,False,141,198,False,0.1394658753709199,0.19584569732937687,False,0.017,0.003,True,-152538,198,True,1.7000000000000002,0.3,True
bWRISEkyMDBwbA==,1584,207,7.9,0.023,0.003,mdhhi200pl,mdHHI200pl,MdHHInc,economic__special_variable,economic,True,819,0,,0,0,False,320979,0,,0,0,False,765,207,True,0.9340659340659341,0.25274725274725274,True,0.023,0.003,True,-319395,207,True,2.3,0.3,True
bWRISEkyMHQyNA==,1264,207,10,0.019,0.003,mdhhi20t24,mdHHI20t24,MdHHInc,economic__special_variable,economic,True,1077,0,,0,0,False,144081,0,,0,0,False,187,207,False,0.17363045496750232,0.19220055710306408,False,0.019,0.003,True,-142817,207,True,1.9,0.3,True
bWRISEkyNXQyOQ==,1082,195,10.9,0.016,0.003,mdhhi25t29,mdHHI25t29,MdHHInc,economic__special_variable,economic,True,1085,0,,0,0,False,130669,0,,0,0,False,-3,195,False,-0.0027649769585253456,0.17972350230414746,False,0.016,0.003,True,-129587,195,True,1.6,0.3,True
bWRISEkzMHQzNA==,1204,199,10.1,0.018,0.003,mdhhi30t34,mdHHI30t34,MdHHInc,economic__special_variable,economic,True,1307,0,,0,0,False,127929,0,,0,0,False,-103,199,False,-0.07880642693190512,0.15225707727620505,False,0.018,0.003,True,-126725,199,True,1.7999999999999998,0.3,True
bWRISEkzNXQzOQ==,1067,191,10.9,0.016,0.003,mdhhi35t39,mdHHI35t39,MdHHInc,economic__special_variable,economic,True,1183,0,,0,0,False,117013,0,,0,0,False,-116,191,False,-0.09805579036348266,0.1614539306846999,False,0.016,0.003,True,-115946,191,True,1.6,0.3,True
bWRISEk0MHQ0NA==,1416,229,9.8,0.021,0.003,mdhhi40t44,mdHHI40t44,MdHHInc,economic__special_variable,economic,True,1329,0,,0,0,False,118136,0,,0,0,False,87,229,False,0.0654627539503386,0.17231000752445447,False,0.021,0.003,True,-116720,229,True,2.1,0.3,True
bWRISEk0NXQ0OQ==,905,170,11.4,0.013,0.002,mdhhi45t49,mdHHI45t49,MdHHInc,economic__special_variable,economic,True,1377,0,,0,0,False,97109,0,,0,0,False,-472,170,False,-0.3427741466957153,0.12345679012345678,False,0.013,0.002,True,-96204,170,True,1.3,0.2,True
bWRISEk1MHQ1OQ==,1847,242,8,0.027,0.003,mdhhi50t59,mdHHI50t59,MdHHInc,economic__special_variable,economic,True,2106,0,,0,0,False,200625,0,,0,0,False,-259,242,False,-0.12298195631528964,0.11490978157644825,False,0.027,0.003,True,-198778,242,True,2.7,0.3,True
bWRISEk2MHQ3NA==,2698,292,6.6,0.04,0.003,mdhhi60t74,mdHHI60t74,MdHHInc,economic__special_variable,economic,True,3203,0,,0,0,False,261749,0,,0,0,False,-505,292,False,-0.15766468935373087,0.09116453325007806,False,0.04,0.003,True,-259051,292,True,4,0.3,True
bWRISEk3NXQ5OQ==,4322,354,5,0.063,0.003,mdhhi75t99,mdHHI75t99,MdHHInc,economic__special_variable,economic,True,4114,0,,0,0,False,345558,0,,0,0,False,208,354,False,0.05055906660184735,0.08604764219737482,False,0.063,0.003,True,-341236,354,True,6.3,0.3,True
TWRISEluYw==,68292,4274,3.8,,,mdhhinc,MdHHInc,median,income_and_benefits,economic,True,68959,4060,3.6,,,True,60762,379,0.4,,,True,-667,5894.9703985685965,False,-0.009672414043127076,0.08509394466748167,False,,,7530,4290.771142813375,False,,
bWRISElVMTA=,1910,252,8,0.028,0.003,mdhhiu10,mdHHIU10,MdHHInc,economic__special_variable,economic,True,2369,0,,0,0,False,277465,0,,0,0,False,-459,252,False,-0.1937526382439848,0.10637399746728576,False,0.028,0.003,True,-275555,252,True,2.8000000000000003,0.3,True
bWRISTEwMHQxMjQ=,3220,311,5.9,0.047,0.003,mdhi100t124,mdHI100t124,MdHHInc,economic__special_variable,economic,True,2628,0,,0,0,False,257611,0,,0,0,False,592,311,False,0.2252663622526636,0.11834094368340944,False,0.047,0.003,True,-254391,311,True,4.7,0.3,True
bWRISTEyNXQxNDk=,2020,234,7,0.03,0.003,mdhi125t149,mdHI125t149,MdHHInc,economic__special_variable,economic,True,1565,0,,0,0,False,182551,0,,0,0,False,455,234,False,0.29073482428115016,0.14952076677316292,False,0.03,0.003,True,-180531,234,True,3,0.3,True
bWRISTE1MHQxOTk=,2261,242,6.5,0.033,0.003,mdhi150t199,mdHI150t199,MdHHInc,economic__special_variable,economic,True,1356,0,,0,0,False,222014,0,,0,0,False,905,242,True,0.6674041297935103,0.17846607669616518,True,0.033,0.003,True,-219753,242,True,3.3000000000000003,0.3,True
TWRORkluYw==,34420,4538,8,,,mdnfinc,MdNFInc,median,income_and_benefits,economic,True,39431,4979,7.7,,,True,45515,682,0.9,,,True,-5011,6736.756266928469,False,-0.12708275214932413,0.15935634138828342,False,,,-11095,4588.961538300359,False,,
TUYxMHQxMnA1,153,64,25.6,0.003,0.001,mf10t12p5,MF10t12p5,MdEMFTWrk,economic__special_variable,economic,False,214,0,,0,0,False,22057,0,,0,0,False,-61,64,False,-0.2850467289719626,0.29906542056074764,False,0.003,0.001,False,-21904,64,True,0.3,0.1,False
TUYxMnA1dDE1,174,85,29.7,0.003,0.002,mf12p5t15,MF12p5t15,MdEMFTWrk,economic__special_variable,economic,False,218,0,,0,0,False,25036,0,,0,0,False,-44,85,False,-0.2018348623853211,0.38990825688073394,False,0.003,0.002,False,-24862,85,True,0.3,0.2,False
TUYxNXQxN3A1,310,111,21.8,0.006,0.002,mf15t17p5,MF15t17p5,MdEMFTWrk,economic__special_variable,economic,False,343,0,,0,0,False,41647,0,,0,0,False,-33,111,False,-0.09620991253644315,0.3236151603498542,False,0.006,0.002,False,-41337,111,True,0.6,0.2,False
TUYxN3A1dDIw,313,125,24.2,0.006,0.002,mf17p5t20,MF17p5t20,MdEMFTWrk,economic__special_variable,economic,False,416,0,,0,0,False,37001,0,,0,0,False,-103,125,False,-0.24759615384615385,0.3004807692307693,False,0.006,0.002,False,-36688,125,True,0.6,0.2,False
TUYyMHQyMnA1,493,116,14.3,0.01,0.002,mf20t22p5,MF20t22p5,MdEMFTWrk,economic__special_variable,economic,True,627,0,,0,0,False,63320,0,,0,0,False,-134,116,False,-0.21371610845295055,0.18500797448165868,False,0.01,0.002,True,-62827,116,True,1,0.2,True
TUYyMnA1dDI1,315,107,20.6,0.006,0.002,mf22p5t25,MF22p5t25,MdEMFTWrk,economic__special_variable,economic,False,448,0,,0,0,False,38980,0,,0,0,False,-133,107,False,-0.296875,0.2388392857142857,False,0.006,0.002,False,-38665,107,True,0.6,0.2,False
TUZUMTAwcGw=,1636,233,8.7,0.033,0.004,mft100pl,MFT100pl,MdEMFTWrk,economic__special_variable,economic,True,722,0,,0,0,False,363256,0,,0,0,False,914,233,True,1.265927977839335,0.32271468144044324,True,0.033,0.004,True,-361620,233,True,3.3000000000000003,0.4,True
TUZUMjV0MzA=,938,191,12.4,0.019,0.004,mft25t30,MFT25t30,MdEMFTWrk,economic__special_variable,economic,True,986,0,,0,0,False,103385,0,,0,0,False,-48,191,False,-0.0486815415821501,0.19371196754563894,False,0.019,0.004,True,-102447,191,True,1.9,0.4,True
TUZUMnA1dDU=,6,10,101.3,0,0,mft2p5t5,MFT2p5t5,MdEMFTWrk,economic__special_variable,economic,False,30,0,,0,0,False,1891,0,,0,0,False,-24,10,False,-0.8,0.3333333333333333,False,0,0,-1885,10,True,0,0
TUZUMzB0MzU=,1086,193,10.8,0.022,0.004,mft30t35,MFT30t35,MdEMFTWrk,economic__special_variable,economic,True,1598,0,,0,0,False,106658,0,,0,0,False,-512,193,False,-0.32040050062578224,0.12077596996245306,False,0.022,0.004,True,-105572,193,True,2.1999999999999997,0.4,True
TUZUMzV0NDA=,1163,208,10.9,0.023,0.004,mft35t40,MFT35t40,MdEMFTWrk,economic__special_variable,economic,True,1482,0,,0,0,False,88552,0,,0,0,False,-319,208,False,-0.21524966261808368,0.14035087719298248,False,0.023,0.004,True,-87389,208,True,2.3,0.4,True
TUZUNDB0NDU=,1336,223,10.1,0.027,0.004,mft40t45,MFT40t45,MdEMFTWrk,economic__special_variable,economic,True,1078,0,,0,0,False,99614,0,,0,0,False,258,223,False,0.23933209647495363,0.20686456400742118,False,0.027,0.004,True,-98278,223,True,2.7,0.4,True
TUZUNDV0NTA=,686,148,13.1,0.014,0.003,mft45t50,MFT45t50,MdEMFTWrk,economic__special_variable,economic,True,1068,0,,0,0,False,67213,0,,0,0,False,-382,148,False,-0.35767790262172283,0.13857677902621726,False,0.014,0.003,True,-66527,148,True,1.4000000000000001,0.3,True
TUZUNTB0NTU=,1242,204,10,0.025,0.004,mft50t55,MFT50t55,MdEMFTWrk,economic__special_variable,economic,True,1179,0,,0,0,False,98002,0,,0,0,False,63,204,False,0.05343511450381679,0.17302798982188297,False,0.025,0.004,True,-96760,204,True,2.5,0.4,True
TUZUNTV0NjU=,1468,223,9.3,0.029,0.004,mft55t65,MFT55t65,MdEMFTWrk,economic__special_variable,economic,True,1498,0,,0,0,False,133527,0,,0,0,False,-30,223,False,-0.020026702269692925,0.14886515353805074,False,0.029,0.004,True,-132059,223,True,2.9000000000000004,0.4,True
TUZUNXQ3cDU=,98,59,36.9,0.002,0.001,mft5t7p5,MFT5t7p5,MdEMFTWrk,economic__special_variable,economic,False,79,0,,0,0,False,9728,0,,0,0,False,19,59,False,0.24050632911392406,0.7468354430379747,False,0.002,0.001,False,-9630,59,True,0.2,0.1,False
TUZUNjV0NzU=,1152,182,9.6,0.023,0.003,mft65t75,MFT65t75,MdEMFTWrk,economic__special_variable,economic,True,1147,0,,0,0,False,104166,0,,0,0,False,5,182,False,0.004359197907585004,0.15867480383609417,False,0.023,0.003,True,-103014,182,True,2.3,0.3,True
TUZUNzV0MTAw,1726,221,7.8,0.035,0.004,mft75t100,MFT75t100,MdEMFTWrk,economic__special_variable,economic,True,1294,0,,0,0,False,177860,0,,0,0,False,432,221,False,0.33384853168469864,0.1707882534775889,False,0.035,0.004,True,-176134,221,True,3.5000000000000004,0.4,True
TUZUN3A1dDEw,148,87,35.7,0.003,0.002,mft7p5t10,MFT7p5t10,MdEMFTWrk,economic__special_variable,economic,False,123,0,,0,0,False,10596,0,,0,0,False,25,87,False,0.2032520325203252,0.7073170731707318,False,0.003,0.002,False,-10448,87,True,0.3,0.2,False
TUZUVTJwdDVr,17,27,96.5,0,0.001,mftu2pt5k,MFTU2pt5k,MdEMFTWrk,economic__special_variable,economic,False,34,0,,0,0,False,2252,0,,0,0,False,-17,27,False,-0.5,0.7941176470588235,False,0,0.001,-2235,27,True,0,0.1
TWdCU2NpQXJ0,14355,672,2.8,0.336,0.013,mgbsciart,MgBSciArt,CvEm16pl2,occupation,economic,True,13705,812,3.6,0.343,0.017,True,1673223,10141,0.4,0.413,0.002,True,650,1054.0056925842478,False,0.04742794600510763,0.07909178095327428,False,-0.007000000000000006,0.0214009345590327,False,-1658868,10163.240870903335,True,-7.699999999999996,1.3152946437965907,True
TW5mY3Rybmc=,632,139,13.4,0.015,0.003,mnfctrng,Mnfctrng,CvEm16pl3,industry,economic,True,,0,,0,0,False,133626,2719,1.2,0.033,0.001,True,,,,,0.015,0.003,True,-132994,2722.550642320543,True,-1.8000000000000003,0.31622776601683794,True
TW5ISEluYw==,82561,2790,2.1,,,mnhhinc,MnHHInc,mean,income_and_benefits,economic,True,81183,3212,2.4,,,True,97647,682,0.4,,,True,1378,4254.532171696437,False,0.01697399701908035,0.05291553298710634,False,,,-15086,2872.1462358313165,True,,
TW5UcnZUbQ==,49.8,2.1,2.6,,,mntrvtm,MnTrvTm,mean,commute_to_work,economic,True,46.5,2.4,3.1,,,True,41.2,0.1,0.1,,,True,3.299999999999997,3.189043743820395,False,0.07096774193548382,0.07137892665608216,False,,,8.599999999999994,2.1023796041628637,True,,
TVdya0Vybg==,14460,652,2.7,0.289,0.023,mwrkern,MWrkErn,MdEMFTWrk,economic__special_variable,economic,True,14584,0,,0,0,False,1594741,6501,0.2,0,0,True,-124,652,False,-0.008502468458584751,0.04470652770159078,False,0.289,0.023,True,-1580281,6533.613471885217,True,28.9,2.3,True
TkYxMDB0MTI0,455,131,17.5,0.013,0.003,nf100t124,NF100t124,MdNFInc,economic__special_variable,economic,True,210,0,,0,0,False,87790,0,,0,0,False,245,131,False,1.1666666666666667,0.6238095238095237,False,0.013,0.003,True,-87335,131,True,1.3,0.3,True
TkYxMjV0MTQ5,221,86,23.8,0.006,0.002,nf125t149,NF125t149,MdNFInc,economic__special_variable,economic,False,74,0,,0,0,False,57550,0,,0,0,False,147,86,False,1.9864864864864864,1.162162162162162,False,0.006,0.002,False,-57329,86,True,0.6,0.2,False
TkYxNTB0MTk5,145,66,27.5,0.004,0.002,nf150t199,NF150t199,MdNFInc,economic__special_variable,economic,False,86,0,,0,0,False,66764,0,,0,0,False,59,66,False,0.686046511627907,0.7674418604651163,False,0.004,0.002,False,-66619,66,True,0.4,0.2,False
TkZhbQ==,7644,448,3.6,0.222,0.032,nfam,NFam,MdNFInc,economic__special_variable,economic,True,6451,0,,0,0,False,1266125,5924,0.3,0,0,True,1193,448,False,0.18493256859401644,0.06944659742675553,False,0.222,0.032,True,-1258481,5940.915754326095,True,22.2,3.2,True
