id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,change_percentage_point_significant,difference_sum,difference_m,significant,difference_percent,difference_percent_m,percent_significant
QWdGRkhN,41,44,65.2383423530284,0.00173795091348396,0.00186265160950059,agffhm,AgFFHM,CvEm16pl3,industry,economic,False,,0,,0,0,False,3870,470,7.4,0.001,0.001,True,,,,,0.00173795091348396,0.00186265160950059,False,-3829,472.05508153180597,True,0.07379509134839599,0.21141123476237347,False
QWdISEluYw==,2334647300,164913536.810073,4.29407003610777,0,0,aghhinc,AgHHInc,MnHHInc,economic__special_variable,economic,True,1804838800,110999106.678058,3.73865303619161,0,0,True,307989432000,2361252362,0.5,0,0,True,529808500,198789527.6581093,False,0.29354893079647887,0.12115246463502218,False,0,0,-305654784700,2367004265.241993,True,0,0
QWdJUDE1cGw=,2448467000,166388363.831079,4.13107228068216,0,0,agip15pl,AgIP15pl,PerCapInc,economic__special_variable,economic,True,1922249400,114359357.715957,3.61656330300736,0,0,True,318266008500,2111708243,0.4,0,0,True,526217600,201898861.60052943,False,0.27375095031893365,0.11504298566286582,False,0,0,-315817541500,2118253240.5669842,True,0,0
QWdUVG0=,662830,41967.1081920115,3.84893862280875,0,0,agttm,AgTTm,MnTrvTm,economic__special_variable,economic,True,684020,41136.6351808215,3.65589793547705,0,0,True,156042185,593582,0.2,0,0,True,-21190,58766.15457897513,False,-0.030978626355954504,0.0846192404975051,False,0,0,-155379355,595063.7183478758,True,0,0
QXJ0RW5SQUZT,1939,405.222161289335,12.7042630406528,0.08219236149379,0.0165675782705995,artenrafs,ArtEnRAFS,CvEm16pl3,industry,economic,True,,0,,0,0,False,440995,5433,0.7,0.109,0.001,True,,,,,0.08219236149379,0.0165675782705995,True,-439056,5448.090858273199,True,-2.680763850621,1.6597730259057735,False
Q05JMTg2NF8y,39838,1576.84051190981,2.40615909617814,,,cni1864_2,CNI1864_2,NA,health_insurance_coverage,economic,True,,0,,,,False,5369877,1931,0,,,True,,,,,,,-5330039,2493.0276773433525,True,,
Q29uc3RjdG4=,413,209,30.7631166422573,0.0175066762748506,0.0088065003933094,constctn,Constctn,CvEm16pl3,industry,economic,False,,0,,0,0,False,206067,3740,1.1,0.051,0.001,True,,,,,0.0175066762748506,0.0088065003933094,False,-205654,3745.835153874233,True,-3.3493323725149398,0.8863094785533924,True
Q3ZFbTE2cGwx,23591,1301.57443121782,3.35395132582456,0.465021387317419,0.021134719357293,cvem16pl1,CvEm16pl1,Pop16pl,employment_status,economic,True,25349,1260.94329769423,3.02390974025517,0.51968100373119,0.0158468706648907,True,4053141,9894,0.1,0.591,0.001,True,-1758,1812.2014236833584,False,-0.06935184819914,0.0691340803339053,False,-0.054659616413770984,0.026415898095300656,False,-4029550,9979.245061626656,True,-12.597861268258093,2.1158363885507203,True
Q3ZFbTE2cGwy,23591,1301.57443121782,3.35395132582456,1,0,cvem16pl2,CvEm16pl2,CvEm16pl2,occupation,economic,True,25349,1260.94329769423,3.02390974025517,1,0,True,4053141,9894,0.1,1,0,True,-1758,1812.2014236833584,False,-0.06935184819914,0.0691340803339053,False,0,0,-4029550,9979.245061626656,True,0,0
Q3ZFbTE2cGwz,23591,1301.57443121782,3.35395132582456,1,0,cvem16pl3,CvEm16pl3,CvEm16pl3,industry,economic,True,,0,,0,0,False,4053141,9894,0.1,1,0,True,,,,,1,0,True,-4029550,9979.245061626656,True,0,0
Q3ZFbTE2cGw0,23591,1301.57443121782,3.35395132582456,1,0,cvem16pl4,CvEm16pl4,CvEm16pl4,class_of_worker,economic,True,25349,1260.94329769423,3.02390974025517,1,0,True,4053141,9894,0.1,1,0,True,-1758,1812.2014236833584,False,-0.06935184819914,0.0691340803339053,False,0,0,-4029550,9979.245061626656,True,0,0
Q3ZMRjE=,25108,1326.5251599574,3.21171847032951,0.494924208077901,0.0210729697363859,cvlf1,CvLF1,Pop16pl,employment_status,economic,True,26994,1294.66173188212,2.91556793524108,0.553405223666407,0.0152133093501199,True,4354474,10392,0.1,0.635,0.002,True,-1886,1853.5959646050203,False,-0.0698673779358376,0.06636982073682754,False,-0.05848101558850599,0.025990668227136478,False,-4329366,10476.322494081594,True,-14.007579192209903,2.116766528246883,True
Q3ZMRjE4dDY0,22982,1314.54098452654,3.47712583979834,,,cvlf18t64,CvLF18t64,NA,health_insurance_coverage,economic,True,,0,,,,False,4102491,9890,0.1,,,True,,,,,,,-4079509,9976.979402604778,True,,
Q3ZMRjI=,25108,1326.5251599574,3.21171847032951,1,0,cvlf2,CvLF2,CvLF2,employment_status,economic,True,26994,1294.66173188212,2.91556793524108,1,0,True,4354474,10392,0.1,1,0,True,-1886,1853.5959646050203,False,-0.0698673779358376,0.06636982073682754,False,0,0,-4329366,10476.322494081594,True,0,0
Q3ZMRkVt,21665,1284.85991454322,3.6052151251566,1,0,cvlfem,CvLFEm,CvLFEm,health_insurance_coverage,economic,True,,0,,0,0,False,3825543,9546,0.2,1,0,True,,,,,1,0,True,-3803878,9632.080823996444,True,0,0
Q3ZMRlVFbTE=,1517,295.096594355137,11.8253148954258,0.0299028207604818,0.00574119608332736,cvlfuem1,CvLFUEm1,Pop16pl,employment_status,economic,True,1645,263.387547161972,9.73337449439573,0.0337242199352167,0.00523453235405289,True,301333,4545,0.9,0.044,0.001,True,-128,395.54392929231045,False,-0.07781155015197569,0.23234213298047982,False,-0.0038213991747349033,0.00776927676382042,False,-299816,4554.569902855812,True,-1.4097179239518196,0.5827635238002926,False
Q3ZMRlVFbTI=,1517,295.096594355137,11.8253148954258,0.0604189899633583,0.0113113047851302,cvlfuem2,CvLFUEm2,CvLF2,employment_status,economic,True,1645,263.387547161972,9.73337449439573,0.0609394680299326,0.00930923527363824,True,301333,4545,0.9,0.069,0.001,True,-128,395.54392929231045,False,-0.07781155015197569,0.23234213298047982,False,-0.0005204780665742995,0.014649487271644007,False,-299816,4554.569902855812,True,-0.8581010036641699,1.13554223145645,False
Q3ZOSVBvcDI=,56130,1931.28273435041,2.09163024649185,1,0,cvnipop2,CvNIPop2,CvNIPop2,health_insurance_coverage,economic,True,,0,,0,0,False,8379895,1861,0,1,0,True,,,,,1,0,True,-8323765,2682.00932138574,True,0,0
Q3ZOSVUxOF8y,8288,866.397137576066,6.35479235057728,1,0,cvniu18_2,CvNIU18_2,CvNIU18_2,health_insurance_coverage,economic,True,,0,,0,0,False,1855028,1721,0.1,1,0,True,,,,,1,0,True,-1846740,1926.780994301117,True,0,0
Q1dfQ3JwbGQ=,282,127,27.3771799348984,0.0122528785574625,0.00547579864443141,cw_crpld,CW_Crpld,Wrkr16pl,commute_to_work,economic,False,389,147,22.9721599299896,0.0156577040734181,0.0058638683301559,False,177245,3363,1.2,0.045,0.001,True,-107,194.26270872197782,False,-0.2750642673521851,0.4261867896416203,False,-0.0034048255159555996,0.008023049456893696,False,-176963,3365.3971533832378,True,-3.2747121442537503,0.5566360641779947,True
Q1dfRHJ2QWxu,1452,307.600390116788,12.8781762129497,0.0630892895937432,0.0128952609712458,cw_drvaln,CW_DrvAln,Wrkr16pl,commute_to_work,economic,True,1583,320.449684037916,12.305890052857,0.0637175978103365,0.0124908133592056,True,883066,6519,0.4,0.223,0.002,True,-131,444.19140018690183,False,-0.08275426405559065,0.26876614511459374,False,-0.0006283082165932929,0.017952943321111563,False,-881614,6526.25305975795,True,-15.99107104062568,1.3049435065033856,True
Q1dfT3Ro,1089,339.072263684307,18.9277278831033,0.0473169671953074,0.0144951536074812,cw_oth,CW_Oth,Wrkr16pl,commute_to_work,economic,True,637,175.513532241819,16.7496320844592,0.0256399935598132,0.00694499462366018,True,112933,2992,1.6,0.029,0.001,True,452,381.80492401225035,False,0.7095761381475667,0.7107876649526688,False,0.021676973635494198,0.016073034201019545,False,-111844,3011.151606943762,True,1.831696719530739,1.4529606949414537,False
Q1dfUGJUcm5z,13206,972.718355948935,4.47764765646699,0.573799695850532,0.0276664369463885,cw_pbtrns,CW_PbTrns,Wrkr16pl,commute_to_work,economic,True,14467,953.680239912729,4.00736038359486,0.582313637095476,0.0246796135162863,True,2223087,10073,0.3,0.562,0.002,True,-1261,1362.2360294750683,False,-0.08716389023294394,0.09023230029653026,False,-0.008513941244943979,0.03707445288364688,False,-2209881,10119.857212431409,True,1.1799695850532004,2.7738632506100416,False
Q1dfV2xrZA==,5454,606.234278146658,6.75708610335526,0.236975885292201,0.0227973133598993,cw_wlkd,CW_Wlkd,Wrkr16pl,commute_to_work,economic,True,6116,628.356586660791,6.24558024754236,0.246176139108034,0.0220270705896977,True,392607,5774,0.9,0.099,0.001,True,-662,873.1277111625765,False,-0.10824068018312623,0.13497917209330187,False,-0.009200253815832976,0.03170030497003094,False,-387153,5805.738195957513,True,13.797588529220102,2.2819235228846804,True
Q1dfV3JrZEht,1532,298.171091824811,11.8315288763645,0.0665652835107539,0.0124139728405299,cw_wrkdhm,CW_WrkdHm,Wrkr16pl,commute_to_work,economic,True,1652,317.907219169367,11.6983455319652,0.0664949283529222,0.0123478316894162,True,164594,3729,1.4,0.042,0.001,True,-120,435.85662780322593,False,-0.07263922518159806,0.2538202062411381,False,7.035515783170021e-05,0.017509302359476373,False,-163062,3740.901896601941,True,2.4565283510753897,1.245418490650488,False
RTEwdDEycHQ1,1144,293,15.5695368461326,0,0,e10t12pt5,E10t12pt5,MdEWrk,economic__special_variable,economic,True,1303,0,,0,0,False,169608,0,,0,0,False,-159,293,False,-0.12202609363008442,0.22486569455103605,False,0,0,-168464,293,True,0,0
RTEycHQ1dDE1,544,191,21.3436438405149,0,0,e12pt5t15,E12pt5t15,MdEWrk,economic__special_variable,economic,False,667,0,,0,0,False,144620,0,,0,0,False,-123,191,False,-0.18440779610194902,0.2863568215892054,False,0,0,-144076,191,True,0,0
RTE1dDE3cHQ1,791,241,18.5214360645407,0,0,e15t17pt5,E15t17pt5,MdEWrk,economic__special_variable,economic,True,652,0,,0,0,False,173274,0,,0,0,False,139,241,False,0.21319018404907975,0.36963190184049083,False,0,0,-172483,241,True,0,0
RTE3cHQ1dDIw,616,230,22.6976670745668,0,0,e17pt5t20,E17pt5t20,MdEWrk,economic__special_variable,economic,False,481,0,,0,0,False,126285,0,,0,0,False,135,230,False,0.2806652806652807,0.4781704781704782,False,0,0,-125669,230,True,0,0
RTIwdDIycHQ1,917,285,18.8933783680762,0,0,e20t22pt5,E20t22pt5,MdEWrk,economic__special_variable,economic,True,1244,0,,0,0,False,196961,0,,0,0,False,-327,285,False,-0.2628617363344051,0.22909967845659165,False,0,0,-196044,285,True,0,0
