id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,change_percentage_point_significant,difference_sum,difference_m,significant,difference_percent,difference_percent_m,percent_significant
QWdGRkhN,38,46,73.5882258838586,0.00144800518233434,0.00175166323371061,agffhm,AgFFHM,CvEm16pl3,industry,economic,False,,0,,0,0,False,3870,470,7.4,0.001,0.001,True,,,,,0.00144800518233434,0.00175166323371061,False,-3832,472.2456987628368,True,0.04480051823343398,0.2017008697138788,False
QWdISEluYw==,1065079400,65666887,3.7479910176801,0,0,aghhinc,AgHHInc,MnHHInc,economic__special_variable,economic,True,754730900,36852802,2.96833204377033,0,0,True,307989432000,2361252362,0.5,0,0,True,310348500,75301188.99142279,True,0.4112041788669312,0.11098875306146427,True,0,0,-306924352600,2362165289.9614897,True,0,0
QWdJUDE1cGw=,1141709400,67099419,3.57270601124434,0,0,agip15pl,AgIP15pl,PerCapInc,economic__special_variable,economic,True,821598400,41977196,3.1059033561452,0,0,True,318266008500,2111708243,0.4,0,0,True,320111000,79148070.18594943,True,0.3896197947805156,0.10821592929597319,True,0,0,-317124299100,2112774014.31963,True,0,0
QWdUVG0=,1025895,58010,3.4374314808016,0,0,agttm,AgTTm,MnTrvTm,economic__special_variable,economic,True,897580,66304,4.49056161887781,0,0,True,156042185,593582,0.2,0,0,True,128315,88098.69758401653,False,0.14295661668040732,0.1063266677537038,False,0,0,-155016290,596409.8849147288,True,0,0
QXJ0RW5SQUZT,3412,508,9.05083791517156,0.130015623213809,0.0184723985373205,artenrafs,ArtEnRAFS,CvEm16pl3,industry,economic,True,,0,,0,0,False,440995,5433,0.7,0.109,0.001,True,,,,,0.130015623213809,0.0184723985373205,True,-437583,5456.697994208585,True,2.1015623213808983,1.849944614634721,False
Q05JMTg2NF8y,39285,1311,2.02866357724879,,,cni1864_2,CNI1864_2,NA,health_insurance_coverage,economic,True,,0,,,,False,5369877,1931,0,,,True,,,,,,,-5330592,2333.984147332625,True,,
Q29uc3RjdG4=,861,296,20.8988629182862,0.0328087489997333,0.0111842775233415,constctn,Constctn,CvEm16pl3,industry,economic,False,,0,,0,0,False,206067,3740,1.1,0.051,0.001,True,,,,,0.0328087489997333,0.0111842775233415,False,-205206,3751.6950835588973,True,-1.8191251000266693,1.122889414497803,False
Q3ZFbTE2cGwx,26243,1168,2.70559918887619,0.52418903803132,0.0185606241880476,cvem16pl1,CvEm16pl1,Pop16pl,employment_status,economic,True,22608,1252,3.36648188660656,0.503922967189729,0.0210318443865994,True,4053141,9894,0.1,0.591,0.001,True,3635,1712.2289566527018,False,0.1607837933474876,0.08247019527017992,False,0.020266070841591044,0.028050583747082167,False,-4026898,9962.703448361795,True,-6.681096196867998,1.8587543416221992,True
Q3ZFbTE2cGwy,26243,1168,2.70559918887619,1,0,cvem16pl2,CvEm16pl2,CvEm16pl2,occupation,economic,True,22608,1252,3.36648188660656,1,0,True,4053141,9894,0.1,1,0,True,3635,1712.2289566527018,False,0.1607837933474876,0.08247019527017992,False,0,0,-4026898,9962.703448361795,True,0,0
Q3ZFbTE2cGwz,26243,1168,2.70559918887619,1,0,cvem16pl3,CvEm16pl3,CvEm16pl3,industry,economic,True,,0,,0,0,False,4053141,9894,0.1,1,0,True,,,,,1,0,True,-4026898,9962.703448361795,True,0,0
