id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_significant,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m
QXZnSEhTT09j,2.09,0.28,8.1,,,avghhsooc,AvgHHSOOc,mean,housing_tenure,housing,True,2.12,0.34,9.9,,,True,2.85,0.01,0.2,,,True,-0.03000000000000025,0.44045431091090487,False,,,,,-0.7600000000000002,0.280178514522438,False,,
QXZnSEhTUk9j,2.03,0.13,4,,,avghhsroc,AvgHHSROc,mean,housing_tenure,housing,True,1.83,0.12,3.8,,,True,2.51,0.01,0.2,,,True,0.19999999999999973,0.17691806012954134,False,,,,,-0.48,0.130384048104053,True,,
Qmx0MDB0MDk=,4721,446,5.7,0.177,0.017,blt00t09,Blt00t09,HU3,year_structure_built,housing,True,,0,,0,0,False,198788,2928,0.9,0.057,0.001,True,,,,,0.177,0.017,True,-194067,2961.7731175766994,True,12,1.7029386365926402,True
Qmx0MTBMdHI=,1031,236,13.9,0.039,0.009,blt10ltr,Blt10Ltr,HU3,year_structure_built,housing,True,,0,,0,0,False,76678,1919,1.5,0.022,0.001,True,,,,,0.039,0.009,True,-75647,1933.4572661426992,True,1.7000000000000002,0.9055385138137416,False
Qmx0NDB0NDk=,413,147,21.7,0.016,0.006,blt40t49,Blt40t49,HU3,year_structure_built,housing,False,,0,,0,0,False,354913,3910,0.7,0.102,0.001,True,,,,,0.016,0.006,False,-354500,3912.7623234742996,True,-8.6,0.6082762530298219,True
Qmx0NTB0NTk=,621,235,23,0.023,0.009,blt50t59,Blt50t59,HU3,year_structure_built,housing,False,,0,,0,0,False,450809,4111,0.6,0.13,0.001,True,,,,,0.023,0.009,False,-450188,4117.71125748273,True,-10.7,0.9055385138137416,True
Qmx0NjB0Njk=,1362,295,13.2,0.051,0.011,blt60t69,Blt60t69,HU3,year_structure_built,housing,True,,0,,0,0,False,440499,4325,0.6,0.127,0.001,True,,,,,0.051,0.011,True,-439137,4335.049019330692,True,-7.6,1.104536101718726,True
Qmx0NzB0Nzk=,2889,395,8.3,0.109,0.015,blt70t79,Blt70t79,HU3,year_structure_built,housing,True,,0,,0,0,False,245191,3241,0.8,0.071,0.001,True,,,,,0.109,0.015,True,-242302,3264.9817763656815,True,3.8000000000000007,1.5033296378372907,False
Qmx0ODB0ODk=,5028,393,4.7,0.189,0.015,blt80t89,Blt80t89,HU3,year_structure_built,housing,True,,0,,0,0,False,164132,2906,1.1,0.047,0.001,True,,,,,0.189,0.015,True,-159104,2932.453750700938,True,14.2,1.5033296378372907,True
Qmx0OTB0OTk=,2388,345,8.8,0.09,0.013,blt90t99,Blt90t99,HU3,year_structure_built,housing,True,,0,,0,0,False,127962,2842,1.4,0.037,0.001,True,,,,,0.09,0.013,True,-125574,2862.8637760117053,True,5.300000000000001,1.3038404810405297,True
Qmx0QmYzOQ==,8171,521,3.9,0.307,0.019,bltbf39,BltBf39,HU3,year_structure_built,housing,True,,0,,0,0,False,1413382,6785,0.3,0.407,0.002,True,,,,,0.307,0.019,True,-1405211,6804.973622285394,True,-9.999999999999996,1.91049731745428,True
QnRSVlZFdGM=,0,0,,0,0,btrvvetc,BtRVVEtc,HU2,units_in_structure,housing,False,17,26,93,0.001,0.001,False,1902,346,11.1,0.001,0.001,True,-17,26,False,-1,0,True,-0.001,0.001,False,-1902,346,True,-0.1,0.1,False
R1IxNWt0MTlr,521,181,21.1,0.032,0.011,gr15kt19k,GR15kt19k,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,442539,4873,0.7,0.214,0.002,True,,,,,0.032,0.011,False,-442018,4876.360323027821,True,-18.2,1.1180339887498947,True
R1Ixa3QxNGs=,397,158,24.1,0.025,0.01,gr1kt14k,GR1kt14k,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,619998,5133,0.5,0.3,0.002,True,,,,,0.025,0.01,False,-619601,5135.431140615167,True,-27.5,1.019803902718557,True
R1IyMGt0MjRr,681,205,18.3,0.042,0.013,gr20kt24k,GR20kt24k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,206669,2799,0.8,0.1,0.001,True,,,,,0.042,0.013,True,-205988,2806.497104933479,True,-5.8,1.3038404810405297,True
R1IyNWt0Mjlr,3483,457,8,0.216,0.027,gr25kt29k,GR25kt29k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,102402,2683,1.6,0.05,0.001,True,,,,,0.216,0.027,True,-98919,2721.642518774279,True,16.6,2.701851217221259,True
R1Iza3Bs,9858,607,3.7,0.612,0.027,gr3kpl,GR3kpl,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,147224,2968,1.2,0.071,0.001,True,,,,,0.612,0.027,True,-137366,3029.434435666169,True,54.099999999999994,2.701851217221259,True
R1I1MDB0OTk5,754,210,16.9,0.047,0.013,gr500t999,GR500t999,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,321465,3260,0.6,0.156,0.002,True,,,,,0.047,0.013,True,-320711,3266.7568014775757,True,-10.899999999999999,1.3152946437965907,True
R1Jub1JudFBk,261,134,31.2,,,grnorntpd,GRnoRntPd,NA,gross_rent,housing,False,329,149,27.5,,,False,59425,1926,2,,,True,-68,200.39211561336438,False,-0.2066869300911854,0.543113571148668,False,,,-59164,1930.6558471151714,True,,
R1JQSTE1dDE5,2757,461,10.2,0.174,0.028,grpi15t19,GRPI15t19,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,1659,297,10.9,0.129,0.023,True,222841,3644,1,0.111,0.002,True,1098,548.3885483851756,False,0.6618444846292948,0.40709711116551295,False,0.044999999999999984,0.03623534186398688,False,-220084,3673.044649878354,True,6.299999999999999,2.8071337695236402,False
R1JQSTIwdDI0,2431,374,9.3,0.154,0.023,grpi20t24,GRPI20t24,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,1686,302,10.9,0.132,0.023,True,228606,3500,0.9,0.113,0.002,True,745,480.70781146139075,False,0.44187425860023727,0.3404576123470511,False,0.021999999999999992,0.03252691193458118,False,-226175,3519.925567394856,True,4.1,2.308679276123039,False
R1JQSTI1dDI5,1706,354,12.6,0.108,0.022,grpi25t29,GRPI25t29,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,1462,280,11.6,0.114,0.021,True,211796,3409,1,0.105,0.002,True,244,451.3490888436577,False,0.16689466484268126,0.32950425548563633,False,-0.006000000000000005,0.0304138126514911,False,-210090,3427.330885689329,True,0.3000000000000007,2.209072203437452,False
R1JQSTMwdDM0,1280,312,14.8,0.081,0.019,grpi30t34,GRPI30t34,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,1221,257,12.8,0.095,0.02,True,188082,3046,1,0.093,0.001,True,59,404.2190000482412,False,0.04832104832104832,0.3376134893702947,False,-0.013999999999999999,0.02758622844826744,False,-186802,3061.937295242997,True,-1.200000000000001,1.9026297590440446,False
R1JQSTM1cGw=,3858,446,7,0.244,0.026,grpi35pl,GRPI35pl,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,3924,401,6.2,0.306,0.029,True,889842,5729,0.4,0.442,0.003,True,-66,599.7641203006395,False,-0.016819571865443424,0.15170127512276277,False,-0.062,0.03894868418830089,False,-885984,5746.334222789343,True,-19.800000000000004,2.6172504656604803,True
R1JQSTUwcGw=,2179,332,9.3,0.138,0.02,grpi50pl,GRPI50pl,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,2406,336,8.5,0.188,0.025,True,584722,5029,0.5,0.29,0.002,True,-227,472.3557981013888,False,-0.0943474646716542,0.18718107821096477,False,-0.04999999999999999,0.032015621187164243,False,-582543,5039.946924323707,True,-15.199999999999996,2.009975124224178,True
R1JQSU50Qw==,560,206,22.4,,,grpintc,GRPINtC,NA,gross_rent_as_a_percentage_of_household_income__grapi_,housing,False,650,209,19.6,,,True,109433,2779,1.5,,,True,-90,293.4569815151788,False,-0.13846153846153847,0.42092644407429686,False,,,-108873,2786.6246607679336,True,,
R1JQSVUxNQ==,3777,451,7.3,0.239,0.027,grpiu15,GRPIU15,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,2866,346,7.3,0.224,0.025,True,273663,4314,1,0.136,0.002,True,911,568.4338132095944,False,0.3178646196789951,0.22377606401684855,False,0.014999999999999986,0.0367967389859482,False,-269886,4337.510461082486,True,10.299999999999997,2.7073972741361767,True
R1JVNTAw,414,167,24.6,0.026,0.01,gru500,GRU500,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,224541,3382,0.9,0.109,0.002,True,,,,,0.026,0.01,False,-224127,3386.12064167832,True,-8.3,1.019803902718557,True
