id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,change_percentage_point_significant,difference_sum,difference_m,significant,difference_percent,difference_percent_m,percent_significant
QWdGRkhN,35,43,74.6851932262267,0.00107751985715165,0.0013232478193546,agffhm,AgFFHM,CvEm16pl3,industry,economic,False,,0,,0,0,False,3870,470,7.4,0.001,0.001,True,,,,,0.00107751985715165,0.0013232478193546,False,-3835,471.9629222725022,True,0.007751985715165,0.16586092943869285,False
QWdISEluYw==,1937136800,93580839,2.93670782694935,0,0,aghhinc,AgHHInc,MnHHInc,economic__special_variable,economic,True,1141701600,57766032,3.07577118884479,0,0,True,307989432000,2361252362,0.5,0,0,True,795435200,109974032.75759666,True,0.6967102437274328,0.11869387081823166,True,0,0,-306052295200,2363106026.0763845,True,0,0
QWdJUDE1cGw=,1990781100,94988826,2.90056838359839,0,0,agip15pl,AgIP15pl,PerCapInc,economic__special_variable,economic,True,1177562500,59638756,3.07878035500732,0,0,True,318266008500,2111708243,0.4,0,0,True,813218600,112159075.79008402,True,0.6905948516533092,0.11763515782835615,True,0,0,-316275227400,2113843556.3255396,True,0,0
QWdUVG0=,1391365,62101,2.71326127803668,0,0,agttm,AgTTm,MnTrvTm,economic__special_variable,economic,True,1015415,58200,3.48428368792331,0,0,True,156042185,593582,0.2,0,0,True,375950,85110.36482708789,True,0.37024270864621855,0.09954127429464531,True,0,0,-154650820,596821.6860377981,True,0,0
QXJ0RW5SQUZT,3909,459,7.13807509908161,0.120343574903023,0.0134579481490457,artenrafs,ArtEnRAFS,CvEm16pl3,industry,economic,True,,0,,0,0,False,440995,5433,0.7,0.109,0.001,True,,,,,0.120343574903023,0.0134579481490457,True,-437086,5452.354537261861,True,1.1343574903022997,1.349504977324658,False
Q05JMTg2NF8y,45956,1391,1.84000501603093,,,cni1864_2,CNI1864_2,NA,health_insurance_coverage,economic,True,,0,,,,False,5369877,1931,0,,,True,,,,,,,-5323921,2379.840750974737,True,,
Q29uc3RjdG4=,1251,242,11.7595892890551,0.0385136383227634,0.00732155346780909,constctn,Constctn,CvEm16pl3,industry,economic,True,,0,,0,0,False,206067,3740,1.1,0.051,0.001,True,,,,,0.0385136383227634,0.00732155346780909,True,-204816,3747.821233730339,True,-1.2486361677236593,0.7389529428995281,False
Q3ZFbTE2cGwx,32482,1163,2.17656203884911,0.57200718486951,0.0135338619390491,cvem16pl1,CvEm16pl1,Pop16pl,employment_status,economic,True,24297,1154,2.88726903255096,0.515706584030225,0.0177290109496707,True,4053141,9894,0.1,0.591,0.001,True,8185,1638.3787718351334,True,0.3368728649627526,0.07951627222212038,True,0.05630060083928501,0.022304332499287788,False,-4020659,9962.118499596358,True,-1.8992815130489973,1.357075602113758,False
Q3ZFbTE2cGwy,32482,1163,2.17656203884911,1,0,cvem16pl2,CvEm16pl2,CvEm16pl2,occupation,economic,True,24297,1154,2.88726903255096,1,0,True,4053141,9894,0.1,1,0,True,8185,1638.3787718351334,True,0.3368728649627526,0.07951627222212038,True,0,0,-4020659,9962.118499596358,True,0,0
Q3ZFbTE2cGwz,32482,1163,2.17656203884911,1,0,cvem16pl3,CvEm16pl3,CvEm16pl3,industry,economic,True,,0,,0,0,False,4053141,9894,0.1,1,0,True,,,,,1,0,True,-4020659,9962.118499596358,True,0,0
