id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m,percent_significant
QUlBTk5I,0,0,,0,0,aiannh,AIANNH,Pop_2,mutually_exclusive_race_hispanic_origin,demographic,False,0,0,,0,0,False,15017,875,3.5,0.002,0.001,True,0,0,0,,,,-15017,875,True,-0.2,0.1,False
QXNuMVJj,7488,1358,11,1,0,asn1rc,Asn1Rc,Asn1Rc,asian_subgroup,demographic,True,,0,,0,0,False,1177700,3785,0.2,1,0,True,,,,,1,0,True,-1170212,4021.2422210058426,True,0,0
QXNuMnBs,162,182,68.2,0.022,0.024,asn2pl,Asn2pl,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,17175,1660,5.9,0.015,0.001,True,,,,,0.022,0.024,False,-17013,1669.9473045578413,True,0.6999999999999997,2.4020824298928627,False
QXNuQmh1dG4=,0,0,,0,0,asnbhutn,AsnBhutn,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,100,90,54.7,0,0,False,,,,,0,0,-100,90,False,0,0
QXNuQm5n,0,0,,0,0,asnbng,AsnBng,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,65991,3237,3,0.056,0.003,True,,,,,0,0,-65991,3237,True,-5.6000000000000005,0.3,True
QXNuQnVybQ==,0,0,,0,0,asnburm,AsnBurm,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,4509,620,8.4,0.004,0.001,True,,,,,0,0,-4509,620,True,-0.4,0.1,True
QXNuQ2hpTm9U,1943,782,24.5,0.259,0.093,asnchinot,AsnChiNoT,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,565173,5911,0.6,0.48,0.005,True,,,,,0.259,0.093,False,-563230,5962.503249475006,True,-22.099999999999998,9.313431161500041,False
QXNuQ21i,0,0,,0,0,asncmb,AsnCmb,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,2700,1036,23.3,0.002,0.001,False,,,,,0,0,-2700,1036,False,-0.2,0.1,False
QXNuRWFzdA==,4029,1060,16,0.538,0.103,asneast,AsnEast,Asn1Rc,asian_subgroup,demographic,True,,0,,0,0,False,686453,6802,0.6,0.583,0.005,True,,,,,0.538,0.103,True,-682424,6884.097907496668,True,-4.499999999999993,10.31212878119741,False
QXNuRmxw,638,406,38.7,0.085,0.052,asnflp,AsnFlp,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,71450,2932,2.5,0.061,0.002,True,,,,,0.085,0.052,False,-70812,2959.976351256881,True,2.4000000000000004,5.203844732503075,False
QXNuSG1uZw==,0,0,,0,0,asnhmng,AsnHmng,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,60,59,59.8,0,0,False,,,,,0,0,-60,59,False,0,0
QXNuSW5k,2058,684,20.2,0.275,0.077,asnind,AsnInd,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,228887,4990,1.3,0.194,0.004,True,,,,,0.275,0.077,True,-226829,5036.661195673181,True,8.100000000000001,7.710382610480495,False
QXNuSW5kbnNu,10,16,97.3,0.001,0.002,asnindnsn,AsnIndnsn,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,3778,675,10.9,0.003,0.001,True,,,,,0.001,0.002,False,-3768,675.1896030005202,True,-0.19999999999999998,0.223606797749979,False
QXNuSnBu,883,392,27,0.118,0.048,asnjpn,AsnJpn,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,25224,1431,3.4,0.021,0.001,True,,,,,0.118,0.048,False,-24341,1483.719987059553,True,9.7,4.801041553663121,False
QXNuS29y,1057,572,32.9,0.141,0.072,asnkor,AsnKor,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,85212,2865,2,0.072,0.002,True,,,,,0.141,0.072,False,-84155,2921.5422297136147,True,6.899999999999999,7.202777242147642,False
QXNuTGFv,0,0,,0,0,asnlao,AsnLao,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,538,173,19.5,0,0,True,,,,,0,0,-538,173,True,0,0
QXNuTWFsc24=,102,106,63.1,0.014,0.014,asnmalsn,AsnMalsn,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,1750,544,18.9,0.001,0,True,,,,,0.014,0.014,False,-1648,554.2309987721726,False,1.3,1.4000000000000001,False
QXNuTWdvbA==,0,0,,0,0,asnmgol,AsnMgol,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,644,287,27.1,0.001,0,False,,,,,0,0,-644,287,False,-0.1,0,True
QXNuTmVwYWw=,0,0,,0,0,asnnepal,AsnNepal,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,8478,1242,8.9,0.007,0.001,True,,,,,0,0,-8478,1242,True,-0.7000000000000001,0.1,True
QXNuTkg=,7338,1344,11.1,0.094,0.017,asnnh,AsnNH,Pop_2,mutually_exclusive_race_hispanic_origin,demographic,True,7766,879,6.9,0.099,0.011,True,1167421,3568,0.2,0.138,0.001,True,-428,1605.9193628573012,False,-0.05511202678341488,0.2034411660207286,False,-0.0050000000000000044,0.020248456731316585,False,-1160083,3812.7365500385677,True,-4.4,1.7029386365926402,False
QXNuT0Fzbg==,46,71,93.9,0.006,0.009,asnoasn,AsnOAsn,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,10707,1286,7.3,0.009,0.001,True,,,,,0.006,0.009,False,-10661,1287.958462063121,True,-0.29999999999999993,0.9055385138137416,False
QXNuT2tpbnc=,0,0,,0,0,asnokinw,AsnOkinw,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,0,0,,0,0,False,,,,,0,0,0,0,0,0
QXNuUGFr,229,210,55.6,0.031,0.027,asnpak,AsnPak,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,48973,3097,3.8,0.042,0.003,True,,,,,0.031,0.027,False,-48744,3104.1116281474156,True,-1.1,2.716615541441225,False
QXNuU0Vhc3Q=,964,450,28.4,0.129,0.055,asnseast,AsnSEast,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,106360,3653,2.1,0.09,0.003,True,,,,,0.129,0.055,False,-105396,3680.61258488312,True,3.9000000000000004,5.508175741568165,False
QXNuU291dGg=,2287,716,19,0.305,0.078,asnsouth,AsnSouth,Asn1Rc,asian_subgroup,demographic,True,,0,,0,0,False,357005,6872,1.2,0.303,0.006,True,,,,,0.305,0.078,True,-354718,6909.19966421582,True,0.1999999999999993,7.8230428862431785,False
QXNuU3JpTA==,0,0,,0,0,asnsril,AsnSriL,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,4576,837,11.1,0.004,0.001,True,,,,,0,0,-4576,837,True,-0.4,0.1,True
QXNuVGhhaQ==,15,24,97.3,0.002,0.003,asnthai,AsnThai,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,7346,955,7.9,0.006,0.001,True,,,,,0.002,0.003,False,-7331,955.3015230805403,True,-0.39999999999999997,0.31622776601683794,False
QXNuVHdu,146,178,74,0.019,0.023,asntwn,AsnTwn,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,10200,996,5.9,0.009,0.001,True,,,,,0.019,0.023,False,-10054,1011.7806086301516,True,1,2.3021728866442674,False
QXNuVnRu,199,160,48.8,0.027,0.021,asnvtn,AsnVtn,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,14229,1262,5.4,0.012,0.001,True,,,,,0.027,0.021,False,-14030,1272.1021971524144,True,1.5000000000000002,2.1023796041628637,False
QmxOSA==,1958,544,16.9,0.025,0.007,blnh,BlNH,Pop_2,mutually_exclusive_race_hispanic_origin,demographic,True,2644,486,11.2,0.034,0.006,True,1853055,3317,0.1,0.219,0.001,True,-686,729.4737829421973,False,-0.2594553706505295,0.24670144120794046,False,-0.009000000000000001,0.009219544457292887,False,-1851097,3361.312987509494,True,-19.4,0.7071067811865476,True
RmVt,45162,1879,2.5,0.577,0.015,fem,Fem,Pop_1,sex_and_age,demographic,True,43664,1330,1.9,0.558,0.01,True,4418616,268,0,0.523,0,True,1498,2302.0731960561116,False,0.034307438622205935,0.05333301279879165,False,0.018999999999999906,0.018027756377319945,False,-4373454,1898.0160694788651,True,5.3999999999999915,1.5,True
RlBvcDB0NQ==,1998,452,13.7,0.026,0.006,fpop0t5,FPop0t5,Pop,poppyramid_only,demographic,True,1904,367,11.7,0.024,0.005,True,269674,178,0,0.032,0,True,94,582.2310537922209,False,0.04936974789915966,0.31187946437666575,False,0.0019999999999999983,0.0078102496759066544,False,-267676,485.78596109809513,True,-0.6000000000000001,0.6,False
RlBvcDEwdDE0,941,333,21.5,0.012,0.004,fpop10t14,FPop10t14,Pop,poppyramid_only,demographic,False,1160,252,13.2,0.015,0.003,True,227093,2312,0.6,0.027,0,True,-219,417.6038792923265,False,-0.18879310344827585,0.3368453577125857,False,-0.002999999999999999,0.005,False,-226152,2335.858086442753,True,-1.5000000000000002,0.4,True
RlBvcDE1dDE5,857,370,26.2,0.011,0.005,fpop15t19,FPop15t19,Pop,poppyramid_only,demographic,False,890,238,16.3,0.011,0.003,True,226700,355,0.1,0.027,0,True,-33,439.9363590338948,False,-0.03707865168539326,0.4890175106376429,False,0,0.0058309518948453,-225843,512.7621280866987,True,-1.6000000000000003,0.5,True
RlBvcDIwdDI0,2118,400,11.5,0.027,0.005,fpop20t24,FPop20t24,Pop,poppyramid_only,demographic,True,3189,525,10,0.041,0.007,True,293909,3345,0.7,0.035,0,True,-1071,660.0189391222043,False,-0.33584195672624645,0.16639728685573155,False,-0.014000000000000002,0.008602325267042627,False,-291791,3368.831399758676,True,-0.8000000000000003,0.5,False
