id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_significant,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m
QXZnSEhTT09j,2.88,2.6,55,,,avghhsooc,AvgHHSOOc,mean,housing_tenure,housing,False,3.38,2.69,48.4,,,False,2.85,0.01,0.2,,,True,-0.5,3.741136191052125,False,,,,,0.029999999999999805,2.600019230698112,False,,
QXZnSEhTUk9j,3.07,0.14,2.9,,,avghhsroc,AvgHHSROc,mean,housing_tenure,housing,True,3.05,0.18,3.5,,,True,2.51,0.01,0.2,,,True,0.020000000000000018,0.2280350850198276,False,,,,,0.56,0.14035668847618202,True,,
Qmx0MDB0MDk=,394,108,16.7,0.042,0.011,blt00t09,Blt00t09,HU3,year_structure_built,housing,True,,0,,0,0,False,198788,2928,0.9,0.057,0.001,True,,,,,0.042,0.011,True,-198394,2929.991126266426,True,-1.5,1.104536101718726,False
Qmx0MTBMdHI=,95,76,48.5,0.01,0.008,blt10ltr,Blt10Ltr,HU3,year_structure_built,housing,False,,0,,0,0,False,76678,1919,1.5,0.022,0.001,True,,,,,0.01,0.008,False,-76583,1920.5043608385793,True,-1.1999999999999997,0.806225774829855,False
Qmx0NDB0NDk=,1131,243,13.1,0.12,0.026,blt40t49,Blt40t49,HU3,year_structure_built,housing,True,,0,,0,0,False,354913,3910,0.7,0.102,0.001,True,,,,,0.12,0.026,True,-353782,3917.543745767238,True,1.8000000000000007,2.6019223662515376,False
Qmx0NTB0NTk=,540,165,18.6,0.057,0.018,blt50t59,Blt50t59,HU3,year_structure_built,housing,True,,0,,0,0,False,450809,4111,0.6,0.13,0.001,True,,,,,0.057,0.018,True,-450269,4114.309905682847,True,-7.3,1.8027756377319943,True
Qmx0NjB0Njk=,261,124,29,0.028,0.013,blt60t69,Blt60t69,HU3,year_structure_built,housing,False,,0,,0,0,False,440499,4325,0.6,0.127,0.001,True,,,,,0.028,0.013,False,-440238,4326.777207113858,True,-9.899999999999999,1.3038404810405297,True
Qmx0NzB0Nzk=,471,122,15.7,0.05,0.013,blt70t79,Blt70t79,HU3,year_structure_built,housing,True,,0,,0,0,False,245191,3241,0.8,0.071,0.001,True,,,,,0.05,0.013,True,-244720,3243.295392035699,True,-2.0999999999999996,1.3038404810405297,False
Qmx0ODB0ODk=,203,97,29.1,0.022,0.01,blt80t89,Blt80t89,HU3,year_structure_built,housing,False,,0,,0,0,False,164132,2906,1.1,0.047,0.001,True,,,,,0.022,0.01,False,-163929,2907.6184412676985,True,-2.5000000000000004,1.004987562112089,False
Qmx0OTB0OTk=,75,58,47,0.008,0.006,blt90t99,Blt90t99,HU3,year_structure_built,housing,False,,0,,0,0,False,127962,2842,1.4,0.037,0.001,True,,,,,0.008,0.006,False,-127887,2842.59177512354,True,-2.8999999999999995,0.6082762530298219,True
Qmx0QmYzOQ==,6241,310,3,0.663,0.032,bltbf39,BltBf39,HU3,year_structure_built,housing,True,,0,,0,0,False,1413382,6785,0.3,0.407,0.002,True,,,,,0.663,0.032,True,-1407141,6792.078106146895,True,25.6,3.2062439083762797,True
QnRSVlZFdGM=,0,0,,0,0,btrvvetc,BtRVVEtc,HU2,units_in_structure,housing,False,0,0,,0,0,False,1902,346,11.1,0.001,0.001,True,0,0,0,,,,-1902,346,True,-0.1,0.1,False
