id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,change_percentage_point_significant,difference_sum,difference_m,significant,difference_percent,difference_percent_m,percent_significant
QWdGRkhN,20,21,63.8297872340426,0.00119267696344445,0.00125146868671593,agffhm,AgFFHM,CvEm16pl3,industry,economic,False,,0,,0,0,False,3870,470,7.4,0.001,0.001,True,,,,,0.00119267696344445,0.00125146868671593,False,-3850,470.468915019898,True,0.019267696344445,0.16019281737426602,False
QWdISEluYw==,1093077800,68689008.8306361,3.82006078352404,0,0,aghhinc,AgHHInc,MnHHInc,economic__special_variable,economic,True,775631900,34531674.6259788,2.70642549238628,0,0,True,307989432000,2361252362,0.5,0,0,True,317445900,76880533.86007197,True,0.4092739094408056,0.10853200980714348,True,0,0,-306896354200,2362251234.941939,True,0,0
QWdJUDE1cGw=,1138145400,70999072.3386964,3.79218070881628,0,0,agip15pl,AgIP15pl,PerCapInc,economic__special_variable,economic,True,799201400,35618956.168,2.70931218243627,0,0,True,318266008500,2111708243,0.4,0,0,True,338944000,79432854.10617794,True,0.42410336118029823,0.1091810814772111,True,0,0,-317127863100,2112901458.1440144,True,0,0
QWdUVG0=,685490,31875.5942062262,2.82677514123313,0,0,agttm,AgTTm,MnTrvTm,economic__special_variable,economic,True,559495,38929.0695496309,4.22972285223569,0,0,True,156042185,593582,0.2,0,0,True,125995,50314.27195140561,False,0.2251941482944441,0.10253287393241321,False,0,0,-155356695,594437.2500356955,True,0,0
QXJ0RW5SQUZT,1749,277.973020273551,9.66155285516347,0.104299600453217,0.0160828783403862,artenrafs,ArtEnRAFS,CvEm16pl3,industry,economic,True,,0,,0,0,False,440995,5433,0.7,0.109,0.001,True,,,,,0.104299600453217,0.0160828783403862,True,-439246,5440.106432782359,True,-0.47003995467830073,1.6113937312515012,False
Q05JMTg2NF8y,21890,770.093500816622,2.13861099033888,,,cni1864_2,CNI1864_2,NA,health_insurance_coverage,economic,True,,0,,,,False,5369877,1931,0,,,True,,,,,,,-5347987,2078.895139250655,True,,
Q29uc3RjdG4=,2352,266.790179729315,6.89551360878447,0.140258810901067,0.0149652721725655,constctn,Constctn,CvEm16pl3,industry,economic,True,,0,,0,0,False,206067,3740,1.1,0.051,0.001,True,,,,,0.140258810901067,0.0149652721725655,True,-203715,3749.503567140589,True,8.925881090106701,1.4998645645489572,True
Q3ZFbTE2cGwx,16769,645.610563730179,2.34044026357863,0.607286423061601,0.0141190840986661,cvem16pl1,CvEm16pl1,Pop16pl,employment_status,economic,True,14930,774.140168186615,3.15205576657274,0.587009514822678,0.0170034803931887,True,4053141,9894,0.1,0.591,0.001,True,1839,1008.0208331180463,False,0.1231748158070998,0.07253681550087443,False,0.02027690823892292,0.022101286869020964,False,-4036372,9915.041553115145,True,1.6286423061601027,1.4154452860679776,False
Q3ZFbTE2cGwy,16769,645.610563730179,2.34044026357863,1,0,cvem16pl2,CvEm16pl2,CvEm16pl2,occupation,economic,True,14930,774.140168186615,3.15205576657274,1,0,True,4053141,9894,0.1,1,0,True,1839,1008.0208331180463,False,0.1231748158070998,0.07253681550087443,False,0,0,-4036372,9915.041553115145,True,0,0
Q3ZFbTE2cGwz,16769,645.610563730179,2.34044026357863,1,0,cvem16pl3,CvEm16pl3,CvEm16pl3,industry,economic,True,,0,,0,0,False,4053141,9894,0.1,1,0,True,,,,,1,0,True,-4036372,9915.041553115145,True,0,0
Q3ZFbTE2cGw0,16769,645.610563730179,2.34044026357863,1,0,cvem16pl4,CvEm16pl4,CvEm16pl4,class_of_worker,economic,True,14930,774.140168186615,3.15205576657274,1,0,True,4053141,9894,0.1,1,0,True,1839,1008.0208331180463,False,0.1231748158070998,0.07253681550087443,False,0,0,-4036372,9915.041553115145,True,0,0
Q3ZMRjE=,17729,671.662117437034,2.3030359217302,0.642052656357513,0.0142636543759809,cvlf1,CvLF1,Pop16pl,employment_status,economic,True,15903,808.935102464963,3.09220814739878,0.625265392781316,0.0169851349590357,True,4354474,10392,0.1,0.635,0.002,True,1826,1051.430454190861,False,0.11482110293655286,0.07070728157824341,False,0.016787263576196976,0.022179870282174687,False,-4336745,10413.683018029693,True,0.705265635751303,1.4403188402483633,False
Q3ZMRjE4dDY0,16966,658.243875778575,2.35853031211207,,,cvlf18t64,CvLF18t64,NA,health_insurance_coverage,economic,True,,0,,,,False,4102491,9890,0.1,,,True,,,,,,,-4085525,9911.881002110547,True,,
Q3ZMRjI=,17729,671.662117437034,2.3030359217302,1,0,cvlf2,CvLF2,CvLF2,employment_status,economic,True,15903,808.935102464963,3.09220814739878,1,0,True,4354474,10392,0.1,1,0,True,1826,1051.430454190861,False,0.11482110293655286,0.07070728157824341,False,0,0,-4336745,10413.683018029693,True,0,0
Q3ZMRkVt,16047,635.160609609884,2.40615611705162,1,0,cvlfem,CvLFEm,CvLFEm,health_insurance_coverage,economic,True,,0,,0,0,False,3825543,9546,0.2,1,0,True,,,,,1,0,True,-3809496,9567.107452098571,True,0,0
Q3ZMRlVFbTE=,960,173.666346768739,10.9971090912322,0.0347662332959113,0.00619814405858168,cvlfuem1,CvLFUEm1,Pop16pl,employment_status,economic,True,973,198.486775378109,12.4008893859501,0.038255877958638,0.00762859956295724,True,301333,4545,0.9,0.044,0.001,True,-13,263.7366110345695,False,-0.013360739979445015,0.2690098741990008,False,-0.0034896446627267,0.009829166854972133,False,-300373,4548.31672160152,True,-0.9233766704088691,0.6278295132512599,False
Q3ZMRlVFbTI=,960,173.666346768739,10.9971090912322,0.0541485701393198,0.00957839469227609,cvlfuem2,CvLFUEm2,CvLF2,employment_status,economic,True,973,198.486775378109,12.4008893859501,0.0611834245110985,0.0120868432646627,True,301333,4545,0.9,0.069,0.001,True,-13,263.7366110345695,False,-0.013360739979445015,0.2690098741990008,False,-0.007034854371778698,0.01542197863393491,False,-300373,4548.31672160152,True,-1.4851429860680208,0.9630454032963491,False
Q3ZOSVBvcDI=,34363,1137.91563834935,2.01304318421471,1,0,cvnipop2,CvNIPop2,CvNIPop2,health_insurance_coverage,economic,True,,0,,0,0,False,8379895,1861,0,1,0,True,,,,,1,0,True,-8345532,2181.3236807039916,True,0,0
Q3ZOSVUxOF8y,8216,596.578578227546,4.41409140314507,1,0,cvniu18_2,CvNIU18_2,CvNIU18_2,health_insurance_coverage,economic,True,,0,,0,0,False,1855028,1721,0.1,1,0,True,,,,,1,0,True,-1846812,1821.4683637109924,True,0,0
Q1dfQ3JwbGQ=,1188,219.692967570653,11.241747135522,0.0725363292221272,0.0131140336350177,cw_crpld,CW_Crpld,Wrkr16pl,commute_to_work,economic,True,1250,292.323450992219,14.2163380421748,0.0857221231655466,0.0195248239497387,True,177245,3363,1.2,0.045,0.001,True,-62,365.67471884176007,False,-0.0496,0.2833528293304786,False,-0.0131857939434194,0.023520132407124444,False,-176057,3370.1682450583976,True,2.75363292221272,1.3152105465680222,False
Q1dfRHJ2QWxu,6075,411.400048614484,4.11672781832448,0.370924410794969,0.0205657334689901,cw_drvaln,CW_DrvAln,Wrkr16pl,commute_to_work,economic,True,5871,540.758726235647,5.59919449766378,0.402619668083939,0.0303233111911867,True,883066,6519,0.4,0.223,0.002,True,204,679.4630232764688,False,0.03474706182933061,0.11829505685538634,False,-0.03169525728896999,0.03663949501173683,False,-876991,6531.9683863288865,True,14.7924410794969,2.06627537641414,True
