id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_significant,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m
QXZnSEhTT09j,2.51,0.26,6.3,,,avghhsooc,AvgHHSOOc,mean,housing_tenure,housing,True,2.39,0.32,8,,,True,2.85,0.01,0.2,,,True,0.11999999999999966,0.41231056256176607,False,,,,,-0.3400000000000003,0.2601922366251538,False,,
QXZnSEhTUk9j,2.09,0.14,4,,,avghhsroc,AvgHHSROc,mean,housing_tenure,housing,True,2.08,0.16,4.8,,,True,2.51,0.01,0.2,,,True,0.009999999999999787,0.212602916254693,False,,,,,-0.41999999999999993,0.14035668847618202,False,,
R1Iza3Bs,1229,197,9.8,0.116,0.018,gr3kpl,GR3kpl,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,147224,2968,1.2,0.071,0.001,True,,,,,0.116,0.018,True,-145995,2974.5307192900195,True,4.500000000000002,1.8027756377319943,False
R1I1MDB0OTk5,1341,252,11.4,0.126,0.023,gr500t999,GR500t999,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,321465,3260,0.6,0.156,0.002,True,,,,,0.126,0.023,True,-320124,3269.7253707306977,True,-3,2.308679276123039,False
R1Jub1JudFBk,226,115,31.1,,,grnorntpd,GRnoRntPd,NA,gross_rent,housing,False,220,103,28.5,,,False,59425,1926,2,,,True,6,154.38264151127873,False,0.02727272727272727,0.7103218296183795,False,,,-59199,1929.4302267768069,True,,
R1JQSTE1dDE5,1509,246,9.9,0.146,0.023,grpi15t19,GRPI15t19,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,1231,234,11.5,0.133,0.024,True,222841,3644,1,0.111,0.002,True,278,339.5173044190826,False,0.2258326563769293,0.30697281169337154,False,0.012999999999999984,0.03324154027718933,False,-221332,3652.294073592651,True,3.5,2.308679276123039,False
R1JQSTIwdDI0,1311,224,10.4,0.127,0.021,grpi20t24,GRPI20t24,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,1192,221,11.3,0.129,0.023,True,228606,3500,0.9,0.113,0.002,True,119,314.6696680647819,False,0.09983221476510067,0.2772972506438343,False,-0.0020000000000000018,0.03114482300479487,False,-227295,3507.1606749620128,True,1.3999999999999986,2.1095023109728985,False
R1JQSTI1dDI5,1497,237,9.6,0.145,0.022,grpi25t29,GRPI25t29,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,900,184,12.4,0.097,0.019,True,211796,3409,1,0.105,0.002,True,597,300.04166377354994,False,0.6633333333333333,0.43009852854014796,False,0.04799999999999999,0.029068883707497266,False,-210299,3417.2284091058355,True,3.9999999999999982,2.209072203437452,False
R1JQSTMwdDM0,917,188,12.5,0.089,0.018,grpi30t34,GRPI30t34,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,902,189,12.7,0.098,0.02,True,188082,3046,1,0.093,0.001,True,15,266.58019431308094,False,0.01662971175166297,0.2980240217287144,False,-0.009000000000000008,0.02690724809414742,False,-187165,3051.7961924086608,True,-0.40000000000000036,1.8027756377319943,False
R1JQSTM1cGw=,3942,353,5.4,0.382,0.031,grpi35pl,GRPI35pl,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,3739,373,6.1,0.404,0.035,True,889842,5729,0.4,0.442,0.003,True,203,513.5542814542588,False,0.054292591602032626,0.1413335828877362,False,-0.02200000000000002,0.04675467891024384,False,-885900,5739.864980990406,True,-6,3.1144823004794877,False
R1JQSTUwcGw=,2553,319,7.6,0.247,0.029,grpi50pl,GRPI50pl,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,2798,324,7,0.302,0.031,True,584722,5029,0.5,0.29,0.002,True,-245,454.6834063389602,False,-0.08756254467476769,0.155440640927611,False,-0.05499999999999999,0.042449970553582246,False,-582169,5039.107262204288,True,-4.299999999999997,2.906888370749727,False
R1JQSU50Qw==,513,163,19.4,,,grpintc,GRPINtC,NA,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,564,177,19.1,,,True,109433,2779,1.5,,,True,-51,240.6200324162558,False,-0.09042553191489362,0.4062113901295135,False,,,-108920,2783.7762122699446,True,,
R1JQSVUxNQ==,1147,205,10.9,0.111,0.019,grpiu15,GRPIU15,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,1286,260,12.3,0.139,0.027,True,273663,4314,1,0.136,0.002,True,-139,331.09666262286606,False,-0.10808709175738725,0.2406827264446575,False,-0.02800000000000001,0.03301514803843835,False,-272516,4318.868022989357,True,-2.5000000000000018,1.91049731745428,False
R1JVNTAw,376,106,17.1,0.035,0.01,gru500,GRU500,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,224541,3382,0.9,0.109,0.002,True,,,,,0.035,0.01,True,-224165,3383.660739495022,True,-7.4,1.019803902718557,True
SE9WYWNSdA==,2.4,1.9,46.5,,,hovacrt,HOVacRt,rate,housing_occupancy,housing,False,2.9,1.7,35.5,,,False,1.8,0.1,3.4,,,True,-0.5,2.5495097567963922,False,,,,,0.5999999999999999,1.9026297590440446,False,,
SE9WYWNV,5978,405,4.1,0,0,hovacu,HOVacU,HOVacRt,housing__special_variable,housing,True,5339,417,,0,0,False,1065868,7322,0.4,0,0,True,639,581.303707196161,False,0.11968533433227196,0.11576789554533852,False,0,0,-1059890,7333.192278946462,True,0,0
SFUx,18204,238,0.8,1,0,hu1,HU1,HU1,housing_occupancy,housing,True,17132,288,1,1,0,True,3472354,1104,0,1,0,True,1072,373.61477486844655,False,0.06257296287648845,0.022628778405905044,False,0,0,-3454150,1129.3626521184415,True,0,0
SFUxMHQxOXU=,1502,225,9.1,0.083,0.012,hu10t19u,HU10t19u,HU2,units_in_structure,housing,True,1216,219,11,0.071,0.013,True,219295,3425,0.9,0.063,0.001,True,286,313.9840760293426,False,0.23519736842105263,0.28935182080045874,False,0.01200000000000001,0.01769180601295413,False,-217793,3432.3825544364954,True,2.000000000000001,1.2041594578792296,False
SFUxdUE=,1012,193,11.6,0.056,0.011,hu1ua,HU1uA,HU2,units_in_structure,housing,True,824,183,13.5,0.048,0.011,True,238949,3015,0.8,0.069,0.001,True,188,265.9661632614194,False,0.22815533980582525,0.3595238130753629,False,0.008,0.015556349186104044,False,-237937,3021.1709650398802,True,-1.2999999999999998,1.104536101718726,False
SFUxdUQ=,265,105,24.1,0.015,0.006,hu1ud,HU1uD,HU2,units_in_structure,housing,False,389,142,22.1,0.023,0.008,False,319905,2742,0.5,0.092,0.001,True,-124,176.60407696313243,False,-0.31876606683804626,0.36701285955634816,False,-0.008,0.01,False,-319640,2744.0096574174077,True,-7.699999999999999,0.6082762530298219,True
SFUy,18204,238,0.8,1,0,hu2,HU2,HU2,units_in_structure,housing,True,17132,288,1,1,0,True,3472354,1104,0,1,0,True,1072,373.61477486844655,False,0.06257296287648845,0.022628778405905044,False,0,0,-3454150,1129.3626521184415,True,0,0
SFUyMHBsdQ==,7669,367,2.9,0.421,0.019,hu20plu,HU20plu,HU2,units_in_structure,housing,True,6160,347,3.4,0.36,0.019,True,1667213,4900,0.2,0.48,0.001,True,1509,505.072272056188,False,0.24496753246753247,0.0920207177742213,False,0.061,0.026870057685088804,False,-1659544,4913.724554754774,True,-5.899999999999999,1.9026297590440446,True
SFUydQ==,1911,256,8.1,0.105,0.014,hu2u,HU2u,HU2,units_in_structure,housing,True,1968,262,8.1,0.115,0.015,True,458656,4817,0.6,0.132,0.001,True,-57,366.30588310863914,False,-0.028963414634146343,0.1833929069539896,False,-0.010000000000000009,0.020518284528683192,False,-456745,4823.79777768513,True,-2.700000000000001,1.4035668847618201,False
SFUz,18204,238,0.8,1,0,hu3,HU3,HU3,year_structure_built,housing,True,,0,,0,0,False,3472354,1104,0,1,0,True,,,,,1,0,True,-3454150,1129.3626521184415,True,0,0
SFUzdDR1,3473,324,5.7,0.191,0.018,hu3t4u,HU3t4u,HU2,units_in_structure,housing,True,4123,372,5.5,0.241,0.021,True,333505,3795,0.7,0.096,0.001,True,-650,493.3153149862672,False,-0.15765219500363814,0.10932325320315689,False,-0.04999999999999999,0.02765863337187866,False,-330032,3808.805718332191,True,9.500000000000002,1.8027756377319943,True
SFU0,18204,238,0.8,1,0,hu4,HU4,HU4,rooms,housing,True,17132,288,1,1,0,True,3472354,1104,0,1,0,True,1072,373.61477486844655,False,0.06257296287648845,0.022628778405905044,False,0,0,-3454150,1129.3626521184415,True,0,0
SFU1dDl1,2362,252,6.5,0.13,0.014,hu5t9u,HU5t9u,HU2,units_in_structure,housing,True,2398,299,7.6,0.14,0.017,True,228415,3185,0.8,0.066,0.001,True,-36,391.0306893326916,False,-0.015012510425354461,0.16163852671927534,False,-0.010000000000000009,0.022022715545545243,False,-226053,3194.953677285478,True,6.3999999999999995,1.4035668847618201,True
SFVub01ydGcx,1955,284,8.8,0.337,0.044,hunomrtg1,HUnoMrtg1,OOcHU3,mortgage_status,housing,True,1643,251,9.3,0.325,0.043,True,422629,4549,0.7,0.41,0.003,True,312,379.0211075916485,False,0.1898965307364577,0.2508436673171256,False,0.01200000000000001,0.06152235366108809,False,-420674,4557.856623458004,True,-7.299999999999997,4.410215414239989,False
SFVub01ydGcy,1945,283,8.9,1,0,hunomrtg2,HUnoMrtg2,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,1630,250,9.3,1,0,True,416370,4562,0.7,1,0,True,315,377.6095867427097,False,0.19325153374233128,0.2522655644804494,False,0,0,-414425,4570.769410066537,True,0,0
SFV3TXJ0Zw==,3839,346,5.5,0.663,0.04,huwmrtg,HUwMrtg,OOcHU3,mortgage_status,housing,True,3411,329,5.9,0.675,0.038,True,607211,5367,0.5,0.59,0.003,True,428,477.4484265342174,False,0.12547639988273235,0.14857185988903857,False,-0.01200000000000001,0.05517245689653488,False,-603372,5378.141407586825,True,7.299999999999997,4.011234224026316,False
SFV3TXJ0Z0V4,3839,346,5.5,1,0,huwmrtgex,HUwMrtgEx,HUwMrtgEx,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,3353,325,5.9,1,0,True,603062,5350,0.5,1,0,True,486,474.70095849913764,False,0.14494482552937668,0.15154006440289738,False,0,0,-599223,5361.1767365010455,True,0,0
TWRHUg==,1810,131,4.4,,,mdgr,MdGR,median,gross_rent,housing,True,1395,106,4.6,,,True,1396,4,0.2,,,True,415,168.51409436602032,False,0.2974910394265233,0.13615659530343432,False,,,414,131.06105447462264,True,,
TWRSbXM=,3.7,0.1,2,,,mdrms,MdRms,median,rooms,housing,True,3.9,0.1,2.1,,,True,4,0.1,1.5,,,True,-0.19999999999999973,0.14142135623730953,False,,,,,-0.2999999999999998,0.14142135623730953,False,,
TWRWbA==,726962,69478,5.8,,,mdvl,MdVl,median,value,housing,True,617893,81025,8,,,True,570500,2845,0.3,,,True,109069,106734.45136880594,False,0.1765176171278846,0.19090637764403115,False,,,156462,69536.22443733913,False,,
TW9iSG0=,0,0,,0,0,mobhm,MobHm,HU2,units_in_structure,housing,False,12,20,101.3,0.001,0.001,False,4514,450,6.1,0.001,0.001,True,-12,20,False,-1,0,True,-0.001,0.001,False,-4514,450,True,-0.1,0.1,False
TXYwMHQwOQ==,3633,334,5.6,0.218,0.02,mv00t09,Mv00t09,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,830839,6308,0.5,0.263,0.002,True,,,,,0.218,0.02,True,-827206,6316.836233432049,True,-4.5,2.009975124224178,False
TXYxMEx0cg==,8407,493,3.6,0.506,0.028,mv10ltr,Mv10Ltr,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,1341699,7655,0.3,0.425,0.002,True,,,,,0.506,0.028,True,-1333292,7670.858752447473,True,8.100000000000001,2.8071337695236402,False
TXY4MHQ4OQ==,,0,,0,0,mv80t89,Mv80t89,OcHU3,year_householder_moved_into_unit,housing,False,,0,,0,0,False,,0,,0,0,False,,,,,0,0,,,0,0
TXY5MHQ5OQ==,2130,282,8,0.128,0.017,mv90t99,Mv90t99,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,460385,4845,0.6,0.146,0.001,True,,,,,0.128,0.017,True,-458255,4853.199872249236,True,-1.799999999999999,1.7029386365926402,False
TXZCZjc5,,0,,0,0,mvbf79,MvBf79,OcHU3,year_householder_moved_into_unit,housing,False,,0,,0,0,False,,0,,0,0,False,,,,,0,0,,,0,0
TXZCZjg5,2460,288,7.1,0.148,0.017,mvbf89,MvBf89,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,521180,4786,0.6,0.165,0.001,True,,,,,0.148,0.017,True,-518720,4794.65744344682,True,-1.700000000000001,1.7029386365926402,False
Tk1TTVAxMDE0,185,83,27.2,0.095,0.04,nmsmp1014,NMSMP1014,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,185,100,33,0.113,0.059,False,61830,1682,1.7,0.148,0.004,True,0,129.9576854210631,0,0.7024739752489897,-0.018000000000000002,0.07128113354878694,False,-61645,1684.046614556735,True,-5.299999999999999,4.019950248448356,False
Tk1TTVAxNTE5,282,110,23.6,0.145,0.052,nmsmp1519,NMSMP1519,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,233,105,27.4,0.143,0.061,False,40494,1193,1.8,0.097,0.003,True,49,152.0690632574555,False,0.21030042918454936,0.7213584871179675,False,0.0020000000000000018,0.08015609770940699,False,-40212,1198.060516000757,True,4.799999999999997,5.208646657242167,False
Tk1TTVAyMDI0,127,71,34,0.065,0.035,nmsmp2024,NMSMP2024,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,103,64,38,0.063,0.038,False,28114,1114,2.4,0.068,0.002,True,24,95.58765610684259,False,0.23300970873786409,1.0305998704247978,False,0.0020000000000000018,0.05166236541235796,False,-27987,1116.2602743088191,True,-0.3000000000000007,3.5057096285916214,False
Tk1TTVAyNTI5,55,39,43.1,0.028,0.02,nmsmp2529,NMSMP2529,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,23,26,68.2,0.014,0.016,False,20385,1033,3.1,0.049,0.002,True,32,46.87216658103186,False,1.391304347826087,3.1910186648394094,False,0.014,0.025612496949731396,False,-20330,1033.7359430725044,True,-2.1,2.009975124224178,False
Tk1TTVAzMDM0,88,63,43.6,0.045,0.032,nmsmp3034,NMSMP3034,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,86,67,47.5,0.053,0.04,False,16215,837,3.1,0.039,0.002,True,2,91.96738552334735,False,0.023255813953488372,1.0826585830356896,False,-0.008,0.05122499389946279,False,-16127,839.3676191038107,True,0.6000000000000001,3.2062439083762797,False
Tk1TTVAzNXBs,220,92,25.4,0.113,0.044,nmsmp35pl,NMSMP35pl,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,295,121,24.9,0.181,0.069,False,78141,1841,1.4,0.188,0.004,True,-75,152.00328943809077,False,-0.2542372881355932,0.43683813621800693,False,-0.06799999999999999,0.08183520025025906,False,-77921,1843.2973173093917,True,-7.5,4.418144406874904,False
Tk1TTVBOdEM=,10,14,85.1,,,nmsmpntc,NMSMPNtC,NA,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,13,22,102.9,,,False,6259,564,5.5,,,True,-3,26.076809620810597,False,-0.23076923076923078,1.6894915949406268,False,,,-6249,564.1737321074067,True,,
Tk1TTVBVMTA=,988,227,13.9,0.508,0.09,nmsmpu10,NMSMPU10,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,705,191,16.4,0.433,0.096,True,171191,2946,1,0.411,0.005,True,283,296.66479400158016,False,0.4014184397163121,0.49782328358814637,False,0.07500000000000001,0.13159027319676783,False,-170203,2954.732644419796,True,9.700000000000003,9.013878188659973,False
Tm9WaGNsQXY=,10428,443,2.6,0.627,0.024,novhclav,NoVhclAv,OcHU4,vehicles_available,housing,True,9060,469,3.1,0.609,0.027,True,1721745,6312,0.2,0.546,0.002,True,1368,645.1433949130999,False,0.1509933774834437,0.07707721346255607,False,0.018000000000000016,0.036124783736376884,False,-1711317,6327.526609979605,True,8.100000000000001,2.4083189157584592,True
T2NIVTE=,16630,323,1.2,0.914,0.013,ochu1,OcHU1,HU1,housing_occupancy,housing,True,14868,396,1.6,0.868,0.018,True,3154103,5930,0.1,0.908,0.002,True,1762,511.0234828263766,True,0.11850955071294055,0.03687067572537799,True,0.04600000000000004,0.022203603311174516,False,-3137473,5938.790196664637,True,0.6000000000000085,1.3152946437965907,False
T2NIVTI=,16630,323,1.2,1,0,ochu2,OcHU2,OcHU2,housing_tenure,housing,True,14868,396,1.6,1,0,True,3154103,5930,0.1,1,0,True,1762,511.0234828263766,True,0.11850955071294055,0.03687067572537799,True,0,0,-3137473,5938.790196664637,True,0,0
T2NIVTM=,16630,323,1.2,1,0,ochu3,OcHU3,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,3154103,5930,0.1,1,0,True,,,,,1,0,True,-3137473,5938.790196664637,True,0,0
T2NIVTQ=,16630,323,1.2,1,0,ochu4,OcHU4,OcHU4,vehicles_available,housing,True,14868,396,1.6,1,0,True,3154103,5930,0.1,1,0,True,1762,511.0234828263766,True,0.11850955071294055,0.03687067572537799,True,0,0,-3137473,5938.790196664637,True,0,0
T2NIVTU=,16630,323,1.2,1,0,ochu5,OcHU5,OcHU5,occupants_per_room,housing,True,14868,396,1.6,1,0,True,3154103,5930,0.1,1,0,True,1762,511.0234828263766,True,0.11850955071294055,0.03687067572537799,True,0,0,-3137473,5938.790196664637,True,0,0
T2NIVVBSbnQx,10610,404,2.3,1,0,ochuprnt1,OcHUPRnt1,OcHUPRnt1,gross_rent,housing,True,9594,465,2.9,1,0,True,2064838,5484,0.2,1,0,True,1016,615.9878245549988,False,0.10589952053366687,0.06816331326265701,False,0,0,-2054228,5498.86097296522,True,0,0
T2NIVVBSbnQy,10323,412,2.4,1,0,ochuprnt2,OcHUPRnt2,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,9250,466,3.1,1,0,True,2014830,5642,0.2,1,0,True,1073,622.0128616033594,False,0.116,0.07172728508724452,False,0,0,-2004507,5657.022891945904,True,0,0
T2NQUjB0MQ==,15750,354,1.4,0.947,0.011,ocpr0t1,OcPR0t1,OcHU5,occupants_per_room,housing,True,14269,415,1.8,0.96,0.011,True,2869497,6842,0.1,0.91,0.001,True,1481,545.4731890753202,False,0.10379143598009671,0.040571803441972025,False,-0.013000000000000012,0.015556349186104044,False,-2853747,6851.151727994353,True,3.6999999999999886,1.104536101718726,True
T2NQUjFwNXBs,472,151,19.4,0.028,0.009,ocpr1p5pl,OcPR1p5pl,OcHU5,occupants_per_room,housing,True,271,119,26.7,0.018,0.008,False,111644,2464,1.3,0.035,0.001,True,201,192.25503894566717,False,0.7416974169741697,0.9462519098568591,False,0.010000000000000002,0.012041594578792296,False,-111172,2468.622490377984,True,-0.7000000000000002,0.9055385138137416,False
T2NQUjFwbA==,880,195,13.5,0.053,0.012,ocpr1pl,OcPR1pl,OcHU5,occupants_per_room,housing,True,599,175,17.8,0.04,0.012,True,284606,3868,0.8,0.09,0.001,True,281,262.01145013147806,False,0.4691151919866444,0.5386992218903691,False,0.012999999999999998,0.01697056274847714,False,-283726,3872.912211760034,True,-3.7,1.2041594578792296,True
T09jSFUx,5794,387,4.1,0.348,0.022,oochu1,OOcHU1,OcHU2,housing_tenure,housing,True,5054,396,4.8,0.34,0.025,True,1029840,7102,0.4,0.327,0.002,True,740,553.7011829497928,False,0.14641867827463395,0.11803465065482356,False,0.007999999999999952,0.03330165161069343,False,-1024046,7112.53632679651,True,2.0999999999999943,2.209072203437452,False
T09jSFUy,5794,387,4.1,1,0,oochu2,OOcHU2,OOcHU2,value,housing,True,5054,396,4.8,1,0,True,1029840,7102,0.4,1,0,True,740,553.7011829497928,False,0.14641867827463395,0.11803465065482356,False,0,0,-1024046,7112.53632679651,True,0,0
T09jSFUz,5794,387,4.1,1,0,oochu3,OOcHU3,OOcHU3,mortgage_status,housing,True,5054,396,4.8,1,0,True,1029840,7102,0.4,1,0,True,740,553.7011829497928,False,0.14641867827463395,0.11803465065482356,False,0,0,-1024046,7112.53632679651,True,0,0
T09jSFU0,5794,387,4.1,0,0,oochu4,OOcHU4,AvgHHSOOc,housing__special_variable,housing,True,5054,396,,0,0,False,1029840,7102,0.4,0,0,True,740,553.7011829497928,False,0.14641867827463395,0.11803465065482356,False,0,0,-1024046,7112.53632679651,True,0,0
T09jSFU1,5794,387,4.1,0.008,0.001,oochu5,OOcHU5,MdVl,housing__special_variable,housing,True,5054,0,,0,0,False,1029840,7102,0.4,0,0,True,740,387,False,0.14641867827463395,0.07657301147605856,False,0.008,0.001,True,-1024046,7112.53632679651,True,0.8,0.1,True
T1YxMDB0MTI0,82,60,44.4,0,0,ov100t124,OV100t124,MdVl,housing__special_variable,housing,False,62,0,,0,0,False,13231,0,,0,0,False,20,60,False,0.3225806451612903,0.967741935483871,False,0,0,-13149,60,True,0,0
T1YxMjV0MTQ5,2,7,212.8,0,0,ov125t149,OV125t149,MdVl,housing__special_variable,housing,False,14,0,,0,0,False,7768,0,,0,0,False,-12,7,False,-0.8571428571428571,0.5,False,0,0,-7766,7,True,0,0
T1YxNTB0MTc0,87,84,58.7,0,0,ov150t174,OV150t174,MdVl,housing__special_variable,housing,False,0,0,,0,0,False,15896,0,,0,0,False,87,84,False,0,,0,0,-15809,84,True,0,0
T1YxNTB0MTk5bQ==,260,95,22.2,0,0,ov150t199m,OV150t199m,MdVl,housing__special_variable,housing,False,,0,,0,0,False,32941,0,,0,0,False,,,,,0,0,-32681,95,True,0,0
T1YxNzV0MTk5,35,35,61.6,0,0,ov175t199,OV175t199,MdVl,housing__special_variable,housing,False,43,0,,0,0,False,11331,0,,0,0,False,-8,35,False,-0.18604651162790697,0.813953488372093,False,0,0,-11296,35,True,0,0
T1YxbWlscGw=,,0,,0,0,ov1milpl,OV1milpl,MdVl,housing__special_variable,housing,False,999,0,,0,0,False,,0,,0,0,False,,,,,0,0,,,0,0
T1YxdDE0OW0=,711,179,15.3,0.001,0,ov1t149m,OV1t149m,MdVl,housing__special_variable,housing,True,,0,,0,0,False,83619,0,,0,0,False,,,,,0.001,0,True,-82908,179,True,0.1,0,True
