id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_significant,change_percent,change_percent_m,change_percent_significant,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m,percent_significant
QUlBTk5I,0,0,,0,0,aiannh,AIANNH,Pop_2,mutually_exclusive_race_hispanic_origin,demographic,False,8,13,98.8,0,0,False,15017,875,3.5,0.002,0.001,True,-8,13,False,-1,0,True,0,0,-15017,875,True,-0.2,0.1,False
QXNuMVJj,5400,599,6.7,1,0,asn1rc,Asn1Rc,Asn1Rc,asian_subgroup,demographic,True,,0,,0,0,False,1177700,3785,0.2,1,0,True,,,,,1,0,True,-1172300,3832.104643665149,True,0,0
QXNuMnBs,103,88,51.9,0.019,0.016,asn2pl,Asn2pl,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,17175,1660,5.9,0.015,0.001,True,,,,,0.019,0.016,False,-17072,1662.3308936550509,True,0.3999999999999999,1.6031219541881399,False
QXNuQmh1dG4=,0,0,,0,0,asnbhutn,AsnBhutn,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,100,90,54.7,0,0,False,,,,,0,0,-100,90,False,0,0
QXNuQm5n,0,0,,0,0,asnbng,AsnBng,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,65991,3237,3,0.056,0.003,True,,,,,0,0,-65991,3237,True,-5.6000000000000005,0.3,True
QXNuQnVybQ==,0,0,,0,0,asnburm,AsnBurm,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,4509,620,8.4,0.004,0.001,True,,,,,0,0,-4509,620,True,-0.4,0.1,True
QXNuQ2hpTm9U,3208,499,9.5,0.594,0.065,asnchinot,AsnChiNoT,Asn1Rc,asian_subgroup,demographic,True,,0,,0,0,False,565173,5911,0.6,0.48,0.005,True,,,,,0.594,0.065,True,-561965,5932.025117950867,True,11.399999999999999,6.519202405202649,False
QXNuQ21i,11,18,99.5,0.002,0.003,asncmb,AsnCmb,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,2700,1036,23.3,0.002,0.001,False,,,,,0.002,0.003,False,-2689,1036.1563588570984,False,0,0.31622776601683794
QXNuRWFzdA==,4058,544,8.1,0.751,0.057,asneast,AsnEast,Asn1Rc,asian_subgroup,demographic,True,,0,,0,0,False,686453,6802,0.6,0.583,0.005,True,,,,,0.751,0.057,True,-682395,6823.718927388495,True,16.799999999999997,5.721887800367987,False
QXNuRmxw,151,84,33.9,0.028,0.015,asnflp,AsnFlp,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,71450,2932,2.5,0.061,0.002,True,,,,,0.028,0.015,False,-71299,2933.2030274087747,True,-3.2999999999999994,1.5132745950421556,False
QXNuSG1uZw==,0,0,,0,0,asnhmng,AsnHmng,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,60,59,59.8,0,0,False,,,,,0,0,-60,59,False,0,0
QXNuSW5k,813,197,14.7,0.151,0.032,asnind,AsnInd,Asn1Rc,asian_subgroup,demographic,True,,0,,0,0,False,228887,4990,1.3,0.194,0.004,True,,,,,0.151,0.032,True,-228074,4993.887163322775,True,-4.3000000000000025,3.22490309931942,False
QXNuSW5kbnNu,0,0,,0,0,asnindnsn,AsnIndnsn,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,3778,675,10.9,0.003,0.001,True,,,,,0,0,-3778,675,True,-0.3,0.1,False
QXNuSnBu,285,132,28.1,0.053,0.024,asnjpn,AsnJpn,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,25224,1431,3.4,0.021,0.001,True,,,,,0.053,0.024,False,-24939,1437.0751546109202,True,3.1999999999999997,2.4020824298928627,False
QXNuS29y,473,152,19.5,0.088,0.026,asnkor,AsnKor,Asn1Rc,asian_subgroup,demographic,True,,0,,0,0,False,85212,2865,2,0.072,0.002,True,,,,,0.088,0.026,True,-84739,2869.029278344855,True,1.5999999999999996,2.6076809620810595,False
QXNuTGFv,14,23,99.9,0.003,0.004,asnlao,AsnLao,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,538,173,19.5,0,0,True,,,,,0.003,0.004,False,-524,174.52220489095365,False,0.3,0.4,False
QXNuTWFsc24=,23,36,95.1,0.004,0.007,asnmalsn,AsnMalsn,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,1750,544,18.9,0.001,0,True,,,,,0.004,0.007,False,-1727,545.1898751811152,True,0.30000000000000004,0.7000000000000001,False
QXNuTWdvbA==,12,18,91.2,0.002,0.003,asnmgol,AsnMgol,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,644,287,27.1,0.001,0,False,,,,,0.002,0.003,False,-632,287.563905940923,False,0.1,0.3,False
QXNuTmVwYWw=,12,18,91.2,0.002,0.003,asnnepal,AsnNepal,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,8478,1242,8.9,0.007,0.001,True,,,,,0.002,0.003,False,-8466,1242.1304279342005,True,-0.5,0.31622776601683794,False
QXNuTkg=,5364,595,6.7,0.118,0.013,asnnh,AsnNH,Pop_2,mutually_exclusive_race_hispanic_origin,demographic,True,2755,512,11.3,0.084,0.015,True,1167421,3568,0.2,0.138,0.001,True,2609,784.9643303997959,True,0.947005444646098,0.4213917515905599,False,0.03399999999999999,0.019849433241279208,False,-1162057,3617.270932623101,True,-2.0000000000000018,1.3038404810405297,False
QXNuT0Fzbg==,46,39,52.1,0.009,0.007,asnoasn,AsnOAsn,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,10707,1286,7.3,0.009,0.001,True,,,,,0.009,0.007,False,-10661,1286.591232676486,True,0,0.7071067811865476
QXNuT2tpbnc=,0,0,,0,0,asnokinw,AsnOkinw,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,0,0,,0,0,False,,,,,0,0,0,0,0,0
QXNuUGFr,73,67,55.7,0.014,0.012,asnpak,AsnPak,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,48973,3097,3.8,0.042,0.003,True,,,,,0.014,0.012,False,-48900,3097.7246488350124,True,-2.8,1.2369316876852983,False
QXNuU0Vhc3Q=,295,109,22.6,0.055,0.019,asnseast,AsnSEast,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,106360,3653,2.1,0.09,0.003,True,,,,,0.055,0.019,False,-106065,3654.6258358414752,True,-3.5,1.9235384061671343,False
QXNuU291dGg=,898,209,14.1,0.166,0.034,asnsouth,AsnSouth,Asn1Rc,asian_subgroup,demographic,True,,0,,0,0,False,357005,6872,1.2,0.303,0.006,True,,,,,0.166,0.034,True,-356107,6875.177452255323,True,-13.7,3.452535300326414,True
QXNuU3JpTA==,0,0,,0,0,asnsril,AsnSriL,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,4576,837,11.1,0.004,0.001,True,,,,,0,0,-4576,837,True,-0.4,0.1,True
QXNuVGhhaQ==,21,26,74,0.004,0.005,asnthai,AsnThai,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,7346,955,7.9,0.006,0.001,True,,,,,0.004,0.005,False,-7325,955.3538611425612,True,-0.19999999999999996,0.5099019513592785,False
QXNuVHdu,80,77,58.7,0.015,0.014,asntwn,AsnTwn,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,10200,996,5.9,0.009,0.001,True,,,,,0.015,0.014,False,-10120,998.9719715787826,True,0.6000000000000001,1.4035668847618201,False
QXNuVnRu,75,46,37.2,0.014,0.008,asnvtn,AsnVtn,Asn1Rc,asian_subgroup,demographic,False,,0,,0,0,False,14229,1262,5.4,0.012,0.001,True,,,,,0.014,0.008,False,-14154,1262.8380735470403,True,0.20000000000000018,0.806225774829855,False
QmxOSA==,9242,1164,7.7,0.203,0.025,blnh,BlNH,Pop_2,mutually_exclusive_race_hispanic_origin,demographic,True,8280,1127,8.3,0.253,0.032,True,1853055,3317,0.1,0.219,0.001,True,962,1620.1928897510938,False,0.11618357487922705,0.20698757559815797,False,-0.04999999999999999,0.040607881008493905,False,-1843813,3515.3072411952844,True,-1.5999999999999979,2.5019992006393608,False
RmVt,23963,893,2.3,0.525,0.01,fem,Fem,Pop_1,sex_and_age,demographic,True,16897,887,3.2,0.516,0.012,True,4418616,268,0,0.523,0,True,7066,1258.6572210097554,True,0.41818074214357576,0.09129839575573606,True,0.009000000000000008,0.015620499351813309,False,-4394653,932.3481109542723,True,0.19999999999999574,1,False
RlBvcDB0NQ==,1535,255,10.1,0.034,0.005,fpop0t5,FPop0t5,Pop,poppyramid_only,demographic,True,591,166,17.1,0.018,0.005,True,269674,178,0,0.032,0,True,944,304.27126055544585,True,1.5972927241962775,0.8475719051626377,False,0.016000000000000004,0.007071067811865475,False,-268139,310.9807067970616,True,0.20000000000000018,0.5,False
RlBvcDEwdDE0,1016,221,13.2,0.022,0.005,fpop10t14,FPop10t14,Pop,poppyramid_only,demographic,True,806,214,16.2,0.025,0.006,True,227093,2312,0.6,0.027,0,True,210,307.631272792608,False,0.26054590570719605,0.4326623903461001,False,-0.0030000000000000027,0.0078102496759066544,False,-226077,2322.5384819201595,True,-0.5000000000000004,0.5,False
RlBvcDE1dDE5,842,216,15.6,0.018,0.005,fpop15t19,FPop15t19,Pop,poppyramid_only,demographic,True,826,201,14.8,0.025,0.006,True,226700,355,0.1,0.027,0,True,16,295.05423230314796,False,0.01937046004842615,0.36043610487889277,False,-0.007000000000000003,0.0078102496759066544,False,-225858,415.5490344111029,True,-0.9000000000000004,0.5,False
RlBvcDIwdDI0,1375,274,12.1,0.03,0.006,fpop20t24,FPop20t24,Pop,poppyramid_only,demographic,True,1089,265,14.8,0.033,0.008,True,293909,3345,0.7,0.035,0,True,286,381.1836827567518,False,0.26262626262626265,0.3971259683420439,False,-0.0030000000000000027,0.01,False,-292534,3356.203360942242,True,-0.5000000000000004,0.6,False
