id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_significant,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m
QXZnSEhTT09j,2.11,0.52,15.1,,,avghhsooc,AvgHHSOOc,mean,housing_tenure,housing,True,2.74,0.66,14.6,,,True,2.85,0.01,0.2,,,True,-0.6300000000000003,0.8402380615040003,False,,,,,-0.7400000000000002,0.5200961449578337,False,,
QXZnSEhTUk9j,2.27,0.11,3,,,avghhsroc,AvgHHSROc,mean,housing_tenure,housing,True,2.52,0.12,2.9,,,True,2.51,0.01,0.2,,,True,-0.25,0.16278820596099705,False,,,,,-0.23999999999999977,0.11045361017187261,False,,
R1JQSTIwdDI0,1631,308,11.5,0.099,0.018,grpi20t24,GRPI20t24,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,1726,326,11.5,0.103,0.019,True,228606,3500,0.9,0.113,0.002,True,-95,448.4863431588525,False,-0.05504055619930475,0.2523858213499542,False,-0.00399999999999999,0.0261725046566048,False,-226975,3513.5258644273563,True,-1.4000000000000004,1.8110770276274832,False
R1JQSTI1dDI5,1655,283,10.4,0.1,0.017,grpi25t29,GRPI25t29,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,1673,290,10.6,0.1,0.017,True,211796,3409,1,0.105,0.002,True,-18,405.2024185515185,False,-0.010759115361625823,0.2408698445748264,False,0,0.024041630560342617,-210141,3420.726531016474,True,-0.5,1.711724276862369,False
R1JQSTMwdDM0,1767,319,11,0.107,0.019,grpi30t34,GRPI30t34,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,1772,306,10.5,0.106,0.018,True,188082,3046,1,0.093,0.001,True,-5,442.0373287404583,False,-0.0028216704288939053,0.24911967209560576,False,0.0010000000000000009,0.0261725046566048,False,-186315,3062.6584856950667,True,1.3999999999999986,1.9026297590440446,False
R1JQSTM1cGw=,7573,595,4.8,0.458,0.033,grpi35pl,GRPI35pl,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,7365,511,4.2,0.439,0.028,True,889842,5729,0.4,0.442,0.003,True,208,784.3124377440408,False,0.028241683638832314,0.10777874260905178,False,0.019000000000000017,0.0432781700167648,False,-882269,5759.814753965617,True,1.6000000000000014,3.3136083051561784,False
R1JQSTUwcGw=,4903,510,6.3,0.297,0.03,grpi50pl,GRPI50pl,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,4828,471,5.9,0.288,0.027,True,584722,5029,0.5,0.29,0.002,True,75,694.2197058568706,False,0.015534382767191384,0.14482279369260878,False,0.009000000000000008,0.04036087214122113,False,-579819,5054.793863254959,True,0.7000000000000028,3.0066592756745814,False
R1JQSU50Qw==,678,217,19.4,,,grpintc,GRPINtC,NA,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,577,179,18.8,,,True,109433,2779,1.5,,,True,101,281.30055101261354,False,0.17504332755632582,0.5237550511947037,False,,,-108755,2787.4594167449327,True,,
R1JQSVUxNQ==,2186,323,9,0.132,0.019,grpiu15,GRPIU15,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,2361,318,8.2,0.141,0.019,True,273663,4314,1,0.136,0.002,True,-175,453.26923566463233,False,-0.07412113511224058,0.18511467090491673,False,-0.00899999999999998,0.026870057685088804,False,-271477,4326.0750109076935,True,-0.40000000000000036,1.91049731745428,False
R1JVNTAw,2942,377,7.8,0.173,0.022,gru500,GRU500,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,224541,3382,0.9,0.109,0.002,True,,,,,0.173,0.022,True,-221599,3402.9476928098675,True,6.399999999999997,2.209072203437452,False
SE9WYWNSdA==,0,0,,,,hovacrt,HOVacRt,rate,housing_occupancy,housing,False,3.2,2.6,49.4,,,False,1.8,0.1,3.4,,,True,-3.2,2.6,False,,,,,-1.8,0.1,True,,
SE9WYWNV,1290,222,10.5,0,0,hovacu,HOVacU,HOVacRt,housing__special_variable,housing,True,1618,241,,0,0,False,1065868,7322,0.4,0,0,True,-328,327.6659884699662,False,-0.2027194066749073,0.18146132335828122,False,0,0,-1064578,7325.364700818656,True,0,0
SFUx,20066,338,1,1,0,hu1,HU1,HU1,housing_occupancy,housing,True,20605,283,0.8,1,0,True,3472354,1104,0,1,0,True,-539,440.83216761030496,False,-0.02615869934481922,0.021165575144755595,False,0,0,-3452288,1154.5821755076595,True,0,0
SFUxMHQxOXU=,4806,451,5.7,0.24,0.022,hu10t19u,HU10t19u,HU2,units_in_structure,housing,True,4950,444,5.5,0.24,0.021,True,219295,3425,0.9,0.063,0.001,True,-144,632.8799254202964,False,-0.02909090909090909,0.12603763413142535,False,0,0.0304138126514911,-214489,3454.5659640539507,True,17.7,2.2022715545545237,True
SFUxdUE=,51,58,69.1,0.003,0.003,hu1ua,HU1uA,HU2,units_in_structure,housing,False,35,35,60,0.002,0.002,False,238949,3015,0.8,0.069,0.001,True,16,67.7421582177598,False,0.45714285714285713,2.2066689273885287,False,0.001,0.0036055512754639895,False,-238898,3015.557825676702,True,-6.6000000000000005,0.31622776601683794,True
SFUxdUQ=,219,98,27.1,0.011,0.005,hu1ud,HU1uD,HU2,units_in_structure,housing,False,101,72,43.3,0.005,0.003,False,319905,2742,0.5,0.092,0.001,True,118,121.60592090848209,False,1.1683168316831682,1.8250370037379042,False,0.005999999999999999,0.0058309518948453,False,-319686,2743.7507175397695,True,-8.1,0.5099019513592785,True
SFUy,20066,338,1,1,0,hu2,HU2,HU2,units_in_structure,housing,True,20605,283,0.8,1,0,True,3472354,1104,0,1,0,True,-539,440.83216761030496,False,-0.02615869934481922,0.021165575144755595,False,0,0,-3452288,1154.5821755076595,True,0,0
SFUyMHBsdQ==,12487,516,2.5,0.622,0.023,hu20plu,HU20plu,HU2,units_in_structure,housing,True,12684,514,2.5,0.616,0.023,True,1667213,4900,0.2,0.48,0.001,True,-197,728.3213576437258,False,-0.015531378114159571,0.05697804609508044,False,0.006000000000000005,0.03252691193458118,False,-1654726,4927.094072574625,True,14.200000000000003,2.3021728866442674,True
SFUydQ==,189,76,24.6,0.009,0.004,hu2u,HU2u,HU2,units_in_structure,housing,False,346,135,23.8,0.017,0.007,False,458656,4817,0.6,0.132,0.001,True,-157,154.92256130079957,False,-0.45375722543352603,0.3060582672335085,False,-0.008000000000000002,0.00806225774829855,False,-458467,4817.599505978055,True,-12.3,0.4123105625617661,True
SFUz,20066,338,1,1,0,hu3,HU3,HU3,year_structure_built,housing,True,,0,,0,0,False,3472354,1104,0,1,0,True,,,,,1,0,True,-3452288,1154.5821755076595,True,0,0
SFUzdDR1,600,191,19.3,0.03,0.009,hu3t4u,HU3t4u,HU2,units_in_structure,housing,True,697,190,16.6,0.034,0.009,True,333505,3795,0.7,0.096,0.001,True,-97,269.40861159213154,False,-0.13916786226685796,0.3607750983713583,False,-0.0040000000000000036,0.012727922061357855,False,-332905,3799.803415967726,True,-6.6,0.9055385138137416,True
SFU0,20066,338,1,1,0,hu4,HU4,HU4,rooms,housing,True,20605,283,0.8,1,0,True,3472354,1104,0,1,0,True,-539,440.83216761030496,False,-0.02615869934481922,0.021165575144755595,False,0,0,-3452288,1154.5821755076595,True,0,0
SFU1dDl1,1694,275,9.9,0.084,0.014,hu5t9u,HU5t9u,HU2,units_in_structure,housing,True,1780,293,10,0.086,0.014,True,228415,3185,0.8,0.066,0.001,True,-86,401.83827592702016,False,-0.048314606741573035,0.22002031048830206,False,-0.001999999999999988,0.019798989873223333,False,-226721,3196.850012121307,True,1.7999999999999998,1.4035668847618201,False
SFVub01ydGcx,734,176,14.6,0.584,0.097,hunomrtg1,HUnoMrtg1,OOcHU3,mortgage_status,housing,True,844,171,12.3,0.546,0.073,True,422629,4549,0.7,0.41,0.003,True,-110,245.3915238959977,False,-0.13033175355450238,0.2730050058550869,False,0.03799999999999992,0.12140016474453402,False,-421895,4552.403431155899,True,17.4,9.704638066409279,False
SFVub01ydGcy,734,176,14.6,1,0,hunomrtg2,HUnoMrtg2,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,844,171,12.3,1,0,True,416370,4562,0.7,1,0,True,-110,245.3915238959977,False,-0.13033175355450238,0.2730050058550869,False,0,0,-415636,4565.393739865161,True,0,0
SFV3TXJ0Zw==,522,134,15.6,0.416,0.079,huwmrtg,HUwMrtg,OOcHU3,mortgage_status,housing,True,701,171,14.9,0.454,0.087,True,607211,5367,0.5,0.59,0.003,True,-179,217.24870540465827,False,-0.2553495007132668,0.26369757591468035,False,-0.038000000000000034,0.1175159563633807,False,-606689,5368.672554738276,True,-17.4,7.905694150420949,False
SFV3TXJ0Z0V4,522,134,15.6,1,0,huwmrtgex,HUwMrtgEx,HUwMrtgEx,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,701,171,14.9,1,0,True,603062,5350,0.5,1,0,True,-179,217.24870540465827,False,-0.2553495007132668,0.26369757591468035,False,0,0,-602540,5351.6778677345665,True,0,0
TWRHUg==,1088,69,3.9,,,mdgr,MdGR,median,gross_rent,housing,True,949,50,3.2,,,True,1396,4,0.2,,,True,139,85.21150157109074,False,0.1464699683877766,0.09452579577537683,False,,,-308,69.1158447825099,True,,
TWRSbXM=,3,0.1,2,,,mdrms,MdRms,median,rooms,housing,True,3.1,0.1,1.6,,,True,4,0.1,1.5,,,True,-0.10000000000000009,0.14142135623730953,False,,,,,-1,0.14142135623730953,True,,
TWRWbA==,731262,111925,9.3,,,mdvl,MdVl,median,value,housing,True,687981,141258,12.5,,,True,570500,2845,0.3,,,True,43281,180224.93775557255,False,0.06291016757730228,0.27220439178452155,False,,,160762,111961.15241457637,False,,
TW9iSG0=,9,14,94.6,0,0.001,mobhm,MobHm,HU2,units_in_structure,housing,False,12,20,101.3,0.001,0.001,False,4514,450,6.1,0.001,0.001,True,-3,24.413111231467404,False,-0.25,1.7098570440569327,False,-0.001,0.001414213562373095,False,-4505,450.21772510642006,True,-0.1,0.14142135623730953,False
TXYwMHQwOQ==,4442,511,7,0.241,0.027,mv00t09,Mv00t09,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,830839,6308,0.5,0.263,0.002,True,,,,,0.241,0.027,True,-826397,6328.663761016222,True,-2.200000000000003,2.7073972741361767,False
TXYxMEx0cg==,7359,600,5,0.399,0.031,mv10ltr,Mv10Ltr,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,1341699,7655,0.3,0.425,0.002,True,,,,,0.399,0.031,True,-1334340,7678.478039299194,True,-2.5999999999999943,3.1064449134018135,False
TXY4MHQ4OQ==,,0,,0,0,mv80t89,Mv80t89,OcHU3,year_householder_moved_into_unit,housing,False,,0,,0,0,False,,0,,0,0,False,,,,,0,0,,,0,0
TXY5MHQ5OQ==,2530,388,9.3,0.137,0.021,mv90t99,Mv90t99,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,460385,4845,0.6,0.146,0.001,True,,,,,0.137,0.021,True,-457855,4860.5111871077925,True,-0.8999999999999986,2.1023796041628637,False
TXZCZjc5,,0,,0,0,mvbf79,MvBf79,OcHU3,year_householder_moved_into_unit,housing,False,,0,,0,0,False,,0,,0,0,False,,,,,0,0,,,0,0
TXZCZjg5,4135,424,6.2,0.224,0.022,mvbf89,MvBf89,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,521180,4786,0.6,0.165,0.001,True,,,,,0.224,0.022,True,-517045,4804.744738276946,True,5.900000000000002,2.2022715545545237,False
Tk1TTVAxMDE0,51,30,36.3,0.069,0.038,nmsmp1014,NMSMP1014,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,124,67,32.9,0.147,0.074,False,61830,1682,1.7,0.148,0.004,True,-73,73.40980860893181,False,-0.5887096774193549,0.3285098265388149,False,-0.07799999999999999,0.08318653737234168,False,-61779,1682.2675173705281,True,-7.899999999999999,3.82099463490856,False
Tk1TTVAxNTE5,30,35,70.3,0.041,0.046,nmsmp1519,NMSMP1519,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,60,53,53.5,0.071,0.061,False,40494,1193,1.8,0.097,0.003,True,-30,63.51377803280167,False,-0.5,0.7316742596416949,False,-0.029999999999999992,0.07640026177965623,False,-40464,1193.5133011407959,True,-5.6000000000000005,4.6097722286464435,False
Tk1TTVAyMDI0,49,34,42.5,0.067,0.044,nmsmp2024,NMSMP2024,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,42,35,51.2,0.05,0.041,False,28114,1114,2.4,0.068,0.002,True,7,48.79549159502341,False,0.16666666666666666,1.2651264156473285,False,0.017,0.06014149981501958,False,-28065,1114.518730214975,True,-0.10000000000000053,4.4045431091090474,False
Tk1TTVAyNTI5,26,20,46.8,0.035,0.026,nmsmp2529,NMSMP2529,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,60,56,56.4,0.071,0.064,False,20385,1033,3.1,0.049,0.002,True,-34,59.464274989274024,False,-0.5666666666666667,0.524105351769171,False,-0.03599999999999999,0.06907966415668218,False,-20359,1033.1935927017744,True,-1.4,2.6076809620810595,False
Tk1TTVAzMDM0,16,20,74.8,0.022,0.026,nmsmp3034,NMSMP3034,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,37,33,54.9,0.044,0.039,False,16215,837,3.1,0.039,0.002,True,-21,38.58756276314948,False,-0.5675675675675675,0.6640296960555695,False,-0.022,0.04687216658103186,False,-16199,837.2389145279858,True,-1.7000000000000002,2.6076809620810595,False
Tk1TTVAzNXBs,262,145,33.5,0.357,0.177,nmsmp35pl,NMSMP35pl,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,230,98,25.9,0.273,0.102,False,78141,1841,1.4,0.188,0.004,True,32,175.0114281982751,False,0.1391304347826087,0.795632272120908,False,0.08399999999999996,0.2042865634347986,False,-77879,1846.7013835485152,True,16.899999999999995,17.704519197086377,False
Tk1TTVBOdEM=,0,0,,,,nmsmpntc,NMSMPNtC,NA,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,0,0,,,,False,6259,564,5.5,,,True,0,0,0,,,,-6259,564,True,,
Tk1TTVBVMTA=,300,101,20.6,0.409,0.098,nmsmpu10,NMSMPU10,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,291,113,23.7,0.345,0.115,False,171191,2946,1,0.411,0.005,True,9,151.5585695366646,False,0.030927835051546393,0.5298346043534832,False,0.064,0.15109268678529747,False,-170891,2947.730822174915,True,-0.19999999999999574,9.812746812182612,False
Tm9WaGNsQXY=,15641,533,2.1,0.847,0.02,novhclav,NoVhclAv,OcHU4,vehicles_available,housing,True,16178,511,1.9,0.856,0.019,True,1721745,6312,0.2,0.546,0.002,True,-537,738.3833692601696,False,-0.03319322536778341,0.04492199915156919,False,-0.009000000000000008,0.02758622844826744,False,-1706104,6334.463907861501,True,30.1,2.009975124224178,True
T2NIVTE=,18466,449,1.5,0.92,0.016,ochu1,OcHU1,HU1,housing_occupancy,housing,True,18893,421,1.4,0.917,0.016,True,3154103,5930,0.1,0.908,0.002,True,-427,615.5014216068067,False,-0.022600963319748056,0.03223589468450431,False,0.0030000000000000027,0.02262741699796952,False,-3135637,5946.974104534171,True,1.2000000000000028,1.61245154965971,False
T2NIVTI=,18466,449,1.5,1,0,ochu2,OcHU2,OcHU2,housing_tenure,housing,True,18893,421,1.4,1,0,True,3154103,5930,0.1,1,0,True,-427,615.5014216068067,False,-0.022600963319748056,0.03223589468450431,False,0,0,-3135637,5946.974104534171,True,0,0
T2NIVTM=,18466,449,1.5,1,0,ochu3,OcHU3,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,3154103,5930,0.1,1,0,True,,,,,1,0,True,-3135637,5946.974104534171,True,0,0
T2NIVTQ=,18466,449,1.5,1,0,ochu4,OcHU4,OcHU4,vehicles_available,housing,True,18893,421,1.4,1,0,True,3154103,5930,0.1,1,0,True,-427,615.5014216068067,False,-0.022600963319748056,0.03223589468450431,False,0,0,-3135637,5946.974104534171,True,0,0
T2NIVTU=,18466,449,1.5,1,0,ochu5,OcHU5,OcHU5,occupants_per_room,housing,True,18893,421,1.4,1,0,True,3154103,5930,0.1,1,0,True,-427,615.5014216068067,False,-0.022600963319748056,0.03223589468450431,False,0,0,-3135637,5946.974104534171,True,0,0
T2NIVVBSbnQx,16997,475,1.7,1,0,ochuprnt1,OcHUPRnt1,OcHUPRnt1,gross_rent,housing,True,17130,449,1.6,1,0,True,2064838,5484,0.2,1,0,True,-133,653.6252749091026,False,-0.0077641564506713365,0.038017248334290946,False,0,0,-2047841,5504.532768546301,True,0,0
T2NIVVBSbnQy,16532,489,1.8,1,0,ochuprnt2,OcHUPRnt2,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,16771,475,1.7,1,0,True,2014830,5642,0.2,1,0,True,-239,681.7228175732422,False,-0.01425079005426033,0.04036871656757338,False,0,0,-1998298,5663.151507773741,True,0,0
T2NQUjB0MQ==,16175,548,2.1,0.876,0.021,ocpr0t1,OcPR0t1,OcHU5,occupants_per_room,housing,True,15975,503,1.9,0.846,0.019,True,2869497,6842,0.1,0.91,0.001,True,200,743.8501193116796,False,0.012519561815336464,0.04683085055306803,False,0.030000000000000027,0.02831960451701259,False,-2853322,6863.910547202666,True,-3.4000000000000057,2.1023796041628637,False
T2NQUjFwNXBs,1072,269,15.3,0.058,0.015,ocpr1p5pl,OcPR1p5pl,OcHU5,occupants_per_room,housing,True,1258,245,11.9,0.067,0.013,True,111644,2464,1.3,0.035,0.001,True,-186,363.8488697247801,False,-0.1478537360890302,0.27067718028498283,False,-0.009000000000000001,0.019849433241279208,False,-110572,2478.640151373329,True,2.3000000000000003,1.5033296378372907,False
T2NQUjFwbA==,2291,375,10,0.124,0.02,ocpr1pl,OcPR1pl,OcHU5,occupants_per_room,housing,True,2918,377,7.9,0.154,0.02,True,284606,3868,0.8,0.09,0.001,True,-627,531.7461800520997,False,-0.21487320082248115,0.1637221690890815,False,-0.03,0.0282842712474619,False,-282315,3886.1354839994965,True,3.4000000000000004,2.0024984394500787,False
T09jSFUx,1256,216,10.4,0.068,0.012,oochu1,OOcHU1,OcHU2,housing_tenure,housing,True,1545,236,9.3,0.082,0.012,True,1029840,7102,0.4,0.327,0.002,True,-289,319.924991208877,False,-0.18705501618122977,0.18699156518254836,False,-0.013999999999999999,0.01697056274847714,False,-1028584,7105.283949287319,True,-25.900000000000002,1.2165525060596438,True
T09jSFUy,1256,216,10.4,1,0,oochu2,OOcHU2,OOcHU2,value,housing,True,1545,236,9.3,1,0,True,1029840,7102,0.4,1,0,True,-289,319.924991208877,False,-0.18705501618122977,0.18699156518254836,False,0,0,-1028584,7105.283949287319,True,0,0
T09jSFUz,1256,216,10.4,1,0,oochu3,OOcHU3,OOcHU3,mortgage_status,housing,True,1545,236,9.3,1,0,True,1029840,7102,0.4,1,0,True,-289,319.924991208877,False,-0.18705501618122977,0.18699156518254836,False,0,0,-1028584,7105.283949287319,True,0,0
T09jSFU0,1256,216,10.4,0,0,oochu4,OOcHU4,AvgHHSOOc,housing__special_variable,housing,True,1545,236,,0,0,False,1029840,7102,0.4,0,0,True,-289,319.924991208877,False,-0.18705501618122977,0.18699156518254836,False,0,0,-1028584,7105.283949287319,True,0,0
T09jSFU1,1256,216,10.4,0.002,0,oochu5,OOcHU5,MdVl,housing__special_variable,housing,True,1545,0,,0,0,False,1029840,7102,0.4,0,0,True,-289,216,False,-0.18705501618122977,0.13980582524271845,False,0.002,0,True,-1028584,7105.283949287319,True,0.2,0,True
T1YxMDB0MTI0,11,16,88.4,0,0,ov100t124,OV100t124,MdVl,housing__special_variable,housing,False,9,0,,0,0,False,13231,0,,0,0,False,2,16,False,0.2222222222222222,1.777777777777778,False,0,0,-13220,16,True,0,0
T1YxMjV0MTQ5,14,23,99.9,0,0,ov125t149,OV125t149,MdVl,housing__special_variable,housing,False,10,0,,0,0,False,7768,0,,0,0,False,4,23,False,0.4,2.3,False,0,0,-7754,23,True,0,0
T1YxNTB0MTc0,0,0,,0,0,ov150t174,OV150t174,MdVl,housing__special_variable,housing,False,0,0,,0,0,False,15896,0,,0,0,False,0,0,0,,,,-15896,0,True,0,0
T1YxNTB0MTk5bQ==,150,95,38.6,0,0,ov150t199m,OV150t199m,MdVl,housing__special_variable,housing,False,,0,,0,0,False,32941,0,,0,0,False,,,,,0,0,-32791,95,True,0,0
T1YxNzV0MTk5,0,0,,0,0,ov175t199,OV175t199,MdVl,housing__special_variable,housing,False,11,0,,0,0,False,11331,0,,0,0,False,-11,0,True,-1,0,True,0,0,-11331,0,True,0,0
T1YxbWlscGw=,,0,,0,0,ov1milpl,OV1milpl,MdVl,housing__special_variable,housing,False,364,0,,0,0,False,,0,,0,0,False,,,,,0,0,,,0,0
T1YxdDE0OW0=,158,73,28,0,0,ov1t149m,OV1t149m,MdVl,housing__special_variable,housing,False,,0,,0,0,False,83619,0,,0,0,False,,,,,0,0,-83461,73,True,0,0
T1YyMDB0MjQ5,14,17,76,0,0,ov200t249,OV200t249,MdVl,housing__special_variable,housing,False,85,0,,0,0,False,35377,0,,0,0,False,-71,17,True,-0.8352941176470589,0.20000000000000004,True,0,0,-35363,17,True,0,0
