id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_significant,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m
QXZnSEhTT09j,1.93,0.42,13.2,,,avghhsooc,AvgHHSOOc,mean,housing_tenure,housing,True,1.71,0.3,10.5,,,True,2.85,0.01,0.2,,,True,0.21999999999999997,0.5161395160225576,False,,,,,-0.9200000000000002,0.420119030752,False,,
QXZnSEhTUk9j,1.68,0.1,3.5,,,avghhsroc,AvgHHSROc,mean,housing_tenure,housing,True,1.7,0.09,3.2,,,True,2.51,0.01,0.2,,,True,-0.020000000000000018,0.13453624047073712,False,,,,,-0.8299999999999998,0.1004987562112089,True,,
Qmx0MDB0MDk=,709,215,18.4,0.029,0.009,blt00t09,Blt00t09,HU3,year_structure_built,housing,True,,0,,0,0,False,198788,2928,0.9,0.057,0.001,True,,,,,0.029,0.009,True,-198079,2935.8830017560304,True,-2.8,0.9055385138137416,True
Qmx0MTBMdHI=,237,107,27.6,0.01,0.004,blt10ltr,Blt10Ltr,HU3,year_structure_built,housing,False,,0,,0,0,False,76678,1919,1.5,0.022,0.001,True,,,,,0.01,0.004,False,-76441,1921.9807491231538,True,-1.1999999999999997,0.4123105625617661,False
Qmx0NDB0NDk=,1599,321,12.2,0.066,0.013,blt40t49,Blt40t49,HU3,year_structure_built,housing,True,,0,,0,0,False,354913,3910,0.7,0.102,0.001,True,,,,,0.066,0.013,True,-353314,3923.154470575942,True,-3.5999999999999988,1.3038404810405297,False
Qmx0NTB0NTk=,1987,394,12,0.082,0.016,blt50t59,Blt50t59,HU3,year_structure_built,housing,True,,0,,0,0,False,450809,4111,0.6,0.13,0.001,True,,,,,0.082,0.016,True,-448822,4129.837406000386,True,-4.799999999999999,1.6031219541881399,False
Qmx0NjB0Njk=,2203,367,10.1,0.091,0.015,blt60t69,Blt60t69,HU3,year_structure_built,housing,True,,0,,0,0,False,440499,4325,0.6,0.127,0.001,True,,,,,0.091,0.015,True,-438296,4340.543053582121,True,-3.5999999999999996,1.5033296378372907,False
Qmx0NzB0Nzk=,712,229,19.6,0.03,0.009,blt70t79,Blt70t79,HU3,year_structure_built,housing,True,,0,,0,0,False,245191,3241,0.8,0.071,0.001,True,,,,,0.03,0.009,True,-244479,3249.080177527172,True,-4.1,0.9055385138137416,True
Qmx0ODB0ODk=,676,203,18.3,0.028,0.008,blt80t89,Blt80t89,HU3,year_structure_built,housing,True,,0,,0,0,False,164132,2906,1.1,0.047,0.001,True,,,,,0.028,0.008,True,-163456,2913.0817015662296,True,-1.9,0.806225774829855,False
Qmx0OTB0OTk=,736,220,18.1,0.031,0.009,blt90t99,Blt90t99,HU3,year_structure_built,housing,True,,0,,0,0,False,127962,2842,1.4,0.037,0.001,True,,,,,0.031,0.009,True,-127226,2850.5024118565484,True,-0.5999999999999996,0.9055385138137416,False
Qmx0QmYzOQ==,15244,674,2.7,0.632,0.026,bltbf39,BltBf39,HU3,year_structure_built,housing,True,,0,,0,0,False,1413382,6785,0.3,0.407,0.002,True,,,,,0.632,0.026,True,-1398138,6818.394312446296,True,22.500000000000007,2.6076809620810595,True
QnRSVlZFdGM=,0,0,,0,0,btrvvetc,BtRVVEtc,HU2,units_in_structure,housing,False,0,0,,0,0,False,1902,346,11.1,0.001,0.001,True,0,0,0,,,,-1902,346,True,-0.1,0.1,False
R1IxNWt0MTlr,1783,357,12.2,0.094,0.019,gr15kt19k,GR15kt19k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,442539,4873,0.7,0.214,0.002,True,,,,,0.094,0.019,True,-440756,4886.0595575576035,True,-11.999999999999998,1.91049731745428,True
R1Ixa3QxNGs=,2959,526,10.8,0.157,0.027,gr1kt14k,GR1kt14k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,619998,5133,0.5,0.3,0.002,True,,,,,0.157,0.027,True,-617039,5159.880328069635,True,-14.3,2.7073972741361767,True
R1IyMGt0MjRr,3816,565,9,0.202,0.029,gr20kt24k,GR20kt24k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,206669,2799,0.8,0.1,0.001,True,,,,,0.202,0.029,True,-202853,2855.4554803043243,True,10.200000000000003,2.901723625709382,True
R1IyNWt0Mjlr,2836,476,10.2,0.15,0.025,gr25kt29k,GR25kt29k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,102402,2683,1.6,0.05,0.001,True,,,,,0.15,0.025,True,-99566,2724.897245769095,True,10,2.5019992006393608,True
R1Iza3Bs,3042,460,9.2,0.161,0.024,gr3kpl,GR3kpl,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,147224,2968,1.2,0.071,0.001,True,,,,,0.161,0.024,True,-144182,3003.43536637631,True,9.000000000000002,2.4020824298928627,True
R1I1MDB0OTk5,3579,530,9,0.189,0.027,gr500t999,GR500t999,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,321465,3260,0.6,0.156,0.002,True,,,,,0.189,0.027,True,-317886,3302.8018408617854,True,3.299999999999999,2.7073972741361767,False
R1Jub1JudFBk,325,175,32.8,,,grnorntpd,GRnoRntPd,NA,gross_rent,housing,False,320,141,26.7,,,False,59425,1926,2,,,True,5,224.73539997072112,False,0.015625,0.7066379949838124,False,,,-59100,1933.9340733334216,True,,
R1JQSTE1dDE5,2566,502,11.9,0.143,0.027,grpi15t19,GRPI15t19,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,1991,342,10.5,0.109,0.018,True,222841,3644,1,0.111,0.002,True,575,607.4273619125171,False,0.2887995981918634,0.3355314924939598,False,0.03399999999999999,0.0324499614791759,False,-220275,3678.415419715397,True,3.1999999999999993,2.7073972741361767,False
R1JQSTIwdDI0,2441,478,11.9,0.136,0.026,grpi20t24,GRPI20t24,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,1885,300,9.7,0.103,0.016,True,228606,3500,0.9,0.113,0.002,True,556,564.3438668046283,False,0.2949602122015915,0.3267693401525714,False,0.033000000000000015,0.030528675044947495,False,-226165,3532.4897735166905,True,2.3000000000000007,2.6076809620810595,False
R1JQSTI1dDI5,1876,379,12.3,0.105,0.021,grpi25t29,GRPI25t29,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,2012,309,9.3,0.11,0.017,True,211796,3409,1,0.105,0.002,True,-136,489.00102249381854,False,-0.06759443339960239,0.23661929636438542,False,-0.0050000000000000044,0.027018512172212593,False,-209920,3430.0032069955855,True,0,2.1095023109728985
R1JQSTMwdDM0,1832,385,12.8,0.102,0.021,grpi30t34,GRPI30t34,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,1602,301,11.4,0.088,0.016,True,188082,3046,1,0.093,0.001,True,230,488.6982709197977,False,0.14357053682896379,0.32237113317032545,False,0.013999999999999999,0.02640075756488817,False,-186250,3070.2346815838036,True,0.8999999999999986,2.1023796041628637,False
R1JQSTM1cGw=,6328,730,7,0.353,0.038,grpi35pl,GRPI35pl,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,7685,568,4.5,0.421,0.028,True,889842,5729,0.4,0.442,0.003,True,-1357,924.9454037941915,False,-0.17657774886141836,0.11281401553640263,False,-0.068,0.047201694884823786,False,-883514,5775.32172264022,True,-8.900000000000006,3.8118237105091834,False
R1JQSTUwcGw=,3955,601,9.2,0.221,0.032,grpi50pl,GRPI50pl,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,4894,492,6.1,0.268,0.026,True,584722,5029,0.5,0.29,0.002,True,-939,776.7013583096144,False,-0.19186759297098488,0.14724482504730296,False,-0.047000000000000014,0.0412310562561766,False,-580767,5064.784496896191,True,-6.899999999999995,3.2062439083762797,False
R1JQSU50Qw==,1295,403,18.9,,,grpintc,GRPINtC,NA,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,823,224,16.5,,,True,109433,2779,1.5,,,True,472,461.06940909151626,False,0.5735115431348724,0.650533769160129,False,,,-108138,2808.068731352564,True,,
R1JQSVUxNQ==,2886,461,9.7,0.161,0.025,grpiu15,GRPIU15,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,3086,399,7.9,0.169,0.021,True,273663,4314,1,0.136,0.002,True,-200,609.6900852072305,False,-0.06480881399870382,0.19218720708686732,False,-0.008000000000000007,0.03264965543462902,False,-270777,4338.5616280053,True,2.5,2.5079872407968904,False
R1JVNTAw,884,240,16.5,0.047,0.013,gru500,GRU500,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,224541,3382,0.9,0.109,0.002,True,,,,,0.047,0.013,True,-223657,3390.5049771383615,True,-6.2,1.3152946437965907,True
SE9WYWNSdA==,1.1,1.4,77.8,,,hovacrt,HOVacRt,rate,housing_occupancy,housing,False,0,0,,,,False,1.8,0.1,3.4,,,True,1.1,1.4,False,,,,,-0.7,1.40356688476182,False,,
SE9WYWNV,2580,366,8.6,0,0,hovacu,HOVacU,HOVacRt,housing__special_variable,housing,True,3002,352,,0,0,False,1065868,7322,0.4,0,0,True,-422,507.799172902044,False,-0.14057295136575615,0.15817465868958577,False,0,0,-1063288,7331.141793745364,True,0,0
SFUx,24103,361,0.9,1,0,hu1,HU1,HU1,housing_occupancy,housing,True,24466,251,0.6,1,0,True,3472354,1104,0,1,0,True,-363,439.6839774201466,False,-0.014836916537235347,0.017884767562567294,False,0,0,-3448251,1161.523568422096,True,0,0
SFUxMHQxOXU=,6697,684,6.2,0.278,0.028,hu10t19u,HU10t19u,HU2,units_in_structure,housing,True,6677,469,4.3,0.273,0.019,True,219295,3425,0.9,0.063,0.001,True,20,829.3473337510648,False,0.0029953571963456643,0.12432867700186802,False,0.0050000000000000044,0.03383784863137727,False,-212598,3492.632388328322,True,21.500000000000004,2.8017851452243803,True
SFUxdUE=,11,18,99.5,0,0.001,hu1ua,HU1uA,HU2,units_in_structure,housing,False,148,76,31.2,0.006,0.003,False,238949,3015,0.8,0.069,0.001,True,-137,78.10249675906654,False,-0.9256756756756757,0.12746961989923447,True,-0.006,0.0031622776601683794,False,-238938,3015.05373086451,True,-6.9,0.14142135623730953,True
SFUxdUQ=,94,84,54.4,0.004,0.003,hu1ud,HU1uD,HU2,units_in_structure,housing,False,116,100,52.2,0.005,0.004,False,319905,2742,0.5,0.092,0.001,True,-22,130.59862173851607,False,-0.1896551724137931,1.006171037771456,False,-0.001,0.005,False,-319811,2743.2863503469703,True,-8.799999999999999,0.31622776601683794,True
SFUy,24103,361,0.9,1,0,hu2,HU2,HU2,units_in_structure,housing,True,24466,251,0.6,1,0,True,3472354,1104,0,1,0,True,-363,439.6839774201466,False,-0.014836916537235347,0.017884767562567294,False,0,0,-3448251,1161.523568422096,True,0,0
SFUyMHBsdQ==,13768,705,3.1,0.571,0.028,hu20plu,HU20plu,HU2,units_in_structure,housing,True,13603,535,2.4,0.556,0.021,True,1667213,4900,0.2,0.48,0.001,True,165,885.0141241810777,False,0.012129677277071234,0.06534970588835251,False,0.014999999999999902,0.035,False,-1653445,4950.457049606632,True,9.099999999999994,2.8017851452243803,True
