id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_significant,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m
QXZnSEhTT09j,3.24,0.37,6.9,,,avghhsooc,AvgHHSOOc,mean,housing_tenure,housing,True,3.49,0.42,7.4,,,True,2.85,0.01,0.2,,,True,-0.25,0.5597320787662612,False,,,,,0.3900000000000001,0.37013511046643494,False,,
QXZnSEhTUk9j,3.54,0.18,3,,,avghhsroc,AvgHHSROc,mean,housing_tenure,housing,True,3.3,0.16,3,,,True,2.51,0.01,0.2,,,True,0.2400000000000002,0.2408318915758459,False,,,,,1.0300000000000002,0.18027756377319948,True,,
R1IxNWt0MTlr,3921,388,6,0.278,0.026,gr15kt19k,GR15kt19k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,442539,4873,0.7,0.214,0.002,True,,,,,0.278,0.026,True,-438618,4888.422342637756,True,6.400000000000006,2.6076809620810595,False
R1Ixa3QxNGs=,5707,406,4.3,0.404,0.026,gr1kt14k,GR1kt14k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,619998,5133,0.5,0.3,0.002,True,,,,,0.404,0.026,True,-614291,5149.031462323764,True,10.400000000000006,2.6076809620810595,True
R1IyMGt0MjRr,1061,204,11.7,0.075,0.014,gr20kt24k,GR20kt24k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,206669,2799,0.8,0.1,0.001,True,,,,,0.075,0.014,True,-205608,2806.424237352578,True,-2.5,1.4035668847618201,False
R1IyNWt0Mjlr,96,48,30.3,0.007,0.003,gr25kt29k,GR25kt29k,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,102402,2683,1.6,0.05,0.001,True,,,,,0.007,0.003,False,-102306,2683.4293357567662,True,-4.3,0.31622776601683794,True
R1Iza3Bs,17,18,65.6,0.001,0.001,gr3kpl,GR3kpl,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,147224,2968,1.2,0.071,0.001,True,,,,,0.001,0.001,False,-147207,2968.054581708362,True,-7,0.14142135623730953,True
R1I1MDB0OTk5,2297,285,7.5,0.163,0.02,gr500t999,GR500t999,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,321465,3260,0.6,0.156,0.002,True,,,,,0.163,0.02,True,-319168,3272.4341093442968,True,0.7000000000000011,2.009975124224178,False
R1Jub1JudFBk,400,124,18.9,,,grnorntpd,GRnoRntPd,NA,gross_rent,housing,True,383,125,19.8,,,True,59425,1926,2,,,True,17,176.07100840286,False,0.044386422976501305,0.47011065157497983,False,,,-59025,1929.9875647267781,True,,
R1JQSTE1dDE5,1172,226,11.7,0.085,0.016,grpi15t19,GRPI15t19,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,1627,277,10.3,0.106,0.018,True,222841,3644,1,0.111,0.002,True,-455,357.49825174397705,False,-0.2796558082360172,0.1852982597420572,False,-0.02099999999999999,0.024083189157584593,False,-221669,3651.001506436282,True,-2.5999999999999996,1.61245154965971,False
R1JQSTIwdDI0,1110,218,11.9,0.08,0.016,grpi20t24,GRPI20t24,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,1570,273,10.6,0.102,0.017,True,228606,3500,0.9,0.113,0.002,True,-460,349.3608449726443,False,-0.2929936305732484,0.1854563548111293,False,-0.021999999999999992,0.023345235059857503,False,-227496,3506.782570961593,True,-3.3000000000000007,1.61245154965971,False
R1JQSTI1dDI5,1347,264,11.9,0.097,0.019,grpi25t29,GRPI25t29,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,1347,248,11.2,0.088,0.016,True,211796,3409,1,0.105,0.002,True,0,362.2154055254967,0,0.26890527507460776,0.009000000000000008,0.02483948469674844,False,-210449,3419.2070718223545,True,-0.7999999999999989,1.91049731745428,False
R1JQSTMwdDM0,1122,234,12.7,0.081,0.017,grpi30t34,GRPI30t34,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,1419,269,11.5,0.092,0.017,True,188082,3046,1,0.093,0.001,True,-297,356.534710792652,False,-0.20930232558139536,0.2228484262584518,False,-0.010999999999999996,0.024041630560342617,False,-186960,3054.9749589808425,True,-1.200000000000001,1.7029386365926402,False
R1JQSTM1cGw=,7392,441,3.6,0.533,0.027,grpi35pl,GRPI35pl,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,7747,528,4.1,0.504,0.031,True,889842,5729,0.4,0.442,0.003,True,-355,687.9425848135875,False,-0.04582419000903576,0.08642730300686992,False,0.029000000000000026,0.04110960958218893,False,-882450,5745.948311636644,True,9.100000000000001,2.716615541441225,True
R1JQSTUwcGw=,4724,386,5,0.341,0.026,grpi50pl,GRPI50pl,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,5363,475,5.4,0.349,0.029,True,584722,5029,0.5,0.29,0.002,True,-639,612.0629052638299,False,-0.11914972962893902,0.10614595441094969,False,-0.007999999999999952,0.03894868418830089,False,-579998,5043.791926715455,True,5.100000000000005,2.6076809620810595,False
R1JQSU50Qw==,668,160,14.6,,,grpintc,GRPINtC,NA,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,788,193,14.9,,,True,109433,2779,1.5,,,True,-120,250.69702830308938,False,-0.15228426395939088,0.29040665736782856,False,,,-108765,2783.6021626662096,True,,
R1JQSVUxNQ==,1717,258,9.1,0.124,0.018,grpiu15,GRPIU15,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,1670,266,9.7,0.109,0.017,True,273663,4314,1,0.136,0.002,True,47,370.56713291925934,False,0.0281437125748503,0.22513593780138233,False,0.015,0.024758836806279896,False,-271946,4321.707995688742,True,-1.200000000000001,1.8110770276274832,False
R1JVNTAw,1029,196,11.6,0.073,0.014,gru500,GRU500,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,224541,3382,0.9,0.109,0.002,True,,,,,0.073,0.014,True,-223512,3387.6747187414558,True,-3.6000000000000005,1.4142135623730951,False
SE9WYWNSdA==,1.6,1.2,46.7,,,hovacrt,HOVacRt,rate,housing_occupancy,housing,False,1.8,1.3,44.5,,,False,1.8,0.1,3.4,,,True,-0.19999999999999996,1.7691806012954132,False,,,,,-0.19999999999999996,1.2041594578792296,False,,
SE9WYWNV,4718,344,4.4,0,0,hovacu,HOVacU,HOVacRt,housing__special_variable,housing,True,4764,367,,0,0,False,1065868,7322,0.4,0,0,True,-46,503.0159043211258,False,-0.009655751469353484,0.10504540724962545,False,0,0,-1061150,7330.076397964758,True,0,0
SFUx,20732,279,0.8,1,0,hu1,HU1,HU1,housing_occupancy,housing,True,21785,241,0.7,1,0,True,3472354,1104,0,1,0,True,-1053,368.67600952597934,False,-0.048336011016754644,0.01657878286119802,False,0,0,-3451622,1138.7084789356757,True,0,0
SFUxMHQxOXU=,2138,261,7.4,0.103,0.013,hu10t19u,HU10t19u,HU2,units_in_structure,housing,True,1813,256,8.6,0.083,0.012,True,219295,3425,0.9,0.063,0.001,True,325,365.59130186589505,False,0.17926089354660782,0.22011733901796338,False,0.01999999999999999,0.01769180601295413,False,-217157,3434.930275857139,True,3.999999999999999,1.3038404810405297,True
SFUxdUE=,957,163,10.4,0.046,0.008,hu1ua,HU1uA,HU2,units_in_structure,housing,True,969,173,10.9,0.044,0.008,True,238949,3015,0.8,0.069,0.001,True,-12,237.6930794112441,False,-0.01238390092879257,0.24369281467526746,False,0.0020000000000000018,0.01131370849898476,False,-237992,3019.4029211087413,True,-2.3000000000000007,0.806225774829855,False
SFUxdUQ=,383,109,17.3,0.018,0.005,hu1ud,HU1uD,HU2,units_in_structure,housing,True,492,139,17.2,0.023,0.006,True,319905,2742,0.5,0.092,0.001,True,-109,176.64087862100325,False,-0.22154471544715448,0.31217145863515416,False,-0.005000000000000001,0.0078102496759066544,False,-319522,2744.165629112062,True,-7.3999999999999995,0.5099019513592785,True
SFUy,20732,279,0.8,1,0,hu2,HU2,HU2,units_in_structure,housing,True,21785,241,0.7,1,0,True,3472354,1104,0,1,0,True,-1053,368.67600952597934,False,-0.048336011016754644,0.01657878286119802,False,0,0,-3451622,1138.7084789356757,True,0,0
SFUyMHBsdQ==,3344,277,5,0.161,0.013,hu20plu,HU20plu,HU2,units_in_structure,housing,True,3129,294,5.7,0.144,0.013,True,1667213,4900,0.2,0.48,0.001,True,215,403.93687625667457,False,0.06871204857782039,0.13386682379520828,False,0.017000000000000015,0.018384776310850236,False,-1663869,4907.8232445759495,True,-31.9,1.3038404810405297,True
SFUydQ==,5606,395,4.3,0.27,0.019,hu2u,HU2u,HU2,units_in_structure,housing,True,4582,388,5.1,0.21,0.018,True,458656,4817,0.6,0.132,0.001,True,1024,553.6867345349715,False,0.2234831951113051,0.13477880100685405,False,0.060000000000000026,0.0261725046566048,False,-453050,4833.168112118593,True,13.799999999999999,1.9026297590440446,True
SFUz,20732,279,0.8,1,0,hu3,HU3,HU3,year_structure_built,housing,True,,0,,0,0,False,3472354,1104,0,1,0,True,,,,,1,0,True,-3451622,1138.7084789356757,True,0,0
SFUzdDR1,5137,377,4.5,0.248,0.018,hu3t4u,HU3t4u,HU2,units_in_structure,housing,True,6011,447,4.5,0.276,0.02,True,333505,3795,0.7,0.096,0.001,True,-874,584.7546494043463,False,-0.14540009981700217,0.08928798424057373,False,-0.028000000000000025,0.02690724809414742,False,-328368,3813.6798502234033,True,15.200000000000001,1.8027756377319943,True
SFU0,20732,279,0.8,1,0,hu4,HU4,HU4,rooms,housing,True,21785,241,0.7,1,0,True,3472354,1104,0,1,0,True,-1053,368.67600952597934,False,-0.048336011016754644,0.01657878286119802,False,0,0,-3451622,1138.7084789356757,True,0,0
SFU1dDl1,3122,324,6.3,0.151,0.016,hu5t9u,HU5t9u,HU2,units_in_structure,housing,True,4778,404,5.1,0.219,0.018,True,228415,3185,0.8,0.066,0.001,True,-1656,517.8725711987457,True,-0.34658853076601087,0.08746840633954533,True,-0.068,0.024083189157584593,False,-225293,3201.437333448837,True,8.5,1.6031219541881399,True
SFVub01ydGcx,2349,253,6.5,0.513,0.04,hunomrtg1,HUnoMrtg1,OOcHU3,mortgage_status,housing,True,2331,276,7.2,0.502,0.045,True,422629,4549,0.7,0.41,0.003,True,18,374.41287371029324,False,0.007722007722007722,0.16129845963359604,False,0.01100000000000001,0.06020797289396147,False,-420280,4556.030070137816,True,10.300000000000004,4.011234224026316,False
SFVub01ydGcy,2336,252,6.6,1,0,hunomrtg2,HUnoMrtg2,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,2306,275,7.2,1,0,True,416370,4562,0.7,1,0,True,30,373,False,0.013009540329575022,0.16289914760328097,False,0,0,-414034,4568.954803891148,True,0,0
SFV3TXJ0Zw==,2226,250,6.8,0.487,0.041,huwmrtg,HUwMrtg,OOcHU3,mortgage_status,housing,True,2308,276,7.3,0.498,0.045,True,607211,5367,0.5,0.59,0.003,True,-82,372.3922662999327,False,-0.03552859618717504,0.15822527303010753,False,-0.01100000000000001,0.0608769250208977,False,-604985,5372.819464675879,True,-10.300000000000004,4.110960958218894,False
SFV3TXJ0Z0V4,2210,248,6.8,1,0,huwmrtgex,HUwMrtgEx,HUwMrtgEx,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,2245,274,7.4,1,0,True,603062,5350,0.5,1,0,True,-35,369.56731457205467,False,-0.015590200445434299,0.1632122253966123,False,0,0,-600852,5355.744952852031,True,0,0
TWRHUg==,1338,47,2.1,,,mdgr,MdGR,median,gross_rent,housing,True,1172,43,2.2,,,True,1396,4,0.2,,,True,166,63.702433234531945,False,0.1416382252559727,0.057988294510255035,False,,,-58,47.16990566028302,False,,
TWRSbXM=,4,0.1,1.2,,,mdrms,MdRms,median,rooms,housing,True,3.9,0.1,1.6,,,True,4,0.1,1.5,,,True,0.10000000000000009,0.14142135623730953,False,,,,,0,0.14142135623730953,,
TWRWbA==,804535,66021,5,,,mdvl,MdVl,median,value,housing,True,699700,41305,3.6,,,True,570500,2845,0.3,,,True,104835,77877.31034133113,False,0.1498284979276833,0.1162342279100851,False,,,234035,66082.27043617675,True,,
TW9iSG0=,27,26,58.4,0.001,0.001,mobhm,MobHm,HU2,units_in_structure,housing,False,11,18,99.5,0.001,0.001,False,4514,450,6.1,0.001,0.001,True,16,31.622776601683793,False,1.4545454545454546,4.660394990753998,False,0,0.001414213562373095,-4487,450.75048530201275,True,0,0.14142135623730953
TXYwMHQwOQ==,5521,401,4.4,0.289,0.02,mv00t09,Mv00t09,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,830839,6308,0.5,0.263,0.002,True,,,,,0.289,0.02,True,-825318,6320.732948005319,True,2.599999999999998,2.009975124224178,False
TXYxMEx0cg==,8899,539,3.7,0.466,0.027,mv10ltr,Mv10Ltr,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,1341699,7655,0.3,0.425,0.002,True,,,,,0.466,0.027,True,-1332800,7673.952436652185,True,4.100000000000001,2.7073972741361767,False
TXY4MHQ4OQ==,,0,,0,0,mv80t89,Mv80t89,OcHU3,year_householder_moved_into_unit,housing,False,,0,,0,0,False,,0,,0,0,False,,,,,0,0,,,0,0
TXY5MHQ5OQ==,2483,269,6.6,0.13,0.014,mv90t99,Mv90t99,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,460385,4845,0.6,0.146,0.001,True,,,,,0.13,0.014,True,-457902,4852.4618494121105,True,-1.5999999999999996,1.4035668847618201,False
TXZCZjc5,,0,,0,0,mvbf79,MvBf79,OcHU3,year_householder_moved_into_unit,housing,False,,0,,0,0,False,,0,,0,0,False,,,,,0,0,,,0,0
TXZCZjg5,2200,253,7,0.115,0.013,mvbf89,MvBf89,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,521180,4786,0.6,0.165,0.001,True,,,,,0.115,0.013,True,-518980,4792.682443058376,True,-5,1.3038404810405297,True
Tk1TTVAxMDE0,375,115,18.6,0.161,0.046,nmsmp1014,NMSMP1014,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,270,90,20.3,0.117,0.037,False,61830,1682,1.7,0.148,0.004,True,105,146.03081866510234,False,0.3888888888888889,0.6290847315356678,False,0.044,0.05903388857258176,False,-61455,1685.9267481121474,True,1.3000000000000025,4.617358552246078,False
Tk1TTVAxNTE5,154,74,29.4,0.066,0.031,nmsmp1519,NMSMP1519,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,228,90,23.9,0.099,0.037,False,40494,1193,1.8,0.097,0.003,True,-74,116.51609330903607,False,-0.32456140350877194,0.4200316594368487,False,-0.033,0.048270073544588676,False,-40340,1195.292851145693,True,-3.1000000000000005,3.1144823004794877,False
Tk1TTVAyMDI0,273,103,22.9,0.117,0.042,nmsmp2024,NMSMP2024,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,66,46,42,0.029,0.019,False,28114,1114,2.4,0.068,0.002,True,207,112.80514172678478,False,3.1363636363636362,3.2782189734907354,False,0.08800000000000001,0.046097722286464436,False,-27841,1118.7515363117943,True,4.9,4.2047592083257275,False
Tk1TTVAyNTI5,197,78,24.1,0.084,0.032,nmsmp2529,NMSMP2529,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,117,66,34.2,0.051,0.028,False,20385,1033,3.1,0.049,0.002,True,80,102.17631819555841,False,0.6837606837606838,1.1604268806476203,False,0.03300000000000001,0.0425205832509386,False,-20188,1035.9406353647878,True,3.5,3.2062439083762797,False
Tk1TTVAzMDM0,87,47,33.2,0.037,0.02,nmsmp3034,NMSMP3034,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,191,90,28.8,0.083,0.038,False,16215,837,3.1,0.039,0.002,True,-104,101.53324578678651,False,-0.5445026178010471,0.3265257744588036,False,-0.046000000000000006,0.04294182110716777,False,-16128,838.3185552044043,True,-0.20000000000000018,2.009975124224178,False
Tk1TTVAzNXBs,547,128,14.3,0.234,0.049,nmsmp35pl,NMSMP35pl,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,812,171,12.8,0.352,0.061,True,78141,1841,1.4,0.188,0.004,True,-265,213.60009363293827,False,-0.3263546798029557,0.2120713535631216,False,-0.11799999999999997,0.07824321056807422,False,-77594,1845.4443909259362,True,4.600000000000001,4.9162994213127424,False
Tk1TTVBOdEM=,13,20,93.5,,,nmsmpntc,NMSMPNtC,NA,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,25,23,56.6,,,False,6259,564,5.5,,,True,-12,30.479501308256342,False,-0.48,0.9321301196721411,False,,,-6246,564.354498520212,True,,
Tk1TTVBVMTA=,703,141,12.2,0.301,0.051,nmsmpu10,NMSMPU10,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,622,141,13.7,0.27,0.052,True,171191,2946,1,0.411,0.005,True,81,199.4041122946064,False,0.1302250803858521,0.34209696302164566,False,0.030999999999999972,0.07283543093852057,False,-170488,2949.3723061017577,True,-10.999999999999996,5.124451190127583,False
Tm9WaGNsQXY=,12695,478,2.3,0.665,0.022,novhclav,NoVhclAv,OcHU4,vehicles_available,housing,True,13531,506,2.3,0.65,0.022,True,1721745,6312,0.2,0.546,0.002,True,-836,696.074708634066,False,-0.06178405143743995,0.04978870258687942,False,0.015000000000000013,0.03111269837220809,False,-1709050,6330.073301313342,True,11.899999999999999,2.209072203437452,True
T2NIVTE=,19103,357,1.1,0.921,0.012,ochu1,OcHU1,HU1,housing_occupancy,housing,True,20807,323,0.9,0.955,0.01,True,3154103,5930,0.1,0.908,0.002,True,-1704,481.43327678921406,True,-0.08189551593213822,0.0223050327108288,True,-0.03399999999999992,0.015620499351813309,False,-3135000,5940.736402164297,True,1.3000000000000114,1.2165525060596438,False
T2NIVTI=,19103,357,1.1,1,0,ochu2,OcHU2,OcHU2,housing_tenure,housing,True,20807,323,0.9,1,0,True,3154103,5930,0.1,1,0,True,-1704,481.43327678921406,True,-0.08189551593213822,0.0223050327108288,True,0,0,-3135000,5940.736402164297,True,0,0
T2NIVTM=,19103,357,1.1,1,0,ochu3,OcHU3,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,3154103,5930,0.1,1,0,True,,,,,1,0,True,-3135000,5940.736402164297,True,0,0
T2NIVTQ=,19103,357,1.1,1,0,ochu4,OcHU4,OcHU4,vehicles_available,housing,True,20807,323,0.9,1,0,True,3154103,5930,0.1,1,0,True,-1704,481.43327678921406,True,-0.08189551593213822,0.0223050327108288,True,0,0,-3135000,5940.736402164297,True,0,0
T2NIVTU=,19103,357,1.1,1,0,ochu5,OcHU5,OcHU5,occupants_per_room,housing,True,20807,323,0.9,1,0,True,3154103,5930,0.1,1,0,True,-1704,481.43327678921406,True,-0.08189551593213822,0.0223050327108288,True,0,0,-3135000,5940.736402164297,True,0,0
T2NIVVBSbnQx,14128,444,1.9,1,0,ochuprnt1,OcHUPRnt1,OcHUPRnt1,gross_rent,housing,True,15785,458,1.8,1,0,True,2064838,5484,0.2,1,0,True,-1657,637.8871373526824,False,-0.10497307570478302,0.03828285670017672,False,0,0,-2050710,5501.944383579318,True,0,0
T2NIVVBSbnQy,13860,445,1.9,1,0,ochuprnt2,OcHUPRnt2,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,15380,476,1.9,1,0,True,2014830,5642,0.2,1,0,True,-1520,651.6141496315131,False,-0.0988296488946684,0.040187587342599466,False,0,0,-2000970,5659.521976280329,True,0,0
T2NQUjB0MQ==,14259,446,1.9,0.746,0.019,ocpr0t1,OcPR0t1,OcHU5,occupants_per_room,housing,True,15768,475,1.8,0.758,0.02,True,2869497,6842,0.1,0.91,0.001,True,-1509,651.5681084890512,False,-0.09570015220700152,0.039270126267808035,False,-0.01200000000000001,0.02758622844826744,False,-2855238,6856.520983705949,True,-16.400000000000006,1.9026297590440446,True
T2NQUjFwNXBs,1792,268,9.1,0.094,0.014,ocpr1p5pl,OcPR1p5pl,OcHU5,occupants_per_room,housing,True,1831,291,9.7,0.088,0.014,True,111644,2464,1.3,0.035,0.001,True,-39,395.6071283483148,False,-0.0212998361551065,0.21358294457683494,False,0.006000000000000005,0.019798989873223333,False,-109852,2478.531823479376,True,5.9,1.4035668847618201,True
T2NQUjFwbA==,4844,419,5.3,0.254,0.021,ocpr1pl,OcPR1pl,OcHU5,occupants_per_room,housing,True,5039,466,5.6,0.242,0.022,True,284606,3868,0.8,0.09,0.001,True,-195,626.6713652306128,False,-0.03869815439571343,0.12172654988532733,False,0.01200000000000001,0.0304138126514911,False,-279762,3890.6278413644245,True,16.4,2.1023796041628637,True
T09jSFUx,4575,336,4.5,0.239,0.017,oochu1,OOcHU1,OcHU2,housing_tenure,housing,True,4639,359,4.7,0.223,0.017,True,1029840,7102,0.4,0.327,0.002,True,-64,491.7082468293571,False,-0.01379607674067687,0.10521748411857912,False,0.015999999999999986,0.024041630560342617,False,-1025265,7109.943740986985,True,-8.800000000000004,1.711724276862369,True
T09jSFUy,4575,336,4.5,1,0,oochu2,OOcHU2,OOcHU2,value,housing,True,4639,359,4.7,1,0,True,1029840,7102,0.4,1,0,True,-64,491.7082468293571,False,-0.01379607674067687,0.10521748411857912,False,0,0,-1025265,7109.943740986985,True,0,0
T09jSFUz,4575,336,4.5,1,0,oochu3,OOcHU3,OOcHU3,mortgage_status,housing,True,4639,359,4.7,1,0,True,1029840,7102,0.4,1,0,True,-64,491.7082468293571,False,-0.01379607674067687,0.10521748411857912,False,0,0,-1025265,7109.943740986985,True,0,0
T09jSFU0,4575,336,4.5,0,0,oochu4,OOcHU4,AvgHHSOOc,housing__special_variable,housing,True,4639,359,,0,0,False,1029840,7102,0.4,0,0,True,-64,491.7082468293571,False,-0.01379607674067687,0.10521748411857912,False,0,0,-1025265,7109.943740986985,True,0,0
T09jSFU1,4575,336,4.5,0.006,0.001,oochu5,OOcHU5,MdVl,housing__special_variable,housing,True,4639,0,,0,0,False,1029840,7102,0.4,0,0,True,-64,336,False,-0.01379607674067687,0.07242940288855357,False,0.006,0.001,True,-1025265,7109.943740986985,True,0.6,0.1,True
T1YxMDB0MTI0,57,51,54.2,0,0,ov100t124,OV100t124,MdVl,housing__special_variable,housing,False,34,0,,0,0,False,13231,0,,0,0,False,23,51,False,0.6764705882352942,1.5,False,0,0,-13174,51,True,0,0
T1YxMjV0MTQ5,36,30,50.2,0,0,ov125t149,OV125t149,MdVl,housing__special_variable,housing,False,18,0,,0,0,False,7768,0,,0,0,False,18,30,False,1,1.6666666666666667,False,0,0,-7732,30,True,0,0
T1YxNTB0MTc0,38,32,51,0,0,ov150t174,OV150t174,MdVl,housing__special_variable,housing,False,52,0,,0,0,False,15896,0,,0,0,False,-14,32,False,-0.2692307692307692,0.6153846153846154,False,0,0,-15858,32,True,0,0
T1YxNTB0MTk5bQ==,216,84,23.6,0,0,ov150t199m,OV150t199m,MdVl,housing__special_variable,housing,False,,0,,0,0,False,32941,0,,0,0,False,,,,,0,0,-32725,84,True,0,0
T1YxNzV0MTk5,14,14,60.8,0,0,ov175t199,OV175t199,MdVl,housing__special_variable,housing,False,117,0,,0,0,False,11331,0,,0,0,False,-103,14,True,-0.8803418803418803,0.11965811965811965,True,0,0,-11317,14,True,0,0
T1YxbWlscGw=,,0,,0,0,ov1milpl,OV1milpl,MdVl,housing__special_variable,housing,False,111,0,,0,0,False,,0,,0,0,False,,,,,0,0,,,0,0
