id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_significant,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m
QXZnSEhTT09j,2.74,0.26,5.8,,,avghhsooc,AvgHHSOOc,mean,housing_tenure,housing,True,2.71,0.22,5,,,True,2.85,0.01,0.2,,,True,0.03000000000000025,0.34058772731852804,False,,,,,-0.10999999999999988,0.2601922366251538,False,,
QXZnSEhTUk9j,2.85,0.32,6.8,,,avghhsroc,AvgHHSROc,mean,housing_tenure,housing,True,2.6,0.26,6.2,,,True,2.51,0.01,0.2,,,True,0.25,0.41231056256176607,False,,,,,0.3400000000000003,0.32015621187164245,False,,
Qmx0MDB0MDk=,444,127,17.3,0.031,0.009,blt00t09,Blt00t09,HU3,year_structure_built,housing,True,,0,,0,0,False,198788,2928,0.9,0.057,0.001,True,,,,,0.031,0.009,True,-198344,2930.7529749195855,True,-2.6,0.9055385138137416,False
Qmx0MTBMdHI=,14,16,68.7,0.001,0.001,blt10ltr,Blt10Ltr,HU3,year_structure_built,housing,False,,0,,0,0,False,76678,1919,1.5,0.022,0.001,True,,,,,0.001,0.001,False,-76664,1919.0667002478053,True,-2.0999999999999996,0.14142135623730953,True
Qmx0NDB0NDk=,4552,429,5.7,0.319,0.03,blt40t49,Blt40t49,HU3,year_structure_built,housing,True,,0,,0,0,False,354913,3910,0.7,0.102,0.001,True,,,,,0.319,0.03,True,-350361,3933.464249233746,True,21.700000000000003,3.0016662039607267,True
Qmx0NTB0NTk=,4990,429,5.2,0.349,0.03,blt50t59,Blt50t59,HU3,year_structure_built,housing,True,,0,,0,0,False,450809,4111,0.6,0.13,0.001,True,,,,,0.349,0.03,True,-445819,4133.323360203022,True,21.9,3.0016662039607267,True
Qmx0NjB0Njk=,1506,254,10.3,0.105,0.018,blt60t69,Blt60t69,HU3,year_structure_built,housing,True,,0,,0,0,False,440499,4325,0.6,0.127,0.001,True,,,,,0.105,0.018,True,-438993,4332.452077057518,True,-2.1999999999999993,1.8027756377319943,False
Qmx0NzB0Nzk=,815,157,11.7,0.057,0.011,blt70t79,Blt70t79,HU3,year_structure_built,housing,True,,0,,0,0,False,245191,3241,0.8,0.071,0.001,True,,,,,0.057,0.011,True,-244376,3244.800456114366,True,-1.3999999999999995,1.104536101718726,False
Qmx0ODB0ODk=,414,155,22.7,0.029,0.011,blt80t89,Blt80t89,HU3,year_structure_built,housing,False,,0,,0,0,False,164132,2906,1.1,0.047,0.001,True,,,,,0.029,0.011,False,-163718,2910.1307530762256,True,-1.7999999999999998,1.104536101718726,False
Qmx0OTB0OTk=,237,107,27.6,0.017,0.008,blt90t99,Blt90t99,HU3,year_structure_built,housing,False,,0,,0,0,False,127962,2842,1.4,0.037,0.001,True,,,,,0.017,0.008,False,-127725,2844.0135372392306,True,-1.9999999999999996,0.806225774829855,False
Qmx0QmYzOQ==,1312,244,11.3,0.092,0.017,bltbf39,BltBf39,HU3,year_structure_built,housing,True,,0,,0,0,False,1413382,6785,0.3,0.407,0.002,True,,,,,0.092,0.017,True,-1412070,6789.385907429331,True,-31.499999999999996,1.711724276862369,True
QnRSVlZFdGM=,13,23,107.6,0.001,0.002,btrvvetc,BtRVVEtc,HU2,units_in_structure,housing,False,0,0,,0,0,False,1902,346,11.1,0.001,0.001,True,13,23,False,0,,0.001,0.002,False,-1889,346.7636082405419,True,0,0.223606797749979
