id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_significant,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m
QXZnSEhTT09j,2.94,0.25,5.2,,,avghhsooc,AvgHHSOOc,mean,housing_tenure,housing,True,2.73,0.28,6.2,,,True,2.85,0.01,0.2,,,True,0.20999999999999996,0.3753664875824692,False,,,,,0.08999999999999986,0.2501999200639361,False,,
QXZnSEhTUk9j,2.66,0.43,9.9,,,avghhsroc,AvgHHSROc,mean,housing_tenure,housing,True,2.39,0.4,10,,,True,2.51,0.01,0.2,,,True,0.27,0.587281874401041,False,,,,,0.15000000000000036,0.4301162633521313,False,,
R1JQSTM1cGw=,784,173,13.4,0.422,0.081,grpi35pl,GRPI35pl,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,827,186,13.7,0.418,0.081,True,889842,5729,0.4,0.442,0.003,True,-43,254.01771591761076,False,-0.05199516324062878,0.29869897113345734,False,0.0040000000000000036,0.1145512985522207,False,-889058,5731.611466245771,True,-2.000000000000007,8.105553651663778,False
R1JQSTUwcGw=,392,129,20.1,0.211,0.066,grpi50pl,GRPI50pl,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,False,479,155,19.7,0.242,0.073,True,584722,5029,0.5,0.29,0.002,True,-87,201.65812654093563,False,-0.18162839248434237,0.3776993199788093,False,-0.031,0.09841239759298621,False,-584330,5030.654231807231,True,-7.899999999999999,6.603029607687672,False
R1JQSU50Qw==,214,80,22.8,,,grpintc,GRPINtC,NA,gross_rent_as_a_percentage_of_household_income__grapi_,housing,False,371,96,15.7,,,True,109433,2779,1.5,,,True,-157,124.96399481450646,False,-0.42318059299191374,0.26225117647165413,False,,,-109219,2780.1512548780506,True,,
R1JQSVUxNQ==,336,127,22.9,0.181,0.065,grpiu15,GRPIU15,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,False,258,112,26.4,0.13,0.055,False,273663,4314,1,0.136,0.002,True,78,169.33103672983285,False,0.3023255813953488,0.749619570642417,False,0.05099999999999999,0.08514693182963201,False,-273327,4315.868973914755,True,4.4999999999999964,6.503076195155644,False
R1JVNTAw,438,118,16.4,0.23,0.057,gru500,GRU500,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,224541,3382,0.9,0.109,0.002,True,,,,,0.23,0.057,True,-224103,3384.0579191260895,True,12.1,5.70350769263968,False
SE9WYWNSdA==,1.2,1.1,59,,,hovacrt,HOVacRt,rate,housing_occupancy,housing,False,2.4,2.2,54,,,False,1.8,0.1,3.4,,,True,-1.2,2.459674775249769,False,,,,,-0.6000000000000001,1.104536101718726,False,,
SE9WYWNV,3728,219,3.6,0,0,hovacu,HOVacU,HOVacRt,housing__special_variable,housing,True,3412,238,,0,0,False,1065868,7322,0.4,0,0,True,316,323.4269623887285,False,0.09261430246189918,0.09964095029005524,False,0,0,-1062140,7325.274397590851,True,0,0
SFUx,6148,136,1.3,1,0,hu1,HU1,HU1,housing_occupancy,housing,True,6353,158,1.5,1,0,True,3472354,1104,0,1,0,True,-205,208.47062143141417,False,-0.032268219738706125,0.03221054448388208,False,0,0,-3466206,1112.3452701387282,True,0,0
SFUxMHQxOXU=,98,59,36.7,0.016,0.01,hu10t19u,HU10t19u,HU2,units_in_structure,housing,False,180,75,25.3,0.028,0.012,False,219295,3425,0.9,0.063,0.001,True,-82,95.42536350467836,False,-0.45555555555555555,0.39862267157495296,False,-0.012,0.015620499351813309,False,-219197,3425.50813748851,True,-4.699999999999999,1.004987562112089,True
SFUxdUE=,1962,201,6.2,0.319,0.032,hu1ua,HU1uA,HU2,units_in_structure,housing,True,2020,196,5.9,0.318,0.03,True,238949,3015,0.8,0.069,0.001,True,-58,280.7436553156634,False,-0.028712871287128714,0.13705148836803263,False,0.0010000000000000009,0.043863424398922615,False,-236987,3021.6925720529543,True,25,3.2015621187164247,True
SFUxdUQ=,1746,215,7.5,0.284,0.034,hu1ud,HU1uD,HU2,units_in_structure,housing,True,1409,183,7.9,0.222,0.028,True,319905,2742,0.5,0.092,0.001,True,337,282.33667845322543,False,0.23917672107877927,0.22178064831483824,False,0.06199999999999997,0.044045431091090485,False,-318159,2750.4161503307096,True,19.2,3.40147027033899,True
SFUy,6148,136,1.3,1,0,hu2,HU2,HU2,units_in_structure,housing,True,6353,158,1.5,1,0,True,3472354,1104,0,1,0,True,-205,208.47062143141417,False,-0.032268219738706125,0.03221054448388208,False,0,0,-3466206,1112.3452701387282,True,0,0
SFUyMHBsdQ==,963,149,9.4,0.157,0.024,hu20plu,HU20plu,HU2,units_in_structure,housing,True,1362,194,8.7,0.214,0.03,True,1667213,4900,0.2,0.48,0.001,True,-399,244.6160256401857,False,-0.29295154185022027,0.14869589981560216,False,-0.056999999999999995,0.03841874542459709,False,-1666250,4902.264884724203,True,-32.3,2.4020824298928627,True
SFUydQ==,892,157,10.7,0.145,0.025,hu2u,HU2u,HU2,units_in_structure,housing,True,995,191,11.7,0.157,0.03,True,458656,4817,0.6,0.132,0.001,True,-103,247.24481794367298,False,-0.1035175879396985,0.23347768991895196,False,-0.01200000000000001,0.03905124837953328,False,-457764,4819.5578635389365,True,1.2999999999999972,2.5019992006393608,False
SFUz,6148,136,1.3,1,0,hu3,HU3,HU3,year_structure_built,housing,True,,0,,0,0,False,3472354,1104,0,1,0,True,,,,,1,0,True,-3466206,1112.3452701387282,True,0,0
SFUzdDR1,291,109,22.8,0.047,0.018,hu3t4u,HU3t4u,HU2,units_in_structure,housing,False,194,82,25.6,0.031,0.013,False,333505,3795,0.7,0.096,0.001,True,97,136.40014662748717,False,0.5,0.8471504817811398,False,0.016,0.022203603311174516,False,-333214,3796.565026441665,True,-4.8999999999999995,1.8027756377319943,False
SFU0,6148,136,1.3,1,0,hu4,HU4,HU4,rooms,housing,True,6353,158,1.5,1,0,True,3472354,1104,0,1,0,True,-205,208.47062143141417,False,-0.032268219738706125,0.03221054448388208,False,0,0,-3466206,1112.3452701387282,True,0,0
SFU1dDl1,193,66,20.7,0.031,0.011,hu5t9u,HU5t9u,HU2,units_in_structure,housing,False,193,93,29.4,0.03,0.015,False,228415,3185,0.8,0.066,0.001,True,0,114.03946685248927,0,0.5908780665932087,0.0010000000000000009,0.01860107523773827,False,-228222,3185.683757060641,True,-3.5000000000000004,1.104536101718726,True
SFVub01ydGcx,1159,153,8,0.323,0.039,hunomrtg1,HUnoMrtg1,OOcHU3,mortgage_status,housing,True,971,171,10.7,0.295,0.048,True,422629,4549,0.7,0.41,0.003,True,188,229.4558781116753,False,0.19361483007209063,0.26270496087045786,False,0.028000000000000025,0.06184658438426491,False,-421470,4551.572255825453,True,-8.699999999999996,3.9115214431215892,False
SFVub01ydGcy,1126,146,7.9,1,0,hunomrtg2,HUnoMrtg2,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,961,170,10.8,1,0,True,416370,4562,0.7,1,0,True,165,224.0892679268688,False,0.1716961498439126,0.2569881150025447,False,0,0,-415244,4564.335658121563,True,0,0
SFV3TXJ0Zw==,2425,222,5.6,0.677,0.049,huwmrtg,HUwMrtg,OOcHU3,mortgage_status,housing,True,2316,226,5.9,0.705,0.05,True,607211,5367,0.5,0.59,0.003,True,109,316.79646462673793,False,0.04706390328151986,0.14009932568754774,False,-0.027999999999999914,0.07000714249274856,False,-604786,5371.589429582272,True,8.700000000000003,4.909175083453431,False
SFV3TXJ0Z0V4,2410,222,5.6,1,0,huwmrtgex,HUwMrtgEx,HUwMrtgEx,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,2307,226,6,1,0,True,603062,5350,0.5,1,0,True,103,316.79646462673793,False,0.044646727351538795,0.1404732768938234,False,0,0,-600652,5354.604000297314,True,0,0
TWRHUg==,1077,241,13.6,,,mdgr,MdGR,median,gross_rent,housing,True,916,263,17.4,,,True,1396,4,0.2,,,True,161,356.72117963473937,False,0.17576419213973798,0.42800010298809155,False,,,-319,241.03319273494262,False,,
TWRSbXM=,5.2,0.2,2.6,,,mdrms,MdRms,median,rooms,housing,True,5.1,0.2,2.8,,,True,4,0.1,1.5,,,True,0.10000000000000053,0.28284271247461906,False,,,,,1.2000000000000002,0.223606797749979,True,,
TWRWbA==,470609,22863,3,,,mdvl,MdVl,median,value,housing,True,522548,21715,2.5,,,True,570500,2845,0.3,,,True,-51939,31531.856811802252,False,-0.09939565360502767,0.05757591838260167,False,,,-99891,23039.331457314467,True,,
TW9iSG0=,3,9,182.4,0,0.001,mobhm,MobHm,HU2,units_in_structure,housing,False,0,0,,0,0,False,4514,450,6.1,0.001,0.001,True,3,9,False,0,,0,0.001,-4511,450.08999100179955,True,-0.1,0.14142135623730953,False
TXYwMHQwOQ==,1826,203,6.7,0.323,0.034,mv00t09,Mv00t09,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,830839,6308,0.5,0.263,0.002,True,,,,,0.323,0.034,True,-829013,6311.265562468434,True,6.0000000000000036,3.4058772731852804,False
TXYxMEx0cg==,1895,257,8.3,0.335,0.044,mv10ltr,Mv10Ltr,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,1341699,7655,0.3,0.425,0.002,True,,,,,0.335,0.044,True,-1339804,7659.312893465053,True,-9,4.4045431091090474,False
TXY4MHQ4OQ==,,0,,0,0,mv80t89,Mv80t89,OcHU3,year_householder_moved_into_unit,housing,False,,0,,0,0,False,,0,,0,0,False,,,,,0,0,,,0,0
TXY5MHQ5OQ==,772,155,12.2,0.137,0.027,mv90t99,Mv90t99,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,460385,4845,0.6,0.146,0.001,True,,,,,0.137,0.027,True,-459613,4847.478726100817,True,-0.8999999999999986,2.701851217221259,False
TXZCZjc5,,0,,0,0,mvbf79,MvBf79,OcHU3,year_householder_moved_into_unit,housing,False,,0,,0,0,False,,0,,0,0,False,,,,,0,0,,,0,0
TXZCZjg5,1162,159,8.3,0.205,0.027,mvbf89,MvBf89,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,521180,4786,0.6,0.165,0.001,True,,,,,0.205,0.027,True,-520018,4788.640412476176,True,4,2.701851217221259,False
Tk1TTVAxMDE0,262,82,18.9,0.233,0.066,nmsmp1014,NMSMP1014,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,128,55,26.2,0.133,0.052,False,61830,1682,1.7,0.148,0.004,True,134,98.73702446397704,False,1.046875,1.0880945928774068,False,0.1,0.08402380615040002,False,-61568,1683.9976247014126,True,8.500000000000002,6.612110101926616,False
Tk1TTVAxNTE5,105,52,29.9,0.093,0.044,nmsmp1519,NMSMP1519,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,140,59,25.5,0.146,0.055,False,40494,1193,1.8,0.097,0.003,True,-35,78.64477096412705,False,-0.25,0.48770926957835553,False,-0.05299999999999999,0.07043436661176133,False,-40389,1194.1327396901904,True,-0.40000000000000036,4.410215414239989,False
Tk1TTVAyMDI0,108,54,30.3,0.096,0.046,nmsmp2024,NMSMP2024,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,79,47,36.4,0.082,0.047,False,28114,1114,2.4,0.068,0.002,True,29,71.58910531638176,False,0.3670886075949367,1.0624219741435568,False,0.013999999999999999,0.06576473218982952,False,-28006,1115.308029200902,True,2.799999999999999,4.604345773288535,False
Tk1TTVAyNTI5,74,57,47,0.066,0.05,nmsmp2529,NMSMP2529,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,94,69,44.4,0.098,0.069,False,20385,1033,3.1,0.049,0.002,True,-20,89.49860334105779,False,-0.2127659574468085,0.8376313597481994,False,-0.032,0.08521150157109075,False,-20311,1034.571408845228,True,1.7000000000000002,5.0039984012787215,False
Tk1TTVAzMDM0,55,38,41.9,0.049,0.033,nmsmp3034,NMSMP3034,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,10,16,97.3,0.01,0.017,False,16215,837,3.1,0.039,0.002,True,45,41.23105625617661,False,4.5,9.58540557305741,False,0.039,0.037121422386541175,False,-16160,837.862160501356,True,1.0000000000000004,3.306055050963308,False
Tk1TTVAzNXBs,159,64,24.6,0.141,0.054,nmsmp35pl,NMSMP35pl,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,128,68,32.5,0.133,0.067,False,78141,1841,1.4,0.188,0.004,True,31,93.38094023943002,False,0.2421875,0.8279396065533778,False,0.00799999999999998,0.08605230967266364,False,-77982,1842.1121029948204,True,-4.700000000000003,5.414794548272353,False
Tk1TTVBOdEM=,33,45,82.9,,,nmsmpntc,NMSMPNtC,NA,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,10,15,91.2,,,False,6259,564,5.5,,,True,23,47.43416490252569,False,2.3,6.689730936293328,False,,,-6226,565.7923647416957,True,,
Tk1TTVBVMTA=,363,94,15.8,0.322,0.073,nmsmpu10,NMSMPU10,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,382,107,17,0.398,0.086,True,171191,2946,1,0.411,0.005,True,-19,142.42541907960108,False,-0.049738219895287955,0.36249141903473125,False,-0.07600000000000001,0.11280514172678477,False,-170828,2947.499279049954,True,-8.899999999999991,7.3171032519706865,False
Tm9WaGNsQXY=,1147,181,9.6,0.203,0.031,novhclav,NoVhclAv,OcHU4,vehicles_available,housing,True,1183,213,11,0.21,0.037,True,1721745,6312,0.2,0.546,0.002,True,-36,279.5174413162799,False,-0.030431107354184278,0.23213033780885678,False,-0.0069999999999999785,0.048270073544588676,False,-1720598,6314.594602981256,True,-34.3,3.1064449134018135,True
T2NIVTE=,5655,183,2,0.92,0.022,ochu1,OcHU1,HU1,housing_occupancy,housing,True,5637,226,2.4,0.887,0.028,True,3154103,5930,0.1,0.908,0.002,True,18,290.80061898145954,False,0.0031931878658861094,0.05168739081118146,False,0.03300000000000003,0.035608987629529715,False,-3148448,5932.823021125778,True,1.2000000000000028,2.209072203437452,False
T2NIVTI=,5655,183,2,1,0,ochu2,OcHU2,OcHU2,housing_tenure,housing,True,5637,226,2.4,1,0,True,3154103,5930,0.1,1,0,True,18,290.80061898145954,False,0.0031931878658861094,0.05168739081118146,False,0,0,-3148448,5932.823021125778,True,0,0
T2NIVTM=,5655,183,2,1,0,ochu3,OcHU3,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,3154103,5930,0.1,1,0,True,,,,,1,0,True,-3148448,5932.823021125778,True,0,0
T2NIVTQ=,5655,183,2,1,0,ochu4,OcHU4,OcHU4,vehicles_available,housing,True,5637,226,2.4,1,0,True,3154103,5930,0.1,1,0,True,18,290.80061898145954,False,0.0031931878658861094,0.05168739081118146,False,0,0,-3148448,5932.823021125778,True,0,0
T2NIVTU=,5655,183,2,1,0,ochu5,OcHU5,OcHU5,occupants_per_room,housing,True,5637,226,2.4,1,0,True,3154103,5930,0.1,1,0,True,18,290.80061898145954,False,0.0031931878658861094,0.05168739081118146,False,0,0,-3148448,5932.823021125778,True,0,0
T2NIVVBSbnQx,1908,205,6.5,1,0,ochuprnt1,OcHUPRnt1,OcHUPRnt1,gross_rent,housing,True,1999,229,7,1,0,True,2064838,5484,0.2,1,0,True,-91,307.3532169995948,False,-0.04552276138069034,0.14990832525246348,False,0,0,-2062930,5487.830263410121,True,0,0
T2NIVVBSbnQy,1857,205,6.7,1,0,ochuprnt2,OcHUPRnt2,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,1979,227,7,1,0,True,2014830,5642,0.2,1,0,True,-122,305.8659837248987,False,-0.061647296614451744,0.1493830879776694,False,0,0,-2012973,5645.7230714940315,True,0,0
T2NQUjB0MQ==,5283,202,2.3,0.934,0.019,ocpr0t1,OcPR0t1,OcHU5,occupants_per_room,housing,True,5432,236,2.6,0.964,0.016,True,2869497,6842,0.1,0.91,0.001,True,-149,310.64449134018133,False,-0.027430044182621502,0.05628782920707255,False,-0.029999999999999916,0.02483948469674844,False,-2864214,6844.981227147377,True,2.4000000000000057,1.9026297590440446,False
T2NQUjFwNXBs,132,88,40.4,0.023,0.015,ocpr1p5pl,OcPR1p5pl,OcHU5,occupants_per_room,housing,False,40,30,45.8,0.007,0.005,False,111644,2464,1.3,0.035,0.001,True,92,92.97311439335567,False,2.3,3.3114385091678815,False,0.016,0.015811388300841896,False,-111512,2465.5709277974543,True,-1.2000000000000006,1.5033296378372907,False
T2NQUjFwbA==,372,121,19.8,0.066,0.021,ocpr1pl,OcPR1pl,OcHU5,occupants_per_room,housing,True,205,87,25.9,0.036,0.015,False,284606,3868,0.8,0.09,0.001,True,167,149.03019828209315,False,0.8146341463414634,0.9702896166606503,False,0.030000000000000006,0.025806975801127882,False,-284234,3869.892117359346,True,-2.3999999999999995,2.1023796041628637,False
T09jSFUx,3584,200,3.4,0.634,0.029,oochu1,OOcHU1,OcHU2,housing_tenure,housing,True,3287,218,4,0.583,0.031,True,1029840,7102,0.4,0.327,0.002,True,297,295.84455377782433,False,0.09035594767264983,0.09450706681791875,False,0.051000000000000045,0.042449970553582246,False,-1026256,7104.815550033653,True,30.699999999999996,2.906888370749727,True
T09jSFUy,3584,200,3.4,1,0,oochu2,OOcHU2,OOcHU2,value,housing,True,3287,218,4,1,0,True,1029840,7102,0.4,1,0,True,297,295.84455377782433,False,0.09035594767264983,0.09450706681791875,False,0,0,-1026256,7104.815550033653,True,0,0
T09jSFUz,3584,200,3.4,1,0,oochu3,OOcHU3,OOcHU3,mortgage_status,housing,True,3287,218,4,1,0,True,1029840,7102,0.4,1,0,True,297,295.84455377782433,False,0.09035594767264983,0.09450706681791875,False,0,0,-1026256,7104.815550033653,True,0,0
T09jSFU0,3584,200,3.4,0,0,oochu4,OOcHU4,AvgHHSOOc,housing__special_variable,housing,True,3287,218,,0,0,False,1029840,7102,0.4,0,0,True,297,295.84455377782433,False,0.09035594767264983,0.09450706681791875,False,0,0,-1026256,7104.815550033653,True,0,0
T09jSFU1,3584,200,3.4,0.008,0,oochu5,OOcHU5,MdVl,housing__special_variable,housing,True,3287,0,,0,0,False,1029840,7102,0.4,0,0,True,297,200,False,0.09035594767264983,0.06084575600851841,False,0.008,0,True,-1026256,7104.815550033653,True,0.8,0,True
T1YxMDB0MTI0,0,0,,0,0,ov100t124,OV100t124,MdVl,housing__special_variable,housing,False,0,0,,0,0,False,13231,0,,0,0,False,0,0,0,,,,-13231,0,True,0,0
T1YxMjV0MTQ5,8,14,106.4,0,0,ov125t149,OV125t149,MdVl,housing__special_variable,housing,False,0,0,,0,0,False,7768,0,,0,0,False,8,14,False,0,,0,0,-7760,14,True,0,0
T1YxNTB0MTc0,0,0,,0,0,ov150t174,OV150t174,MdVl,housing__special_variable,housing,False,60,0,,0,0,False,15896,0,,0,0,False,-60,0,True,-1,0,True,0,0,-15896,0,True,0,0
T1YxNTB0MTk5bQ==,17,19,67.9,0,0,ov150t199m,OV150t199m,MdVl,housing__special_variable,housing,False,,0,,0,0,False,32941,0,,0,0,False,,,,,0,0,-32924,19,True,0,0
T1YxNzV0MTk5,0,0,,0,0,ov175t199,OV175t199,MdVl,housing__special_variable,housing,False,3,0,,0,0,False,11331,0,,0,0,False,-3,0,True,-1,0,True,0,0,-11331,0,True,0,0
T1YxbWlscGw=,,0,,0,0,ov1milpl,OV1milpl,MdVl,housing__special_variable,housing,False,55,0,,0,0,False,,0,,0,0,False,,,,,0,0,,,0,0
T1YxdDE0OW0=,139,82,35.7,0,0,ov1t149m,OV1t149m,MdVl,housing__special_variable,housing,False,,0,,0,0,False,83619,0,,0,0,False,,,,,0,0,-83480,82,True,0,0
T1YyMDB0MjQ5,97,55,34.6,0,0,ov200t249,OV200t249,MdVl,housing__special_variable,housing,False,147,0,,0,0,False,35377,0,,0,0,False,-50,55,False,-0.3401360544217687,0.37414965986394555,False,0,0,-35280,55,True,0,0
T1YyNTB0Mjk5,70,65,56.5,0,0,ov250t299,OV250t299,MdVl,housing__special_variable,housing,False,84,0,,0,0,False,38906,0,,0,0,False,-14,65,False,-0.16666666666666666,0.7738095238095238,False,0,0,-38836,65,True,0,0
