id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_significant,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m
QXZnSEhTT09j,2.45,0.28,6.9,,,avghhsooc,AvgHHSOOc,mean,housing_tenure,housing,True,2.22,0.27,7.3,,,True,2.85,0.01,0.2,,,True,0.22999999999999998,0.38897300677553454,False,,,,,-0.3999999999999999,0.280178514522438,False,,
QXZnSEhTUk9j,1.93,0.12,3.9,,,avghhsroc,AvgHHSROc,mean,housing_tenure,housing,True,1.99,0.13,4,,,True,2.51,0.01,0.2,,,True,-0.06000000000000005,0.17691806012954134,False,,,,,-0.5799999999999998,0.12041594578792295,True,,
Qmx0MDB0MDk=,2810,311,6.7,0.119,0.013,blt00t09,Blt00t09,HU3,year_structure_built,housing,True,,0,,0,0,False,198788,2928,0.9,0.057,0.001,True,,,,,0.119,0.013,True,-195978,2944.470240977144,True,6.199999999999998,1.3038404810405297,True
Qmx0MTBMdHI=,408,149,22.3,0.017,0.006,blt10ltr,Blt10Ltr,HU3,year_structure_built,housing,False,,0,,0,0,False,76678,1919,1.5,0.022,0.001,True,,,,,0.017,0.006,False,-76270,1924.775831103456,True,-0.49999999999999956,0.6082762530298219,False
Qmx0NDB0NDk=,442,142,19.6,0.019,0.006,blt40t49,Blt40t49,HU3,year_structure_built,housing,True,,0,,0,0,False,354913,3910,0.7,0.102,0.001,True,,,,,0.019,0.006,True,-354471,3912.5776669607467,True,-8.299999999999999,0.6082762530298219,True
Qmx0NTB0NTk=,883,208,14.3,0.038,0.009,blt50t59,Blt50t59,HU3,year_structure_built,housing,True,,0,,0,0,False,450809,4111,0.6,0.13,0.001,True,,,,,0.038,0.009,True,-449926,4116.258616753811,True,-9.2,0.9055385138137416,True
Qmx0NjB0Njk=,1103,210,11.6,0.047,0.009,blt60t69,Blt60t69,HU3,year_structure_built,housing,True,,0,,0,0,False,440499,4325,0.6,0.127,0.001,True,,,,,0.047,0.009,True,-439396,4330.095264540954,True,-7.999999999999999,0.9055385138137416,True
Qmx0NzB0Nzk=,1535,228,9,0.065,0.01,blt70t79,Blt70t79,HU3,year_structure_built,housing,True,,0,,0,0,False,245191,3241,0.8,0.071,0.001,True,,,,,0.065,0.01,True,-243656,3249.0098491694357,True,-0.5999999999999996,1.004987562112089,False
Qmx0ODB0ODk=,1606,301,11.4,0.068,0.013,blt80t89,Blt80t89,HU3,year_structure_built,housing,True,,0,,0,0,False,164132,2906,1.1,0.047,0.001,True,,,,,0.068,0.013,True,-162526,2921.5470216992912,True,2.1000000000000005,1.3038404810405297,False
Qmx0OTB0OTk=,883,205,14.1,0.038,0.009,blt90t99,Blt90t99,HU3,year_structure_built,housing,True,,0,,0,0,False,127962,2842,1.4,0.037,0.001,True,,,,,0.038,0.009,True,-127079,2849.3839685096846,True,0.10000000000000009,0.9055385138137416,False
Qmx0QmYzOQ==,13859,516,2.3,0.589,0.02,bltbf39,BltBf39,HU3,year_structure_built,housing,True,,0,,0,0,False,1413382,6785,0.3,0.407,0.002,True,,,,,0.589,0.02,True,-1399523,6804.592640268776,True,18.200000000000003,2.009975124224178,True
QnRSVlZFdGM=,0,0,,0,0,btrvvetc,BtRVVEtc,HU2,units_in_structure,housing,False,0,0,,0,0,False,1902,346,11.1,0.001,0.001,True,0,0,0,,,,-1902,346,True,-0.1,0.1,False
R1IxNWt0MTlr,1257,258,12.5,0.091,0.018,gr15kt19k,GR15kt19k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,442539,4873,0.7,0.214,0.002,True,,,,,0.091,0.018,True,-441282,4879.82509932477,True,-12.299999999999999,1.8110770276274832,True
R1Ixa3QxNGs=,1650,286,10.5,0.119,0.02,gr1kt14k,GR1kt14k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,619998,5133,0.5,0.3,0.002,True,,,,,0.119,0.02,True,-618348,5140.961485947935,True,-18.1,2.009975124224178,True
R1IyMGt0MjRr,1459,279,11.6,0.106,0.02,gr20kt24k,GR20kt24k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,206669,2799,0.8,0.1,0.001,True,,,,,0.106,0.02,True,-205210,2812.8707755600863,True,0.5999999999999996,2.0024984394500787,False
R1IyNWt0Mjlr,1694,291,10.5,0.123,0.02,gr25kt29k,GR25kt29k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,102402,2683,1.6,0.05,0.001,True,,,,,0.123,0.02,True,-100708,2698.7348887951184,True,7.300000000000001,2.0024984394500787,True
R1Iza3Bs,4438,462,6.3,0.321,0.031,gr3kpl,GR3kpl,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,147224,2968,1.2,0.071,0.001,True,,,,,0.321,0.031,True,-142786,3003.7423324912543,True,25,3.1016124838541645,True
R1I1MDB0OTk5,2314,330,8.7,0.167,0.023,gr500t999,GR500t999,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,321465,3260,0.6,0.156,0.002,True,,,,,0.167,0.023,True,-319151,3276.6598846996617,True,1.0999999999999996,2.308679276123039,False
R1Jub1JudFBk,233,93,24.4,,,grnorntpd,GRnoRntPd,NA,gross_rent,housing,False,229,101,26.9,,,False,59425,1926,2,,,True,4,137.2953021774598,False,0.017467248908296942,0.6052326002243951,False,,,-59192,1928.2440198273662,True,,
R1JQSTE1dDE5,1317,281,13,0.097,0.02,grpi15t19,GRPI15t19,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,1363,262,11.7,0.104,0.02,True,222841,3644,1,0.111,0.002,True,-46,384.1939614309418,False,-0.03374908290535583,0.2774903179737801,False,-0.006999999999999992,0.0282842712474619,False,-221524,3654.81832653827,True,-1.3999999999999986,2.009975124224178,False
R1JQSTIwdDI0,1499,315,12.8,0.111,0.023,grpi20t24,GRPI20t24,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,1368,283,12.6,0.105,0.021,True,228606,3500,0.9,0.113,0.002,True,131,423.4548382059178,False,0.09576023391812866,0.3231185169664206,False,0.006000000000000005,0.03114482300479487,False,-227107,3514.1464112925064,True,-0.20000000000000107,2.308679276123039,False
R1JQSTI1dDI5,1110,268,14.7,0.082,0.02,grpi25t29,GRPI25t29,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,1216,247,12.4,0.093,0.019,True,211796,3409,1,0.105,0.002,True,-106,364.4626181105547,False,-0.08717105263157894,0.28801704054643723,False,-0.010999999999999996,0.02758622844826744,False,-210686,3419.5182409222502,True,-2.299999999999999,2.009975124224178,False
R1JQSTMwdDM0,953,228,14.6,0.071,0.017,grpi30t34,GRPI30t34,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,1039,252,14.7,0.08,0.019,True,188082,3046,1,0.093,0.001,True,-86,339.8352542041511,False,-0.08277189605389798,0.3124828247029318,False,-0.009000000000000008,0.025495097567963924,False,-187129,3054.521239081503,True,-2.200000000000001,1.7029386365926402,False
R1JQSTM1cGw=,4198,444,6.4,0.311,0.03,grpi35pl,GRPI35pl,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,4905,453,5.6,0.376,0.031,True,889842,5729,0.4,0.442,0.003,True,-707,634.3067081467766,False,-0.14413863404689092,0.12017329578533412,False,-0.065,0.04313930922024598,False,-885644,5746.179339352367,True,-13.100000000000001,3.014962686336267,True
R1JQSTUwcGw=,2474,363,8.9,0.183,0.026,grpi50pl,GRPI50pl,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,3133,377,7.3,0.24,0.027,True,584722,5029,0.5,0.29,0.002,True,-659,523.3526535711843,False,-0.2103415256942228,0.14984439570809713,False,-0.056999999999999995,0.03748332962798263,False,-582248,5042.083894581684,True,-10.699999999999996,2.6076809620810595,True
R1JQSU50Qw==,547,166,18.4,,,grpintc,GRPINtC,NA,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,454,156,20.9,,,False,109433,2779,1.5,,,True,93,227.7981562699751,False,0.20484581497797358,0.5523473645908182,False,,,-108886,2783.9534838067966,True,,
R1JQSVUxNQ==,4433,442,6.1,0.328,0.03,grpiu15,GRPIU15,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,3164,373,7.2,0.242,0.027,True,273663,4314,1,0.136,0.002,True,1269,578.3536980084073,False,0.40107458912768645,0.2163251542090988,False,0.08600000000000002,0.04036087214122113,False,-269230,4336.583909023322,True,19.200000000000003,3.0066592756745814,True
R1JVNTAw,1012,247,14.8,0.073,0.018,gru500,GRU500,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,224541,3382,0.9,0.109,0.002,True,,,,,0.073,0.018,True,-223529,3391.0076673460944,True,-3.6000000000000005,1.8110770276274832,False
SE9WYWNSdA==,3.1,2.3,45.9,,,hovacrt,HOVacRt,rate,housing_occupancy,housing,False,2.2,1.9,51.7,,,False,1.8,0.1,3.4,,,True,0.8999999999999999,2.9832867780352594,False,,,,,1.3,2.3021728866442674,False,,
SE9WYWNV,6045,471,4.7,0,0,hovacu,HOVacU,HOVacRt,housing__special_variable,housing,True,5228,435,,0,0,False,1065868,7322,0.4,0,0,True,817,641.1442895323953,False,0.15627390971690897,0.1318053536557488,False,0,0,-1059823,7337.133295777036,True,0,0
SFUx,23529,324,0.8,1,0,hu1,HU1,HU1,housing_occupancy,housing,True,21406,325,0.9,1,0,True,3472354,1104,0,1,0,True,2123,458.9128457561414,True,0.09917780061664953,0.022529999248001108,True,0,0,-3448825,1150.5616020013879,True,0,0
SFUxMHQxOXU=,3656,403,6.7,0.155,0.017,hu10t19u,HU10t19u,HU2,units_in_structure,housing,True,3649,389,6.5,0.17,0.018,True,219295,3425,0.9,0.063,0.001,True,7,560.1160594019779,False,0.0019183337900794738,0.15364060666157844,False,-0.015000000000000013,0.024758836806279896,False,-215639,3448.627843070342,True,9.2,1.7029386365926402,True
SFUxdUE=,227,103,27.6,0.01,0.004,hu1ua,HU1uA,HU2,units_in_structure,housing,False,184,109,36,0.009,0.005,False,238949,3015,0.8,0.069,0.001,True,43,149.96666296213968,False,0.23369565217391305,0.9205812840985138,False,0.0010000000000000009,0.006403124237432849,False,-238722,3016.7588567865346,True,-5.9,0.4123105625617661,True
SFUxdUQ=,227,134,35.8,0.01,0.006,hu1ud,HU1uD,HU2,units_in_structure,housing,False,214,93,26.4,0.01,0.004,False,319905,2742,0.5,0.092,0.001,True,13,163.11039206623224,False,0.06074766355140187,0.7775528269104869,False,0,0.007211102550927979,-319678,2745.2722997910428,True,-8.2,0.6082762530298219,True
SFUy,23529,324,0.8,1,0,hu2,HU2,HU2,units_in_structure,housing,True,21406,325,0.9,1,0,True,3472354,1104,0,1,0,True,2123,458.9128457561414,True,0.09917780061664953,0.022529999248001108,True,0,0,-3448825,1150.5616020013879,True,0,0
SFUyMHBsdQ==,14310,545,2.3,0.608,0.022,hu20plu,HU20plu,HU2,units_in_structure,housing,True,12530,478,2.3,0.585,0.02,True,1667213,4900,0.2,0.48,0.001,True,1780,724.9199955857198,False,0.1420590582601756,0.06156313196637907,False,0.02300000000000002,0.02973213749463701,False,-1652903,4930.215512530867,True,12.799999999999997,2.2022715545545237,True
SFUydQ==,271,124,27.9,0.012,0.005,hu2u,HU2u,HU2,units_in_structure,housing,False,392,154,23.9,0.018,0.007,False,458656,4817,0.6,0.132,0.001,True,-121,197.71696942852427,False,-0.3086734693877551,0.4169232491203902,False,-0.005999999999999998,0.008602325267042627,False,-458385,4818.595749800973,True,-12.000000000000002,0.5099019513592785,True
SFUz,23529,324,0.8,1,0,hu3,HU3,HU3,year_structure_built,housing,True,,0,,0,0,False,3472354,1104,0,1,0,True,,,,,1,0,True,-3448825,1150.5616020013879,True,0,0
SFUzdDR1,1449,294,12.3,0.062,0.012,hu3t4u,HU3t4u,HU2,units_in_structure,housing,True,1316,263,12.2,0.061,0.012,True,333505,3795,0.7,0.096,0.001,True,133,394.46799616698945,False,0.10106382978723404,0.31357527487255943,False,0.0010000000000000009,0.01697056274847714,False,-332056,3806.3711064477147,True,-3.3999999999999995,1.2041594578792296,False
SFU0,23529,324,0.8,1,0,hu4,HU4,HU4,rooms,housing,True,21406,325,0.9,1,0,True,3472354,1104,0,1,0,True,2123,458.9128457561414,True,0.09917780061664953,0.022529999248001108,True,0,0,-3448825,1150.5616020013879,True,0,0
SFU1dDl1,3389,398,7.1,0.144,0.017,hu5t9u,HU5t9u,HU2,units_in_structure,housing,True,3107,355,6.9,0.145,0.016,True,228415,3185,0.8,0.066,0.001,True,282,533.318853970118,False,0.09076279369166398,0.17872135835475195,False,-0.0010000000000000009,0.023345235059857503,False,-225026,3209.770864096065,True,7.799999999999998,1.7029386365926402,True
SFVub01ydGcx,2343,307,8,0.418,0.045,hunomrtg1,HUnoMrtg1,OOcHU3,mortgage_status,housing,True,1678,269,9.7,0.347,0.048,True,422629,4549,0.7,0.41,0.003,True,665,408.1788823542933,False,0.3963051251489869,0.2890984080542587,False,0.07100000000000001,0.06579513659838392,False,-420286,4559.347541041371,True,0.7999999999999972,4.509988913511872,False
SFVub01ydGcy,2304,307,8.1,1,0,hunomrtg2,HUnoMrtg2,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,1652,265,9.8,1,0,True,416370,4562,0.7,1,0,True,652,405.55394215813016,False,0.3946731234866828,0.2908370880627531,False,0,0,-414066,4572.318121041011,True,0,0
SFV3TXJ0Zw==,3263,356,6.6,0.582,0.046,huwmrtg,HUwMrtg,OOcHU3,mortgage_status,housing,True,3158,354,6.8,0.653,0.05,True,607211,5367,0.5,0.59,0.003,True,105,502.0478064885853,False,0.03324889170360988,0.1616261220154584,False,-0.07100000000000006,0.06794115100585212,False,-603948,5378.79400981298,True,-0.8000000000000043,4.6097722286464435,False
SFV3TXJ0Z0V4,3263,356,6.6,1,0,huwmrtgex,HUwMrtgEx,HUwMrtgEx,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,3158,354,6.8,1,0,True,603062,5350,0.5,1,0,True,105,502.0478064885853,False,0.03324889170360988,0.1616261220154584,False,0,0,-599799,5361.831403541145,True,0,0
TWRHUg==,2232,193,5.3,,,mdgr,MdGR,median,gross_rent,housing,True,1787,174,5.9,,,True,1396,4,0.2,,,True,445,259.8557292037257,False,0.2490207050923335,0.16265048850181427,False,,,836,193.04144632694815,True,,
TWRSbXM=,3.3,0.1,2,,,mdrms,MdRms,median,rooms,housing,True,3.3,0.1,1.8,,,True,4,0.1,1.5,,,True,0,0.14142135623730953,,,,,-0.7000000000000002,0.14142135623730953,True,,
TWRWbA==,2000000,0,,,,mdvl,MdVl,median,value,housing,False,1150000,0,,,,False,570500,2845,0.3,,,True,850000,0,True,0.7391304347826086,0,True,,,1429500,2845,True,,
TW9iSG0=,0,0,,0,0,mobhm,MobHm,HU2,units_in_structure,housing,False,14,23,99.9,0.001,0.001,False,4514,450,6.1,0.001,0.001,True,-14,23,False,-1,0,True,-0.001,0.001,False,-4514,450,True,-0.1,0.1,False
