id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,change_percentage_point_significant,difference_sum,difference_m,significant,difference_percent,difference_percent_m
RkZUNzV0MTAw,11574,715,3.75540397379516,0,0,fft75t100,FFT75t100,MdEFFTWrk,economic__special_variable,economic,True,10655,0,,0,0,False,171740,0,,0,0,False,919,715,False,0.08625058657907086,0.0671046457062412,False,0,0,-160166,715,True,0,0
RkZUN3A1dDEw,263,69,15.9487789938401,0,0,fft7p5t10,FFT7p5t10,MdEFFTWrk,economic__special_variable,economic,True,623,0,,0,0,False,10188,0,,0,0,False,-360,69,True,-0.5778491171749599,0.11075441412520064,True,0,0,-9925,69,True,0,0
RkZUVTJwdDVr,72,41,34.6166835528538,0,0,fftu2pt5k,FFTU2pt5k,MdEFFTWrk,economic__special_variable,economic,False,132,0,,0,0,False,1176,0,,0,0,False,-60,41,False,-0.45454545454545453,0.3106060606060606,False,0,0,-1104,41,True,0,0
RkkxMDB0MTQ5,9637,941.747843108759,5.94055297328754,0.110117007175831,0.010439186730387,fi100t149,FI100t149,Fam2,income_and_benefits,economic,True,,0,,,,False,284755,4036,0.9,0.151,0.002,True,,,,,,,-275118,4144.416122929742,True,-4.0882992824169,1.0629046033952814,True
RkkxNTB0MTk5,7642,793.124202127258,6.3091124327903,0.0873211755564697,0.00882285304878813,fi150t199,FI150t199,Fam2,income_and_benefits,economic,True,,0,,,,False,148457,2767,1.1,0.079,0.001,True,,,,,,,-140815,2878.4257850429285,True,0.8321175556469704,0.887934321447876,False
RklSRQ==,34928,1943.5153716912,3.38258220069424,0.167426432169957,0.00887509902671757,fire,FIRE,CvEm16pl3,industry,economic,True,,0,,0,0,False,383827,4616,0.7,0.095,0.001,True,,,,,0.167426432169957,0.00887509902671757,True,-348899,5008.463636685405,True,7.2426432169957025,0.8931258742979242,True
Rldya0Vybg==,73388,2233.02619778631,1.84970667441081,0,0,fwrkern,FWrkErn,MdEFFTWrk,economic__special_variable,economic,True,71735,0,,0,0,False,1342035,5633,0.3,0,0,True,1653,2233.02619778631,False,0.023043144908343208,0.031128824113561163,False,0,0,-1268647,6059.463260058599,True,0,0
R3Z0V3Jrcg==,17357,1368.08588911662,4.79151440040437,0.0832003144518424,0.00640502442346675,gvtwrkr,GvtWrkr,CvEm16pl4,class_of_worker,economic,True,18116,1046.70626252067,3.51234047425767,0.0877883310719132,0.00489078406051317,True,531808,5765,0.7,0.131,0.001,True,-759,1722.5716240551515,False,-0.04189666593066902,0.0936344673316964,False,-0.004588016620070801,0.008058790640770815,False,-514451,5925.106243773188,True,-4.7799685548157616,0.648261813353259,True
SEgy,190356,2160.36617266611,0.689913901416296,1,0,hh2,HH2,HH2,income_and_benefits,economic,True,187998,1470.92113996638,0.475631115640589,1,0,True,3154103,5930,0.1,1,0,True,2358,2613.578198562272,False,0.012542686624325792,0.013957626020972813,False,0,0,-2963747,6311.2662754791145,True,0,0
SEg1,190356,2160.36617266611,0.689913901416296,0,0,hh5,HH5,MnHHInc,economic__special_variable,economic,True,187998,1470.92113996638,0.475631115640589,0,0,True,3154103,5930,0.1,0,0,True,2358,2613.578198562272,False,0.012542686624325792,0.013957626020972813,False,0,0,-2963747,6311.2662754791145,True,0,0
SEhJMTB0MTQ=,10061,779.601821444768,4.71048682939702,0.0528536006219925,0.00405132838387258,hhi10t14,HHI10t14,HH2,income_and_benefits,economic,True,,0,,,,False,196924,3003,0.9,0.062,0.001,True,,,,,,,-186863,3102.5454065976214,True,-0.9146399378007501,0.41729200416460915,False
SEhJMTV0MjQ=,13965,1137.78864469637,4.95284518154426,0.073362541763853,0.005918888954531,hhi15t24,HHI15t24,HH2,income_and_benefits,economic,True,,0,,,,False,297771,4297,0.9,0.094,0.001,True,,,,,,,-283806,4445.084026202429,True,-2.063745823614701,0.6002769898644215,True
SEhJMjAwcGw=,44522,1710.83429939898,2.33597064529551,0.233888083380613,0.00858662655523113,hhi200pl,HHI200pl,HH2,income_and_benefits,economic,True,,0,,,,False,320979,4365,0.8,0.102,0.001,True,,,,,,,-276457,4688.302357996976,True,13.188808338061303,0.8644660525376369,True
SEhJMjV0MzQ=,10924,993.529566746758,5.52882956323133,0.0573872113303494,0.00517852849982422,hhi25t34,HHI25t34,HH2,income_and_benefits,economic,True,,0,,,,False,258598,4053,1,0.082,0.001,True,,,,,,,-247674,4172.997723459719,True,-2.4612788669650607,0.527419732504309,True
SEhJMzV0NDk=,13146,995.362245617142,4.60279500978324,0.0690600769085293,0.00516987795315075,hhi35t49,HHI35t49,HH2,income_and_benefits,economic,True,,0,,,,False,332258,3673,0.7,0.105,0.001,True,,,,,,,-319112,3805.4796018373295,True,-3.59399230914707,0.5265703946337488,True
SEhJNTB0NzQ=,22000,1370.70310424979,3.78751893962361,0.115572926516632,0.00708026599888521,hhi50t74,HHI50t74,HH2,income_and_benefits,economic,True,,0,,,,False,462374,4498,0.6,0.147,0.001,True,,,,,,,-440374,4702.215541635667,True,-3.142707348336799,0.7150536106822339,True
SEhJNzV0OTk=,17885,1253.86163510971,4.26181670673651,0.0939555359431802,0.00650004850769012,hhi75t99,HHI75t99,HH2,income_and_benefits,economic,True,,0,,,,False,345558,4369,0.8,0.11,0.001,True,,,,,,,-327673,4545.36357181689,True,-1.6044464056819798,0.6576521162615121,False
SEhJVTEw,16562,1229.18957040808,4.5116996882969,0.0870054004076572,0.00638137587580331,hhiu10,HHIU10,HH2,income_and_benefits,economic,True,,0,,,,False,277465,4118,0.9,0.088,0.001,True,,,,,,,-260903,4297.537783429018,True,-0.09945995923427908,0.6459253677344192,False
SEkxMDB0MTQ5,25468,1387.09264290458,3.31088979150324,0.133791422387527,0.00712687771949186,hi100t149,HI100t149,HH2,income_and_benefits,economic,True,,0,,,,False,440162,4870,0.7,0.14,0.001,True,,,,,,,-414694,5063.686996645825,True,-0.6208577612473007,0.7196692714614784,False
SEkxNTB0MTk5,15823,1151.63231979656,4.42444819292357,0.0831232007396667,0.00597588349848544,hi150t199,HI150t199,HH2,income_and_benefits,economic,True,,0,,,,False,222014,3241,0.9,0.07,0.001,True,,,,,,,-206191,3439.5258394144976,True,1.312320073966668,0.6058975456912711,False
SElucw==,375940,5561.79116831979,0.899353105774298,0.948296955127801,0.00421210535555937,hins,HIns,CvNIPop2,health_insurance_coverage,economic,True,,0,,0,0,False,7672151,9602,0.1,0.916,0.001,True,,,,,0.948296955127801,0.00421210535555937,True,-7296211,11096.48255079059,True,3.229695512780097,0.43291837020773244,True
SW5jX0NQYkE=,5029,625.381483576225,7.55957674758407,0.0264189203387337,0.00327161541961498,inc_cpba,Inc_CPbA,HH2,income_and_benefits,economic,True,5499,555.397155196171,6.139797235266,0.0292503111735231,0.00294539380413406,True,137887,2654,1.2,0.044,0.001,True,-470,836.4018173103163,False,-0.08547008547008547,0.14651073952235083,False,-0.0028313908347894004,0.0044021372213157795,False,-132858,2726.6862672482143,True,-1.7581079661266297,0.342103309745207,True
SW5jX1J0cm10,23634,1398.27357838157,3.59657414471802,0.124156842967913,0.00720915738633044,inc_rtrmt,Inc_Rtrmt,HH2,income_and_benefits,economic,True,21152,903.075855064235,2.59541548181648,0.11251183523229,0.00472229546396252,True,401837,4488,0.7,0.127,0.001,True,2482,1664.546484781966,False,0.1173411497730711,0.08152123182366743,False,0.011645007735623006,0.008618121876014734,False,-378203,4700.777914345667,True,-0.2843157032086996,0.7278183167582604,False
SW5jX1NOQVA=,22937,1186.91027462062,3.1456860217504,0.120495282523272,0.006083403587306,inc_snap,Inc_SNAP,HH2,income_and_benefits,economic,True,17715,878.541404829619,3.01477687440406,0.0942297258481473,0.00461461786425505,True,624636,5512,0.5,0.198,0.002,True,5222,1476.682430314655,True,0.29477843635337286,0.09280208655235297,True,0.0262655566751247,0.007635607195184241,True,-601699,5638.341954865809,True,-7.750471747672801,0.6403733224147264,True
SW5jX1NvU2Vj,48867,1683.69385578258,2.09450570073809,0.256713736367648,0.00835136404598284,inc_sosec,Inc_SoSec,HH2,income_and_benefits,economic,True,42754,1104.43696062745,1.57035657393823,0.227417312950138,0.0055987818133391,True,821385,4437,0.3,0.26,0.001,True,6113,2013.6052244668044,False,0.1429807737287739,0.0492203124514403,False,0.029296423417509987,0.010054433809116829,False,-772518,4745.713223531317,True,-0.3286263632352018,0.8411021425994283,False
SW5jX1NwU2Vj,12291,1027.84337328214,5.08362865794323,0.0645684927189056,0.00534962901657247,inc_spsec,Inc_SpSec,HH2,income_and_benefits,economic,True,10213,695.509884904593,4.13984491965269,0.0543250460111278,0.00367506190089502,True,249247,3354,0.8,0.079,0.001,True,2078,1241.046332737021,False,0.2034661705669245,0.12978994828742269,False,0.010243446707777805,0.006490347493806802,False,-236956,3507.959235795081,True,-1.4431507281094396,0.5442290934427719,False
SW5mbw==,13125,1192.02768424227,5.52104297231912,0.0629143358403198,0.0056139313764534,info,Info,CvEm16pl3,industry,economic,True,,0,,0,0,False,154804,3187,1.3,0.038,0.001,True,,,,,0.0629143358403198,0.0056139313764534,True,-141679,3402.6311877721905,True,2.49143358403198,0.5702300018372233,True
TEY=,220734,3563.50964640198,0.981392654620696,0.650079959004444,0.00617310291785199,lf,LF,Pop16pl,employment_status,economic,True,222404,3314.77993236353,0.906037566172749,0.663660751319688,0.00538755977883352,True,4356776,10369,0.1,0.635,0.002,True,-1670,4866.864185489455,False,-0.007508857754356936,0.021806918558265012,False,-0.013580792315244006,0.008193473012398188,False,-4136042,10964.249267505731,True,1.5079959004443992,0.6489006059050396,False
TEZBcm1kRg==,103,66.3701740241805,39.171466358297,0.00030334355277147,0.000195425548255809,lfarmdf,LFArmdF,Pop16pl,employment_status,economic,False,119,77.3369252039412,39.5069986482804,0.000355099860645685,0.000230733205727708,False,2302,421,11.1,0,0.001,True,-16,101.91172650877817,False,-0.13445378151260504,0.7921382695867911,False,-5.175630787421497e-05,0.00030237221621119285,False,-2199,426.19948381010505,True,0.030334355277147,0.10189166525830677,False
TWRFRkZUV3Jr,81482.20148608951,2806.8383412616427,2.094058180577538,,,mdefftwrk,MdEFFTWrk,median,earnings,economic,True,,75865.10666908958,2634.8262414549367,2.1112711103119275,,,True,,51327,284,0.3,,,True,5617.094816999932,3849.759836228224,False,0.07404055782193418,0.052538205152162204,False,,,30155.201486089514,2821.1695223747915,True,,
TWRFTUZUV3Jr,100000,,,,,mdemftwrk,MdEMFTWrk,median,earnings,economic,False,upper,95903.06087171254,4746.7321912842735,3.008821051002041,,,True,,54127,221,0.2,,,True,,,,,,,,,,
TWRFV3Jr,64755.27108433735,1642.5971116855621,1.5420200717249775,,,mdewrk,MdEWrk,median,earnings,economic,True,,61015.181275956515,1173.2882054738827,1.168963354357232,,,True,,38845,255,0.4,,,True,3740.089808380835,2018.596166751011,False,0.06129769231472636,0.03378224538612924,False,,,25910.27108433735,1662.2726224412622,True,,
bWRGYW0=,87516,2075.44983075959,1.4416468184573,0,0,mdfam,mdFam,MdFamInc,economic__special_variable,economic,True,79832,0,,0,0,False,1887978,7339,0.2,0,0,True,7684,2075.44983075959,True,0.09625212947189098,0.025997718092489103,True,0,0,-1800462,7626.8219462630705,True,0,0
bWRGYW1JMTB0MTQ=,2560,81,1.92344224924012,0,0,mdfami10t14,mdFamI10t14,MdFamInc,economic__special_variable,economic,True,3212,0,,0,0,False,77738,0,,0,0,False,-652,81,True,-0.20298879202988793,0.025217932752179328,True,0,0,-75178,81,True,0,0
bWRGYW1JMTV0MTk=,3093,255,5.01180722820527,0,0,mdfami15t19,mdFamI15t19,MdFamInc,economic__special_variable,economic,True,3520,0,,0,0,False,84551,0,,0,0,False,-427,255,False,-0.12130681818181818,0.07244318181818181,False,0,0,-81458,255,True,0,0
bWRGYW1JMjAwcGw=,30928,913,1.79453956792676,0,0,mdfami200pl,mdFamI200pl,MdFamInc,economic__special_variable,economic,True,22896,0,0,0,0,True,222929,0,,0,0,False,8032,913,True,0.35080363382250174,0.0398759608665269,True,0,0,-192001,913,True,0,0
bWRGYW1JMjB0MjQ=,2879,186,3.92740218181972,0,0,mdfami20t24,mdFamI20t24,MdFamInc,economic__special_variable,economic,True,2989,0,,0,0,False,83811,0,,0,0,False,-110,186,False,-0.03680160588825694,0.06222816995650719,False,0,0,-80932,186,True,0,0
bWRGYW1JMjV0Mjk=,2554,86,2.04697084018632,0,0,mdfami25t29,mdFamI25t29,MdFamInc,economic__special_variable,economic,True,2205,0,,0,0,False,80705,0,,0,0,False,349,86,True,0.1582766439909297,0.039002267573696146,True,0,0,-78151,86,True,0,0
bWRGYW1JMzB0MzQ=,2480,116,2.84341602117855,0,0,mdfami30t34,mdFamI30t34,MdFamInc,economic__special_variable,economic,True,2224,0,,0,0,False,79928,0,,0,0,False,256,116,False,0.11510791366906475,0.05215827338129496,False,0,0,-77448,116,True,0,0
bWRGYW1JMzV0Mzk=,1870,138,4.48612713944379,0,0,mdfami35t39,mdFamI35t39,MdFamInc,economic__special_variable,economic,True,2424,0,,0,0,False,74610,0,,0,0,False,-554,138,True,-0.22854785478547854,0.056930693069306926,True,0,0,-72740,138,True,0,0
bWRGYW1JNDB0NDQ=,2317,145,3.80431146553884,0,0,mdfami40t44,mdFamI40t44,MdFamInc,economic__special_variable,economic,True,2353,0,,0,0,False,73356,0,,0,0,False,-36,145,False,-0.01529961750956226,0.06162345941351466,False,0,0,-71039,145,True,0,0
bWRGYW1JNDV0NDk=,1723,153,5.3980916158464,0,0,mdfami45t49,mdFamI45t49,MdFamInc,economic__special_variable,economic,True,1892,0,,0,0,False,62927,0,,0,0,False,-169,153,False,-0.08932346723044397,0.08086680761099366,False,0,0,-61204,153,True,0,0
bWRGYW1JNTB0NTk=,3496,366,6.36419911944524,0,0,mdfami50t59,mdFamI50t59,MdFamInc,economic__special_variable,economic,True,4207,0,,0,0,False,125090,0,,0,0,False,-711,366,False,-0.16900404088424056,0.08699786070834323,False,0,0,-121594,366,True,0,0
bWRGYW1JNjB0NzQ=,4518,427,5.74534015239279,0,0,mdfami60t74,mdFamI60t74,MdFamInc,economic__special_variable,economic,True,4592,0,,0,0,False,161984,0,,0,0,False,-74,427,False,-0.016114982578397212,0.0929878048780488,False,0,0,-157466,427,True,0,0
bWRGYW1JNzV0OTk=,6369,411,3.92287681450949,0,0,mdfami75t99,mdFamI75t99,MdFamInc,economic__special_variable,economic,True,6123,0,,0,0,False,214732,0,,0,0,False,246,411,False,0.04017638412542871,0.06712395884370406,False,0,0,-208363,411,True,0,0
TWRGYW1JbmM=,121787.46327130264,6592.67231355601,3.290735701710733,,,mdfaminc,MdFamInc,median,income_and_benefits,economic,True,,112795.10452392617,6033.352557490054,3.251640698229124,,,True,,68004,485,0.4,,,True,8992.358747376464,8936.703604624006,False,0.07972295238636885,0.08216871938614975,False,,,53783.46327130264,6610.488123726413,True,,
bWRGYW1JVTEw,5450,126,1.40542650790552,0,0,mdfamiu10,mdFamIU10,MdFamInc,economic__special_variable,economic,True,4732,0,,0,0,False,112405,0,,0,0,False,718,126,True,0.15173288250211328,0.026627218934911243,True,0,0,-106955,126,True,0,0
bWRGSTEwMHQxMjQ=,5105,356,4.239243366507,0,0,mdfi100t124,mdFI100t124,MdFamInc,economic__special_variable,economic,True,5806,0,,0,0,False,164569,0,,0,0,False,-701,356,False,-0.12073716844643473,0.061315880124009646,False,0,0,-159464,356,True,0,0
bWRGSTEyNXQxNDk=,4532,390,5.2312900897904,0,0,mdfi125t149,mdFI125t149,MdFamInc,economic__special_variable,economic,True,4112,0,,0,0,False,120186,0,,0,0,False,420,390,False,0.10214007782101167,0.09484435797665369,False,0,0,-115654,390,True,0,0
bWRGSTE1MHQxOTk=,7642,411,3.26940623287241,0,0,mdfi150t199,mdFI150t199,MdFamInc,economic__special_variable,economic,True,6545,0,,0,0,False,148457,0,,0,0,False,1097,411,False,0.1676088617265088,0.06279602750190985,False,0,0,-140815,411,True,0,0
bWRISA==,190356,2160.36617266611,0.689913901416296,0,0,mdhh,mdHH,MdHHInc,economic__special_variable,economic,True,187998,1470.92113996638,0.475631115640589,0,0,True,3154103,5930,0.1,0,0,True,2358,2613.578198562272,False,0.012542686624325792,0.013957626020972813,False,0,0,-2963747,6311.2662754791145,True,0,0
bWRISEkxMHQxNA==,10061,259,1.56492206053711,0,0,mdhhi10t14,mdHHI10t14,MdHHInc,economic__special_variable,economic,True,9991,0,,0,0,False,196924,0,,0,0,False,70,259,False,0.0070063056751075966,0.02592333099789811,False,0,0,-186863,259,True,0,0
bWRISEkxNXQxOQ==,7786,505,3.94285745516268,0,0,mdhhi15t19,mdHHI15t19,MdHHInc,economic__special_variable,economic,True,7220,0,,0,0,False,153690,0,,0,0,False,566,505,False,0.07839335180055401,0.06994459833795012,False,0,0,-145904,505,True,0,0
bWRISEkyMDBwbA==,44522,1101,1.50330378656418,0,0,mdhhi200pl,mdHHI200pl,MdHHInc,economic__special_variable,economic,True,34896,0,,0,0,False,320979,0,,0,0,False,9626,1101,True,0.27584823475469966,0.03155089408528198,True,0,0,-276457,1101,True,0,0
bWRISEkyMHQyNA==,6179,328,3.22693149804884,0,0,mdhhi20t24,mdHHI20t24,MdHHInc,economic__special_variable,economic,True,6803,0,,0,0,False,144081,0,,0,0,False,-624,328,False,-0.09172423930618845,0.048214023225047774,False,0,0,-137902,328,True,0,0
bWRISEkyNXQyOQ==,5409,243,2.7310106256543,0,0,mdhhi25t29,mdHHI25t29,MdHHInc,economic__special_variable,economic,True,5869,0,,0,0,False,130669,0,,0,0,False,-460,243,False,-0.07837791787357301,0.04140398705060487,False,0,0,-125260,243,True,0,0
bWRISEkzMHQzNA==,5515,382,4.21067715294293,0,0,mdhhi30t34,mdHHI30t34,MdHHInc,economic__special_variable,economic,True,6099,0,,0,0,False,127929,0,,0,0,False,-584,382,False,-0.09575340219708149,0.06263321856041973,False,0,0,-122414,382,True,0,0
bWRISEkzNXQzOQ==,4538,182,2.43804094033364,0,0,mdhhi35t39,mdHHI35t39,MdHHInc,economic__special_variable,economic,True,5820,0,,0,0,False,117013,0,,0,0,False,-1282,182,True,-0.22027491408934707,0.03127147766323025,True,0,0,-112475,182,True,0,0
bWRISEk0MHQ0NA==,5316,366,4.18533486109491,0,0,mdhhi40t44,mdHHI40t44,MdHHInc,economic__special_variable,economic,True,6187,0,,0,0,False,118136,0,,0,0,False,-871,366,False,-0.14077905285275577,0.059156295458218836,False,0,0,-112820,366,True,0,0
bWRISEk0NXQ0OQ==,3292,233,4.30259226567492,0,0,mdhhi45t49,mdHHI45t49,MdHHInc,economic__special_variable,economic,True,5271,0,,0,0,False,97109,0,,0,0,False,-1979,233,True,-0.37545057863782966,0.04420413583760197,True,0,0,-93817,233,True,0,0
bWRISEk1MHQ1OQ==,9496,585,3.74497788862628,0,0,mdhhi50t59,mdHHI50t59,MdHHInc,economic__special_variable,economic,True,10738,0,,0,0,False,200625,0,,0,0,False,-1242,585,False,-0.11566399701992923,0.05447941888619855,False,0,0,-191129,585,True,0,0
bWRISEk2MHQ3NA==,12504,620,3.01423301382463,0,0,mdhhi60t74,mdHHI60t74,MdHHInc,economic__special_variable,economic,True,14652,0,,0,0,False,261749,0,,0,0,False,-2148,620,True,-0.1466011466011466,0.042315042315042316,True,0,0,-249245,620,True,0,0
bWRISEk3NXQ5OQ==,17885,792,2.69197073841403,0,0,mdhhi75t99,mdHHI75t99,MdHHInc,economic__special_variable,economic,True,18349,0,,0,0,False,345558,0,,0,0,False,-464,792,False,-0.025287481606627065,0.0431631151561393,False,0,0,-327673,792,True,0,0
TWRISEluYw==,86909.42130276767,2742.546307285659,1.9183206810193902,,,mdhhinc,MdHHInc,median,income_and_benefits,economic,True,,82774.3841113841,2303.9425924262564,1.6920367569630983,,,True,,60762,379,0.4,,,True,4135.03719138357,3581.858695817302,False,0.04995551746805291,0.044179760607993016,False,,,26147.421302767674,2768.6099847407554,True,,
bWRISElVMTA=,16562,503,1.8462448737341,0,0,mdhhiu10,mdHHIU10,MdHHInc,economic__special_variable,economic,True,18557,0,,0,0,False,277465,0,,0,0,False,-1995,503,True,-0.10750660128253489,0.027105674408578976,True,0,0,-260903,503,True,0,0
bWRISTEwMHQxMjQ=,14118,643,2.76867445081857,0,0,mdhi100t124,mdHI100t124,MdHHInc,economic__special_variable,economic,True,14909,0,,0,0,False,257611,0,,0,0,False,-791,643,False,-0.05305520155610705,0.04312831175799852,False,0,0,-243493,643,True,0,0
bWRISTEyNXQxNDk=,11350,690,3.69562015451977,0,0,mdhi125t149,mdHI125t149,MdHHInc,economic__special_variable,economic,True,9626,0,,0,0,False,182551,0,,0,0,False,1724,690,False,0.17909827550384375,0.07168086432578433,False,0,0,-171201,690,True,0,0
bWRISTE1MHQxOTk=,15823,642,2.46649533104344,0,0,mdhi150t199,mdHI150t199,MdHHInc,economic__special_variable,economic,True,13011,0,,0,0,False,222014,0,,0,0,False,2812,642,True,0.2161248174621474,0.049342863730689426,True,0,0,-206191,642,True,0,0
TWRORkluYw==,69337.37924201139,2679.187867795124,2.3489287477009095,,,mdnfinc,MdNFInc,median,income_and_benefits,economic,True,,70021.73817925193,2573.5907437370133,2.2342959401129856,,,True,,45515,682,0.9,,,True,-684.3589372405404,3715.0258339868133,False,-0.009773521124091748,0.052807108329089754,False,,,23822.37924201139,2764.6286605872738,True,,
TUYxMHQxMnA1,795,250,19.1164382252299,0,0,mf10t12p5,MF10t12p5,MdEMFTWrk,economic__special_variable,economic,True,1000,0,,0,0,False,22057,0,,0,0,False,-205,250,False,-0.205,0.25,False,0,0,-21262,250,True,0,0
TUYxMnA1dDE1,898,78,5.28022420644323,0,0,mf12p5t15,MF12p5t15,MdEMFTWrk,economic__special_variable,economic,True,860,0,,0,0,False,25036,0,,0,0,False,38,78,False,0.044186046511627906,0.09069767441860464,False,0,0,-24138,78,True,0,0
TUYxNXQxN3A1,1051,66,3.81746722617626,0,0,mf15t17p5,MF15t17p5,MdEMFTWrk,economic__special_variable,economic,True,1438,0,,0,0,False,41647,0,,0,0,False,-387,66,True,-0.26912378303198886,0.04589707927677329,True,0,0,-40596,66,True,0,0
TUYxN3A1dDIw,778,48,3.75055672326361,0,0,mf17p5t20,MF17p5t20,MdEMFTWrk,economic__special_variable,economic,True,914,0,,0,0,False,37001,0,,0,0,False,-136,48,False,-0.1487964989059081,0.0525164113785558,False,0,0,-36223,48,True,0,0
TUYyMHQyMnA1,1130,72,3.8733625628749,0,0,mf20t22p5,MF20t22p5,MdEMFTWrk,economic__special_variable,economic,True,1675,0,,0,0,False,63320,0,,0,0,False,-545,72,True,-0.3253731343283582,0.04298507462686567,True,0,0,-62190,72,True,0,0
TUYyMnA1dDI1,890,104,7.10358252791913,0,0,mf22p5t25,MF22p5t25,MdEMFTWrk,economic__special_variable,economic,True,751,0,,0,0,False,38980,0,,0,0,False,139,104,False,0.18508655126498003,0.1384820239680426,False,0,0,-38090,104,True,0,0
TUZUMTAwcGw=,40093,1053,1.59659187525781,0,0,mft100pl,MFT100pl,MdEMFTWrk,economic__special_variable,economic,True,33095,0,,0,0,False,363256,0,,0,0,False,6998,1053,True,0.2114518809487838,0.03181749508989273,True,0,0,-323163,1053,True,0,0
TUZUMjV0MzA=,2057,246,7.27000840779428,0,0,mft25t30,MFT25t30,MdEMFTWrk,economic__special_variable,economic,True,2482,0,,0,0,False,103385,0,,0,0,False,-425,246,False,-0.17123287671232876,0.09911361804995972,False,0,0,-101328,246,True,0,0
TUZUMnA1dDU=,223,94,25.624599615631,0,0,mft2p5t5,MFT2p5t5,MdEMFTWrk,economic__special_variable,economic,False,26,0,,0,0,False,1891,0,,0,0,False,197,94,False,7.576923076923077,3.615384615384615,False,0,0,-1668,94,True,0,0
TUZUMzB0MzU=,2749,225,4.97555894876391,0,0,mft30t35,MFT30t35,MdEMFTWrk,economic__special_variable,economic,True,2937,0,,0,0,False,106658,0,,0,0,False,-188,225,False,-0.06401089547156963,0.076608784473953,False,0,0,-103909,225,True,0,0
TUZUMzV0NDA=,2100,243,7.0343030829353,0,0,mft35t40,MFT35t40,MdEMFTWrk,economic__special_variable,economic,True,2900,0,,0,0,False,88552,0,,0,0,False,-800,243,True,-0.27586206896551724,0.08379310344827587,True,0,0,-86452,243,True,0,0
TUZUNDB0NDU=,2788,307,6.69390745400392,0,0,mft40t45,MFT40t45,MdEMFTWrk,economic__special_variable,economic,True,3912,0,,0,0,False,99614,0,,0,0,False,-1124,307,True,-0.28732106339468305,0.07847648261758691,True,0,0,-96826,307,True,0,0
TUZUNDV0NTA=,1877,181,5.86203490339787,0,0,mft45t50,MFT45t50,MdEMFTWrk,economic__special_variable,economic,True,2933,0,,0,0,False,67213,0,,0,0,False,-1056,181,True,-0.36004091374019775,0.061711558131605865,True,0,0,-65336,181,True,0,0
TUZUNTB0NTU=,2374,283,7.24669225628196,0,0,mft50t55,MFT50t55,MdEMFTWrk,economic__special_variable,economic,True,4066,0,,0,0,False,98002,0,,0,0,False,-1692,283,True,-0.4161337924249877,0.06960157402852928,True,0,0,-95628,283,True,0,0
TUZUNTV0NjU=,5606,447,4.84717307877903,0,0,mft55t65,MFT55t65,MdEMFTWrk,economic__special_variable,economic,True,4723,0,,0,0,False,133527,0,,0,0,False,883,447,False,0.18695744230362057,0.09464323523184416,False,0,0,-127921,447,True,0,0
TUZUNXQ3cDU=,407,77,11.5008625646924,0,0,mft5t7p5,MFT5t7p5,MdEMFTWrk,economic__special_variable,economic,True,559,0,,0,0,False,9728,0,,0,0,False,-152,77,False,-0.27191413237924866,0.1377459749552773,False,0,0,-9321,77,True,0,0
TUZUNjV0NzU=,4349,488,6.82125856413905,0,0,mft65t75,MFT65t75,MdEMFTWrk,economic__special_variable,economic,True,3998,0,,0,0,False,104166,0,,0,0,False,351,488,False,0.08779389694847424,0.12206103051525762,False,0,0,-99817,488,True,0,0
TUZUNzV0MTAw,8067,615,4.63443885423107,0,0,mft75t100,MFT75t100,MdEMFTWrk,economic__special_variable,economic,True,8099,0,,0,0,False,177860,0,,0,0,False,-32,615,False,-0.003951105074700581,0.07593530065440178,False,0,0,-169793,615,True,0,0
TUZUN3A1dDEw,329,0,0,0,0,mft7p5t10,MFT7p5t10,MdEMFTWrk,economic__special_variable,economic,True,590,0,,0,0,False,10596,0,,0,0,False,-261,0,True,-0.4423728813559322,0,True,0,0,-10267,0,True,0,0
TUZUVTJwdDVr,120,64,32.4214792299899,0,0,mftu2pt5k,MFTU2pt5k,MdEMFTWrk,economic__special_variable,economic,False,188,0,,0,0,False,2252,0,,0,0,False,-68,64,False,-0.3617021276595745,0.3404255319148936,False,0,0,-2132,64,True,0,0
TWdCU2NpQXJ0,133910,3137.54250967218,1.42433027747947,0.641893997133503,0.0104043835102359,mgbsciart,MgBSciArt,CvEm16pl2,occupation,economic,True,129689,2505.94991969113,1.17463609971732,0.628459972862958,0.00740404647833406,True,1673223,10141,0.4,0.413,0.002,True,4221,4015.4648547833144,False,0.032547093431208506,0.0313585933289044,False,0.013434024270545075,0.012769929540972405,False,-1539313,10615.274560745002,True,22.8893997133503,1.0594866503551081,True
TW5mY3Rybmc=,5694,705.194299466466,7.52879423513543,0.0272940364399833,0.0033486394554812,mnfctrng,Mnfctrng,CvEm16pl3,industry,economic,True,,0,,0,0,False,133626,2719,1.2,0.033,0.001,True,,,,,0.0272940364399833,0.0033486394554812,True,-127932,2808.9606618819,True,-0.57059635600167,0.3494765543324105,False
