id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_significant,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m
QXZnSEhTT09j,1.83,0.18,5.8,,,avghhsooc,AvgHHSOOc,mean,housing_tenure,housing,True,1.74,0.14,4.9,,,True,2.85,0.01,0.2,,,True,0.09000000000000008,0.2280350850198276,False,,,,,-1.02,0.18027756377319948,True,,
QXZnSEhTUk9j,1.68,0.08,3,,,avghhsroc,AvgHHSROc,mean,housing_tenure,housing,True,1.7,0.08,2.8,,,True,2.51,0.01,0.2,,,True,-0.020000000000000018,0.1131370849898476,False,,,,,-0.8299999999999998,0.0806225774829855,True,,
Qmx0MDB0MDk=,8819,599,4.1,0.178,0.012,blt00t09,Blt00t09,HU3,year_structure_built,housing,True,,0,,0,0,False,198788,2928,0.9,0.057,0.001,True,,,,,0.178,0.012,True,-189969,2988.6426685035467,True,12.100000000000001,1.2041594578792296,True
Qmx0MTBMdHI=,3963,445,6.8,0.08,0.009,blt10ltr,Blt10Ltr,HU3,year_structure_built,housing,True,,0,,0,0,False,76678,1919,1.5,0.022,0.001,True,,,,,0.08,0.009,True,-72715,1969.920302956442,True,5.800000000000001,0.9055385138137416,True
Qmx0NDB0NDk=,2151,424,12,0.044,0.009,blt40t49,Blt40t49,HU3,year_structure_built,housing,True,,0,,0,0,False,354913,3910,0.7,0.102,0.001,True,,,,,0.044,0.009,True,-352762,3932.922068894831,True,-5.8,0.9055385138137416,True
Qmx0NTB0NTk=,2075,384,11.2,0.042,0.008,blt50t59,Blt50t59,HU3,year_structure_built,housing,True,,0,,0,0,False,450809,4111,0.6,0.13,0.001,True,,,,,0.042,0.008,True,-448734,4128.895372857007,True,-8.8,0.806225774829855,True
Qmx0NjB0Njk=,8014,628,4.8,0.162,0.013,blt60t69,Blt60t69,HU3,year_structure_built,housing,True,,0,,0,0,False,440499,4325,0.6,0.127,0.001,True,,,,,0.162,0.013,True,-432485,4370.355706347024,True,3.5,1.3038404810405297,False
Qmx0NzB0Nzk=,1850,415,13.6,0.037,0.008,blt70t79,Blt70t79,HU3,year_structure_built,housing,True,,0,,0,0,False,245191,3241,0.8,0.071,0.001,True,,,,,0.037,0.008,True,-243341,3267.4617059730017,True,-3.4,0.806225774829855,True
Qmx0ODB0ODk=,2157,402,11.3,0.044,0.008,blt80t89,Blt80t89,HU3,year_structure_built,housing,True,,0,,0,0,False,164132,2906,1.1,0.047,0.001,True,,,,,0.044,0.008,True,-161975,2933.67346512866,True,-0.3000000000000007,0.806225774829855,False
Qmx0OTB0OTk=,1726,323,11.4,0.035,0.007,blt90t99,Blt90t99,HU3,year_structure_built,housing,True,,0,,0,0,False,127962,2842,1.4,0.037,0.001,True,,,,,0.035,0.007,True,-126236,2860.2959637072527,True,-0.1999999999999993,0.7071067811865476,False
Qmx0QmYzOQ==,18688,905,2.9,0.378,0.018,bltbf39,BltBf39,HU3,year_structure_built,housing,True,,0,,0,0,False,1413382,6785,0.3,0.407,0.002,True,,,,,0.378,0.018,True,-1394694,6845.0894807884,True,-2.8999999999999986,1.8110770276274832,False
QnRSVlZFdGM=,111,115,63.2,0.002,0.002,btrvvetc,BtRVVEtc,HU2,units_in_structure,housing,False,69,69,60.4,0.002,0.002,False,1902,346,11.1,0.001,0.001,True,42,134.1118935814419,False,0.6086956521739131,2.3163936364748174,False,0,0.00282842712474619,-1791,364.6107513499842,True,0.1,0.223606797749979,False
R1IxNWt0MTlr,2637,450,10.4,0.087,0.015,gr15kt19k,GR15kt19k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,442539,4873,0.7,0.214,0.002,True,,,,,0.087,0.015,True,-439902,4893.733646205114,True,-12.7,1.5132745950421556,True
R1Ixa3QxNGs=,3834,570,9,0.127,0.018,gr1kt14k,GR1kt14k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,619998,5133,0.5,0.3,0.002,True,,,,,0.127,0.018,True,-616164,5164.551190568257,True,-17.3,1.8110770276274832,True
