id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m,percent_significant
QWdGRkhN,0,0,,0,0,agffhm,AgFFHM,CvEm16pl3,industry,economic,False,,0,,0,0,False,3870,470,7.4,0.001,0.001,True,,,,,0,0,-3870,470,True,-0.1,0.1,False
QWdISEluYw==,344539900,46237623,8.2,0,0,aghhinc,AgHHInc,MnHHInc,economic__special_variable,economic,True,196980000,16230315,,0,0,False,307989432000,2361252362,0.5,0,0,True,147559900,49003478.50601377,False,0.7491110772667275,0.2754446608806682,False,0,0,-307644892100,2361705027.058051,True,0,0
QWdJUDE1cGw=,376770000,50952893,8.2,0,0,agip15pl,AgIP15pl,PerCapInc,economic__special_variable,economic,True,209972400,18278328,,0,0,False,318266008500,2111708243,0.4,0,0,True,166797600,54132195.40666195,True,0.7943786897706556,0.28859214843329034,False,0,0,-317889238500,2112322868.5168412,True,0,0
QWdUVG0=,336480,33507,6.1,0,0,agttm,AgTTm,MnTrvTm,economic__special_variable,economic,True,215910,24838,,0,0,False,156042185,593582,0.2,0,0,True,120570,41709.05528779092,False,0.5584271224121161,0.2371179676925047,False,0,0,-155705705,594526.9630327964,True,0,0
QXJ0RW5SQUZT,784,200,15.5,0.089,0.021,artenrafs,ArtEnRAFS,CvEm16pl3,industry,economic,True,,0,,0,0,False,440995,5433,0.7,0.109,0.001,True,,,,,0.089,0.021,True,-440211,5436.679961152762,True,-2,2.1023796041628637,False
Q05JMTg2NF8y,13580,786,3.5,,,cni1864_2,CNI1864_2,NA,health_insurance_coverage,economic,True,,0,,,,False,5369877,1931,0,,,True,,,,,,,-5356297,2084.8398019991846,True,,
Q29uc3RjdG4=,405,152,22.8,0.046,0.017,constctn,Constctn,CvEm16pl3,industry,economic,False,,0,,0,0,False,206067,3740,1.1,0.051,0.001,True,,,,,0.046,0.017,False,-205662,3743.0874956377925,True,-0.5,1.7029386365926402,False
Q3ZFbTE2cGwx,8851,711,4.9,0.529,0.033,cvem16pl1,CvEm16pl1,Pop16pl,employment_status,economic,True,6006,504,5.1,0.459,0.03,True,4053141,9894,0.1,0.591,0.001,True,2845,871.5141995400878,True,0.4736929736929737,0.171194688846658,False,0.07,0.04459820624195552,False,-4044290,9919.513949786047,True,-6.199999999999989,3.301514803843836,False
Q3ZFbTE2cGwy,8851,711,4.9,1,0,cvem16pl2,CvEm16pl2,CvEm16pl2,occupation,economic,True,6006,504,5.1,1,0,True,4053141,9894,0.1,1,0,True,2845,871.5141995400878,True,0.4736929736929737,0.171194688846658,False,0,0,-4044290,9919.513949786047,True,0,0
Q3ZFbTE2cGwz,8851,711,4.9,1,0,cvem16pl3,CvEm16pl3,CvEm16pl3,industry,economic,True,,0,,0,0,False,4053141,9894,0.1,1,0,True,,,,,1,0,True,-4044290,9919.513949786047,True,0,0
Q3ZFbTE2cGw0,8851,711,4.9,1,0,cvem16pl4,CvEm16pl4,CvEm16pl4,class_of_worker,economic,True,6006,504,5.1,1,0,True,4053141,9894,0.1,1,0,True,2845,871.5141995400878,True,0.4736929736929737,0.171194688846658,False,0,0,-4044290,9919.513949786047,True,0,0
Q3ZMRjE=,9857,722,4.5,0.59,0.031,cvlf1,CvLF1,Pop16pl,employment_status,economic,True,6879,546,4.8,0.526,0.032,True,4354474,10392,0.1,0.635,0.002,True,2978,905.2071586106686,True,0.4329117604302951,0.15476177971763241,False,0.06399999999999995,0.044553338819890924,False,-4344617,10417.050830249415,True,-4.5,3.1064449134018135,False
Q3ZMRjE4dDY0,9570,716,4.6,,,cvlf18t64,CvLF18t64,NA,health_insurance_coverage,economic,True,,0,,,,False,4102491,9890,0.1,,,True,,,,,,,-4092921,9915.884025138655,True,,
Q3ZMRjI=,9857,722,4.5,1,0,cvlf2,CvLF2,CvLF2,employment_status,economic,True,6879,546,4.8,1,0,True,4354474,10392,0.1,1,0,True,2978,905.2071586106686,True,0.4329117604302951,0.15476177971763241,False,0,0,-4344617,10417.050830249415,True,0,0
Q3ZMRkVt,8626,705,5,1,0,cvlfem,CvLFEm,CvLFEm,health_insurance_coverage,economic,True,,0,,0,0,False,3825543,9546,0.2,1,0,True,,,,,1,0,True,-3816917,9571.997753865176,True,0,0
Q3ZMRlVFbTE=,1006,216,13.1,0.06,0.013,cvlfuem1,CvLFUEm1,Pop16pl,employment_status,economic,True,873,198,13.8,0.067,0.015,True,301333,4545,0.9,0.044,0.001,True,133,293.0187707297947,False,0.15234822451317298,0.35989670232738635,False,-0.007000000000000006,0.019849433241279208,False,-300327,4550.129778368964,True,1.6000000000000005,1.3038404810405297,False
Q3ZMRlVFbTI=,1006,216,13.1,0.102,0.021,cvlfuem2,CvLFUEm2,CvLF2,employment_status,economic,True,873,198,13.8,0.127,0.027,True,301333,4545,0.9,0.069,0.001,True,133,293.0187707297947,False,0.15234822451317298,0.35989670232738635,False,-0.02500000000000001,0.03420526275297414,False,-300327,4550.129778368964,True,3.299999999999999,2.1023796041628637,False
