id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_significant,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m
QXZnSEhTT09j,3.1,0.48,9.4,,,avghhsooc,AvgHHSOOc,mean,housing_tenure,housing,True,3.42,0.59,10.4,,,True,2.85,0.01,0.2,,,True,-0.31999999999999984,0.7605918747922568,False,,,,,0.25,0.4801041553663121,False,,
QXZnSEhTUk9j,2.53,0.2,4.9,,,avghhsroc,AvgHHSROc,mean,housing_tenure,housing,True,2.85,0.24,5.1,,,True,2.51,0.01,0.2,,,True,-0.3200000000000003,0.3124099870362662,False,,,,,0.020000000000000018,0.2002498439450079,False,,
Qmx0MDB0MDk=,1270,206,9.8,0.108,0.017,blt00t09,Blt00t09,HU3,year_structure_built,housing,True,,0,,0,0,False,198788,2928,0.9,0.057,0.001,True,,,,,0.108,0.017,True,-197518,2935.2376394425037,True,5.1000000000000005,1.7029386365926402,False
Qmx0MTBMdHI=,287,103,21.8,0.024,0.009,blt10ltr,Blt10Ltr,HU3,year_structure_built,housing,False,,0,,0,0,False,76678,1919,1.5,0.022,0.001,True,,,,,0.024,0.009,False,-76391,1921.7622121375996,True,0.20000000000000018,0.9055385138137416,False
Qmx0NDB0NDk=,776,197,15.4,0.066,0.017,blt40t49,Blt40t49,HU3,year_structure_built,housing,True,,0,,0,0,False,354913,3910,0.7,0.102,0.001,True,,,,,0.066,0.017,True,-354137,3914.9596421930073,True,-3.5999999999999988,1.7029386365926402,False
Qmx0NTB0NTk=,885,203,13.9,0.075,0.017,blt50t59,Blt50t59,HU3,year_structure_built,housing,True,,0,,0,0,False,450809,4111,0.6,0.13,0.001,True,,,,,0.075,0.017,True,-449924,4116.008989300193,True,-5.5,1.7029386365926402,True
Qmx0NjB0Njk=,1598,242,9.2,0.135,0.02,blt60t69,Blt60t69,HU3,year_structure_built,housing,True,,0,,0,0,False,440499,4325,0.6,0.127,0.001,True,,,,,0.135,0.02,True,-438901,4331.765113669023,True,0.8000000000000007,2.0024984394500787,False
Qmx0NzB0Nzk=,1371,233,10.3,0.116,0.02,blt70t79,Blt70t79,HU3,year_structure_built,housing,True,,0,,0,0,False,245191,3241,0.8,0.071,0.001,True,,,,,0.116,0.02,True,-243820,3249.364553262684,True,4.500000000000002,2.0024984394500787,False
Qmx0ODB0ODk=,540,155,17.5,0.046,0.013,blt80t89,Blt80t89,HU3,year_structure_built,housing,True,,0,,0,0,False,164132,2906,1.1,0.047,0.001,True,,,,,0.046,0.013,True,-163592,2910.1307530762256,True,-0.10000000000000053,1.3038404810405297,False
Qmx0OTB0OTk=,1023,180,10.7,0.087,0.015,blt90t99,Blt90t99,HU3,year_structure_built,housing,True,,0,,0,0,False,127962,2842,1.4,0.037,0.001,True,,,,,0.087,0.015,True,-126939,2847.694506087337,True,5,1.5033296378372907,True
Qmx0QmYzOQ==,4045,326,4.9,0.343,0.027,bltbf39,BltBf39,HU3,year_structure_built,housing,True,,0,,0,0,False,1413382,6785,0.3,0.407,0.002,True,,,,,0.343,0.027,True,-1409337,6792.827172834593,True,-6.3999999999999915,2.7073972741361767,False
QnRSVlZFdGM=,0,0,,0,0,btrvvetc,BtRVVEtc,HU2,units_in_structure,housing,False,0,0,,0,0,False,1902,346,11.1,0.001,0.001,True,0,0,0,,,,-1902,346,True,-0.1,0.1,False
R1IxNWt0MTlr,1495,241,9.8,0.195,0.03,gr15kt19k,GR15kt19k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,442539,4873,0.7,0.214,0.002,True,,,,,0.195,0.03,True,-441044,4878.955830913004,True,-1.8999999999999986,3.0066592756745814,False
R1Ixa3QxNGs=,2287,290,7.7,0.299,0.036,gr1kt14k,GR1kt14k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,619998,5133,0.5,0.3,0.002,True,,,,,0.299,0.036,True,-617711,5141.185563661363,True,-0.10000000000000142,3.6055512754639887,False
R1IyMGt0MjRr,568,173,18.5,0.074,0.022,gr20kt24k,GR20kt24k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,206669,2799,0.8,0.1,0.001,True,,,,,0.074,0.022,True,-206101,2804.3412773769173,True,-2.6000000000000005,2.2022715545545237,False
R1IyNWt0Mjlr,47,44,56.9,0.006,0.006,gr25kt29k,GR25kt29k,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,102402,2683,1.6,0.05,0.001,True,,,,,0.006,0.006,False,-102355,2683.3607659053228,True,-4.4,0.6082762530298219,True
R1Iza3Bs,31,38,74.5,0.004,0.005,gr3kpl,GR3kpl,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,147224,2968,1.2,0.071,0.001,True,,,,,0.004,0.005,False,-147193,2968.243251487317,True,-6.699999999999999,0.5099019513592785,True
R1I1MDB0OTk5,1664,248,9.1,0.217,0.031,gr500t999,GR500t999,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,321465,3260,0.6,0.156,0.002,True,,,,,0.217,0.031,True,-319801,3269.4195203430227,True,6.1,3.1064449134018135,False
R1Jub1JudFBk,153,82,32.5,,,grnorntpd,GRnoRntPd,NA,gross_rent,housing,False,141,91,39.2,,,False,59425,1926,2,,,True,12,122.494897852931,False,0.0851063829787234,0.9103055001676931,False,,,-59272,1927.7447963877376,True,,
R1JQSTE1dDE5,644,172,16.2,0.089,0.023,grpi15t19,GRPI15t19,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,595,179,18.3,0.089,0.026,True,222841,3644,1,0.111,0.002,True,49,248.2438317461282,False,0.08235294117647059,0.43541947988858215,False,0,0.03471310991541956,-222197,3648.05701709828,True,-2.1999999999999993,2.308679276123039,False
R1JQSTIwdDI0,663,171,15.6,0.092,0.023,grpi20t24,GRPI20t24,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,653,191,17.7,0.097,0.028,True,228606,3500,0.9,0.113,0.002,True,10,256.3630238548453,False,0.015313935681470138,0.39594118002317363,False,-0.0050000000000000044,0.03623534186398688,False,-227943,3504.1747958684937,True,-2.1000000000000014,2.308679276123039,False
R1JQSTI1dDI5,649,180,16.8,0.09,0.025,grpi25t29,GRPI25t29,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,658,173,16,0.098,0.025,True,211796,3409,1,0.105,0.002,True,-9,249.65776575143823,False,-0.013677811550151976,0.3769360727041594,False,-0.008000000000000007,0.03535533905932738,False,-211147,3413.7488191136736,True,-1.5,2.5079872407968904,False
R1JQSTMwdDM0,497,130,15.9,0.069,0.018,grpi30t34,GRPI30t34,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,770,203,16,0.115,0.03,True,188082,3046,1,0.093,0.001,True,-273,241.05808428675442,False,-0.35454545454545455,0.23970855061208035,False,-0.046,0.034985711369071804,False,-187585,3048.7728678929166,True,-2.4000000000000004,1.8027756377319943,False
R1JQSTM1cGw=,4053,365,5.5,0.563,0.043,grpi35pl,GRPI35pl,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,3281,341,6.3,0.489,0.044,True,889842,5729,0.4,0.442,0.003,True,772,499.50575572259424,False,0.23529411764705882,0.1698788668471602,False,0.07399999999999995,0.06152235366108809,False,-885789,5740.615472229437,True,12.099999999999994,4.310452412450461,False
R1JQSTUwcGw=,2809,314,6.8,0.39,0.039,grpi50pl,GRPI50pl,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,2189,290,8.1,0.326,0.04,True,584722,5029,0.5,0.29,0.002,True,620,427.42952635493026,False,0.2832343535861124,0.22243551869139105,False,0.064,0.05586591089385369,False,-581913,5038.793208695907,True,10.000000000000004,3.905124837953327,False
R1JQSU50Qw==,612,180,17.9,,,grpintc,GRPINtC,NA,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,386,146,23.1,,,False,109433,2779,1.5,,,True,226,231.76712450216058,False,0.5854922279792746,0.7596633054487884,False,,,-108821,2784.823333714367,True,,
R1JQSVUxNQ==,696,165,14.4,0.097,0.022,grpiu15,GRPIU15,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,757,189,15.1,0.113,0.027,True,273663,4314,1,0.136,0.002,True,-61,250.89041432466087,False,-0.08058124174372523,0.3165481181654312,False,-0.016,0.034828149534535995,False,-272967,4317.154271044758,True,-3.9000000000000004,2.209072203437452,False
R1JVNTAw,1569,231,8.9,0.205,0.029,gru500,GRU500,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,224541,3382,0.9,0.109,0.002,True,,,,,0.205,0.029,True,-222972,3389.8797913790395,True,9.6,2.906888370749727,True
SE9WYWNSdA==,1.3,1.2,54.7,,,hovacrt,HOVacRt,rate,housing_occupancy,housing,False,1.5,1.7,69.8,,,False,1.8,0.1,3.4,,,True,-0.19999999999999996,2.080865204668481,False,,,,,-0.5,1.2041594578792296,False,,
SE9WYWNV,2727,252,5.6,0,0,hovacu,HOVacU,HOVacRt,housing__special_variable,housing,True,2660,295,,0,0,False,1065868,7322,0.4,0,0,True,67,387.98066962156764,False,0.02518796992481203,0.14799247268900798,False,0,0,-1063141,7326.335236665054,True,0,0
SFUx,11795,165,0.8,1,0,hu1,HU1,HU1,housing_occupancy,housing,True,10537,208,1.2,1,0,True,3472354,1104,0,1,0,True,1258,265.4976459405996,True,0.11938882034734745,0.027082679491327397,True,0,0,-3460559,1116.2620660042157,True,0,0
SFUxMHQxOXU=,820,196,14.5,0.07,0.017,hu10t19u,HU10t19u,HU2,units_in_structure,housing,True,755,148,11.9,0.072,0.014,True,219295,3425,0.9,0.063,0.001,True,65,245.60130292814003,False,0.08609271523178808,0.33573977787400583,False,-0.001999999999999988,0.022022715545545243,False,-218475,3430.6035912066554,True,0.7000000000000011,1.7029386365926402,False
SFUxdUE=,1577,205,7.9,0.134,0.017,hu1ua,HU1uA,HU2,units_in_structure,housing,True,1362,219,9.8,0.129,0.021,True,238949,3015,0.8,0.069,0.001,True,215,299.9766657591887,False,0.157856093979442,0.23940680145777055,False,0.0050000000000000044,0.027018512172212593,False,-237372,3021.961283669928,True,6.5,1.7029386365926402,True
SFUxdUQ=,254,89,21.2,0.022,0.008,hu1ud,HU1uD,HU2,units_in_structure,housing,False,396,158,24.3,0.038,0.015,False,319905,2742,0.5,0.092,0.001,True,-142,181.34221791960084,False,-0.35858585858585856,0.34059555058293495,False,-0.016,0.016999999999999998,False,-319651,2743.4440034380145,True,-7,0.806225774829855,True
SFUy,11795,165,0.8,1,0,hu2,HU2,HU2,units_in_structure,housing,True,10537,208,1.2,1,0,True,3472354,1104,0,1,0,True,1258,265.4976459405996,True,0.11938882034734745,0.027082679491327397,True,0,0,-3460559,1116.2620660042157,True,0,0
SFUyMHBsdQ==,2611,195,4.5,0.221,0.016,hu20plu,HU20plu,HU2,units_in_structure,housing,True,2181,210,5.8,0.207,0.019,True,1667213,4900,0.2,0.48,0.001,True,430,286.574597618142,False,0.19715726730857405,0.1458799801718267,False,0.014000000000000012,0.02483948469674844,False,-1664602,4903.878567012034,True,-25.9,1.6031219541881399,True
SFUydQ==,2138,279,7.9,0.181,0.024,hu2u,HU2u,HU2,units_in_structure,housing,True,2029,304,9.1,0.193,0.029,True,458656,4817,0.6,0.132,0.001,True,109,412.62210314039163,False,0.05372104484967965,0.20936307960913492,False,-0.01200000000000001,0.037643060449437424,False,-456518,4825.073056441736,True,4.899999999999997,2.4020824298928627,False
