id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,change_percentage_point_significant,difference_sum,difference_m,significant,difference_percent,difference_percent_m
Q1dfQ3JwbGQ=,1134,392,21.0139217231416,0.087791282805605,0.030030301675719,cw_crpld,CW_Crpld,Wrkr16pl,commute_to_work,economic,False,1138,271,14.4764183952009,0.0960094490846199,0.0221677219403752,True,177245,3363,1.2,0.045,0.001,True,-4,476.5553483069936,False,-0.0035149384885764497,0.41829025744375137,False,-0.008218166279014907,0.03732595497452789,False,-176111,3385.7691888254876,True,4.279128280560499,3.0046946912035697,False
Q1dfRHJ2QWxu,7626,531,4.23283966146848,0.590384764264148,0.028697000657809,cw_drvaln,CW_DrvAln,Wrkr16pl,commute_to_work,economic,True,7295,562,4.68322600940395,0.615456002699738,0.0309961515905001,True,883066,6519,0.4,0.223,0.002,True,331,773.1785046158487,False,0.045373543522960934,0.10855480445924542,False,-0.025071238435590004,0.042240729872666166,False,-875440,6540.590340328616,True,36.73847642641479,2.8766609928079636,True
Q1dfT3Ro,87,51,35.6356776019285,0.00673531005651467,0.0039339793909487,cw_oth,CW_Oth,Wrkr16pl,commute_to_work,economic,False,53,37,42.4384928600103,0.00447144182907281,0.00311066948795726,False,112933,2992,1.6,0.029,0.001,True,34,63.00793600809346,False,0.6415094339622641,1.4963874096242376,False,0.00226386822744186,0.005015222678178646,False,-112846,2992.4346275232147,True,-2.2264689943485334,0.4059087809891418,True
Q1dfUGJUcm5z,3448,470,8.28637719588996,0.266935046837501,0.0338649632725984,cw_pbtrns,CW_PbTrns,Wrkr16pl,commute_to_work,economic,True,2957,391,8.03821337858854,0.249472707331477,0.0296083321865541,True,2223087,10073,0.3,0.562,0.002,True,491,611.3763161915908,False,0.16604666892120393,0.22144165111600847,False,0.01746233950602402,0.044983208781986354,False,-2219639,10083.958994363275,True,-29.5064953162499,3.3923969954214357,True
Q1dfV2xrZA==,248,120,29.4146484949505,0.0191995045289154,0.00924063626494411,cw_wlkd,CW_Wlkd,Wrkr16pl,commute_to_work,economic,False,153,82,32.5804080497447,0.0129081245254366,0.00687703099590882,False,392607,5774,0.9,0.099,0.001,True,95,145.3409783921933,False,0.6209150326797386,1.170398380217714,False,0.0062913800034788,0.011518806965119735,False,-392359,5775.246834551749,True,-7.98004954710846,0.9294587596069028,True
Q1dfV3JrZEht,374,133,21.6179315052907,0.0289540915073159,0.0101948137776545,cw_wrkdhm,CW_WrkdHm,Wrkr16pl,commute_to_work,economic,False,257,150,35.4807044102516,0.0216822745296549,0.012591738647975,False,164594,3729,1.4,0.042,0.001,True,117,200.47194317410106,False,0.45525291828793774,0.9946078165229884,False,0.007271816977660998,0.01620142308996223,False,-164220,3731.3710616876474,True,-1.3045908492684104,1.0243740916337842,False
RTEwdDEycHQ1,656,181,16.7729260879235,0,0,e10t12pt5,E10t12pt5,MdEWrk,economic__special_variable,economic,True,524,0,,0,0,False,169608,0,,0,0,False,132,181,False,0.25190839694656486,0.3454198473282443,False,0,0,-168952,181,True,0,0
RTEycHQ1dDE1,256,86,20.4217325227964,0,0,e12pt5t15,E12pt5t15,MdEWrk,economic__special_variable,economic,False,239,0,,0,0,False,144620,0,,0,0,False,17,86,False,0.07112970711297072,0.35983263598326354,False,0,0,-144364,86,True,0,0
RTE1dDE3cHQ1,666,198,18.0727840302308,0,0,e15t17pt5,E15t17pt5,MdEWrk,economic__special_variable,economic,True,390,0,,0,0,False,173274,0,,0,0,False,276,198,False,0.7076923076923077,0.5076923076923077,False,0,0,-172608,198,True,0,0
RTE3cHQ1dDIw,288,107,22.5852752448497,0,0,e17pt5t20,E17pt5t20,MdEWrk,economic__special_variable,economic,False,155,0,,0,0,False,126285,0,,0,0,False,133,107,False,0.8580645161290322,0.6903225806451613,False,0,0,-125997,107,True,0,0
RTIwdDIycHQ1,411,131,19.3759752697476,0,0,e20t22pt5,E20t22pt5,MdEWrk,economic__special_variable,economic,True,662,0,,0,0,False,196961,0,,0,0,False,-251,131,False,-0.37915407854984895,0.19788519637462237,False,0,0,-196550,131,True,0,0
RTIycHQ1dDI1,74,41,33.6810975108847,0,0,e22pt5t25,E22pt5t25,MdEWrk,economic__special_variable,economic,False,223,0,,0,0,False,107043,0,,0,0,False,-149,41,True,-0.6681614349775785,0.18385650224215247,True,0,0,-106969,41,True,0,0
