id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,change_percentage_point_significant,difference_sum,difference_m,significant,difference_percent,difference_percent_m,percent_significant
QWdGRkhN,37,43,70.6481557545387,0.00149271795699359,0.00173363847952026,agffhm,AgFFHM,CvEm16pl3,industry,economic,False,,0,,0,0,False,3870,470,7.4,0.001,0.001,True,,,,,0.00149271795699359,0.00173363847952026,False,-3833,471.9629222725022,True,0.049271795699358995,0.2001375121678422,False
QWdISEluYw==,1011759000,45610063,2.74042356597463,0,0,aghhinc,AgHHInc,MnHHInc,economic__special_variable,economic,True,790412700,39497088,3.03770268898074,0,0,True,307989432000,2361252362,0.5,0,0,True,221346300,60334880.519842856,True,0.28003889613615773,0.08614600236772638,True,0,0,-306977673000,2361692823.992452,True,0,0
QWdJUDE1cGw=,1084598100,48549053,2.72110951767844,0,0,agip15pl,AgIP15pl,PerCapInc,economic__special_variable,economic,True,831860200,41803824,3.05491944037776,0,0,True,318266008500,2111708243,0.4,0,0,True,252737900,64066920.07752351,True,0.3038225653781729,0.08774508754336657,True,0,0,-317181410400,2112266250.7603874,True,0,0
QWdUVG0=,1163445,61612,3.21924142039074,0,0,agttm,AgTTm,MnTrvTm,economic__special_variable,economic,True,980960,54399,3.37111614253936,0,0,True,156042185,593582,0.2,0,0,True,182485,82190.56968411888,False,0.1860269531887131,0.09094309526151911,False,0,0,-154878740,596771.0023685802,True,0,0
QXJ0RW5SQUZT,3193,491,9.34795625308782,0.12881752531569,0.0190497595333166,artenrafs,ArtEnRAFS,CvEm16pl3,industry,economic,True,,0,,0,0,False,440995,5433,0.7,0.109,0.001,True,,,,,0.12881752531569,0.0190497595333166,True,-437802,5455.14161136079,True,1.9817525315689988,1.9075988526867662,False
Q05JMTg2NF8y,34536,1257,2.21257163134649,,,cni1864_2,CNI1864_2,NA,health_insurance_coverage,economic,True,,0,,,,False,5369877,1931,0,,,True,,,,,,,-5335341,2304.0855018857264,True,,
Q29uc3RjdG4=,2426,412,10.3238222197721,0.0978738855044983,0.0161013012362915,constctn,Constctn,CvEm16pl3,industry,economic,True,,0,,0,0,False,206067,3740,1.1,0.051,0.001,True,,,,,0.0978738855044983,0.0161013012362915,True,-203641,3762.6246158765293,True,4.68738855044983,1.6132324739534663,False
Q3ZFbTE2cGwx,24787,1045,2.56286907920529,0.582387631869552,0.0167200541541734,cvem16pl1,CvEm16pl1,Pop16pl,employment_status,economic,True,22189,1079,2.9560910887004,0.577658023534312,0.01327895417001,True,4053141,9894,0.1,0.591,0.001,True,2598,1502.0872145118606,False,0.11708504213799631,0.07189421594556172,False,0.004729608335240054,0.02135160028587359,False,-4028354,9949.033169107439,True,-0.8612368130447976,1.6749931669069316,False
Q3ZFbTE2cGwy,24787,1045,2.56286907920529,1,0,cvem16pl2,CvEm16pl2,CvEm16pl2,occupation,economic,True,22189,1079,2.9560910887004,1,0,True,4053141,9894,0.1,1,0,True,2598,1502.0872145118606,False,0.11708504213799631,0.07189421594556172,False,0,0,-4028354,9949.033169107439,True,0,0
Q3ZFbTE2cGwz,24787,1045,2.56286907920529,1,0,cvem16pl3,CvEm16pl3,CvEm16pl3,industry,economic,True,,0,,0,0,False,4053141,9894,0.1,1,0,True,,,,,1,0,True,-4028354,9949.033169107439,True,0,0
Q3ZFbTE2cGw0,24787,1045,2.56286907920529,1,0,cvem16pl4,CvEm16pl4,CvEm16pl4,class_of_worker,economic,True,22189,1079,2.9560910887004,1,0,True,4053141,9894,0.1,1,0,True,2598,1502.0872145118606,False,0.11708504213799631,0.07189421594556172,False,0,0,-4028354,9949.033169107439,True,0,0
Q3ZMRjE=,27137,1136,2.54478205991371,0.637602499941261,0.0180255108356225,cvlf1,CvLF1,Pop16pl,employment_status,economic,True,25485,1385,3.30368957721718,0.663464542330522,0.0221762933685669,True,4354474,10392,0.1,0.635,0.002,True,1652,1791.2903170619775,False,0.06482244457524033,0.07304599231297271,False,-0.025862042389261042,0.028578086507915264,False,-4327337,10453.906446874298,True,0.2602499941260916,1.813612529966487,False
Q3ZMRjE4dDY0,25585,1067,2.53520507658778,,,cvlf18t64,CvLF18t64,NA,health_insurance_coverage,economic,True,,0,,,,False,4102491,9890,0.1,,,True,,,,,,,-4076906,9947.391064997897,True,,
Q3ZMRjI=,27137,1136,2.54478205991371,1,0,cvlf2,CvLF2,CvLF2,employment_status,economic,True,25485,1385,3.30368957721718,1,0,True,4354474,10392,0.1,1,0,True,1652,1791.2903170619775,False,0.06482244457524033,0.07304599231297271,False,0,0,-4327337,10453.906446874298,True,0,0
Q3ZMRkVt,23479,985,2.55029683772254,1,0,cvlfem,CvLFEm,CvLFEm,health_insurance_coverage,economic,True,,0,,0,0,False,3825543,9546,0.2,1,0,True,,,,,1,0,True,-3802064,9596.683854332183,True,0,0
Q3ZMRlVFbTE=,2350,354,9.15734333570459,0.0552148680717088,0.00814091392515916,cvlfuem1,CvLFUEm1,Pop16pl,employment_status,economic,True,3296,696,12.8367810664857,0.0858065187962095,0.0177423425659171,True,301333,4545,0.9,0.044,0.001,True,-946,780.8533793229046,False,-0.28701456310679613,0.18494047117913087,False,-0.0305916507245007,0.01952089135421854,False,-298983,4558.765293366177,True,1.1214868071708803,0.8202102141332449,False
Q3ZMRlVFbTI=,2350,354,9.15734333570459,0.0865976342263331,0.0125310989234267,cvlfuem2,CvLFUEm2,CvLF2,employment_status,economic,True,3296,696,12.8367810664857,0.129330979007259,0.0263902463910881,True,301333,4545,0.9,0.069,0.001,True,-946,780.8533793229046,False,-0.28701456310679613,0.18494047117913087,False,-0.042733344780925914,0.029214269540945983,False,-298983,4558.765293366177,True,1.7597634226333092,1.2570936330628113,False
Q3ZOSVBvcDI=,53615,1711,1.93998243131048,1,0,cvnipop2,CvNIPop2,CvNIPop2,health_insurance_coverage,economic,True,,0,,0,0,False,8379895,1861,0,1,0,True,,,,,1,0,True,-8326280,2528.01147149296,True,0,0
Q3ZOSVUxOF8y,12914,900,4.23658403287966,1,0,cvniu18_2,CvNIU18_2,CvNIU18_2,health_insurance_coverage,economic,True,,0,,0,0,False,1855028,1721,0.1,1,0,True,,,,,1,0,True,-1842114,1942.1228076514626,True,0,0
Q1dfQ3JwbGQ=,978,208,12.9288107358855,0.0401247230655617,0.00835882876207697,cw_crpld,CW_Crpld,Wrkr16pl,commute_to_work,economic,True,1215,265,13.2587839443631,0.0559675710534801,0.0118869421383828,True,177245,3363,1.2,0.045,0.001,True,-237,336.8812847280181,False,-0.19506172839506172,0.24521304218111384,False,-0.0158428479879184,0.014531669266639185,False,-176267,3369.426212280067,True,-0.4875276934438295,0.8418433243408491,False
Q1dfRHJ2QWxu,5935,575,5.88953787613022,0.24349716911463,0.0211599889169812,cw_drvaln,CW_DrvAln,Wrkr16pl,commute_to_work,economic,True,4742,547,7.01229009600556,0.218434750564282,0.0227475394923446,True,883066,6519,0.4,0.223,0.002,True,1193,793.6208162592511,False,0.25158161113454236,0.188538295195722,False,0.02506241855034802,0.031067598618537362,False,-877131,6544.309436449349,True,2.049716911463001,2.1254296764813634,False
Q1dfT3Ro,431,164,23.1313337893779,0.0176827767293017,0.00668571664824156,cw_oth,CW_Oth,Wrkr16pl,commute_to_work,economic,False,239,110,27.9787869924076,0.0110092588327422,0.00503750046371336,False,112933,2992,1.6,0.029,0.001,True,192,197.47404892795407,False,0.803347280334728,1.0769157848999233,False,0.006673517896559499,0.008371094195055188,False,-112502,2996.4912814823942,True,-1.1317223270698304,0.6760089281997269,False
Q1dfUGJUcm5z,14798,876,3.59861330147712,0.607122343480758,0.0248080756738176,cw_pbtrns,CW_PbTrns,Wrkr16pl,commute_to_work,economic,True,13338,863,3.93327381009352,0.614399557787093,0.0255191658967726,True,2223087,10073,0.3,0.562,0.002,True,1460,1229.6930511310536,False,0.10946168840905683,0.09729606943993041,False,-0.007277214306334989,0.035590285847473355,False,-2208289,10111.01898920183,True,4.512234348075793,2.4888564013174017,False
Q1dfV2xrZA==,1841,291,9.60889169194092,0.075531303848363,0.0114922609735836,cw_wlkd,CW_Wlkd,Wrkr16pl,commute_to_work,economic,True,1815,351,11.7561355472381,0.0836058777465567,0.015627335767406,True,392607,5774,0.9,0.099,0.001,True,26,455.94078562901126,False,0.014325068870523415,0.25334589531757956,False,-0.008074573898193702,0.019398084582561224,False,-390766,5781.328307577766,True,-2.3468696151637003,1.153568646786799,False
Q1dfV3JrZEht,391,135,20.988969130668,0.0160416837613851,0.00549590382134016,cw_wrkdhm,CW_WrkdHm,Wrkr16pl,commute_to_work,economic,False,360,132,22.289766970618,0.016582984015846,0.0060245142619354,False,164594,3729,1.4,0.042,0.001,True,31,188.80942773071476,False,0.08611111111111111,0.547010683246437,False,-0.0005413002544609018,0.008154736715902262,False,-164203,3731.44288446172,True,-2.59583162386149,0.5586139884877693,True
RTEwdDEycHQ1,1273,235,11.2220850634048,0,0,e10t12pt5,E10t12pt5,MdEWrk,economic__special_variable,economic,True,1738,0,,0,0,False,169608,0,,0,0,False,-465,235,False,-0.2675489067894131,0.13521288837744536,False,0,0,-168335,235,True,0,0
RTEycHQ1dDE1,1127,226,12.1904186545769,0,0,e12pt5t15,E12pt5t15,MdEWrk,economic__special_variable,economic,True,1508,0,,0,0,False,144620,0,,0,0,False,-381,226,False,-0.2526525198938992,0.149867374005305,False,0,0,-143493,226,True,0,0
RTE1dDE3cHQ1,1522,294,11.7426678222943,0,0,e15t17pt5,E15t17pt5,MdEWrk,economic__special_variable,economic,True,1907,0,,0,0,False,173274,0,,0,0,False,-385,294,False,-0.20188778185631884,0.15416885159937074,False,0,0,-171752,294,True,0,0
RTE3cHQ1dDIw,1093,213,11.8465949382225,0,0,e17pt5t20,E17pt5t20,MdEWrk,economic__special_variable,economic,True,1056,0,,0,0,False,126285,0,,0,0,False,37,213,False,0.035037878787878785,0.20170454545454547,False,0,0,-125192,213,True,0,0
RTIwdDIycHQ1,1832,303,10.0542865106648,0,0,e20t22pt5,E20t22pt5,MdEWrk,economic__special_variable,economic,True,1653,0,,0,0,False,196961,0,,0,0,False,179,303,False,0.10828796128251664,0.18330308529945555,False,0,0,-195129,303,True,0,0
RTIycHQ1dDI1,1202,241,12.1883992737535,0,0,e22pt5t25,E22pt5t25,MdEWrk,economic__special_variable,economic,True,933,0,,0,0,False,107043,0,,0,0,False,269,241,False,0.2883172561629153,0.2583065380493033,False,0,0,-105841,241,True,0,0
RTdwdDV0MTA=,1150,244,12.898110215409,0,0,e7pt5t10,E7pt5t10,MdEWrk,economic__special_variable,economic,True,1088,0,,0,0,False,118902,0,,0,0,False,62,244,False,0.05698529411764706,0.22426470588235292,False,0,0,-117752,244,True,0,0
RWRIbHRoQ1NB,5112,469,5.57719841507675,0.206237140436519,0.0168051399563868,edhlthcsa,EdHlthCSA,CvEm16pl3,industry,economic,True,,0,,0,0,False,1080586,7811,0.4,0.267,0.002,True,,,,,0.206237140436519,0.0168051399563868,True,-1075474,7825.067539644626,True,-6.0762859563481015,1.6923732713374673,True
RW1ISW5z,18901,906,2.91391925516879,0.805017249456962,0.0186663904769449,emhins,EmHIns,CvLFEm,health_insurance_coverage,economic,True,,0,,0,0,False,3395066,12000,0.2,0.887,0.002,True,,,,,0.805017249456962,0.0186663904769449,True,-3376165,12034.152899145,True,-8.198275054303807,1.877322916915945,True
RW1OSElucw==,4578,569,7.55562814624191,0.194982750543038,0.0228121671175713,emnhins,EmNHIns,CvLFEm,health_insurance_coverage,economic,True,,0,,0,0,False,430477,6778,1,0.113,0.002,True,,,,,0.194982750543038,0.0228121671175713,True,-425899,6801.841294825983,True,8.1982750543038,2.2899671801141634,True
RW1QYkhJbnM=,7959,632,4.82717086160799,0.338983772733081,0.0228543024635071,empbhins,EmPbHIns,CvLFEm,health_insurance_coverage,economic,True,,0,,0,0,False,709097,5839,0.5,0.185,0.001,True,,,,,0.338983772733081,0.0228543024635071,True,-701138,5873.103523691711,True,15.3983772733081,2.2876169720769837,True
RW1QdkhJbnM=,11471,752,3.98520492670959,0.488564248903275,0.0246115573931954,empvhins,EmPvHIns,CvLFEm,health_insurance_coverage,economic,True,,0,,0,0,False,2778950,11243,0.2,0.726,0.002,True,,,,,0.488564248903275,0.0246115573931954,True,-2767479,11268.121094485983,True,-23.7435751096725,2.4692686312318295,True
RXJuMTAwcGw=,1073,224,12.6906069679364,0,0,ern100pl,Ern100pl,MdEWrk,economic__special_variable,economic,True,376,0,,0,0,False,640046,0,,0,0,False,697,224,True,1.8537234042553192,0.5957446808510638,True,0,0,-638973,224,True,0,0
RXJuMjV0MzA=,2589,376,8.82856039287094,0,0,ern25t30,Ern25t30,MdEWrk,economic__special_variable,economic,True,2580,0,,0,0,False,262316,0,,0,0,False,9,376,False,0.0034883720930232558,0.1457364341085271,False,0,0,-259727,376,True,0,0
RXJuMnB0NXQ1,846,175,12.5748201800714,0,0,ern2pt5t5,Ern2pt5t5,MdEWrk,economic__special_variable,economic,True,988,0,,0,0,False,128242,0,,0,0,False,-142,175,False,-0.1437246963562753,0.1771255060728745,False,0,0,-127396,175,True,0,0
RXJuMzB0MzU=,2165,334,9.37826853015296,0,0,ern30t35,Ern30t35,MdEWrk,economic__special_variable,economic,True,2034,0,,0,0,False,257513,0,,0,0,False,131,334,False,0.06440511307767945,0.1642084562438545,False,0,0,-255348,334,True,0,0
RXJuMzV0NDA=,1878,292,9.45194881704976,0,0,ern35t40,Ern35t40,MdEWrk,economic__special_variable,economic,True,1697,0,,0,0,False,217597,0,,0,0,False,181,292,False,0.10665880966411315,0.1720683559222157,False,0,0,-215719,292,True,0,0
RXJuNDB0NDU=,1892,312,10.0246117069472,0,0,ern40t45,Ern40t45,MdEWrk,economic__special_variable,economic,True,1067,0,,0,0,False,235829,0,,0,0,False,825,312,False,0.7731958762886598,0.2924086223055295,False,0,0,-233937,312,True,0,0
RXJuNDV0NTA=,1206,255,12.8536648066658,0,0,ern45t50,Ern45t50,MdEWrk,economic__special_variable,economic,True,875,0,,0,0,False,155389,0,,0,0,False,331,255,False,0.3782857142857143,0.2914285714285714,False,0,0,-154183,255,True,0,0
RXJuNTB0NTU=,1008,199,12.0012544024702,0,0,ern50t55,Ern50t55,MdEWrk,economic__special_variable,economic,True,829,0,,0,0,False,213254,0,,0,0,False,179,199,False,0.21592279855247287,0.24004825090470444,False,0,0,-212246,199,True,0,0
RXJuNTV0NjU=,1315,223,10.3089209148589,0,0,ern55t65,Ern55t65,MdEWrk,economic__special_variable,economic,True,1175,0,,0,0,False,294509,0,,0,0,False,140,223,False,0.11914893617021277,0.18978723404255318,False,0,0,-293194,223,True,0,0
RXJuNXQ3cHQ1,805,173,13.0642451245068,0,0,ern5t7pt5,Ern5t7pt5,MdEWrk,economic__special_variable,economic,True,911,0,,0,0,False,149059,0,,0,0,False,-106,173,False,-0.1163556531284303,0.18990120746432493,False,0,0,-148254,173,True,0,0
RXJuNjV0NzU=,912,209,13.9311043566363,0,0,ern65t75,Ern65t75,MdEWrk,economic__special_variable,economic,True,659,0,,0,0,False,221820,0,,0,0,False,253,209,False,0.38391502276176026,0.3171471927162367,False,0,0,-220908,209,True,0,0
RXJuNzV0MTAw,1100,200,11.0527770102238,0,0,ern75t100,Ern75t100,MdEWrk,economic__special_variable,economic,True,796,0,,0,0,False,391186,0,,0,0,False,304,200,False,0.38190954773869346,0.2512562814070352,False,0,0,-390086,200,True,0,0
RXJuVTJwdDVr,967,276,17.3506882125334,0,0,ernu2pt5k,ErnU2pt5k,MdEWrk,economic__special_variable,economic,True,1219,0,,0,0,False,175652,0,,0,0,False,-252,276,False,-0.20672682526661199,0.2264150943396226,False,0,0,-174685,276,True,0,0
RjE2cGw=,22045,845,2.33013296235043,1,0,f16pl,F16pl,F16pl,employment_status,economic,True,20555,1131,3.34486983177316,1,0,True,3642664,1274,0,1,0,True,1490,1411.802394104784,False,0.07248844563366577,0.07191899987216527,False,0,0,-3620619,1528.7579926201531,True,0,0
RjE2cGxDTEZF,10709,727,4.12685861195069,0.485779088228623,0.0272182821285376,f16plclfe,F16plCLFE,F16pl,employment_status,economic,True,10115,785,4.71778198137828,0.492094380929214,0.026932373893541,True,1986266,7118,0.2,0.545,0.002,True,594,1069.9317735257703,False,0.05872466633712308,0.10916445840242135,False,-0.006315292700591002,0.03829082978429898,False,-1975557,7155.029909091925,True,-5.922091177137709,2.7291663233095,False
RjE2cGxDdkxG,11842,769,3.94762036520365,0.537173962349739,0.0281581055694906,f16plcvlf,F16plCvLF,F16pl,employment_status,economic,True,11699,981,5.0974663098267,0.569155923133058,0.0360138415527518,True,2130364,7693,0.2,0.585,0.002,True,143,1246.4838546888604,False,0.012223266945892812,0.1073547092666842,False,-0.03198196078331894,0.045715158237167784,False,-2118522,7731.339469975433,True,-4.782603765026096,2.822904371852822,False
RjE2cGxMRg==,11842,769,3.94762036520365,0.537173962349739,0.0281581055694906,f16pllf,F16plLF,F16pl,employment_status,economic,True,11699,981,5.0974663098267,0.569155923133058,0.0360138415527518,True,2130876,7736,0.2,0.585,0.002,True,143,1246.4838546888604,False,0.012223266945892812,0.1073547092666842,False,-0.03198196078331894,0.045715158237167784,False,-2119034,7774.127410841682,True,-4.782603765026096,2.822904371852822,False
RmFtMg==,11948,409,2.08095261838789,1,0,fam2,Fam2,Fam2,income_and_benefits,economic,True,10966,435,2.41143251841697,1,0,True,1887978,7339,0.2,1,0,True,982,597.0812340042182,False,0.08954951668794456,0.05708826344092706,False,0,0,-1876030,7350.387880921659,True,0,0
