id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,change_percentage_point_significant,difference_sum,difference_m,significant,difference_percent,difference_percent_m,percent_significant
QWdGRkhN,48,34.0734500748016,43.1527989802452,0.00139304060132919,0.000987638754379912,agffhm,AgFFHM,CvEm16pl3,industry,economic,False,,0,,0,0,False,3870,470,7.4,0.001,0.001,True,,,,,0.00139304060132919,0.000987638754379912,False,-3822,471.23348777437286,True,0.03930406013291898,0.1405500021043438,False
QWdISEluYw==,1683427400,76686118.6653389,2.76921364807983,0,0,aghhinc,AgHHInc,MnHHInc,economic__special_variable,economic,True,1243615800,55051370.3603977,2.69101426972379,0,0,True,307989432000,2361252362,0.5,0,0,True,439811600,94400286.9408357,True,0.3536555260877194,0.08598335174417245,True,0,0,-306306004600,2362497296.8971906,True,0,0
QWdJUDE1cGw=,1800597300,105325529.115255,3.55591321133888,0,0,agip15pl,AgIP15pl,PerCapInc,economic__special_variable,economic,True,1321063000,58750185.6308601,2.70345915068346,0,0,True,318266008500,2111708243,0.4,0,0,True,479534300,120602866.4463202,True,0.36299124265837435,0.10015332130215689,True,0,0,-316465411200,2114333268.5831614,True,0,0
QWdUVG0=,1375715,56555.5622817067,2.49908455038392,0,0,agttm,AgTTm,MnTrvTm,economic__special_variable,economic,True,1257980,62830.0440474141,3.03618146965162,0,0,True,156042185,593582,0.2,0,0,True,117735,84534.88072979107,False,0.09359051813224376,0.0707422799277588,False,0,0,-154666470,596270.1756326574,True,0,0
QXJ0RW5SQUZT,6090,550.494323313147,5.49502471352356,0.176742026293641,0.0147005989976369,artenrafs,ArtEnRAFS,CvEm16pl3,industry,economic,True,,0,,0,0,False,440995,5433,0.7,0.109,0.001,True,,,,,0.176742026293641,0.0147005989976369,True,-434905,5460.817979021092,True,6.774202629364099,1.473457196152379,True
Q05JMTg2NF8y,46048,1422.53752147351,1.87796310533308,,,cni1864_2,CNI1864_2,NA,health_insurance_coverage,economic,True,,0,,,,False,5369877,1931,0,,,True,,,,,,,-5323829,2398.410723791902,True,,
Q29uc3RjdG4=,3252,431.047561180898,8.05765656824508,0.0943785007400528,0.012055473107479,constctn,Constctn,CvEm16pl3,industry,economic,True,,0,,0,0,False,206067,3740,1.1,0.051,0.001,True,,,,,0.0943785007400528,0.012055473107479,True,-202815,3764.7578939421855,True,4.33785007400528,1.2096876945937303,True
Q3ZFbTE2cGwx,34457,1219.58599532792,2.15163729521818,0.582014424944682,0.0304216203611142,cvem16pl1,CvEm16pl1,Pop16pl,employment_status,economic,True,32865,1297.31684641802,2.39964235456743,0.551296675277619,0.012279945256794,True,4053141,9894,0.1,0.591,0.001,True,1592,1780.5676061301324,False,0.048440590293625435,0.05558685098623371,False,0.030717749667062977,0.032806585328339424,False,-4018684,9968.88288626163,True,-0.8985575055317909,3.043805160314566,False
Q3ZFbTE2cGwy,34457,1219.58599532792,2.15163729521818,1,0,cvem16pl2,CvEm16pl2,CvEm16pl2,occupation,economic,True,32865,1297.31684641802,2.39964235456743,1,0,True,4053141,9894,0.1,1,0,True,1592,1780.5676061301324,False,0.048440590293625435,0.05558685098623371,False,0,0,-4018684,9968.88288626163,True,0,0
Q3ZFbTE2cGwz,34457,1219.58599532792,2.15163729521818,1,0,cvem16pl3,CvEm16pl3,CvEm16pl3,industry,economic,True,,0,,0,0,False,4053141,9894,0.1,1,0,True,,,,,1,0,True,-4018684,9968.88288626163,True,0,0
