id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_significant,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m
QXZnSEhTT09j,3,0.29,5.8,,,avghhsooc,AvgHHSOOc,mean,housing_tenure,housing,True,3.21,0.36,6.9,,,True,2.85,0.01,0.2,,,True,-0.20999999999999996,0.4622769732530488,False,,,,,0.1499999999999999,0.29017236257093815,False,,
QXZnSEhTUk9j,2.67,0.09,2,,,avghhsroc,AvgHHSROc,mean,housing_tenure,housing,True,2.69,0.1,2.2,,,True,2.51,0.01,0.2,,,True,-0.020000000000000018,0.13453624047073712,False,,,,,0.16000000000000014,0.09055385138137416,False,,
Qmx0MDB0MDk=,452,129,17.3,0.011,0.003,blt00t09,Blt00t09,HU3,year_structure_built,housing,True,,0,,0,0,False,198788,2928,0.9,0.057,0.001,True,,,,,0.011,0.003,True,-198336,2930.840323183779,True,-4.6000000000000005,0.31622776601683794,True
Qmx0MTBMdHI=,290,125,26.3,0.007,0.003,blt10ltr,Blt10Ltr,HU3,year_structure_built,housing,False,,0,,0,0,False,76678,1919,1.5,0.022,0.001,True,,,,,0.007,0.003,False,-76388,1923.0668215119308,True,-1.4999999999999996,0.31622776601683794,True
Qmx0NDB0NDk=,4251,390,5.6,0.103,0.009,blt40t49,Blt40t49,HU3,year_structure_built,housing,True,,0,,0,0,False,354913,3910,0.7,0.102,0.001,True,,,,,0.103,0.009,True,-350662,3929.401990125215,True,0.09999999999999964,0.9055385138137416,False
Qmx0NTB0NTk=,4773,427,5.4,0.116,0.01,blt50t59,Blt50t59,HU3,year_structure_built,housing,True,,0,,0,0,False,450809,4111,0.6,0.13,0.001,True,,,,,0.116,0.01,True,-446036,4133.116257740641,True,-1.3999999999999986,1.004987562112089,False
Qmx0NjB0Njk=,3637,366,6.1,0.088,0.009,blt60t69,Blt60t69,HU3,year_structure_built,housing,True,,0,,0,0,False,440499,4325,0.6,0.127,0.001,True,,,,,0.088,0.009,True,-436862,4340.458616321552,True,-3.9000000000000004,0.9055385138137416,True
Qmx0NzB0Nzk=,1632,270,10.1,0.04,0.007,blt70t79,Blt70t79,HU3,year_structure_built,housing,True,,0,,0,0,False,245191,3241,0.8,0.071,0.001,True,,,,,0.04,0.007,True,-243559,3252.2270830924463,True,-3.0999999999999996,0.7071067811865476,True
Qmx0ODB0ODk=,725,157,13.2,0.018,0.004,blt80t89,Blt80t89,HU3,year_structure_built,housing,True,,0,,0,0,False,164132,2906,1.1,0.047,0.001,True,,,,,0.018,0.004,True,-163407,2910.237962778989,True,-2.9000000000000004,0.4123105625617661,True
Qmx0OTB0OTk=,499,155,18.9,0.012,0.004,blt90t99,Blt90t99,HU3,year_structure_built,housing,True,,0,,0,0,False,127962,2842,1.4,0.037,0.001,True,,,,,0.012,0.004,False,-127463,2846.2236384374296,True,-2.5,0.4123105625617661,True
Qmx0QmYzOQ==,24914,654,1.6,0.605,0.015,bltbf39,BltBf39,HU3,year_structure_built,housing,True,,0,,0,0,False,1413382,6785,0.3,0.407,0.002,True,,,,,0.605,0.015,True,-1388468,6816.446361558198,True,19.800000000000004,1.5132745950421556,True
QnRSVlZFdGM=,5,7,85.1,0,0,btrvvetc,BtRVVEtc,HU2,units_in_structure,housing,False,0,0,,0,0,False,1902,346,11.1,0.001,0.001,True,5,7,False,0,,0,0,-1897,346.07080200444534,True,-0.1,0.1,False
R1IxNWt0MTlr,8684,568,4,0.279,0.018,gr15kt19k,GR15kt19k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,442539,4873,0.7,0.214,0.002,True,,,,,0.279,0.018,True,-433855,4905.9915409629475,True,6.5000000000000036,1.8110770276274832,True
R1Ixa3QxNGs=,14491,647,2.7,0.465,0.019,gr1kt14k,GR1kt14k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,619998,5133,0.5,0.3,0.002,True,,,,,0.465,0.019,True,-605507,5173.615563607331,True,16.5,1.91049731745428,True
R1IyMGt0MjRr,2764,345,7.6,0.089,0.011,gr20kt24k,GR20kt24k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,206669,2799,0.8,0.1,0.001,True,,,,,0.089,0.011,True,-203905,2820.181909026437,True,-1.0999999999999996,1.104536101718726,False
R1IyNWt0Mjlr,660,172,15.9,0.021,0.006,gr25kt29k,GR25kt29k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,102402,2683,1.6,0.05,0.001,True,,,,,0.021,0.006,True,-101742,2688.5075785647323,True,-2.9,0.6082762530298219,True
R1Iza3Bs,76,47,37.5,0.002,0.002,gr3kpl,GR3kpl,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,147224,2968,1.2,0.071,0.001,True,,,,,0.002,0.002,False,-147148,2968.3721127917906,True,-6.8999999999999995,0.223606797749979,True
R1I1MDB0OTk5,3421,411,7.3,0.11,0.013,gr500t999,GR500t999,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,321465,3260,0.6,0.156,0.002,True,,,,,0.11,0.013,True,-318044,3285.805989403513,True,-4.6,1.3152946437965907,True
R1Jub1JudFBk,809,209,15.7,,,grnorntpd,GRnoRntPd,NA,gross_rent,housing,True,878,229,15.8,,,True,59425,1926,2,,,True,-69,310.0354818403855,False,-0.0785876993166287,0.33825813533504717,False,,,-58616,1937.3066355123033,True,,
R1JQSTE1dDE5,3631,398,6.7,0.119,0.013,grpi15t19,GRPI15t19,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,3516,435,7.5,0.12,0.015,True,222841,3644,1,0.111,0.002,True,115,589.6007123469238,False,0.03270762229806599,0.1706981418017335,False,-0.0010000000000000009,0.019849433241279208,False,-219210,3665.670470732469,True,0.7999999999999989,1.3152946437965907,False
R1JQSTIwdDI0,3772,406,6.5,0.123,0.013,grpi20t24,GRPI20t24,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,3052,392,7.8,0.104,0.013,True,228606,3500,0.9,0.113,0.002,True,720,564.3580423808985,False,0.23591087811271297,0.2071110288685999,False,0.019000000000000003,0.018384776310850236,False,-224834,3523.469313049285,True,1,1.3152946437965907,False
R1JQSTI1dDI5,2982,359,7.3,0.098,0.012,grpi25t29,GRPI25t29,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,2914,402,8.4,0.099,0.014,True,211796,3409,1,0.105,0.002,True,68,538.9666037891402,False,0.023335621139327384,0.1873710787040215,False,-0.0010000000000000009,0.018439088914585774,False,-208814,3427.850930247697,True,-0.6999999999999993,1.2165525060596438,False
R1JQSTMwdDM0,2636,347,8,0.086,0.011,grpi30t34,GRPI30t34,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,2732,379,8.4,0.093,0.013,True,188082,3046,1,0.093,0.001,True,-96,513.8579570270368,False,-0.03513909224011713,0.18452254565935733,False,-0.007000000000000006,0.0170293863659264,False,-185446,3065.701387937188,True,-0.7000000000000011,1.104536101718726,False
R1JQSTM1cGw=,14517,639,2.7,0.475,0.019,grpi35pl,GRPI35pl,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,13381,687,3.1,0.455,0.021,True,889842,5729,0.4,0.442,0.003,True,1136,938.2377097516386,False,0.08489649503026679,0.07336879009751705,False,0.019999999999999962,0.02831960451701259,False,-875325,5764.526173069215,True,3.299999999999997,1.9235384061671343,False
R1JQSTUwcGw=,9747,574,3.6,0.319,0.018,grpi50pl,GRPI50pl,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,8499,603,4.3,0.289,0.019,True,584722,5029,0.5,0.29,0.002,True,1248,832.5172670881968,False,0.14684080480056477,0.10574504675105109,False,0.030000000000000027,0.0261725046566048,False,-574975,5061.651607924038,True,2.9000000000000057,1.8110770276274832,False
R1JQSU50Qw==,1372,261,11.5,,,grpintc,GRPINtC,NA,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,1835,331,11,,,True,109433,2779,1.5,,,True,-463,421.5234275814335,False,-0.25231607629427794,0.19601038430992362,False,,,-108061,2791.2294782049003,True,,
R1JQSVUxNQ==,3029,352,7.1,0.099,0.011,grpiu15,GRPIU15,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,3811,433,6.9,0.13,0.014,True,273663,4314,1,0.136,0.002,True,-782,558.0259850580437,False,-0.2051954867488848,0.1291744761384268,False,-0.031,0.017804493814764857,False,-270634,4328.336863045666,True,-3.700000000000001,1.1180339887498947,True
R1JVNTAw,1034,213,12.5,0.033,0.007,gru500,GRU500,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,224541,3382,0.9,0.109,0.002,True,,,,,0.033,0.007,True,-223507,3388.700783486202,True,-7.6,0.7280109889280519,True
SE9WYWNSdA==,2.4,1.3,33,,,hovacrt,HOVacRt,rate,housing_occupancy,housing,False,2.9,1.6,33.8,,,False,1.8,0.1,3.4,,,True,-0.5,2.0615528128088303,False,,,,,0.5999999999999999,1.3038404810405297,False,,
SE9WYWNV,7151,421,3.6,0,0,hovacu,HOVacU,HOVacRt,housing__special_variable,housing,True,6760,454,,0,0,False,1065868,7322,0.4,0,0,True,391,619.1582996294243,False,0.05784023668639053,0.09447674370647288,False,0,0,-1058717,7334.093331830459,True,0,0
SFUx,41173,268,0.4,1,0,hu1,HU1,HU1,housing_occupancy,housing,True,40553,280,0.4,1,0,True,3472354,1104,0,1,0,True,620,387.5874094962322,False,0.01528863462629152,0.009634087762515576,False,0,0,-3431181,1136.0633785137165,True,0,0
SFUxMHQxOXU=,2490,300,7.3,0.06,0.007,hu10t19u,HU10t19u,HU2,units_in_structure,housing,True,2425,349,8.8,0.06,0.009,True,219295,3425,0.9,0.063,0.001,True,65,460.2184264020727,False,0.026804123711340205,0.1927225428363854,False,0,0.011401754250991379,-216805,3438.1135816025626,True,-0.2999999999999998,0.7071067811865476,False
SFUxdUE=,839,186,13.5,0.02,0.005,hu1ua,HU1uA,HU2,units_in_structure,housing,True,886,198,13.6,0.022,0.005,True,238949,3015,0.8,0.069,0.001,True,-47,271.6615541441225,False,-0.05304740406320542,0.29808590152613845,False,-0.0019999999999999983,0.007071067811865475,False,-238110,3020.731864962529,True,-4.9,0.5099019513592785,True
SFUxdUQ=,2766,269,5.9,0.067,0.007,hu1ud,HU1uD,HU2,units_in_structure,housing,True,2818,300,6.5,0.069,0.007,True,319905,2742,0.5,0.092,0.001,True,-52,402.94044224922374,False,-0.018452803406671398,0.14153157646639392,False,-0.0020000000000000018,0.009899494936611667,False,-317139,2755.1633345411665,True,-2.499999999999999,0.7071067811865476,True
SFUy,41173,268,0.4,1,0,hu2,HU2,HU2,units_in_structure,housing,True,40553,280,0.4,1,0,True,3472354,1104,0,1,0,True,620,387.5874094962322,False,0.01528863462629152,0.009634087762515576,False,0,0,-3431181,1136.0633785137165,True,0,0
SFUyMHBsdQ==,28694,549,1.2,0.697,0.013,hu20plu,HU20plu,HU2,units_in_structure,housing,True,27288,615,1.4,0.673,0.014,True,1667213,4900,0.2,0.48,0.001,True,1406,824.3943231245592,False,0.05152447962474348,0.031086771377929475,False,0.02399999999999991,0.0191049731745428,False,-1638519,4930.659286545766,True,21.69999999999999,1.3038404810405297,True
SFUydQ==,3121,349,6.8,0.076,0.008,hu2u,HU2u,HU2,units_in_structure,housing,True,3613,386,6.5,0.089,0.01,True,458656,4817,0.6,0.132,0.001,True,-492,520.3815907581666,False,-0.13617492388596733,0.13359560913270238,False,-0.012999999999999998,0.012806248474865698,False,-455535,4829.62627953758,True,-5.600000000000001,0.806225774829855,True
