id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_significant,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m
QXZnSEhTT09j,3.22,0.61,11.5,,,avghhsooc,AvgHHSOOc,mean,housing_tenure,housing,True,3.19,0.61,11.5,,,True,2.85,0.01,0.2,,,True,0.03000000000000025,0.8626702730475879,False,,,,,0.3700000000000001,0.6100819617067857,False,,
QXZnSEhTUk9j,2.61,0.16,3.8,,,avghhsroc,AvgHHSROc,mean,housing_tenure,housing,True,2.44,0.16,4,,,True,2.51,0.01,0.2,,,True,0.16999999999999993,0.2262741699796952,False,,,,,0.10000000000000009,0.16031219541881397,False,,
Qmx0MDB0MDk=,343,97,17.2,0.027,0.008,blt00t09,Blt00t09,HU3,year_structure_built,housing,True,,0,,0,0,False,198788,2928,0.9,0.057,0.001,True,,,,,0.027,0.008,True,-198445,2929.6062875410407,True,-3,0.806225774829855,True
Qmx0MTBMdHI=,254,102,24.3,0.02,0.008,blt10ltr,Blt10Ltr,HU3,year_structure_built,housing,False,,0,,0,0,False,76678,1919,1.5,0.022,0.001,True,,,,,0.02,0.008,False,-76424,1921.708874933974,True,-0.19999999999999973,0.806225774829855,False
Qmx0NDB0NDk=,783,209,16.2,0.062,0.017,blt40t49,Blt40t49,HU3,year_structure_built,housing,True,,0,,0,0,False,354913,3910,0.7,0.102,0.001,True,,,,,0.062,0.017,True,-354130,3915.5818213900216,True,-3.999999999999999,1.7029386365926402,False
Qmx0NTB0NTk=,1304,218,10.2,0.104,0.017,blt50t59,Blt50t59,HU3,year_structure_built,housing,True,,0,,0,0,False,450809,4111,0.6,0.13,0.001,True,,,,,0.104,0.017,True,-449505,4116.776044430884,True,-2.5999999999999996,1.7029386365926402,False
Qmx0NjB0Njk=,2211,327,9,0.176,0.026,blt60t69,Blt60t69,HU3,year_structure_built,housing,True,,0,,0,0,False,440499,4325,0.6,0.127,0.001,True,,,,,0.176,0.026,True,-438288,4337.344118236412,True,4.899999999999999,2.6019223662515376,False
Qmx0NzB0Nzk=,3282,391,7.2,0.261,0.031,blt70t79,Blt70t79,HU3,year_structure_built,housing,True,,0,,0,0,False,245191,3241,0.8,0.071,0.001,True,,,,,0.261,0.031,True,-241909,3264.5002680349103,True,19,3.1016124838541645,True
Qmx0ODB0ODk=,975,182,11.4,0.077,0.014,blt80t89,Blt80t89,HU3,year_structure_built,housing,True,,0,,0,0,False,164132,2906,1.1,0.047,0.001,True,,,,,0.077,0.014,True,-163157,2911.693665205871,True,3,1.4035668847618201,False
Qmx0OTB0OTk=,858,170,12,0.068,0.013,blt90t99,Blt90t99,HU3,year_structure_built,housing,True,,0,,0,0,False,127962,2842,1.4,0.037,0.001,True,,,,,0.068,0.013,True,-127104,2847.079907554405,True,3.100000000000001,1.3038404810405297,False
Qmx0QmYzOQ==,2586,281,6.6,0.205,0.022,bltbf39,BltBf39,HU3,year_structure_built,housing,True,,0,,0,0,False,1413382,6785,0.3,0.407,0.002,True,,,,,0.205,0.022,True,-1410796,6790.81629850197,True,-20.199999999999996,2.209072203437452,True
QnRSVlZFdGM=,36,58,97.9,0.003,0.005,btrvvetc,BtRVVEtc,HU2,units_in_structure,housing,False,0,0,,0,0,False,1902,346,11.1,0.001,0.001,True,36,58,False,0,,0.003,0.005,False,-1866,350.8275929855005,True,0.19999999999999998,0.5099019513592785,False
R1IxNWt0MTlr,1001,209,12.7,0.105,0.022,gr15kt19k,GR15kt19k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,442539,4873,0.7,0.214,0.002,True,,,,,0.105,0.022,True,-441538,4877.479882070248,True,-10.899999999999999,2.209072203437452,True
R1Ixa3QxNGs=,1906,296,9.5,0.199,0.03,gr1kt14k,GR1kt14k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,619998,5133,0.5,0.3,0.002,True,,,,,0.199,0.03,True,-618092,5141.527496765917,True,-10.099999999999998,3.0066592756745814,True
R1IyMGt0MjRr,404,138,20.8,0.042,0.014,gr20kt24k,GR20kt24k,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,206669,2799,0.8,0.1,0.001,True,,,,,0.042,0.014,False,-206265,2802.399864401938,True,-5.8,1.4035668847618201,True
R1IyNWt0Mjlr,112,86,46.4,0.012,0.009,gr25kt29k,GR25kt29k,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,102402,2683,1.6,0.05,0.001,True,,,,,0.012,0.009,False,-102290,2684.3779540146725,True,-3.8,0.9055385138137416,True
R1Iza3Bs,7,11,95.5,0.001,0.001,gr3kpl,GR3kpl,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,147224,2968,1.2,0.071,0.001,True,,,,,0.001,0.001,False,-147217,2968.020384027037,True,-7,0.14142135623730953,True
R1I1MDB0OTk5,2425,344,8.6,0.254,0.035,gr500t999,GR500t999,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,321465,3260,0.6,0.156,0.002,True,,,,,0.254,0.035,True,-319040,3278.099449376117,True,9.799999999999999,3.5057096285916214,False
R1Jub1JudFBk,51,33,39.8,,,grnorntpd,GRnoRntPd,NA,gross_rent,housing,False,101,66,39.8,,,False,59425,1926,2,,,True,-50,73.79024325749306,False,-0.49504950495049505,0.46436288609121773,False,,,-59374,1926.2826895344308,True,,
R1JQSTE1dDE5,789,192,14.8,0.084,0.02,grpi15t19,GRPI15t19,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,1034,238,14,0.111,0.025,True,222841,3644,1,0.111,0.002,True,-245,305.7907781474124,False,-0.2369439071566731,0.2555923411102061,False,-0.026999999999999996,0.032015621187164243,False,-222052,3649.0546721034475,True,-2.6999999999999993,2.009975124224178,False
R1JQSTIwdDI0,741,206,16.9,0.079,0.022,grpi20t24,GRPI20t24,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,1084,255,14.3,0.116,0.027,True,228606,3500,0.9,0.113,0.002,True,-343,327.812446377498,False,-0.31642066420664205,0.2489423715414564,False,-0.037000000000000005,0.034828149534535995,False,-227865,3506.0570446015277,True,-3.4000000000000004,2.209072203437452,False
