id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,change_percentage_point_significant,difference_sum,difference_m,significant,difference_percent,difference_percent_m,percent_significant
QWdGRkhN,64,71,67.3,0.004,0.004,agffhm,AgFFHM,CvEm16pl3,industry,economic,False,,0,,0,0,False,3870,470,7.4,0.001,0.001,True,,,,,0.004,0.004,False,-3806,475.3325151933118,True,0.30000000000000004,0.4123105625617661,False
QWdISEluYw==,924716200,53133939,3.5,0,0,aghhinc,AgHHInc,MnHHInc,economic__special_variable,economic,True,684424100,37823611,,0,0,False,307989432000,2361252362,0.5,0,0,True,240292100,65221476.69851582,True,0.3510865558357749,0.10771189413314523,True,0,0,-307064715800,2361850107.971341,True,0,0
QWdJUDE1cGw=,940342800,53568480,3.5,0,0,agip15pl,AgIP15pl,PerCapInc,economic__special_variable,economic,True,709458000,39828757,,0,0,False,318266008500,2111708243,0.4,0,0,True,230884800,66752617.4293971,True,0.3254382923302014,0.10600938998857473,True,0,0,-317325665700,2112387579.400063,True,0,0
QWdUVG0=,642455,37129,3.5,0,0,agttm,AgTTm,MnTrvTm,economic__special_variable,economic,True,593275,37912,,0,0,False,156042185,593582,0.2,0,0,True,49180,53064.88843858997,False,0.0828957903164637,0.09330227046689661,False,0,0,-155399730,594742.0897876659,True,0,0
QXJ0RW5SQUZT,1798,315,10.6,0.114,0.019,artenrafs,ArtEnRAFS,CvEm16pl3,industry,economic,True,,0,,0,0,False,440995,5433,0.7,0.109,0.001,True,,,,,0.114,0.019,True,-439197,5442.124033867659,True,0.5,1.9026297590440446,False
Q05JMTg2NF8y,20824,828,2.4,,,cni1864_2,CNI1864_2,NA,health_insurance_coverage,economic,True,,0,,,,False,5369877,1931,0,,,True,,,,,,,-5349053,2101.0342691160467,True,,
Q29uc3RjdG4=,966,229,14.4,0.061,0.014,constctn,Constctn,CvEm16pl3,industry,economic,True,,0,,0,0,False,206067,3740,1.1,0.051,0.001,True,,,,,0.061,0.014,True,-205101,3747.0042700802996,True,1,1.4035668847618201,False
Q3ZFbTE2cGwx,15781,680,2.6,0.59,0.015,cvem16pl1,CvEm16pl1,Pop16pl,employment_status,economic,True,15443,746,2.9,0.556,0.017,True,4053141,9894,0.1,0.591,0.001,True,338,1009.4136912089116,False,0.021886939066243605,0.06614904795713969,False,0.03399999999999992,0.022671568097509268,False,-4037360,9917.340167605425,True,-0.09999999999999432,1.5033296378372907,False
Q3ZFbTE2cGwy,15781,680,2.6,1,0,cvem16pl2,CvEm16pl2,CvEm16pl2,occupation,economic,True,15443,746,2.9,1,0,True,4053141,9894,0.1,1,0,True,338,1009.4136912089116,False,0.021886939066243605,0.06614904795713969,False,0,0,-4037360,9917.340167605425,True,0,0
Q3ZFbTE2cGwz,15781,680,2.6,1,0,cvem16pl3,CvEm16pl3,CvEm16pl3,industry,economic,True,,0,,0,0,False,4053141,9894,0.1,1,0,True,,,,,1,0,True,-4037360,9917.340167605425,True,0,0
Q3ZFbTE2cGw0,15781,680,2.6,1,0,cvem16pl4,CvEm16pl4,CvEm16pl4,class_of_worker,economic,True,15443,746,2.9,1,0,True,4053141,9894,0.1,1,0,True,338,1009.4136912089116,False,0.021886939066243605,0.06614904795713969,False,0,0,-4037360,9917.340167605425,True,0,0
Q3ZMRjE=,16914,735,2.6,0.632,0.017,cvlf1,CvLF1,Pop16pl,employment_status,economic,True,16830,789,2.8,0.606,0.017,True,4354474,10392,0.1,0.635,0.002,True,84,1078.307006376199,False,0.004991087344028521,0.06424193461492399,False,0.026000000000000023,0.024041630560342617,False,-4337560,10417.959925052504,True,-0.29999999999999716,1.711724276862369,False
Q3ZMRjE4dDY0,15833,706,2.7,,,cvlf18t64,CvLF18t64,NA,health_insurance_coverage,economic,True,,0,,,,False,4102491,9890,0.1,,,True,,,,,,,-4086658,9915.166967832665,True,,
Q3ZMRjI=,16914,735,2.6,1,0,cvlf2,CvLF2,CvLF2,employment_status,economic,True,16830,789,2.8,1,0,True,4354474,10392,0.1,1,0,True,84,1078.307006376199,False,0.004991087344028521,0.06424193461492399,False,0,0,-4337560,10417.959925052504,True,0,0
Q3ZMRkVt,14796,659,2.7,1,0,cvlfem,CvLFEm,CvLFEm,health_insurance_coverage,economic,True,,0,,0,0,False,3825543,9546,0.2,1,0,True,,,,,1,0,True,-3810747,9568.719715824056,True,0,0
Q3ZMRlVFbTE=,1133,239,12.8,0.042,0.009,cvlfuem1,CvLFUEm1,Pop16pl,employment_status,economic,True,1387,282,12.4,0.05,0.01,True,301333,4545,0.9,0.044,0.001,True,-254,369.655244788979,False,-0.18312905551550107,0.23932386734441377,False,-0.008,0.01345362404707371,False,-300200,4551.279600288253,True,-0.1999999999999993,0.9055385138137416,False
Q3ZMRlVFbTI=,1133,239,12.8,0.067,0.014,cvlfuem2,CvLFUEm2,CvLF2,employment_status,economic,True,1387,282,12.4,0.082,0.016,True,301333,4545,0.9,0.069,0.001,True,-254,369.655244788979,False,-0.18312905551550107,0.23932386734441377,False,-0.015,0.0212602916254693,False,-300200,4551.279600288253,True,-0.20000000000000018,1.4035668847618201,False
Q3ZOSVBvcDI=,35340,1345,2.3,1,0,cvnipop2,CvNIPop2,CvNIPop2,health_insurance_coverage,economic,True,,0,,0,0,False,8379895,1861,0,1,0,True,,,,,1,0,True,-8344555,2296.1589666223026,True,0,0
Q3ZOSVUxOF8y,9965,811,4.9,1,0,cvniu18_2,CvNIU18_2,CvNIU18_2,health_insurance_coverage,economic,True,,0,,0,0,False,1855028,1721,0.1,1,0,True,,,,,1,0,True,-1845063,1902.514651717563,True,0,0
Q1dfQ3JwbGQ=,532,165,18.9,0.035,0.011,cw_crpld,CW_Crpld,Wrkr16pl,commute_to_work,economic,True,1263,313,15.1,0.084,0.02,True,177245,3363,1.2,0.045,0.001,True,-731,353.82764165621654,False,-0.5787806809184481,0.16722423881088425,True,-0.049,0.022825424421026655,False,-176713,3367.045292240661,True,-0.9999999999999996,1.104536101718726,False
