id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,change_percentage_point_significant,difference_sum,difference_m,significant,difference_percent,difference_percent_m
QWdGRkhN,9,17,116.6,0.001,0.002,agffhm,AgFFHM,CvEm16pl3,industry,economic,False,,0,,0,0,False,3870,470,7.4,0.001,0.001,True,,,,,0.001,0.002,False,-3861,470.3073463172779,True,0,0.223606797749979
QWdISEluYw==,974933700,70379453,4.4,0,0,aghhinc,AgHHInc,MnHHInc,economic__special_variable,economic,True,876781500,47494072,,0,0,False,307989432000,2361252362,0.5,0,0,True,98152200,84905560.94697446,False,0.11194602075887779,0.10035575742516027,False,0,0,-307014498300,2362300993.61939,True,0,0
QWdJUDE1cGw=,984189000,71968421,4.4,0,0,agip15pl,AgIP15pl,PerCapInc,economic__special_variable,economic,True,873546300,46736761,,0,0,False,318266008500,2111708243,0.4,0,0,True,110642700,85812460.92499831,False,0.12665922802260166,0.10208369099576085,False,0,0,-317281819500,2112934252.9230247,True,0,0
QWdUVG0=,428100,34117,4.8,0,0,agttm,AgTTm,MnTrvTm,economic__special_variable,economic,True,390485,31802,,0,0,False,156042185,593582,0.2,0,0,True,37615,46640.50699767317,False,0.09632892428646427,0.12492369976481393,False,0,0,-155614085,594561.6540048643,True,0,0
QXJ0RW5SQUZT,629,204,19.7,0.055,0.018,artenrafs,ArtEnRAFS,CvEm16pl3,industry,economic,True,,0,,0,0,False,440995,5433,0.7,0.109,0.001,True,,,,,0.055,0.018,True,-440366,5436.828579236244,True,-5.4,1.8027756377319943,False
Q05JMTg2NF8y,15112,640,2.6,,,cni1864_2,CNI1864_2,NA,health_insurance_coverage,economic,True,,0,,,,False,5369877,1931,0,,,True,,,,,,,-5354765,2034.2961927900274,True,,
Q29uc3RjdG4=,862,228,16.1,0.076,0.02,constctn,Constctn,CvEm16pl3,industry,economic,True,,0,,0,0,False,206067,3740,1.1,0.051,0.001,True,,,,,0.076,0.02,True,-205205,3746.9432875345206,True,2.5,2.0024984394500787,False
Q3ZFbTE2cGwx,11342,661,3.5,0.572,0.027,cvem16pl1,CvEm16pl1,Pop16pl,employment_status,economic,True,11009,619,3.4,0.566,0.026,True,4053141,9894,0.1,0.591,0.001,True,333,905.5837896075658,False,0.030247978926333,0.08343025478552193,False,0.006000000000000005,0.03748332962798263,False,-4041799,9916.055516181825,True,-1.8999999999999986,2.701851217221259,False
Q3ZFbTE2cGwy,11342,661,3.5,1,0,cvem16pl2,CvEm16pl2,CvEm16pl2,occupation,economic,True,11009,619,3.4,1,0,True,4053141,9894,0.1,1,0,True,333,905.5837896075658,False,0.030247978926333,0.08343025478552193,False,0,0,-4041799,9916.055516181825,True,0,0
Q3ZFbTE2cGwz,11342,661,3.5,1,0,cvem16pl3,CvEm16pl3,CvEm16pl3,industry,economic,True,,0,,0,0,False,4053141,9894,0.1,1,0,True,,,,,1,0,True,-4041799,9916.055516181825,True,0,0
Q3ZFbTE2cGw0,11342,661,3.5,1,0,cvem16pl4,CvEm16pl4,CvEm16pl4,class_of_worker,economic,True,11009,619,3.4,1,0,True,4053141,9894,0.1,1,0,True,333,905.5837896075658,False,0.030247978926333,0.08343025478552193,False,0,0,-4041799,9916.055516181825,True,0,0
Q3ZMRjE=,11870,660,3.4,0.598,0.026,cvlf1,CvLF1,Pop16pl,employment_status,economic,True,11710,607,3.2,0.602,0.025,True,4354474,10392,0.1,0.635,0.002,True,160,896.6877940509729,False,0.013663535439795047,0.07705574642455913,False,-0.0040000000000000036,0.03606937759374287,False,-4342604,10412.937337754414,True,-3.700000000000003,2.6076809620810595,False
Q3ZMRjE4dDY0,11025,647,3.6,,,cvlf18t64,CvLF18t64,NA,health_insurance_coverage,economic,True,,0,,,,False,4102491,9890,0.1,,,True,,,,,,,-4091466,9911.140650803014,True,,
Q3ZMRjI=,11870,660,3.4,1,0,cvlf2,CvLF2,CvLF2,employment_status,economic,True,11710,607,3.2,1,0,True,4354474,10392,0.1,1,0,True,160,896.6877940509729,False,0.013663535439795047,0.07705574642455913,False,0,0,-4342604,10412.937337754414,True,0,0
Q3ZMRkVt,10605,648,3.7,1,0,cvlfem,CvLFEm,CvLFEm,health_insurance_coverage,economic,True,,0,,0,0,False,3825543,9546,0.2,1,0,True,,,,,1,0,True,-3814938,9567.968436402787,True,0,0
Q3ZMRlVFbTE=,528,159,18.4,0.027,0.008,cvlfuem1,CvLFUEm1,Pop16pl,employment_status,economic,True,701,160,13.8,0.036,0.008,True,301333,4545,0.9,0.044,0.001,True,-173,225.5681715136247,False,-0.24679029957203993,0.2846086904774107,False,-0.008999999999999998,0.01131370849898476,False,-300805,4547.780337703219,True,-1.6999999999999993,0.806225774829855,False
Q3ZMRlVFbTI=,528,159,18.4,0.044,0.013,cvlfuem2,CvLFUEm2,CvLF2,employment_status,economic,True,701,160,13.8,0.06,0.013,True,301333,4545,0.9,0.069,0.001,True,-173,225.5681715136247,False,-0.24679029957203993,0.2846086904774107,False,-0.016,0.018384776310850236,False,-300805,4547.780337703219,True,-2.500000000000001,1.3038404810405297,False
