id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,change_percentage_point_significant,difference_sum,difference_m,significant,difference_percent,difference_percent_m,percent_significant
QWdGRkhN,1,3,182.370820668693,2.10770365686584e-05,6.322811382733e-05,agffhm,AgFFHM,CvEm16pl3,industry,economic,False,,0,,0,0,False,3870,470,7.4,0.001,0.001,True,,,,,2.10770365686584e-05,6.322811382733e-05,False,-3869,470.00957437056536,True,-0.09789229634313416,0.10019969033775314,False
QWdISEluYw==,9053536000,437947423.793185,2.94061278329642,0,0,aghhinc,AgHHInc,MnHHInc,economic__special_variable,economic,True,7060471500,370781032.304615,3.19240441424617,0,0,True,307989432000,2361252362,0.5,0,0,True,1993064500,573826210.5585309,True,0.2822849012279137,0.09155357631981574,True,0,0,-298935896000,2401522571.840137,True,0,0
QWdJUDE1cGw=,9206524200,440929993.662199,2.91144131613452,0,0,agip15pl,AgIP15pl,PerCapInc,economic__special_variable,economic,True,7283401000,380382436.725371,3.17482895484143,0,0,True,318266008500,2111708243,0.4,0,0,True,1923123200,582331570.0527302,True,0.2640419221734462,0.08957151218894491,False,0,0,-309059484300,2157250788.1248055,True,0,0
QWdUVG0=,1013520,41537.9605180611,2.49141998466814,0,0,agttm,AgTTm,MnTrvTm,economic__special_variable,economic,True,1027895,43582.1681539595,2.57747330637162,0,0,True,156042185,593582,0.2,0,0,True,-14375,60206.374620965216,False,-0.013984891452920775,0.05814470851752645,False,0,0,-155028665,595033.6065198334,True,0,0
QXJ0RW5SQUZT,4589,549.446994713776,7.27849926199595,0.0967225208135736,0.0112309677758027,artenrafs,ArtEnRAFS,CvEm16pl3,industry,economic,True,,0,,0,0,False,440995,5433,0.7,0.109,0.001,True,,,,,0.0967225208135736,0.0112309677758027,True,-436406,5460.712499298969,True,-1.22774791864264,1.127539964618189,False
Q05JMTg2NF8y,53651,1500.02166651019,1.69962773196078,,,cni1864_2,CNI1864_2,NA,health_insurance_coverage,economic,True,,0,,,,False,5369877,1931,0,,,True,,,,,,,-5316226,2445.1637981943068,True,,
Q29uc3RjdG4=,413,172.661518584773,25.4143848605391,0.00870481610285594,0.00363030378162216,constctn,Constctn,CvEm16pl3,industry,economic,False,,0,,0,0,False,206067,3740,1.1,0.051,0.001,True,,,,,0.00870481610285594,0.00363030378162216,False,-205654,3743.983440134318,True,-4.229518389714405,0.3765515309603741,True
Q3ZFbTE2cGwx,47445,1385.53744085102,1.77525977556611,0.672692471288813,0.0118010639620798,cvem16pl1,CvEm16pl1,Pop16pl,employment_status,economic,True,49445,1491.55388772917,1.83379449608486,0.688649025069638,0.0343881337733172,True,4053141,9894,0.1,0.591,0.001,True,-2000,2035.7914922702655,False,-0.04044898371928405,0.040287424106668156,False,-0.015956553780824945,0.0363566892751342,False,-4005696,9990.543028284299,True,8.16924712888131,1.1843357236742402,True
Q3ZFbTE2cGwy,47445,1385.53744085102,1.77525977556611,1,0,cvem16pl2,CvEm16pl2,CvEm16pl2,occupation,economic,True,49445,1491.55388772917,1.83379449608486,1,0,True,4053141,9894,0.1,1,0,True,-2000,2035.7914922702655,False,-0.04044898371928405,0.040287424106668156,False,0,0,-4005696,9990.543028284299,True,0,0
Q3ZFbTE2cGwz,47445,1385.53744085102,1.77525977556611,1,0,cvem16pl3,CvEm16pl3,CvEm16pl3,industry,economic,True,,0,,0,0,False,4053141,9894,0.1,1,0,True,,,,,1,0,True,-4005696,9990.543028284299,True,0,0
