id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_significant,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m
QXZnSEhTT09j,3.73,0.23,3.8,,,avghhsooc,AvgHHSOOc,mean,housing_tenure,housing,True,3.61,0.3,5,,,True,2.85,0.01,0.2,,,True,0.1200000000000001,0.378021163428716,False,,,,,0.8799999999999999,0.23021728866442678,True,,
QXZnSEhTUk9j,3.44,0.25,4.4,,,avghhsroc,AvgHHSROc,mean,housing_tenure,housing,True,3.04,0.27,5.4,,,True,2.51,0.01,0.2,,,True,0.3999999999999999,0.367967389859482,False,,,,,0.9300000000000002,0.2501999200639361,True,,
Qmx0MDB0MDk=,733,138,11.4,0.04,0.008,blt00t09,Blt00t09,HU3,year_structure_built,housing,True,,0,,0,0,False,198788,2928,0.9,0.057,0.001,True,,,,,0.04,0.008,True,-198055,2931.2502452025483,True,-1.7000000000000002,0.806225774829855,False
Qmx0MTBMdHI=,39,34,52.7,0.002,0.002,blt10ltr,Blt10Ltr,HU3,year_structure_built,housing,False,,0,,0,0,False,76678,1919,1.5,0.022,0.001,True,,,,,0.002,0.002,False,-76639,1919.3011749071588,True,-1.9999999999999998,0.223606797749979,True
Qmx0NDB0NDk=,1871,230,7.5,0.102,0.013,blt40t49,Blt40t49,HU3,year_structure_built,housing,True,,0,,0,0,False,354913,3910,0.7,0.102,0.001,True,,,,,0.102,0.013,True,-353042,3916.7588641630723,True,0,1.3038404810405297
Qmx0NTB0NTk=,2448,237,5.9,0.134,0.013,blt50t59,Blt50t59,HU3,year_structure_built,housing,True,,0,,0,0,False,450809,4111,0.6,0.13,0.001,True,,,,,0.134,0.013,True,-448361,4117.825882671583,True,0.40000000000000036,1.3038404810405297,False
Qmx0NjB0Njk=,1030,176,10.4,0.056,0.01,blt60t69,Blt60t69,HU3,year_structure_built,housing,True,,0,,0,0,False,440499,4325,0.6,0.127,0.001,True,,,,,0.056,0.01,True,-439469,4328.5795591625665,True,-7.099999999999999,1.004987562112089,True
Qmx0NzB0Nzk=,691,126,11.1,0.038,0.007,blt70t79,Blt70t79,HU3,year_structure_built,housing,True,,0,,0,0,False,245191,3241,0.8,0.071,0.001,True,,,,,0.038,0.007,True,-244500,3243.4483193046253,True,-3.3,0.7071067811865476,True
Qmx0ODB0ODk=,567,130,14,0.031,0.007,blt80t89,Blt80t89,HU3,year_structure_built,housing,True,,0,,0,0,False,164132,2906,1.1,0.047,0.001,True,,,,,0.031,0.007,True,-163565,2908.906323689369,True,-1.6,0.7071067811865476,False
Qmx0OTB0OTk=,207,69,20.2,0.011,0.004,blt90t99,Blt90t99,HU3,year_structure_built,housing,False,,0,,0,0,False,127962,2842,1.4,0.037,0.001,True,,,,,0.011,0.004,False,-127755,2842.8374909586373,True,-2.5999999999999996,0.4123105625617661,True
Qmx0QmYzOQ==,10743,372,2.1,0.586,0.019,bltbf39,BltBf39,HU3,year_structure_built,housing,True,,0,,0,0,False,1413382,6785,0.3,0.407,0.002,True,,,,,0.586,0.019,True,-1402639,6795.190137148482,True,17.9,1.91049731745428,True
QnRSVlZFdGM=,0,0,,0,0,btrvvetc,BtRVVEtc,HU2,units_in_structure,housing,False,0,0,,0,0,False,1902,346,11.1,0.001,0.001,True,0,0,0,,,,-1902,346,True,-0.1,0.1,False
