id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m,percent_significant
QWdGRkhN,0,0,,0,0,agffhm,AgFFHM,CvEm16pl3,industry,economic,False,,0,,0,0,False,3870,470,7.4,0.001,0.001,True,,,,,0,0,-3870,470,True,-0.1,0.1,False
QWdISEluYw==,441878600,59974890,8.3,0,0,aghhinc,AgHHInc,MnHHInc,economic__special_variable,economic,True,290287800,22113904,,0,0,False,307989432000,2361252362,0.5,0,0,True,151590800,63921922.53549103,False,0.5222086494850972,0.23692294054294744,False,0,0,-307547553400,2362013908.6129637,True,0,0
QWdJUDE1cGw=,444984200,59631770,8.1,0,0,agip15pl,AgIP15pl,PerCapInc,economic__special_variable,economic,True,294176200,22473696,,0,0,False,318266008500,2111708243,0.4,0,0,True,150808000,63726093.59778234,False,0.5126451426050102,0.23333301201883044,False,0,0,-317821024300,2112550035.2766747,True,0,0
QWdUVG0=,185835,20249,6.6,0,0,agttm,AgTTm,MnTrvTm,economic__special_variable,economic,True,203200,17848,,0,0,False,156042185,593582,0.2,0,0,True,-17365,26992.093379358335,False,-0.08545767716535434,0.12799573528108188,False,0,0,-155856350,593927.2789870828,True,0,0
QXJ0RW5SQUZT,476,149,19.1,0.053,0.016,artenrafs,ArtEnRAFS,CvEm16pl3,industry,economic,True,,0,,0,0,False,440995,5433,0.7,0.109,0.001,True,,,,,0.053,0.016,True,-440519,5435.042778120518,True,-5.6000000000000005,1.6031219541881399,True
Q05JMTg2NF8y,13930,685,3,,,cni1864_2,CNI1864_2,NA,health_insurance_coverage,economic,True,,0,,,,False,5369877,1931,0,,,True,,,,,,,-5355947,2048.898728585676,True,,
Q29uc3RjdG4=,184,87,28.9,0.02,0.01,constctn,Constctn,CvEm16pl3,industry,economic,False,,0,,0,0,False,206067,3740,1.1,0.051,0.001,True,,,,,0.02,0.01,False,-205883,3741.011761542591,True,-3.0999999999999996,1.004987562112089,True
Q3ZFbTE2cGwx,8997,606,4.1,0.477,0.027,cvem16pl1,CvEm16pl1,Pop16pl,employment_status,economic,True,8350,425,3.1,0.426,0.015,True,4053141,9894,0.1,0.591,0.001,True,647,740.1763303429798,False,0.07748502994011976,0.0909657056799378,False,0.05099999999999999,0.030886890422961,False,-4044144,9912.54114745558,True,-11.399999999999999,2.701851217221259,True
Q3ZFbTE2cGwy,8997,606,4.1,1,0,cvem16pl2,CvEm16pl2,CvEm16pl2,occupation,economic,True,8350,425,3.1,1,0,True,4053141,9894,0.1,1,0,True,647,740.1763303429798,False,0.07748502994011976,0.0909657056799378,False,0,0,-4044144,9912.54114745558,True,0,0
Q3ZFbTE2cGwz,8997,606,4.1,1,0,cvem16pl3,CvEm16pl3,CvEm16pl3,industry,economic,True,,0,,0,0,False,4053141,9894,0.1,1,0,True,,,,,1,0,True,-4044144,9912.54114745558,True,0,0
Q3ZFbTE2cGw0,8997,606,4.1,1,0,cvem16pl4,CvEm16pl4,CvEm16pl4,class_of_worker,economic,True,8350,425,3.1,1,0,True,4053141,9894,0.1,1,0,True,647,740.1763303429798,False,0.07748502994011976,0.0909657056799378,False,0,0,-4044144,9912.54114745558,True,0,0
Q3ZMRjE=,9361,630,4.1,0.497,0.028,cvlf1,CvLF1,Pop16pl,employment_status,economic,True,8849,437,3,0.452,0.015,True,4354474,10392,0.1,0.635,0.002,True,512,766.7261571121726,False,0.05785964515764493,0.0883052925981859,False,0.044999999999999984,0.03176476034853718,False,-4345113,10411.078906626344,True,-13.799999999999997,2.8071337695236402,True
Q3ZMRjE4dDY0,8572,598,4.2,,,cvlf18t64,CvLF18t64,NA,health_insurance_coverage,economic,True,,0,,,,False,4102491,9890,0.1,,,True,,,,,,,-4093919,9908.062575498805,True,,
Q3ZMRjI=,9361,630,4.1,1,0,cvlf2,CvLF2,CvLF2,employment_status,economic,True,8849,437,3,1,0,True,4354474,10392,0.1,1,0,True,512,766.7261571121726,False,0.05785964515764493,0.0883052925981859,False,0,0,-4345113,10411.078906626344,True,0,0
Q3ZMRkVt,8246,575,4.2,1,0,cvlfem,CvLFEm,CvLFEm,health_insurance_coverage,economic,True,,0,,0,0,False,3825543,9546,0.2,1,0,True,,,,,1,0,True,-3817297,9563.301783380048,True,0,0
Q3ZMRlVFbTE=,364,121,20.2,0.019,0.006,cvlfuem1,CvLFUEm1,Pop16pl,employment_status,economic,False,499,177,21.6,0.025,0.009,False,301333,4545,0.9,0.044,0.001,True,-135,214.40615662802222,False,-0.27054108216432865,0.3546102461479112,False,-0.006000000000000002,0.010816653826391968,False,-300969,4546.61038577092,True,-2.4999999999999996,0.6082762530298219,True
Q3ZMRlVFbTI=,364,121,20.2,0.039,0.013,cvlfuem2,CvLFUEm2,CvLF2,employment_status,economic,False,499,177,21.6,0.056,0.02,False,301333,4545,0.9,0.069,0.001,True,-135,214.40615662802222,False,-0.27054108216432865,0.3546102461479112,False,-0.017,0.023853720883753128,False,-300969,4546.61038577092,True,-3.0000000000000004,1.3038404810405297,False
Q3ZOSVBvcDI=,34187,1523,2.7,1,0,cvnipop2,CvNIPop2,CvNIPop2,health_insurance_coverage,economic,True,,0,,0,0,False,8379895,1861,0,1,0,True,,,,,1,0,True,-8345708,2404.7557048482076,True,0,0
Q3ZOSVUxOF8y,17467,1228,4.3,1,0,cvniu18_2,CvNIU18_2,CvNIU18_2,health_insurance_coverage,economic,True,,0,,0,0,False,1855028,1721,0.1,1,0,True,,,,,1,0,True,-1837561,2114.1960647016635,True,0,0
Q1dfQ3JwbGQ=,530,162,18.6,0.06,0.018,cw_crpld,CW_Crpld,Wrkr16pl,commute_to_work,economic,True,684,169,15,0.083,0.02,True,177245,3363,1.2,0.045,0.001,True,-154,234.10467744152402,False,-0.22514619883040934,0.30454300415804403,False,-0.023000000000000007,0.02690724809414742,False,-176715,3366.8996124030787,True,1.5,1.8027756377319943,False
Q1dfRHJ2QWxu,1327,253,11.6,0.151,0.027,cw_drvaln,CW_DrvAln,Wrkr16pl,commute_to_work,economic,True,1219,264,13.2,0.148,0.031,True,883066,6519,0.4,0.223,0.002,True,108,365.65694304908254,False,0.08859721082854799,0.3140985803760885,False,0.0030000000000000027,0.04110960958218893,False,-881739,6523.907571386952,True,-7.200000000000001,2.7073972741361767,False
Q1dfT3Ro,129,79,37.5,0.015,0.009,cw_oth,CW_Oth,Wrkr16pl,commute_to_work,economic,False,144,91,38.4,0.017,0.011,False,112933,2992,1.6,0.029,0.001,True,-15,120.50726119201282,False,-0.10416666666666667,0.7883289247537786,False,-0.0020000000000000018,0.014212670403551895,False,-112804,2993.042766149525,True,-1.4000000000000004,0.9055385138137416,False
Q1dfUGJUcm5z,1905,377,12,0.216,0.04,cw_pbtrns,CW_PbTrns,Wrkr16pl,commute_to_work,economic,True,2407,335,8.5,0.292,0.038,True,2223087,10073,0.3,0.562,0.002,True,-502,504.33520598903266,False,-0.20855837141670128,0.19148122200869688,False,-0.07599999999999998,0.05517245689653488,False,-2221182,10080.052480022116,True,-34.6,4.004996878900157,True
Q1dfV2xrZA==,4454,447,6.1,0.505,0.037,cw_wlkd,CW_Wlkd,Wrkr16pl,commute_to_work,economic,True,3403,333,6,0.413,0.034,True,392607,5774,0.9,0.099,0.001,True,1051,557.4029063433379,False,0.30884513664413754,0.1834604222588204,False,0.09200000000000003,0.05024937810560445,False,-388153,5791.276629552417,True,40.6,3.701351104664349,True
Q1dfV3JrZEht,468,159,20.7,0.053,0.018,cw_wrkdhm,CW_WrkdHm,Wrkr16pl,commute_to_work,economic,False,391,131,20.4,0.047,0.016,False,164594,3729,1.4,0.042,0.001,True,77,206.01456259206532,False,0.1969309462915601,0.5711209805624947,False,0.005999999999999998,0.024083189157584593,False,-164126,3732.388243470928,True,1.0999999999999996,1.8027756377319943,False
RTEwdDEycHQ1,753,166,13.4,0.036,0.006,e10t12pt5,E10t12pt5,MdEWrk,economic__special_variable,economic,True,1278,0,,0,0,False,169608,0,,0,0,False,-525,166,True,-0.4107981220657277,0.1298904538341158,True,0.036,0.006,True,-168855,166,True,3.5999999999999996,0.6,True
RTEycHQ1dDE1,945,200,12.9,0.046,0.008,e12pt5t15,E12pt5t15,MdEWrk,economic__special_variable,economic,True,443,0,,0,0,False,144620,0,,0,0,False,502,200,False,1.1331828442437923,0.4514672686230248,False,0.046,0.008,True,-143675,200,True,4.6,0.8,True
RTE1dDE3cHQ1,541,141,15.8,0.026,0.006,e15t17pt5,E15t17pt5,MdEWrk,economic__special_variable,economic,True,475,0,,0,0,False,173274,0,,0,0,False,66,141,False,0.13894736842105262,0.2968421052631579,False,0.026,0.006,True,-172733,141,True,2.6,0.6,True
