id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_significant,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m
QXZnSEhTT09j,3.12,0.21,4.1,,,avghhsooc,AvgHHSOOc,mean,housing_tenure,housing,True,3.41,0.28,5,,,True,2.85,0.01,0.2,,,True,-0.29000000000000004,0.35,False,,,,,0.27,0.21023796041628637,False,,
QXZnSEhTUk9j,2.54,0.17,4,,,avghhsroc,AvgHHSROc,mean,housing_tenure,housing,True,2.46,0.18,4.5,,,True,2.51,0.01,0.2,,,True,0.08000000000000007,0.24758836806279896,False,,,,,0.03000000000000025,0.17029386365926402,False,,
Qmx0MDB0MDk=,456,130,17.3,0.023,0.006,blt00t09,Blt00t09,HU3,year_structure_built,housing,True,,0,,0,0,False,198788,2928,0.9,0.057,0.001,True,,,,,0.023,0.006,True,-198332,2930.8845081306085,True,-3.4000000000000004,0.6082762530298219,True
Qmx0MTBMdHI=,38,37,58.7,0.002,0.002,blt10ltr,Blt10Ltr,HU3,year_structure_built,housing,False,,0,,0,0,False,76678,1919,1.5,0.022,0.001,True,,,,,0.002,0.002,False,-76640,1919.3566630514506,True,-1.9999999999999998,0.223606797749979,True
Qmx0NDB0NDk=,3205,312,5.9,0.158,0.015,blt40t49,Blt40t49,HU3,year_structure_built,housing,True,,0,,0,0,False,354913,3910,0.7,0.102,0.001,True,,,,,0.158,0.015,True,-351708,3922.4283294918214,True,5.600000000000001,1.5033296378372907,True
Qmx0NTB0NTk=,2728,289,6.4,0.135,0.014,blt50t59,Blt50t59,HU3,year_structure_built,housing,True,,0,,0,0,False,450809,4111,0.6,0.13,0.001,True,,,,,0.135,0.014,True,-448081,4121.145714482806,True,0.5,1.4035668847618201,False
Qmx0NjB0Njk=,1637,241,8.9,0.081,0.012,blt60t69,Blt60t69,HU3,year_structure_built,housing,True,,0,,0,0,False,440499,4325,0.6,0.127,0.001,True,,,,,0.081,0.012,True,-438862,4331.709362364932,True,-4.6,1.2041594578792296,True
Qmx0NzB0Nzk=,523,136,15.8,0.026,0.007,blt70t79,Blt70t79,HU3,year_structure_built,housing,True,,0,,0,0,False,245191,3241,0.8,0.071,0.001,True,,,,,0.026,0.007,True,-244668,3243.8521852883496,True,-4.5,0.7071067811865476,True
Qmx0ODB0ODk=,254,103,24.7,0.013,0.005,blt80t89,Blt80t89,HU3,year_structure_built,housing,False,,0,,0,0,False,164132,2906,1.1,0.047,0.001,True,,,,,0.013,0.005,False,-163878,2907.824788394239,True,-3.4000000000000004,0.5099019513592785,True
Qmx0OTB0OTk=,590,151,15.6,0.029,0.007,blt90t99,Blt90t99,HU3,year_structure_built,housing,True,,0,,0,0,False,127962,2842,1.4,0.037,0.001,True,,,,,0.029,0.007,True,-127372,2846.0086085604166,True,-0.7999999999999994,0.7071067811865476,False
Qmx0QmYzOQ==,10817,424,2.4,0.534,0.02,bltbf39,BltBf39,HU3,year_structure_built,housing,True,,0,,0,0,False,1413382,6785,0.3,0.407,0.002,True,,,,,0.534,0.02,True,-1402565,6798.235138622376,True,12.70000000000001,2.009975124224178,True
QnRSVlZFdGM=,0,0,,0,0,btrvvetc,BtRVVEtc,HU2,units_in_structure,housing,False,0,0,,0,0,False,1902,346,11.1,0.001,0.001,True,0,0,0,,,,-1902,346,True,-0.1,0.1,False
R1IxNWt0MTlr,2755,323,7.1,0.274,0.03,gr15kt19k,GR15kt19k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,442539,4873,0.7,0.214,0.002,True,,,,,0.274,0.03,True,-439784,4883.693069798715,True,6.0000000000000036,3.0066592756745814,False
R1Ixa3QxNGs=,4880,397,4.9,0.486,0.034,gr1kt14k,GR1kt14k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,619998,5133,0.5,0.3,0.002,True,,,,,0.486,0.034,True,-615118,5148.329632026294,True,18.6,3.4058772731852804,True
R1IyMGt0MjRr,533,146,16.6,0.053,0.014,gr20kt24k,GR20kt24k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,206669,2799,0.8,0.1,0.001,True,,,,,0.053,0.014,True,-206136,2802.805201936089,True,-4.7,1.4035668847618201,True
R1IyNWt0Mjlr,46,37,48.8,0.005,0.004,gr25kt29k,GR25kt29k,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,102402,2683,1.6,0.05,0.001,True,,,,,0.005,0.004,False,-102356,2683.2551127315496,True,-4.5,0.4123105625617661,True
R1Iza3Bs,59,44,45.1,0.006,0.004,gr3kpl,GR3kpl,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,147224,2968,1.2,0.071,0.001,True,,,,,0.006,0.004,False,-147165,2968.3261276349,True,-6.5,0.4123105625617661,True
R1I1MDB0OTk5,1511,244,9.8,0.15,0.024,gr500t999,GR500t999,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,321465,3260,0.6,0.156,0.002,True,,,,,0.15,0.024,True,-319954,3269.1185356300557,True,-0.5999999999999996,2.4083189157584592,False
R1Jub1JudFBk,455,127,17,,,grnorntpd,GRnoRntPd,NA,gross_rent,housing,True,412,137,20.2,,,False,59425,1926,2,,,True,43,186.81006396872735,False,0.10436893203883495,0.4794549469500257,False,,,-58970,1930.1826338458234,True,,
R1JQSTE1dDE5,1127,214,11.5,0.115,0.021,grpi15t19,GRPI15t19,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,929,213,13.9,0.098,0.022,True,222841,3644,1,0.111,0.002,True,198,301.93542355940946,False,0.2131324004305705,0.36114881405875593,False,0.017,0.0304138126514911,False,-221714,3650.278345551199,True,0.40000000000000036,2.1095023109728985,False
R1JQSTIwdDI0,1070,213,12.1,0.11,0.021,grpi20t24,GRPI20t24,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,924,233,15.3,0.098,0.024,True,228606,3500,0.9,0.113,0.002,True,146,315.6865534038471,False,0.15800865800865802,0.37203265743162384,False,0.011999999999999997,0.03189043743820395,False,-227536,3506.4752957920578,True,-0.3000000000000007,2.1095023109728985,False
R1JQSTI1dDI5,1173,218,11.3,0.12,0.022,grpi25t29,GRPI25t29,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,1131,234,12.6,0.12,0.024,True,211796,3409,1,0.105,0.002,True,42,319.81244503614926,False,0.03713527851458886,0.2884387810810353,False,0,0.032557641192199414,-210623,3415.9632609265573,True,1.5,2.209072203437452,False
R1JQSTMwdDM0,871,199,13.9,0.089,0.02,grpi30t34,GRPI30t34,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,878,214,14.8,0.093,0.022,True,188082,3046,1,0.093,0.001,True,-7,292.227650984639,False,-0.007972665148063782,0.3314129234364243,False,-0.0040000000000000036,0.02973213749463701,False,-187211,3052.4935708368002,True,-0.40000000000000036,2.0024984394500787,False
R1JQSTM1cGw=,4650,380,5,0.476,0.034,grpi35pl,GRPI35pl,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,4287,410,5.8,0.453,0.038,True,889842,5729,0.4,0.442,0.003,True,363,559.0169943749474,False,0.08467459762071379,0.13644866292414318,False,0.022999999999999965,0.05099019513592785,False,-885192,5741.588717419596,True,3.3999999999999915,3.4132096331752027,False
R1JQSTUwcGw=,3118,311,6.1,0.319,0.029,grpi50pl,GRPI50pl,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,2694,338,7.6,0.285,0.033,True,584722,5029,0.5,0.29,0.002,True,424,459.309264004113,False,0.15738678544914625,0.18550698762629741,False,0.03400000000000003,0.043931765272977596,False,-581604,5038.607148806106,True,2.9000000000000057,2.906888370749727,False
