id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_significant,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m
QXZnSEhTT09j,1.7,0.15,5.2,,,avghhsooc,AvgHHSOOc,mean,housing_tenure,housing,True,1.65,0.11,4.2,,,True,2.85,0.01,0.2,,,True,0.050000000000000044,0.18601075237738274,False,,,,,-1.1500000000000001,0.15033296378372907,True,,
QXZnSEhTUk9j,1.67,0.14,5,,,avghhsroc,AvgHHSROc,mean,housing_tenure,housing,True,1.64,0.1,3.8,,,True,2.51,0.01,0.2,,,True,0.030000000000000027,0.17204650534085256,False,,,,,-0.8399999999999999,0.14035668847618202,True,,
Qmx0MDB0MDk=,1704,346,12.4,0.046,0.009,blt00t09,Blt00t09,HU3,year_structure_built,housing,True,,0,,0,0,False,198788,2928,0.9,0.057,0.001,True,,,,,0.046,0.009,True,-197084,2948.372432376887,True,-1.1000000000000005,0.9055385138137416,False
Qmx0MTBMdHI=,162,105,39.2,0.004,0.003,blt10ltr,Blt10Ltr,HU3,year_structure_built,housing,False,,0,,0,0,False,76678,1919,1.5,0.022,0.001,True,,,,,0.004,0.003,False,-76516,1921.8704430840285,True,-1.7999999999999998,0.31622776601683794,True
Qmx0NDB0NDk=,1727,425,15,0.046,0.011,blt40t49,Blt40t49,HU3,year_structure_built,housing,True,,0,,0,0,False,354913,3910,0.7,0.102,0.001,True,,,,,0.046,0.011,True,-353186,3933.0300024281532,True,-5.6,1.104536101718726,True
Qmx0NTB0NTk=,5421,631,7.1,0.145,0.017,blt50t59,Blt50t59,HU3,year_structure_built,housing,True,,0,,0,0,False,450809,4111,0.6,0.13,0.001,True,,,,,0.145,0.017,True,-445388,4159.144383163441,True,1.4999999999999982,1.7029386365926402,False
Qmx0NjB0Njk=,6884,691,6.1,0.185,0.018,blt60t69,Blt60t69,HU3,year_structure_built,housing,True,,0,,0,0,False,440499,4325,0.6,0.127,0.001,True,,,,,0.185,0.018,True,-433615,4379.852280614039,True,5.800000000000001,1.8027756377319943,True
Qmx0NzB0Nzk=,3453,436,7.7,0.093,0.012,blt70t79,Blt70t79,HU3,year_structure_built,housing,True,,0,,0,0,False,245191,3241,0.8,0.071,0.001,True,,,,,0.093,0.012,True,-241738,3270.1952541094547,True,2.200000000000001,1.2041594578792296,False
Qmx0ODB0ODk=,5338,579,6.6,0.143,0.015,blt80t89,Blt80t89,HU3,year_structure_built,housing,True,,0,,0,0,False,164132,2906,1.1,0.047,0.001,True,,,,,0.143,0.015,True,-158794,2963.1194710979844,True,9.599999999999998,1.5033296378372907,True
Qmx0OTB0OTk=,939,263,17,0.025,0.007,blt90t99,Blt90t99,HU3,year_structure_built,housing,True,,0,,0,0,False,127962,2842,1.4,0.037,0.001,True,,,,,0.025,0.007,True,-127023,2854.143128856715,True,-1.1999999999999997,0.7071067811865476,False
Qmx0QmYzOQ==,11630,727,3.8,0.312,0.019,bltbf39,BltBf39,HU3,year_structure_built,housing,True,,0,,0,0,False,1413382,6785,0.3,0.407,0.002,True,,,,,0.312,0.019,True,-1401752,6823.837190320414,True,-9.499999999999996,1.91049731745428,True
QnRSVlZFdGM=,28,45,97.7,0.001,0.001,btrvvetc,BtRVVEtc,HU2,units_in_structure,housing,False,27,29,64.9,0.001,0.001,False,1902,346,11.1,0.001,0.001,True,1,53.53503525729669,False,0.037037037037037035,2.004607152867881,False,0,0.001414213562373095,-1874,348.91402952589914,True,0,0.14142135623730953
