id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_significant,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m
QXZnSEhTT09j,2.46,0.41,10.2,,,avghhsooc,AvgHHSOOc,mean,housing_tenure,housing,True,2.31,0.4,10.5,,,True,2.85,0.01,0.2,,,True,0.1499999999999999,0.5728001396647875,False,,,,,-0.3900000000000001,0.4101219330881975,False,,
QXZnSEhTUk9j,2.15,0.11,3.1,,,avghhsroc,AvgHHSROc,mean,housing_tenure,housing,True,2.18,0.13,3.6,,,True,2.51,0.01,0.2,,,True,-0.03000000000000025,0.17029386365926402,False,,,,,-0.3599999999999999,0.11045361017187261,True,,
Qmx0MDB0MDk=,1785,245,8.3,0.105,0.014,blt00t09,Blt00t09,HU3,year_structure_built,housing,True,,0,,0,0,False,198788,2928,0.9,0.057,0.001,True,,,,,0.105,0.014,True,-197003,2938.232291701934,True,4.8,1.4035668847618201,True
Qmx0MTBMdHI=,846,166,12,0.05,0.01,blt10ltr,Blt10Ltr,HU3,year_structure_built,housing,True,,0,,0,0,False,76678,1919,1.5,0.022,0.001,True,,,,,0.05,0.01,True,-75832,1926.1663998730744,True,2.8000000000000003,1.004987562112089,False
Qmx0NDB0NDk=,725,163,13.6,0.043,0.01,blt40t49,Blt40t49,HU3,year_structure_built,housing,True,,0,,0,0,False,354913,3910,0.7,0.102,0.001,True,,,,,0.043,0.01,True,-354188,3913.3960954649096,True,-5.8999999999999995,1.004987562112089,True
Qmx0NTB0NTk=,1886,285,9.2,0.111,0.017,blt50t59,Blt50t59,HU3,year_structure_built,housing,True,,0,,0,0,False,450809,4111,0.6,0.13,0.001,True,,,,,0.111,0.017,True,-448923,4120.867141755482,True,-1.9000000000000004,1.7029386365926402,False
Qmx0NjB0Njk=,2720,317,7.1,0.16,0.019,blt60t69,Blt60t69,HU3,year_structure_built,housing,True,,0,,0,0,False,440499,4325,0.6,0.127,0.001,True,,,,,0.16,0.019,True,-437779,4336.601664898449,True,3.3000000000000007,1.9026297590440446,False
Qmx0NzB0Nzk=,1002,212,12.9,0.059,0.012,blt70t79,Blt70t79,HU3,year_structure_built,housing,True,,0,,0,0,False,245191,3241,0.8,0.071,0.001,True,,,,,0.059,0.012,True,-244189,3247.9262614782374,True,-1.2000000000000002,1.2041594578792296,False
Qmx0ODB0ODk=,621,150,14.7,0.037,0.009,blt80t89,Blt80t89,HU3,year_structure_built,housing,True,,0,,0,0,False,164132,2906,1.1,0.047,0.001,True,,,,,0.037,0.009,True,-163511,2909.868725561344,True,-1.0000000000000004,0.9055385138137416,False
Qmx0OTB0OTk=,670,176,16,0.039,0.01,blt90t99,Blt90t99,HU3,year_structure_built,housing,True,,0,,0,0,False,127962,2842,1.4,0.037,0.001,True,,,,,0.039,0.01,True,-127292,2847.4444682908215,True,0.20000000000000018,1.004987562112089,False
Qmx0QmYzOQ==,6749,384,3.5,0.397,0.022,bltbf39,BltBf39,HU3,year_structure_built,housing,True,,0,,0,0,False,1413382,6785,0.3,0.407,0.002,True,,,,,0.397,0.022,True,-1406633,6795.857635354055,True,-0.9999999999999929,2.209072203437452,False
QnRSVlZFdGM=,0,0,,0,0,btrvvetc,BtRVVEtc,HU2,units_in_structure,housing,False,0,0,,0,0,False,1902,346,11.1,0.001,0.001,True,0,0,0,,,,-1902,346,True,-0.1,0.1,False
R1IxNWt0MTlr,1940,279,8.7,0.145,0.02,gr15kt19k,GR15kt19k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,442539,4873,0.7,0.214,0.002,True,,,,,0.145,0.02,True,-440599,4880.980434298011,True,-6.9,2.009975124224178,True
R1Ixa3QxNGs=,2157,296,8.3,0.162,0.022,gr1kt14k,GR1kt14k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,619998,5133,0.5,0.3,0.002,True,,,,,0.162,0.022,True,-617841,5141.527496765917,True,-13.8,2.209072203437452,True
R1IyMGt0MjRr,1884,268,8.7,0.141,0.02,gr20kt24k,GR20kt24k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,206669,2799,0.8,0.1,0.001,True,,,,,0.141,0.02,True,-204785,2811.8010242547393,True,4.099999999999998,2.0024984394500787,False
R1IyNWt0Mjlr,1379,197,8.7,0.103,0.014,gr25kt29k,GR25kt29k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,102402,2683,1.6,0.05,0.001,True,,,,,0.103,0.014,True,-101023,2690.222667364172,True,5.299999999999999,1.4035668847618201,True
R1Iza3Bs,1729,211,7.4,0.13,0.015,gr3kpl,GR3kpl,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,147224,2968,1.2,0.071,0.001,True,,,,,0.13,0.015,True,-145495,2975.490715831592,True,5.9,1.5033296378372907,True
R1I1MDB0OTk5,2419,337,8.5,0.181,0.025,gr500t999,GR500t999,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,321465,3260,0.6,0.156,0.002,True,,,,,0.181,0.025,True,-319046,3277.3722705850796,True,2.4999999999999982,2.5079872407968904,False
R1Jub1JudFBk,238,110,28.1,,,grnorntpd,GRnoRntPd,NA,gross_rent,housing,False,165,84,31.1,,,False,59425,1926,2,,,True,73,138.40520221436765,False,0.44242424242424244,0.9918052990462105,False,,,-59187,1929.1386679033728,True,,
R1JQSTE1dDE5,1785,288,9.8,0.136,0.022,grpi15t19,GRPI15t19,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,1663,277,10.1,0.145,0.024,True,222841,3644,1,0.111,0.002,True,122,399.5910409406097,False,0.07336139506915214,0.24890980182654396,False,-0.00899999999999998,0.032557641192199414,False,-221056,3655.363183050352,True,2.5000000000000018,2.209072203437452,False
R1JQSTIwdDI0,1713,240,8.5,0.131,0.018,grpi20t24,GRPI20t24,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,1506,265,10.7,0.131,0.023,True,228606,3500,0.9,0.113,0.002,True,207,357.5262228144951,False,0.13745019920318724,0.25584374183453507,False,0,0.029206163733020464,-226893,3508.21892133316,True,1.8000000000000007,1.8110770276274832,False
R1JQSTI1dDI5,1460,261,10.9,0.112,0.02,grpi25t29,GRPI25t29,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,1484,269,11,0.129,0.023,True,211796,3409,1,0.105,0.002,True,-24,374.8092848369688,False,-0.016172506738544475,0.25047126165516975,False,-0.017,0.03047950130825634,False,-210336,3418.976747507944,True,0.7000000000000011,2.009975124224178,False
R1JQSTMwdDM0,1556,270,10.5,0.119,0.02,grpi30t34,GRPI30t34,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,1238,242,11.9,0.108,0.021,True,188082,3046,1,0.093,0.001,True,318,362.579646422686,False,0.2568659127625202,0.3285230257747846,False,0.010999999999999996,0.029,False,-186526,3057.9430995360262,True,2.599999999999998,2.0024984394500787,False
R1JQSTM1cGw=,4870,428,5.3,0.372,0.031,grpi35pl,GRPI35pl,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,4068,388,5.8,0.355,0.031,True,889842,5729,0.4,0.442,0.003,True,802,577.6919594385921,False,0.19714847590953785,0.15526441412604017,False,0.017000000000000015,0.043840620433565944,False,-884972,5744.965187013756,True,-7,3.1144823004794877,False
R1JQSTUwcGw=,3137,371,7.2,0.24,0.027,grpi50pl,GRPI50pl,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,2425,331,8.3,0.211,0.028,True,584722,5029,0.5,0.29,0.002,True,712,497.19412707714076,False,0.29360824742268044,0.2336302918122833,False,0.028999999999999998,0.03889730067755345,False,-581585,5042.666159880108,True,-4.9999999999999964,2.7073972741361767,False
R1JQSU50Qw==,496,152,18.7,,,grpintc,GRPINtC,NA,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,438,153,21.2,,,False,109433,2779,1.5,,,True,58,215.6687274502263,False,0.1324200913242009,0.5262204077794287,False,,,-108937,2783.1537866240883,True,,
