id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_significant,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m
QXZnSEhTT09j,2.24,0.39,10.6,,,avghhsooc,AvgHHSOOc,mean,housing_tenure,housing,True,2.18,0.3,8.4,,,True,2.85,0.01,0.2,,,True,0.06000000000000005,0.49203658400570177,False,,,,,-0.6099999999999999,0.3901281840626232,False,,
QXZnSEhTUk9j,2.22,0.15,4.2,,,avghhsroc,AvgHHSROc,mean,housing_tenure,housing,True,2.1,0.1,3,,,True,2.51,0.01,0.2,,,True,0.1200000000000001,0.18027756377319948,False,,,,,-0.2899999999999996,0.15033296378372907,False,,
Qmx0MDB0MDk=,646,156,14.7,0.03,0.007,blt00t09,Blt00t09,HU3,year_structure_built,housing,True,,0,,0,0,False,198788,2928,0.9,0.057,0.001,True,,,,,0.03,0.007,True,-198142,2932.1527927446073,True,-2.7,0.7071067811865476,True
Qmx0MTBMdHI=,117,38,19.8,0.005,0.002,blt10ltr,Blt10Ltr,HU3,year_structure_built,housing,True,,0,,0,0,False,76678,1919,1.5,0.022,0.001,True,,,,,0.005,0.002,False,-76561,1919.3762007485661,True,-1.6999999999999997,0.223606797749979,True
Qmx0NDB0NDk=,1045,274,16,0.048,0.013,blt40t49,Blt40t49,HU3,year_structure_built,housing,True,,0,,0,0,False,354913,3910,0.7,0.102,0.001,True,,,,,0.048,0.013,True,-353868,3919.5887539383516,True,-5.3999999999999995,1.3038404810405297,True
Qmx0NTB0NTk=,2794,382,8.3,0.128,0.017,blt50t59,Blt50t59,HU3,year_structure_built,housing,True,,0,,0,0,False,450809,4111,0.6,0.13,0.001,True,,,,,0.128,0.017,True,-448015,4128.70984691344,True,-0.1999999999999993,1.7029386365926402,False
Qmx0NjB0Njk=,1287,272,12.9,0.059,0.012,blt60t69,Blt60t69,HU3,year_structure_built,housing,True,,0,,0,0,False,440499,4325,0.6,0.127,0.001,True,,,,,0.059,0.012,True,-439212,4333.544623053973,True,-6.8,1.2041594578792296,True
Qmx0NzB0Nzk=,1110,313,17.2,0.051,0.014,blt70t79,Blt70t79,HU3,year_structure_built,housing,True,,0,,0,0,False,245191,3241,0.8,0.071,0.001,True,,,,,0.051,0.014,True,-244081,3256.0789302472385,True,-2,1.4035668847618201,False
Qmx0ODB0ODk=,811,240,18,0.037,0.011,blt80t89,Blt80t89,HU3,year_structure_built,housing,True,,0,,0,0,False,164132,2906,1.1,0.047,0.001,True,,,,,0.037,0.011,True,-163321,2915.8936880483143,True,-1.0000000000000004,1.104536101718726,False
Qmx0OTB0OTk=,283,115,24.8,0.013,0.005,blt90t99,Blt90t99,HU3,year_structure_built,housing,False,,0,,0,0,False,127962,2842,1.4,0.037,0.001,True,,,,,0.013,0.005,False,-127679,2844.3257549022055,True,-2.3999999999999995,0.5099019513592785,True
Qmx0QmYzOQ==,13715,605,2.7,0.629,0.026,bltbf39,BltBf39,HU3,year_structure_built,housing,True,,0,,0,0,False,1413382,6785,0.3,0.407,0.002,True,,,,,0.629,0.026,True,-1399667,6811.91970005519,True,22.200000000000003,2.6076809620810595,True
QnRSVlZFdGM=,0,0,,0,0,btrvvetc,BtRVVEtc,HU2,units_in_structure,housing,False,0,0,,0,0,False,1902,346,11.1,0.001,0.001,True,0,0,0,,,,-1902,346,True,-0.1,0.1,False
R1IxNWt0MTlr,2754,394,8.7,0.189,0.026,gr15kt19k,GR15kt19k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,442539,4873,0.7,0.214,0.002,True,,,,,0.189,0.026,True,-439785,4888.902228517155,True,-2.5,2.6076809620810595,False
R1Ixa3QxNGs=,2772,429,9.4,0.191,0.028,gr1kt14k,GR1kt14k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,619998,5133,0.5,0.3,0.002,True,,,,,0.191,0.028,True,-617226,5150.896038554845,True,-10.899999999999999,2.8071337695236402,True
R1IyMGt0MjRr,2051,334,9.9,0.141,0.022,gr20kt24k,GR20kt24k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,206669,2799,0.8,0.1,0.001,True,,,,,0.141,0.022,True,-204618,2818.857392632696,True,4.099999999999998,2.2022715545545237,False
R1IyNWt0Mjlr,1266,259,12.4,0.087,0.017,gr25kt29k,GR25kt29k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,102402,2683,1.6,0.05,0.001,True,,,,,0.087,0.017,True,-101136,2695.472129330964,True,3.6999999999999993,1.7029386365926402,False
R1Iza3Bs,1610,296,11.2,0.111,0.02,gr3kpl,GR3kpl,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,147224,2968,1.2,0.071,0.001,True,,,,,0.111,0.02,True,-145614,2982.7235875957394,True,4,2.0024984394500787,False
R1I1MDB0OTk5,2328,431,11.3,0.16,0.029,gr500t999,GR500t999,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,321465,3260,0.6,0.156,0.002,True,,,,,0.16,0.029,True,-319137,3288.367528120906,True,0.40000000000000036,2.906888370749727,False
R1Jub1JudFBk,494,217,26.8,,,grnorntpd,GRnoRntPd,NA,gross_rent,housing,False,410,146,21.7,,,False,59425,1926,2,,,True,84,261.5434954266689,False,0.2048780487804878,0.6813313260982534,False,,,-58931,1938.1860075854433,True,,
R1JQSTE1dDE5,1157,239,12.6,0.086,0.017,grpi15t19,GRPI15t19,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,1984,330,10.1,0.134,0.022,True,222841,3644,1,0.111,0.002,True,-827,407.4567461706825,False,-0.4168346774193548,0.15466146460680194,False,-0.048000000000000015,0.027802877548915687,False,-221684,3651.829267641082,True,-2.5,1.711724276862369,False
R1JQSTIwdDI0,963,234,14.8,0.071,0.017,grpi20t24,GRPI20t24,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,1776,290,9.9,0.12,0.019,True,228606,3500,0.9,0.113,0.002,True,-813,372.63386856269517,False,-0.4577702702702703,0.15874234732980044,False,-0.049,0.025495097567963924,False,-227643,3507.813564031019,True,-4.200000000000001,1.711724276862369,False
