id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,change_percentage_point_significant,difference_sum,difference_m,significant,difference_percent,difference_percent_m
QWdGRkhN,37,42,69,0.001,0.002,agffhm,AgFFHM,CvEm16pl3,industry,economic,False,,0,,0,0,False,3870,470,7.4,0.001,0.001,True,,,,,0.001,0.002,False,-3833,471.8728642335772,True,0,0.223606797749979
QWdISEluYw==,2566583800,170563244,4,0,0,aghhinc,AgHHInc,MnHHInc,economic__special_variable,economic,True,1881747000,108172507,,0,0,False,307989432000,2361252362,0.5,0,0,True,684836800,201973046.40587214,True,0.3639367034994609,0.11984694513713223,False,0,0,-305422848200,2367404599.3987556,True,0,0
QWdJUDE1cGw=,2674251300,174846947,4,0,0,agip15pl,AgIP15pl,PerCapInc,economic__special_variable,economic,True,2041074300,115841539,,0,0,False,318266008500,2111708243,0.4,0,0,True,633177000,209739641.06269786,False,0.3102175163344127,0.11343722093988132,False,0,0,-315591757200,2118934439.3891397,True,0,0
QWdUVG0=,665490,42395,3.9,0,0,agttm,AgTTm,MnTrvTm,economic__special_variable,economic,True,671450,39961,,0,0,False,156042185,593582,0.2,0,0,True,-5960,58259.9137143199,False,-0.00887631245811304,0.0864058256365544,False,0,0,-155376695,595094.0486586973,True,0,0
QXJ0RW5SQUZT,3246,662,12.4,0.125,0.025,artenrafs,ArtEnRAFS,CvEm16pl3,industry,economic,True,,0,,0,0,False,440995,5433,0.7,0.109,0.001,True,,,,,0.125,0.025,True,-437749,5473.183077515314,True,1.5999999999999996,2.5019992006393608,False
Q05JMTg2NF8y,34118,1338,2.4,,,cni1864_2,CNI1864_2,NA,health_insurance_coverage,economic,True,,0,,,,False,5369877,1931,0,,,True,,,,,,,-5335759,2349.2562652890806,True,,
Q29uc3RjdG4=,279,184,40.2,0.011,0.007,constctn,Constctn,CvEm16pl3,industry,economic,False,,0,,0,0,False,206067,3740,1.1,0.051,0.001,True,,,,,0.011,0.007,False,-205788,3744.523467679165,True,-4,0.7071067811865476,True
Q3ZFbTE2cGwx,25877,1188,2.8,0.636,0.019,cvem16pl1,CvEm16pl1,Pop16pl,employment_status,economic,True,26902,1172,2.6,0.699,0.019,True,4053141,9894,0.1,0.591,0.001,True,-1025,1668.8103547138003,False,-0.038101256412162665,0.060878673236966344,False,-0.06299999999999994,0.026870057685088804,False,-4027264,9965.067987725924,True,4.500000000000007,1.9026297590440446,False
Q3ZFbTE2cGwy,25877,1188,2.8,1,0,cvem16pl2,CvEm16pl2,CvEm16pl2,occupation,economic,True,26902,1172,2.6,1,0,True,4053141,9894,0.1,1,0,True,-1025,1668.8103547138003,False,-0.038101256412162665,0.060878673236966344,False,0,0,-4027264,9965.067987725924,True,0,0
Q3ZFbTE2cGwz,25877,1188,2.8,1,0,cvem16pl3,CvEm16pl3,CvEm16pl3,industry,economic,True,,0,,0,0,False,4053141,9894,0.1,1,0,True,,,,,1,0,True,-4027264,9965.067987725924,True,0,0
Q3ZFbTE2cGw0,25877,1188,2.8,1,0,cvem16pl4,CvEm16pl4,CvEm16pl4,class_of_worker,economic,True,26902,1172,2.6,1,0,True,4053141,9894,0.1,1,0,True,-1025,1668.8103547138003,False,-0.038101256412162665,0.060878673236966344,False,0,0,-4027264,9965.067987725924,True,0,0
Q3ZMRjE=,27379,1162,2.6,0.673,0.017,cvlf1,CvLF1,Pop16pl,employment_status,economic,True,28644,1196,2.5,0.744,0.018,True,4354474,10392,0.1,0.635,0.002,True,-1265,1667.5311091550886,False,-0.044162826420890935,0.05690768105115054,False,-0.07099999999999995,0.024758836806279896,False,-4327095,10456.763744103622,True,3.8000000000000114,1.711724276862369,False
Q3ZMRjE4dDY0,25847,1144,2.7,,,cvlf18t64,CvLF18t64,NA,health_insurance_coverage,economic,True,,0,,,,False,4102491,9890,0.1,,,True,,,,,,,-4076644,9955.94475677723,True,,
Q3ZMRjI=,27379,1162,2.6,1,0,cvlf2,CvLF2,CvLF2,employment_status,economic,True,28644,1196,2.5,1,0,True,4354474,10392,0.1,1,0,True,-1265,1667.5311091550886,False,-0.044162826420890935,0.05690768105115054,False,0,0,-4327095,10456.763744103622,True,0,0
Q3ZMRkVt,24463,1168,2.9,1,0,cvlfem,CvLFEm,CvLFEm,health_insurance_coverage,economic,True,,0,,0,0,False,3825543,9546,0.2,1,0,True,,,,,1,0,True,-3801080,9617.189818236926,True,0,0
Q3ZMRlVFbTE=,1502,356,14.4,0.037,0.009,cvlfuem1,CvLFUEm1,Pop16pl,employment_status,economic,True,1742,315,11,0.045,0.008,True,301333,4545,0.9,0.044,0.001,True,-240,475.3535526321435,False,-0.1377726750861079,0.2570471280582607,False,-0.008,0.012041594578792296,False,-299831,4558.921034630892,True,-0.6999999999999997,0.9055385138137416,False
Q3ZMRlVFbTI=,1502,356,14.4,0.055,0.013,cvlfuem2,CvLFUEm2,CvLF2,employment_status,economic,True,1742,315,11,0.061,0.011,True,301333,4545,0.9,0.069,0.001,True,-240,475.3535526321435,False,-0.1377726750861079,0.2570471280582607,False,-0.005999999999999998,0.0170293863659264,False,-299831,4558.921034630892,True,-1.4000000000000004,1.3038404810405297,False
