id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,change_percentage_point_significant,difference_sum,difference_m,significant,difference_percent,difference_percent_m
QWdGRkhN,45,52,70.2,0.001,0.002,agffhm,AgFFHM,CvEm16pl3,industry,economic,False,,0,,0,0,False,3870,470,7.4,0.001,0.001,True,,,,,0.001,0.002,False,-3825,472.8678462319044,True,0,0.223606797749979
QWdISEluYw==,3998664100,260670743,4,0,0,aghhinc,AgHHInc,MnHHInc,economic__special_variable,economic,True,3656749400,195783964,,0,0,False,307989432000,2361252362,0.5,0,0,True,341914700,326007050.25463074,False,0.09350236032034352,0.0922454885453617,False,0,0,-303990767900,2375597178.24945,True,0,0
QWdJUDE1cGw=,4160064200,269140490,3.9,0,0,agip15pl,AgIP15pl,PerCapInc,economic__special_variable,economic,True,3841374400,199710048,,0,0,False,318266008500,2111708243,0.4,0,0,True,318689800,335142815.27373135,False,0.08296244177604765,0.08988249993353226,False,0,0,-314105944300,2128790338.8806486,True,0,0
QWdUVG0=,741710,54876,4.5,0,0,agttm,AgTTm,MnTrvTm,economic__special_variable,economic,True,799220,42423,,0,0,False,156042185,593582,0.2,0,0,True,-57510,69361.99467287543,False,-0.07195765871724932,0.08450505551259312,False,0,0,-155300475,596113.2158407494,True,0,0
QXJ0RW5SQUZT,1923,460,14.6,0.062,0.014,artenrafs,ArtEnRAFS,CvEm16pl3,industry,economic,True,,0,,0,0,False,440995,5433,0.7,0.109,0.001,True,,,,,0.062,0.014,True,-439072,5452.438812128019,True,-4.7,1.4035668847618201,True
Q05JMTg2NF8y,35653,1707,2.9,,,cni1864_2,CNI1864_2,NA,health_insurance_coverage,economic,True,,0,,,,False,5369877,1931,0,,,True,,,,,,,-5334224,2577.3261338061197,True,,
Q29uc3RjdG4=,381,232,37,0.012,0.007,constctn,Constctn,CvEm16pl3,industry,economic,False,,0,,0,0,False,206067,3740,1.1,0.051,0.001,True,,,,,0.012,0.007,False,-205686,3747.1888129636595,True,-3.8999999999999995,0.7071067811865476,True
Q3ZFbTE2cGwx,31003,1643,3.2,0.709,0.023,cvem16pl1,CvEm16pl1,Pop16pl,employment_status,economic,True,33518,1217,2.2,0.709,0.013,True,4053141,9894,0.1,0.591,0.001,True,-2515,2044.6363979935406,False,-0.07503430992302644,0.05941987739414924,False,0,0.02641968962724581,-4022138,10029.490764739754,True,11.799999999999997,2.3021728866442674,True
Q3ZFbTE2cGwy,31003,1643,3.2,1,0,cvem16pl2,CvEm16pl2,CvEm16pl2,occupation,economic,True,33518,1217,2.2,1,0,True,4053141,9894,0.1,1,0,True,-2515,2044.6363979935406,False,-0.07503430992302644,0.05941987739414924,False,0,0,-4022138,10029.490764739754,True,0,0
Q3ZFbTE2cGwz,31003,1643,3.2,1,0,cvem16pl3,CvEm16pl3,CvEm16pl3,industry,economic,True,,0,,0,0,False,4053141,9894,0.1,1,0,True,,,,,1,0,True,-4022138,10029.490764739754,True,0,0
Q3ZFbTE2cGw0,31003,1643,3.2,1,0,cvem16pl4,CvEm16pl4,CvEm16pl4,class_of_worker,economic,True,33518,1217,2.2,1,0,True,4053141,9894,0.1,1,0,True,-2515,2044.6363979935406,False,-0.07503430992302644,0.05941987739414924,False,0,0,-4022138,10029.490764739754,True,0,0
Q3ZMRjE=,32065,1688,3.2,0.733,0.024,cvlf1,CvLF1,Pop16pl,employment_status,economic,True,35342,1221,2.1,0.748,0.01,True,4354474,10392,0.1,0.635,0.002,True,-3277,2083.3110665476725,False,-0.09272253975439987,0.05712870457609592,False,-0.015000000000000013,0.026000000000000002,False,-4322409,10528.20060599151,True,9.799999999999997,2.4083189157584592,True
Q3ZMRjE4dDY0,29882,1632,3.3,,,cvlf18t64,CvLF18t64,NA,health_insurance_coverage,economic,True,,0,,,,False,4102491,9890,0.1,,,True,,,,,,,-4072609,10023.74800162095,True,,
Q3ZMRjI=,32065,1688,3.2,1,0,cvlf2,CvLF2,CvLF2,employment_status,economic,True,35342,1221,2.1,1,0,True,4354474,10392,0.1,1,0,True,-3277,2083.3110665476725,False,-0.09272253975439987,0.05712870457609592,False,0,0,-4322409,10528.20060599151,True,0,0
Q3ZMRkVt,28910,1584,3.3,1,0,cvlfem,CvLFEm,CvLFEm,health_insurance_coverage,economic,True,,0,,0,0,False,3825543,9546,0.2,1,0,True,,,,,1,0,True,-3796633,9676.52685626408,True,0,0
Q3ZMRlVFbTE=,1062,355,20.3,0.024,0.008,cvlfuem1,CvLFUEm1,Pop16pl,employment_status,economic,False,1824,354,11.8,0.039,0.007,True,301333,4545,0.9,0.044,0.001,True,-762,501.339206525881,False,-0.41776315789473684,0.22505271534581808,False,-0.015,0.01063014581273465,False,-300271,4558.843054986649,True,-1.9999999999999996,0.806225774829855,False
Q3ZMRlVFbTI=,1062,355,20.3,0.033,0.011,cvlfuem2,CvLFUEm2,CvLF2,employment_status,economic,False,1824,354,11.8,0.052,0.01,True,301333,4545,0.9,0.069,0.001,True,-762,501.339206525881,False,-0.41776315789473684,0.22505271534581808,False,-0.018999999999999996,0.014866068747318505,False,-300271,4558.843054986649,True,-3.6,1.104536101718726,True
Q3ZOSVBvcDI=,47551,2269,2.9,1,0,cvnipop2,CvNIPop2,CvNIPop2,health_insurance_coverage,economic,True,,0,,0,0,False,8379895,1861,0,1,0,True,,,,,1,0,True,-8332344,2934.5667482611466,True,0,0
Q3ZOSVUxOF8y,4553,1100,14.7,1,0,cvniu18_2,CvNIU18_2,CvNIU18_2,health_insurance_coverage,economic,True,,0,,0,0,False,1855028,1721,0.1,1,0,True,,,,,1,0,True,-1850475,2042.5085067142315,True,0,0
Q1dfQ3JwbGQ=,460,209,27.6,0.015,0.007,cw_crpld,CW_Crpld,Wrkr16pl,commute_to_work,economic,False,381,190,30.2,0.012,0.006,False,177245,3363,1.2,0.045,0.001,True,79,282.4553061990516,False,0.2073490813648294,0.814510059824799,False,0.002999999999999999,0.009219544457292887,False,-176785,3369.488091683958,True,-3,0.7071067811865476,True
Q1dfRHJ2QWxu,593,207,21.2,0.019,0.007,cw_drvaln,CW_DrvAln,Wrkr16pl,commute_to_work,economic,False,1705,318,11.3,0.052,0.009,True,883066,6519,0.4,0.223,0.002,True,-1112,379.4377419287649,False,-0.6521994134897361,0.13765070990448539,True,-0.033,0.011401754250991379,False,-882473,6522.285642318956,True,-20.400000000000002,0.7280109889280519,True
Q1dfT3Ro,1447,480,20.2,0.047,0.015,cw_oth,CW_Oth,Wrkr16pl,commute_to_work,economic,False,1771,311,10.7,0.054,0.009,True,112933,2992,1.6,0.029,0.001,True,-324,571.9449274187157,False,-0.18294748729531338,0.30666856493366457,False,-0.006999999999999999,0.017492855684535902,False,-111486,3030.2580748180508,True,1.7999999999999998,1.5033296378372907,False
