id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,difference_percent,difference_percent_m
QXZnSEhTT09j,,0,,,,avghhsooc,AvgHHSOOc,mean,housing_tenure,housing,False,1.46,1.95,81.3,,,False,2.85,0.01,0.2,,,True,,,,,,,,,,
QXZnSEhTUk9j,2.09,0.12,3.5,,,avghhsroc,AvgHHSROc,mean,housing_tenure,housing,True,2.06,0.11,3.3,,,True,2.51,0.01,0.2,,,True,0.029999999999999805,0.16278820596099705,False,,,,,-0.41999999999999993,0.12041594578792295,True,,
Qmx0MDB0MDk=,57,90,96,0.005,0.008,blt00t09,Blt00t09,HU3,year_structure_built,housing,False,,0,,0,0,False,198788,2928,0.9,0.057,0.001,True,,,,,0.005,0.008,False,-198731,2929.3828701622465,True,-5.2,0.806225774829855,True
Qmx0MTBMdHI=,0,0,,0,0,blt10ltr,Blt10Ltr,HU3,year_structure_built,housing,False,,0,,0,0,False,76678,1919,1.5,0.022,0.001,True,,,,,0,0,-76678,1919,True,-2.1999999999999997,0.1,True
Qmx0NDB0NDk=,7626,611,4.9,0.7,0.054,blt40t49,Blt40t49,HU3,year_structure_built,housing,True,,0,,0,0,False,354913,3910,0.7,0.102,0.001,True,,,,,0.7,0.054,True,-347287,3957.451326295751,True,59.8,5.400925846556311,True
Qmx0NTB0NTk=,1875,478,15.5,0.172,0.044,blt50t59,Blt50t59,HU3,year_structure_built,housing,True,,0,,0,0,False,450809,4111,0.6,0.13,0.001,True,,,,,0.172,0.044,True,-448934,4138.696050690362,True,4.199999999999999,4.401136216933077,False
Qmx0NjB0Njk=,458,271,35.9,0.042,0.025,blt60t69,Blt60t69,HU3,year_structure_built,housing,False,,0,,0,0,False,440499,4325,0.6,0.127,0.001,True,,,,,0.042,0.025,False,-440041,4333.481971809736,True,-8.5,2.5019992006393608,True
Qmx0NzB0Nzk=,238,262,66.9,0.022,0.024,blt70t79,Blt70t79,HU3,year_structure_built,housing,False,,0,,0,0,False,245191,3241,0.8,0.071,0.001,True,,,,,0.022,0.024,False,-244953,3251.572696404003,True,-4.9,2.4020824298928627,False
Qmx0ODB0ODk=,181,150,50.4,0.017,0.014,blt80t89,Blt80t89,HU3,year_structure_built,housing,False,,0,,0,0,False,164132,2906,1.1,0.047,0.001,True,,,,,0.017,0.014,False,-163951,2909.868725561344,True,-3,1.4035668847618201,False
Qmx0OTB0OTk=,0,0,,0,0,blt90t99,Blt90t99,HU3,year_structure_built,housing,False,,0,,0,0,False,127962,2842,1.4,0.037,0.001,True,,,,,0,0,-127962,2842,True,-3.6999999999999997,0.1,True
Qmx0QmYzOQ==,454,233,31.1,0.042,0.021,bltbf39,BltBf39,HU3,year_structure_built,housing,False,,0,,0,0,False,1413382,6785,0.3,0.407,0.002,True,,,,,0.042,0.021,False,-1412928,6788.999484460137,True,-36.49999999999999,2.1095023109728985,True
QnRSVlZFdGM=,0,0,,0,0,btrvvetc,BtRVVEtc,HU2,units_in_structure,housing,False,0,0,,0,0,False,1902,346,11.1,0.001,0.001,True,0,0,0,,,,-1902,346,True,-0.1,0.1,False
R1IxNWt0MTlr,2968,536,11,0.281,0.05,gr15kt19k,GR15kt19k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,442539,4873,0.7,0.214,0.002,True,,,,,0.281,0.05,True,-439571,4902.3897233900125,True,6.700000000000003,5.0039984012787215,False
R1Ixa3QxNGs=,1150,409,21.6,0.109,0.039,gr1kt14k,GR1kt14k,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,619998,5133,0.5,0.3,0.002,True,,,,,0.109,0.039,False,-618848,5149.268880142112,True,-19.1,3.905124837953327,True
R1IyMGt0MjRr,1689,432,15.5,0.16,0.041,gr20kt24k,GR20kt24k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,206669,2799,0.8,0.1,0.001,True,,,,,0.16,0.041,True,-204980,2832.1414159607216,True,6,4.101219330881976,False
R1IyNWt0Mjlr,438,271,37.6,0.042,0.026,gr25kt29k,GR25kt29k,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,102402,2683,1.6,0.05,0.001,True,,,,,0.042,0.026,False,-101964,2696.6516274817554,True,-0.7999999999999998,2.6019223662515376,False
R1Iza3Bs,4220,537,7.7,0.4,0.049,gr3kpl,GR3kpl,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,147224,2968,1.2,0.071,0.001,True,,,,,0.4,0.049,True,-143004,3016.188488805035,True,32.9,4.901020301937139,True
R1I1MDB0OTk5,0,0,,0,0,gr500t999,GR500t999,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,321465,3260,0.6,0.156,0.002,True,,,,,0,0,-321465,3260,True,-15.6,0.2,True
R1Jub1JudFBk,0,0,,,,grnorntpd,GRnoRntPd,NA,gross_rent,housing,False,0,0,,,,False,59425,1926,2,,,True,0,0,0,,,,-59425,1926,True,,
R1JQSTE1dDE5,1601,401,15.2,0.155,0.038,grpi15t19,GRPI15t19,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,1694,255,9.1,0.163,0.024,True,222841,3644,1,0.111,0.002,True,-93,475.2115318466083,False,-0.05489964580873672,0.2761797934407629,False,-0.008000000000000007,0.044944410108488465,False,-221240,3665.997408618833,True,4.4,3.8052595180880893,False
R1JQSTIwdDI0,1080,387,21.8,0.105,0.037,grpi20t24,GRPI20t24,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,False,1213,256,12.8,0.117,0.024,True,228606,3500,0.9,0.113,0.002,True,-133,464.00969817451016,False,-0.10964550700741962,0.37026717695506844,False,-0.01200000000000001,0.04410215414239989,False,-227526,3521.3305723831154,True,-0.8000000000000007,3.7054014627297804,False
R1JQSTI1dDI5,712,279,23.8,0.069,0.027,grpi25t29,GRPI25t29,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,False,913,204,13.6,0.088,0.019,True,211796,3409,1,0.105,0.002,True,-201,345.6255198911099,False,-0.22015334063526834,0.35177445795081674,False,-0.01899999999999999,0.03301514803843835,False,-211084,3420.3979300660326,True,-3.5999999999999996,2.7073972741361767,False
R1JQSTMwdDM0,954,363,23.1,0.093,0.035,grpi30t34,GRPI30t34,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,False,696,178,15.6,0.067,0.017,True,188082,3046,1,0.093,0.001,True,258,404.293210430252,False,0.3706896551724138,0.6284118568015176,False,0.025999999999999995,0.03891015291668744,False,-187128,3067.553585514033,True,0,3.5014282800023198
R1JQSTM1cGw=,3657,654,10.9,0.355,0.062,grpi35pl,GRPI35pl,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,3325,353,6.4,0.32,0.033,True,889842,5729,0.4,0.442,0.003,True,332,743.1857103039589,False,0.09984962406015038,0.22873988030736517,False,0.034999999999999976,0.07023531875061151,False,-886185,5766.208199501645,True,-8.700000000000003,6.2072538211353985,False
