id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_significant,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m
QXZnSEhTT09j,4.08,1.38,20.5,,,avghhsooc,AvgHHSOOc,mean,housing_tenure,housing,False,2.91,1.05,21.8,,,False,2.85,0.01,0.2,,,True,1.17,1.7340415219942111,False,,,,,1.23,1.3800362314084365,False,,
QXZnSEhTUk9j,2.68,0.15,3.3,,,avghhsroc,AvgHHSROc,mean,housing_tenure,housing,True,2.87,0.21,4.4,,,True,2.51,0.01,0.2,,,True,-0.18999999999999995,0.2580697580112788,False,,,,,0.17000000000000037,0.15033296378372907,False,,
Qmx0MDB0MDk=,1056,203,11.7,0.127,0.024,blt00t09,Blt00t09,HU3,year_structure_built,housing,True,,0,,0,0,False,198788,2928,0.9,0.057,0.001,True,,,,,0.127,0.024,True,-197732,2935.0286199626744,True,6.999999999999999,2.4020824298928627,False
Qmx0MTBMdHI=,903,193,13,0.108,0.023,blt10ltr,Blt10Ltr,HU3,year_structure_built,housing,True,,0,,0,0,False,76678,1919,1.5,0.022,0.001,True,,,,,0.108,0.023,True,-75775,1928.6808963641445,True,8.600000000000001,2.3021728866442674,True
Qmx0NDB0NDk=,312,116,22.5,0.037,0.014,blt40t49,Blt40t49,HU3,year_structure_built,housing,False,,0,,0,0,False,354913,3910,0.7,0.102,0.001,True,,,,,0.037,0.014,False,-354601,3911.7203376519647,True,-6.5,1.4035668847618201,True
Qmx0NTB0NTk=,920,195,12.9,0.11,0.023,blt50t59,Blt50t59,HU3,year_structure_built,housing,True,,0,,0,0,False,450809,4111,0.6,0.13,0.001,True,,,,,0.11,0.023,True,-449889,4115.622188685448,True,-2,2.3021728866442674,False
Qmx0NjB0Njk=,590,156,16.1,0.071,0.019,blt60t69,Blt60t69,HU3,year_structure_built,housing,True,,0,,0,0,False,440499,4325,0.6,0.127,0.001,True,,,,,0.071,0.019,True,-439909,4327.812495938335,True,-5.6,1.9026297590440446,False
Qmx0NzB0Nzk=,553,167,18.3,0.066,0.02,blt70t79,Blt70t79,HU3,year_structure_built,housing,True,,0,,0,0,False,245191,3241,0.8,0.071,0.001,True,,,,,0.066,0.02,True,-244638,3245.299677995855,True,-0.4999999999999991,2.0024984394500787,False
Qmx0ODB0ODk=,495,130,15.9,0.059,0.016,blt80t89,Blt80t89,HU3,year_structure_built,housing,True,,0,,0,0,False,164132,2906,1.1,0.047,0.001,True,,,,,0.059,0.016,True,-163637,2908.906323689369,True,1.1999999999999993,1.6031219541881399,False
Qmx0OTB0OTk=,962,190,12,0.116,0.023,blt90t99,Blt90t99,HU3,year_structure_built,housing,True,,0,,0,0,False,127962,2842,1.4,0.037,0.001,True,,,,,0.116,0.023,True,-127000,2848.3440803386097,True,7.900000000000002,2.3021728866442674,True
Qmx0QmYzOQ==,2538,287,6.9,0.305,0.034,bltbf39,BltBf39,HU3,year_structure_built,housing,True,,0,,0,0,False,1413382,6785,0.3,0.407,0.002,True,,,,,0.305,0.034,True,-1410844,6791.067220989644,True,-10.199999999999996,3.4058772731852804,False
QnRSVlZFdGM=,23,36,95.1,0.003,0.004,btrvvetc,BtRVVEtc,HU2,units_in_structure,housing,False,0,0,,0,0,False,1902,346,11.1,0.001,0.001,True,23,36,False,0,,0.003,0.004,False,-1879,347.86779097812433,True,0.19999999999999998,0.4123105625617661,False
R1IxNWt0MTlr,561,146,15.8,0.082,0.021,gr15kt19k,GR15kt19k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,442539,4873,0.7,0.214,0.002,True,,,,,0.082,0.021,True,-441978,4875.186663093014,True,-13.199999999999998,2.1095023109728985,True
R1Ixa3QxNGs=,2293,282,7.5,0.334,0.04,gr1kt14k,GR1kt14k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,619998,5133,0.5,0.3,0.002,True,,,,,0.334,0.04,True,-617705,5140.740510860279,True,3.3999999999999986,4.004996878900157,False
R1IyMGt0MjRr,151,92,37.2,0.022,0.013,gr20kt24k,GR20kt24k,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,206669,2799,0.8,0.1,0.001,True,,,,,0.022,0.013,False,-206518,2800.511560411776,True,-7.800000000000001,1.3038404810405297,True
R1IyNWt0Mjlr,10,17,103.3,0.001,0.002,gr25kt29k,GR25kt29k,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,102402,2683,1.6,0.05,0.001,True,,,,,0.001,0.002,False,-102392,2683.053857081516,True,-4.9,0.223606797749979,True
R1Iza3Bs,7,12,104.2,0.001,0.002,gr3kpl,GR3kpl,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,147224,2968,1.2,0.071,0.001,True,,,,,0.001,0.002,False,-147217,2968.0242586609697,True,-7,0.223606797749979,True
R1I1MDB0OTk5,1727,249,8.8,0.252,0.035,gr500t999,GR500t999,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,321465,3260,0.6,0.156,0.002,True,,,,,0.252,0.035,True,-319738,3269.4955268359063,True,9.6,3.5057096285916214,False
R1Jub1JudFBk,322,130,24.6,,,grnorntpd,GRnoRntPd,NA,gross_rent,housing,False,44,41,56.8,,,False,59425,1926,2,,,True,278,136.31214179228496,False,6.318181818181818,7.431758228608206,False,,,-59103,1930.38234554712,True,,
R1JQSTE1dDE5,647,168,15.8,0.096,0.025,grpi15t19,GRPI15t19,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,606,168,16.8,0.102,0.028,True,222841,3644,1,0.111,0.002,True,41,237.58787847867995,False,0.06765676567656766,0.4055388642381056,False,-0.0059999999999999915,0.03753664875824692,False,-222194,3647.8706117404986,True,-1.5,2.5079872407968904,False
