id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_significant,change_percent,change_percent_m,change_percent_significant,change_percentage_point,change_percentage_point_m,change_percentage_point_significant,difference_sum,difference_m,significant,difference_percent,difference_percent_m,percent_significant
SHNwQm9s,89,58.3952052826257,39.8860730730684,0.000946446041941384,0.000619635333788967,hspbol,HspBol,Hsp2,hispanic_subgroup,demographic,False,144,103.368273662667,43.6374002290894,0.00158107974570967,0.00113356139449945,False,3802,607,9.7,0.002,0,True,-55,118.72236520555009,False,-0.3819444444444444,0.601069314480274,False,-0.000634633703768286,0.001291862756634505,False,-3713,609.8024270204244,True,-0.1053553958058616,0.06196353337889669,False
SHNwQ0Ft,4126,1041.6088517289,15.3465067947629,0.043876813135395,0.010912712413201,hspcam,HspCAm,Hsp2,hispanic_subgroup,demographic,True,3884,939.334871065692,14.7019628663724,0.0426452342523359,0.0102015456629739,True,179031,5054,1.7,0.073,0.002,True,242,1402.6043633184654,False,0.06230690010298661,0.3713839695621414,False,0.001231578883059102,0.014938501468586893,False,-174905,5160.219472076745,True,-2.9123186864605,1.109447124531995,False
SHNwQ2hs,573,341.7923346127,36.2611684476944,0.00609341103407206,0.0036251168163443,hspchl,HspChl,Hsp2,hispanic_subgroup,demographic,False,329,168.860889491913,31.2009108363583,0.00361232803012835,0.00184959042120313,False,7524,974,7.9,0.003,0,True,244,381.2295896175951,False,0.7416413373860182,1.3705272366860701,False,0.00248108300394371,0.0040696998241084815,False,-6951,1032.229625616316,True,0.30934110340720605,0.36251168163443004,False
SHNwQ29s,1398,418.527179523624,18.1991285650636,0.014866646816113,0.00440395853958972,hspcol,HspCol,Hsp2,hispanic_subgroup,demographic,True,1832,468.760066558575,15.5546139073869,0.0201148478759731,0.00509691205381258,True,102532,3800,2.3,0.042,0.002,True,-434,628.4114893921015,False,-0.2368995633187773,0.3005269194909368,False,-0.0052482010598601005,0.0067359753044919325,False,-101134,3822.978550816104,True,-2.7133353183887,0.48368223885548267,True
SHNwQ1I=,218,185.85209172888,51.8256857669557,0.00231826109149687,0.00197384461569066,hspcr,HspCR,Hsp2,hispanic_subgroup,demographic,False,86,60.5392434706612,42.7929903659159,0.000944255959243278,0.000663855386775592,False,7377,1032,8.5,0.003,0,True,132,195.4635515895483,False,1.5348837209302326,2.8025657049782042,False,0.001374005132253592,0.002082490466110705,False,-7159,1048.6014495507814,True,-0.068173890850313,0.197384461569066,False
SHNwQ3Vi,2289,565.778225102381,15.0256937859906,0.0243417414607172,0.00592366257530447,hspcub,HspCub,Hsp2,hispanic_subgroup,demographic,True,2232,443.357643443755,12.0751937402293,0.0245067360584999,0.00478930845361004,True,39929,2284,3.5,0.016,0.001,True,57,718.7983027247633,False,0.025537634408602152,0.32519563585819306,False,-0.00016499459778269998,0.007617562193371537,False,-37640,2353.032298970841,True,0.83417414607172,0.6007476866877042,False
SHNwRG9t,20497,2245.69833236791,6.66032180072288,0.217969713726658,0.0219390482503672,hspdom,HspDom,Hsp2,hispanic_subgroup,demographic,True,13566,1611.04717497657,7.21922441978616,0.148950887710399,0.0168772672606875,True,701188,8731,0.8,0.285,0.004,True,6931,2763.8078804432116,False,0.5109096270086982,0.24412737608588037,False,0.069018826016259,0.027679667417088202,False,-680691,9015.182860042276,True,-6.703028627334199,2.2300713848035,False
SHNwRWM=,2725,983.029501083258,21.929773315485,0.0289782636437109,0.0103782519892817,hspec,HspEc,Hsp2,hispanic_subgroup,demographic,False,3635,849.641100700761,14.2090550030857,0.039911283858713,0.00922023788141212,True,196728,6097,1.9,0.08,0.002,True,-910,1299.3217461429635,False,-0.25034387895460797,0.3222393926665183,False,-0.010933020215002101,0.013882395360414449,False,-194003,6175.739307969532,True,-5.10217363562891,1.0569205947138582,True
SHNwR3VhdG0=,1266,746.167541507938,35.8291698001958,0.0134629290909864,0.0079134918527448,hspguatm,HspGuatm,Hsp2,hispanic_subgroup,demographic,False,954,573.060206261087,36.5162334410919,0.0104746533153266,0.00628100682669447,False,37583,2564,4.1,0.015,0.001,True,312,940.831547090126,False,0.3270440251572327,1.116777772107554,False,0.002988275775659799,0.010103187618788482,False,-36317,2670.36739045398,True,-0.15370709090136003,0.797642484471949,False
SHNwSG5k,1241,563.04262716068,27.5805925293446,0.0131970734612276,0.00596021771636241,hsphnd,HspHnd,Hsp2,hispanic_subgroup,demographic,False,1236,514.821328229513,25.320493022374,0.013570934484008,0.00563195800456438,False,50108,3416,4.1,0.02,0.001,True,5,762.927257345024,False,0.0040453074433656954,0.6183933194582771,False,-0.00037386102278040047,0.008200191838708236,False,-48867,3462.0908422512543,True,-0.68029265387724,0.6043525066253993,False
