id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_significant,change_percent,change_percent_m,change_percent_significant,change_percentage_point,change_percentage_point_m,change_percentage_point_significant,difference_sum,difference_m,significant,difference_percent,difference_percent_m,percent_significant
RW5n,1091,304.945896840735,16.9915164883579,0.0114514232933076,0.00317009809487135,eng,Eng,Fb2,place_of_birth,social,True,1232,290.330845760488,14.3257236490194,0.0136015367970147,0.00317517662321573,True,11879,943,4.8,0.004,0,True,-141,421.0510657865628,False,-0.11444805194805195,0.3237547585396196,False,-0.0021501135037071007,0.004486788218728694,False,-10788,991.0807232511387,True,0.7451423293307599,0.317009809487135,False
RW5nbGlzaA==,17124,1521.69280736948,5.40201600260101,0.042677380041521,0.00374519940804431,english,English,Pop_5,ancestry,social,True,21078,1325.38447252109,3.82249191819612,0.0530073457850383,0.00326317568271458,True,137212,3470,1.5,0.016,0,True,-3954,2017.9675418598827,False,-0.18758895530885283,0.08843927372721905,False,-0.0103299657435173,0.004967376988137221,False,-120088,3788.9904988004405,True,2.6677380041521004,0.374519940804431,True
RW5nT25seTE=,237430,4481.36965670095,1.1473852812932,0.636447708782887,0.00828846736570074,engonly1,EngOnly1,Pop5pl1,language_spoken_at_home,social,True,246633,4212.74554180525,1.03836045423416,0.661737835553588,0.00751617917941551,True,4009822,11425,0.2,0.509,0.001,True,-9203,6150.601515299134,False,-0.0373145523916102,0.02450611932590684,False,-0.02529012677070097,0.011188907039088553,False,-3772392,12272.46100014174,True,12.744770878288705,0.8348574205951945,True
RW5nT25seTI=,237430,4481.36965670095,1.1473852812932,0.636447708782887,0.00828846736570074,engonly2,EngOnly2,Pop5pl2,language_spoken_at_home,social,True,246633,4212.74554180525,1.03836045423416,0.661737835553588,0.00751617917941551,True,4009822,11425,0.2,0.509,0.001,True,-9203,6150.601515299134,False,-0.0373145523916102,0.02450611932590684,False,-0.02529012677070097,0.011188907039088553,False,-3772392,12272.46100014174,True,12.744770878288705,0.8348574205951945,True
RXJpdHJlYQ==,0,0,,0,0,eritrea,Eritrea,Fb2,place_of_birth,social,False,24,37,93.7183383991895,0.000264965002539248,0.000408398384706455,False,319,204,38.9,0,0,False,-24,37,False,-1,0,True,-0.000264965002539248,0.000408398384706455,False,-319,204,False,0,0
RXN0b25pYW4=,100,128.082004981184,77.8614012043671,0.000249225531660365,0.000319194033640663,estonian,Estonian,Pop_5,ancestry,social,False,128,158.619040471187,75.3319911052369,0.000321896776757041,0.00039887678681281,False,1050,303,17.5,0,0,True,-28,203.8749616799476,False,-0.21875,1.3923235174966604,False,-7.267124509667604e-05,0.000510869378774955,False,-950,328.95896400615084,False,0.024922553166036497,0.0319194033640663,False
RXRoaW9waWE=,207,121.831851336176,35.7787032395564,0.00217272650936267,0.00127602374561731,ethiopia,Ethiopia,Fb2,place_of_birth,social,False,179,122.249744376011,41.5172927530559,0.00197619731060522,0.00134815807229295,False,2952,617,12.7,0.001,0,True,28,172.59200444980098,False,0.1564245810055866,1.0426026158261092,False,0.0001965291987574497,0.0018562776697649175,False,-2745,628.9133485624233,True,0.11727265093626699,0.12760237456173099,False
RXRocGlhbg==,183,127.624449068351,42.3952195154552,0.000456082722938469,0.000318008768524325,ethpian,Ethpian,Pop_5,ancestry,social,False,116,97.9948978263665,51.3546262584459,0.000291718953936068,0.000246411043539045,False,3580,762,12.9,0,0,True,67,160.90680532531906,False,0.5775862068965517,1.7281792601845383,False,0.00016436376900240098,0.00040230334231318394,False,-3397,772.6137456711472,True,0.045608272293846897,0.0318008768524325,False
RXVy,22602,1906.66357808608,5.12815682203145,0.237236543790411,0.0177928832779289,eur,Eur,Fb2,place_of_birth,social,True,23190,1426.68566965537,3.73991427930594,0.256022433703548,0.0134150302214672,True,454287,5428,0.7,0.145,0.002,True,-588,2381.3437383124688,False,-0.025355756791720568,0.10176148716385704,False,-0.018785889913136983,0.02228339586294872,False,-431685,5753.133928564502,True,9.223654379041102,1.7904934943808144,True
RXVyTkVD,9,14,94.5626477541371,9.44663699722899e-05,0.000146902400188507,eurnec,EurNEC,Fb2,place_of_birth,social,False,145,132.64237633577,55.6094230524137,0.00160083022367462,0.00146348976675754,False,1530,386,15.3,0,0,True,-136,133.3791587917694,False,-0.9379310344827586,0.11200940140510662,True,-0.0015063638537023301,0.0014708441836527699,False,-1521,386.25380257027894,True,0.00944663699722899,0.0146902400188507,False
RXVyb3BlYW4=,6801,996.019076122541,8.90284842004319,0.0169498284082215,0.00247099278211209,european,European,Pop_5,ancestry,social,True,6978,825.703336556175,7.19328342011215,0.0175484039703956,0.0020642857227847,True,69740,2897,2.5,0.008,0,True,-177,1293.7696858405673,False,-0.02536543422184007,0.18350590777370435,False,-0.0005985755621741029,0.0032197951603390547,False,-62939,3063.439733371623,True,0.8949828408221498,0.247099278211209,True
RmFtMQ==,87516,2075.44983075959,1.4416468184573,0.459749101683162,0.00957342699288248,fam1,Fam1,HH1,household_type,social,True,79832,1483.79985173203,1.12988023461125,0.424642815349099,0.00715925689006845,True,1887978,7339,0.2,0.599,0.002,True,7684,2551.3043722770526,False,0.09625212947189098,0.03303094429479409,False,0.03510628633406304,0.011954307324393306,False,-1800462,7626.8219462630705,True,-13.925089831683799,0.9780107585709418,True
RmFtMw==,87516,2075.44983075959,1.4416468184573,0,0,fam3,Fam3,AvgFmSz,social_special_variable,social,True,79832,1483.79985173203,1.12988023461125,0,0,True,1887978,7339,0.2,0,0,True,7684,2551.3043722770526,False,0.09625212947189098,0.03303094429479409,False,0,0,-1800462,7626.8219462630705,True,0,0
RmFtQ2hVMTg=,35823,1395.99892550102,2.36895727787766,0.188189497572969,0.00701572951387492,famchu18,FamChU18,HH1,household_type,social,True,35705,1094.99817351446,1.8643113992863,0.189922233215247,0.00563177686592118,True,795899,5284,0.4,0.252,0.002,True,118,1774.213628625371,False,0.0033048592634084863,0.04975351766749181,False,-0.0017327356422780216,0.008996519953814397,False,-760076,5465.2967897452745,True,-6.3810502427031,0.7295235473365862,True
RmIx,95272,3679.04444115588,2.34749053240613,0.237442148523463,0.00854686030095345,fb1,Fb1,Pop_4,place_of_birth,social,True,90578,2920.1667760592,1.95983281974051,0.227787236289838,0.00673884743119422,True,3127289,13304,0.3,0.37,0.002,True,4694,4697.099317664037,False,0.05182273841330124,0.052911823653194745,False,0.009654912233624996,0.010883973801187094,False,-3032017,13803.325106654554,True,-13.2557851476537,0.8777745781464287,True
RmIy,95272,3679.04444115588,2.34749053240613,1,0,fb2,Fb2,Fb2,place_of_birth,social,True,90578,2920.1667760592,1.95983281974051,1,0,True,3127289,13304,0.3,1,0,True,4694,4697.099317664037,False,0.05182273841330124,0.052911823653194745,False,0,0,-3032017,13803.325106654554,True,0,0
RmIyMDAwTHRy,45267,3096.69598120319,4.1586364419516,0.475134352170627,0.0268299782345602,fb2000ltr,Fb2000Ltr,Fb4,year_of_entry,social,True,,0,,0,0,False,1330520,11987,0.5,0.425,0.003,True,,,,,0.475134352170627,0.0268299782345602,True,-1285253,12380.536943121651,True,5.0134352170627,2.699718007620377,False
RmIz,95272,3679.04444115588,2.34749053240613,1,0,fb3,Fb3,Fb3,u_s__citizenship_status,social,True,90578,2920.1667760592,1.95983281974051,1,0,True,3127289,13304,0.3,1,0,True,4694,4697.099317664037,False,0.05182273841330124,0.052911823653194745,False,0,0,-3032017,13803.325106654554,True,0,0
RmI0,95272,3679.04444115588,2.34749053240613,1,0,fb4,Fb4,Fb4,year_of_entry,social,True,,0,,0,0,False,3127289,13304,0.3,1,0,True,,,,,1,0,True,-3032017,13803.325106654554,True,0,0
RmJOb3RDem4=,50703,3038.54471745933,3.64305789770217,0.53219203963389,0.0243892007357126,fbnotczn,FbNotCzn,Fb3,u_s__citizenship_status,social,True,51568,2443.70804311808,2.88073379678696,0.569321468789331,0.0197732487983261,True,1377426,11965,0.5,0.44,0.003,True,-865,3899.2900635884985,False,-0.016773968352466646,0.07511892374930346,False,-0.03712942915544104,0.03139768272607692,False,-1326723,12344.795624067658,True,9.219203963388992,2.4573015942836243,True
RmJOdGx6ZA==,44569,2373.92291366,3.23793271831983,0.46780796036611,0.0171618624857015,fbntlzd,FbNtlzd,Fb3,u_s__citizenship_status,social,True,39010,1634.34971777769,2.54684866522057,0.430678531210669,0.0115231832977943,True,1749863,10437,0.4,0.56,0.003,True,5559,2882.1188386324393,False,0.14250192258395283,0.07742336347802126,False,0.037129429155440985,0.02067155720531702,False,-1705294,10703.573188426377,True,-9.219203963389006,1.7422098724841633,True
RkhuSA==,22044,1168.37408393031,3.22200055244668,0.115804072369665,0.00599547630203916,fhnh,FHnH,HH1,household_type,social,True,21715,918.770918129215,2.572062419921,0.115506547941999,0.00480284390265115,True,555144,4357,0.5,0.176,0.001,True,329,1486.3505643017031,False,0.015150817407322128,0.06884619761812702,False,0.0002975244276660072,0.00768199489986465,False,-533100,4510.936377294629,True,-6.019592763033497,0.6078300427612406,True
RkhuSENoVTE4,9795,762.38704081326,4.73156883785233,0.0514562188741096,0.00396225505449066,fhnhchu18,FHnHChU18,HH1,household_type,social,True,11000,718.819866169543,3.97247784564544,0.0585112607580932,0.00379604511770059,True,245951,2904,0.7,0.078,0.001,True,-1205,1047.8244127715288,False,-0.10954545454545454,0.09049596218778799,False,-0.0070550418839836,0.005487205450177282,False,-236156,3002.4073674303427,True,-2.6543781125890398,0.4086497903686821,True
RmlqaQ==,0,0,,0,0,fiji,Fiji,Fb2,place_of_birth,social,False,0,0,,0,0,False,134,90,40.8,0,0,False,0,0,0,,,,-134,90,False,0,0
RmlubmlzaA==,604,318.27189634022,32.0328404698384,0.00150532221122861,0.000792935484936072,finnish,Finnish,Pop_5,ancestry,social,False,495,165.704556364634,20.3499501230706,0.00124483519136512,0.000416411560657232,False,3975,573,8.8,0,0,True,109,358.8244696226832,False,0.2202020202020202,0.7617501775645831,False,0.00026048701986349,0.0008956256311203892,False,-3371,655.4586180682956,True,0.150532221122861,0.0792935484936072,False
RnJhbmNl,3348,694.010806832286,12.6012863794251,0.0351414896296918,0.00715700355479006,france,France,Fb2,place_of_birth,social,True,2764,633.912454523493,13.9420085098354,0.0305151361257701,0.00692903513301394,True,19647,1383,4.3,0.006,0,True,584,939.9446792231978,False,0.21128798842257598,0.3744608832961553,False,0.004626353503921696,0.009961637804990656,False,-16299,1547.3655030405714,True,2.9141489629691795,0.715700355479006,True
RnJDYW5kaWFu,1109,288.431967715092,15.8105123712917,0.00276391114611345,0.000717806385333473,frcandian,FrCandian,Pop_5,ancestry,social,True,1524,350.396917794663,13.9768533372689,0.00383258349826352,0.000879815408345603,True,10685,757,4.3,0.001,0,True,-415,453.8402802748999,False,-0.2723097112860892,0.2526102033069025,False,-0.00106867235215007,0.0011354827870064112,False,-9576,810.0876495787353,True,0.17639111461134496,0.0717806385333473,False
RnJOb3RCc3E=,8633,1185.28519774778,8.34632357387224,0.0215156401482393,0.00293867254335549,frnotbsq,FrNotBsq,Pop_5,ancestry,social,True,8649,887.510563317418,6.23794773131119,0.021750665798216,0.00221446170875851,True,65549,2569,2.4,0.008,0,True,-16,1480.7349526502016,False,-0.0018499248468030985,0.17108931335307784,False,-0.00023502564997670075,0.0036796245700654144,False,-56916,2829.251137668764,True,1.3515640148239296,0.293867254335549,True
R2VybWFu,24605,1885.97428402404,4.65957702279368,0.0613219420650329,0.00462145201111116,german,German,Pop_5,ancestry,social,True,28308,1475.93665175711,3.16951366440521,0.0711894840346743,0.00359789732498852,True,248646,3988,1,0.029,0,True,-3703,2394.846132844442,False,-0.130811078140455,0.0805755106370383,False,-0.009867541969641402,0.005856849311034298,False,-224041,4411.467216244499,True,3.23219420650329,0.46214520111111596,True
R2VybWFueQ==,2308,515.849784336487,13.5869365267495,0.0242253757662272,0.00533306777857018,germany,Germany,Fb2,place_of_birth,social,True,2344,352.950421447546,9.15356342644339,0.0258782485813332,0.00380628468324828,True,18383,1120,3.7,0.006,0,True,-36,625.0399987200823,False,-0.015358361774744027,0.26535626271678014,False,-0.0016528728151059997,0.006552054259600873,False,-16075,1233.085966184029,True,1.8225375766227199,0.533306777857018,True
R2VybVJ1cw==,17,27,96.5492580010728,4.23683403822621e-05,6.72882854445004e-05,germrus,GermRus,Pop_5,ancestry,social,False,0,0,,0,0,False,252,144,34.7,0,0,False,17,27,False,0,,4.23683403822621e-05,6.72882854445004e-05,False,-235,146.50938536489735,False,0.0042368340382262105,0.006728828544450041,False
R2hhbmE=,275,292.480768598552,64.6544943019735,0.00288647241581997,0.00306793095655385,ghana,Ghana,Fb2,place_of_birth,social,False,199,154.019479287524,47.0496797933509,0.00219700147938793,0.00169893132566407,False,25741,2025,4.8,0.008,0.001,True,76,330.55559290382575,False,0.38190954773869346,1.8177226738113004,False,0.0006894709364320402,0.00350693142269764,False,-25466,2046.0131964383806,True,-0.5113527584180031,0.32267941295008923,False
R2hhbmFpYW4=,300,299.080256787371,60.6039020845737,0.000747676594981096,0.000745311033983613,ghanaian,Ghanaian,Pop_5,ancestry,social,False,149,139.086304142428,56.745600515056,0.000374707966693743,0.000349743870718185,False,19748,1833,5.6,0.002,0,True,151,329.83935483807835,False,1.0134228187919463,2.7498041021470776,False,0.000372968628287353,0.000823291754168995,False,-19448,1857.239349141623,True,-0.12523234050189042,0.0745311033983613,False
R3BMR2NVMTg=,4471,669.165151513436,9.09835218403009,1,0,gplgcu18,GpLGcU18,GpLGcU18,grandparents,social,True,5518,667.902687522666,7.35809842034156,1,0,True,227612,3808,1,1,0,True,-1047,945.450157332474,False,-0.18974266038419718,0.1559641914569637,False,0,0,-223141,3866.3478891584496,True,0,0
R3BSR2NVMTg=,1376,372.94637684257,16.4763897311519,0.307761127264594,0.0695433691034565,gprgcu18,GpRGcU18,GpLGcU18,grandparents,social,True,2434,444.263435362398,11.0956843741623,0.441101848495832,0.0602619355724133,True,60687,2246,2.2,0.267,0.008,True,-1058,580.0508598390315,False,-0.43467543138866066,0.18472870894910684,False,-0.13334072123123802,0.09202054697290861,False,-59311,2276.753170635763,True,4.076112726459396,7.0002001301817,False
R3JlZWNl,533,296.448983806658,33.8109096080177,0.00559450835502561,0.00310409775530233,greece,Greece,Fb2,place_of_birth,social,False,532,212.772178632452,24.3129303462819,0.00587339088962,0.0023414049893497,False,18836,1047,3.4,0.006,0,True,1,364.90272676427105,False,0.0018796992481203006,0.6863460112515962,False,-0.00027888253459438985,0.003888135825639921,False,-18303,1088.1594552270362,True,0,0.31040977553023297
R3JlZWs=,3215,945.107930344466,17.8704104590368,0.00801260084288075,0.00235278396548623,greek,Greek,Pop_5,ancestry,social,True,3301,580.064651569116,10.6823050133858,0.00830141609433587,0.00145487465623556,True,62903,2414,2.3,0.007,0,True,-86,1108.9201955055196,False,-0.02605271129960618,0.3335626971344133,False,-0.00028881525145512017,0.002766270531528984,False,-59688,2592.416826052477,True,0.10126008428807487,0.23527839654862298,False
R3JlbmFkYQ==,38,39.5347948015416,63.2455523940835,0.000398858006549668,0.000414681672550571,grenada,Grenada,Fb2,place_of_birth,social,False,66,97.0154626850792,89.3575229668225,0.000728653756982932,0.00107081328808711,False,21100,1345,3.9,0.007,0,True,-28,104.76163419878479,False,-0.42424242424242425,1.0368605655862129,False,-0.00032979575043326395,0.0011483039612808393,False,-21062,1345.5809154413569,True,-0.6601141993450332,0.0414681672550571,True
R3VhdG1hbGE=,637,405.862045527788,38.7322837892083,0.00668611974137207,0.00425220342226559,guatmala,Guatmala,Fb2,place_of_birth,social,False,849,486.165609643463,34.8105305110223,0.0093731369648259,0.00535885646643604,False,25432,1762,4.2,0.008,0.001,True,-212,633.309560957357,False,-0.2497055359246172,0.6427461911668394,False,-0.00268701722345383,0.006840948514072486,False,-24795,1808.1393751588953,True,-0.13138802586279297,0.4368207177358601,False
R3V5YW5h,895,372.260661365125,25.2847233950943,0.00939415568057771,0.00389046944171167,guyana,Guyana,Fb2,place_of_birth,social,False,373,159.505485799078,25.9956625078968,0.00411799774779748,0.00175596219656252,False,138233,3735,1.6,0.044,0.001,True,522,404.9938271134514,False,1.3994638069705094,1.4313904826218247,False,0.00527615793278023,0.004268390295257567,False,-137338,3753.505428263026,True,-3.4605844319422285,0.4016933217878076,True
R3V5YW5lc2U=,707,396.609379616771,34.1018284043431,0.00176202450883878,0.000988144702517183,guyanese,Guyanese,Pop_5,ancestry,social,False,552,445.004494359327,49.007146641043,0.00138817984976474,0.00111896421991727,False,124851,4319,2.1,0.015,0.001,True,155,596.0939523263092,False,0.2807971014492754,1.257922193092069,False,0.00037384465907404005,0.001492819774308954,False,-124144,4337.171889607328,True,-1.323797549116122,0.1405855594687012,True
SGFpdGk=,1093,371.915312940997,20.6851176701139,0.0114724158199681,0.00387850102866575,haiti,Haiti,Fb2,place_of_birth,social,False,1104,322.398821337796,17.7524570138868,0.0121883901168054,0.00353759358017422,True,85580,2835,2,0.027,0.001,True,-11,492.2011783813605,False,-0.009963768115942028,0.44393395098300226,False,-0.0007159742968373007,0.005249508412018323,False,-84487,2859.291170902327,True,-1.5527584180031901,0.40053427106005896,True
SGFpdGlhbg==,1552,595.010083948163,23.3059444406732,0.00386798025136887,0.00148193034318621,haitian,Haitian,Pop_5,ancestry,social,False,1799,514.397706060204,17.3820885314605,0.00452415860457747,0.00129231756413559,True,121530,4510,2.3,0.014,0.001,True,-247,786.5379838253205,False,-0.13729849916620346,0.412603521447607,False,-0.0006561783532085998,0.0019662660625229087,False,-119978,4549.080896181117,True,-1.0132019748631131,0.17877688726611163,True
SGdyaWFu,2836,489.561027860674,10.4938465465867,0.00706803607788796,0.00121610146402697,hgrian,Hgrian,Pop_5,ancestry,social,True,4514,532.303484865542,7.16855880813278,0.0113518910178225,0.00133072181843356,True,53955,2765,3.1,0.006,0,True,-1678,723.1991426986069,False,-0.37173238812583076,0.13134362741161143,False,-0.00428385493993454,0.0018026989013320168,False,-51119,2808.0055199375943,True,0.10680360778879605,0.121610146402697,False
SEgx,190356,2160.36617266611,0.689913901416296,1,0,hh1,HH1,HH1,household_type,social,True,187998,1470.92113996638,0.475631115640589,1,0,True,3154103,5930,0.1,1,0,True,2358,2613.578198562272,False,0.012542686624325792,0.013957626020972813,False,0,0,-2963747,6311.2662754791145,True,0,0
SEgxcGw2NXBs,54110,1590.80545636479,1.78720197499835,0.284256866082498,0.00770921853317341,hh1pl65pl,HH1pl65pl,HH1,household_type,social,True,43306,1032.20007750436,1.44893837057804,0.230353514399089,0.00518623895538356,True,883169,3045,0.2,0.28,0.001,True,10804,1896.338313698269,True,0.2494804415092597,0.04728978820934954,True,0.05390335168340901,0.009291346775067775,True,-829059,3435.503893172003,True,0.42568660824979787,0.777380539968839,False
SEgxcGxVMTg=,38854,1466.96318972222,2.29518437226888,0.204112294858055,0.0073500195276444,hh1plu18,HH1plU18,HH1,household_type,social,True,39587,1128.36784782269,1.73273524493386,0.21057138905733,0.00577147012948201,True,920772,5870,0.4,0.292,0.002,True,-733,1850.7282350469502,False,-0.018516179553893956,0.046431014738782785,False,-0.006459094199275012,0.00934519419339465,False,-881918,6050.527332390127,True,-8.7887705141945,0.7617269002520131,True
SEgz,190356,2160.36617266611,0.689913901416296,1,0,hh3,HH3,HH3,computers_and_internet_use,social,True,,0,,0,0,False,3154103,5930,0.1,1,0,True,,,,,1,0,True,-2963747,6311.2662754791145,True,0,0
SEg0,190356,2160.36617266611,0.689913901416296,0,0,hh4,HH4,AvgHHSz,social_special_variable,social,True,187998,1470.92113996638,0.475631115640589,0,0,True,3154103,5930,0.1,0,0,True,2358,2613.578198562272,False,0.012542686624325792,0.013957626020972813,False,0,0,-2963747,6311.2662754791145,True,0,0
SEhDb21w,171778,2316.83167278074,0.819900285089368,0.902403916871546,0.0065762385040119,hhcomp,HHComp,HH3,computers_and_internet_use,social,True,,0,,0,0,False,2758928,8259,0.2,0.875,0.002,True,,,,,0.902403916871546,0.0065762385040119,True,-2587150,8577.807995053281,True,2.740391687154599,0.6873638982493092,True
SEhJbnQ=,161820,2343.91190107478,0.880528029032514,0.850091407678245,0.00765103190345253,hhint,HHInt,HH3,computers_and_internet_use,social,True,,0,,0,0,False,2505211,10218,0.2,0.794,0.002,True,,,,,0.850091407678245,0.00765103190345253,True,-2343391,10483.389098950776,True,5.609140767824499,0.7908115400501465,True
SEhQb3A=,388567,5591.35716977551,0.874752956121459,1,0,hhpop,HHPop,HHPop,relationship_to_head_of_household__householder_,social,True,385965,4747.48417585567,0.747738426422458,1,0,True,8266644,2564,0,1,0,True,2602,7334.976550746429,False,0.006741543922376381,0.019058028946272804,False,0,0,-7878077,6151.208905572952,True,0,0
SEhQb3Ax,388567,5591.35716977551,0.874752956121459,0,0,hhpop1,HHPop1,AvgHHSz,social_special_variable,social,True,385965,4747.48417585567,0.747738426422458,0,0,True,8266644,2564,0,0,0,True,2602,7334.976550746429,False,0.006741543922376381,0.019058028946272804,False,0,0,-7878077,6151.208905572952,True,0,0
SG9uZHVyYXM=,696,384.480168539289,33.5814003196109,0.00730539927785708,0.00402573274989062,honduras,Honduras,Fb2,place_of_birth,social,False,628,286.754250186462,27.7577536819219,0.00693325089977699,0.00315792593381297,False,30587,2082,4.1,0.01,0.001,True,68,479.6384054681194,False,0.10828025477707007,0.7943042099982773,False,0.0003721483780800899,0.005116543792150167,False,-29891,2117.2031078760488,True,-0.269460072214292,0.41480747550570846,False
SG9uZ0tvbmc=,858,325.143045443079,23.0367537032527,0.0090057939373583,0.00339502157641742,hongkong,HongKong,Fb2,place_of_birth,social,False,615,206.644622480238,20.4259888284516,0.00678972819006823,0.0022708741196666,False,34726,1462,2.6,0.011,0,True,243,385.25316351718675,False,0.3951219512195122,0.706581599271136,False,0.00221606574729007,0.00408448782244621,False,-33868,1497.7189322432964,True,-0.1994206062641699,0.339502157641742,False
SHVuZ2FyeQ==,244,150.512457956144,37.4987438228472,0.00256108825258208,0.00157671970729295,hungary,Hungary,Fb2,place_of_birth,social,False,746,274.783551181653,22.3916451006505,0.00823599549559496,0.0030220253963418,False,6317,622,6,0.002,0,True,-502,313.30496325465407,False,-0.6729222520107239,0.2349924479479111,False,-0.0056749072430128805,0.003408618859817093,False,-6073,639.9515606668992,True,0.056108825258207984,0.157671970729295,False
SWNlbG5kcg==,32,37,70.2887537993921,7.97521701313169e-05,9.22067030415456e-05,icelndr,Icelndr,Pop_5,ancestry,social,False,169,261,93.8832035395047,0.000425004338062031,0.000656345058175414,False,482,220,27.7,0,0,False,-137,263.60955976595386,False,-0.8106508875739645,0.3653024652903517,False,-0.0003452521679307141,0.0006627902469688878,False,-450,223.0896680709351,False,0.00797521701313169,0.00922067030415456,False
SW5kaWE=,3573,756.665051393283,12.8737406841974,0.0375031488789991,0.00780899906998297,india,India,Fb2,place_of_birth,social,True,2464,451.589415287825,11.1413328289145,0.0272030735940295,0.00490789956910515,True,78861,2829,2.2,0.025,0.001,True,1109,881.1781885634705,False,0.45008116883116883,0.40611986121202276,False,0.010300075284969602,0.0092232285375251,False,-75288,2928.4437846747205,True,1.2503148878999104,0.787276739622065,False
SW5kbnNpYQ==,155,120.966937631735,47.4426659993077,0.00162692081618944,0.00126814555730818,indnsia,Indnsia,Fb2,place_of_birth,social,False,154,96.9639108122192,38.2757315802389,0.00170019209962684,0.00106909757215989,False,4009,484,7.3,0.001,0,True,1,155.03225470849625,False,0.006493506493506494,1.0092651476986252,False,-7.327128343740004e-05,0.001658662947472646,False,-3854,498.88776292869727,True,0.06269208161894399,0.12681455573081798,False
SXJhbg==,816,310.991961310899,23.1682431395568,0.00856495087748761,0.00324745409655361,iran,Iran,Fb2,place_of_birth,social,False,592,220.839308095275,22.6771654579064,0.00653580339596812,0.0024289898392695,False,7687,882,7,0.002,0,True,224,381.4262707260729,False,0.3783783783783784,0.735089328318851,False,0.0020291474815194903,0.00405536061879795,False,-6871,935.2218988026316,True,0.656495087748761,0.32474540965536103,False
SXJhbmlhbg==,1313,377.234674970369,17.4654981617248,0.0032723312307006,0.000939050938449752,iranian,Iranian,Pop_5,ancestry,social,True,1248,384.412538817349,18.7247943855384,0.00313849357338115,0.000965891108441475,True,12279,1386,6.9,0.001,0,True,65,538.5898253773457,False,0.052083333333333336,0.4431552526829093,False,0.0001338376573194501,0.0013471311362928484,False,-10966,1436.4198550563133,True,0.22723312307005997,0.0939050938449752,False
SXJhcQ==,0,0,,0,0,iraq,Iraq,Fb2,place_of_birth,social,False,101,77.2010362624751,46.4660605269344,0.00111506105235267,0.000851557076687568,False,933,294,19.2,0,0,True,-101,77.2010362624751,False,-1,0,True,-0.00111506105235267,0.000851557076687568,False,-933,294,True,0,0
SXJhcWk=,139,98.1121806912883,42.9083906720991,0.000346423489007908,0.000244472616060155,iraqi,Iraqi,Pop_5,ancestry,social,False,171,115.624391890293,41.1043182034138,0.000430033975198859,0.000290722161421886,False,1405,309,13.4,0,0,True,-32,151.64102347320153,False,-0.1871345029239766,0.7945380337141762,False,-8.361048619095102e-05,0.00037985027990658255,False,-1266,324.20209746391214,True,0.0346423489007908,0.0244472616060155,False
SXJlbGFuZA==,576,215.476216785055,22.7410732000438,0.00604584767822655,0.00224961276203289,ireland,Ireland,Fb2,place_of_birth,social,False,631,214.368841019398,20.6522036252003,0.00696637152509439,0.00235599609718716,False,13141,804,3.7,0.004,0,True,-55,303.94736386420584,False,-0.08716323296354993,0.46128473554595995,False,-0.0009205238468678401,0.003257525930681501,False,-12565,832.373714145275,True,0.2045847678226549,0.224961276203289,False
SXJpc2g=,26997,1931.04116993916,4.34820613286461,0.0672834167823489,0.00471978689396818,irish,Irish,Pop_5,ancestry,social,True,27196,1449.0576248031,3.23902814423161,0.0683930057865975,0.00353719084125131,True,364226,5525,0.9,0.043,0.001,True,-199,2414.267590802644,False,-0.007317252537137814,0.08853943486281489,False,-0.0011095890042485956,0.00589814440073367,False,-337229,5852.738248033992,True,2.428341678234891,0.48245609462907396,True
SXNyYWVs,1819,543.73614924888,18.1714509374662,0.0190927029977328,0.00565937392114321,israel,Israel,Fb2,place_of_birth,social,True,2061,493.878527575354,14.5672056258391,0.0227538695930579,0.00540295043353534,True,21803,1404,3.9,0.007,0,True,-242,734.5508831932611,False,-0.11741872877244056,0.33812905856501096,False,-0.003661166595325102,0.007824345759650169,False,-19984,1505.6111715844834,True,1.2092702997732796,0.565937392114321,False
SXNyYWVsaQ==,1686,527.857935433389,19.032401123264,0.00420194246379376,0.00131424395010655,israeli,Israeli,Pop_5,ancestry,social,True,2126,533.300103131436,15.2490400549982,0.00534650427644898,0.00133940243278278,True,21959,1842,5.1,0.003,0,True,-440,750.3619126794752,False,-0.20696142991533395,0.31815086059904985,False,-0.0011445618126552206,0.0018764956800739236,False,-20273,1916.1414352808092,True,0.12019424637937598,0.131424395010655,False
SXRhbGlhbg==,22879,1712.47715313227,4.55010947146756,0.057020309388575,0.00419279021319555,italian,Italian,Pop_5,ancestry,social,True,22971,1420.65513056477,3.75961055313636,0.0577678973350468,0.00349518151503016,True,536472,6400,0.7,0.064,0.001,True,-92,2225.0480893679596,False,-0.004005049845457315,0.09670539241187799,False,-0.0007475879464718047,0.005458551419092515,False,-513593,6625.14739458678,True,-0.6979690611425005,0.4310393227058105,False
SXRhbHk=,1423,669.800716631447,28.613751786497,0.0149361827189521,0.00700670509914146,italy,Italy,Fb2,place_of_birth,social,False,1478,333.522113209904,13.7177946543182,0.016317428073042,0.00364438124293187,True,46106,1909,2.5,0.015,0.001,True,-55,748.244612409605,False,-0.03721244925575101,0.5025680337292481,False,-0.0013812453540899012,0.007897811784929328,False,-44683,2023.0951534715316,True,0,0.7077705584886598
