id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m,percent_significant
RkZUNzV0MTAw,2191,363,10.0715971250168,0,0,fft75t100,FFT75t100,MdEFFTWrk,economic__special_variable,economic,True,1507,0,,0,0,False,171740,0,,0,0,False,684,363,False,0.45388188453881884,0.2408759124087591,False,0,0,-169549,363,True,0,0
RkZUN3A1dDEw,78,25,19.4840620372535,0,0,fft7p5t10,FFT7p5t10,MdEFFTWrk,economic__special_variable,economic,True,100,0,,0,0,False,10188,0,,0,0,False,-22,25,False,-0.22,0.25,False,0,0,-10110,25,True,0,0
RkZUVTJwdDVr,45,29,39.1759540695711,0,0,fftu2pt5k,FFTU2pt5k,MdEFFTWrk,economic__special_variable,economic,False,16,0,,0,0,False,1176,0,,0,0,False,29,29,False,1.8125,1.8124999999999998,False,0,0,-1131,29,True,0,0
RkkxMDB0MTQ5,1569,311.051442690755,12.0515629644559,0.104530313124584,0.0201905532735865,fi100t149,FI100t149,Fam2,income_and_benefits,economic,True,,0,,,,False,284755,4036,0.9,0.151,0.002,True,,,,,,,-283186,4047.9685028418885,True,-4.6469686875416,2.0289367695754708,False
RkkxNTB0MTk5,1291,295.949319985703,13.9355849114728,0.0860093271152565,0.0193392218525274,fi150t199,FI150t199,Fam2,income_and_benefits,economic,True,,0,,,,False,148457,2767,1.1,0.079,0.001,True,,,,,,,-147166,2782.781881499159,True,0.700932711525649,1.9365058787963265,False
RklSRQ==,8786,766.721592235408,5.30494142197353,0.223978382236725,0.0180118032533242,fire,FIRE,CvEm16pl3,industry,economic,True,,0,,0,0,False,383827,4616,0.7,0.095,0.001,True,,,,,0.223978382236725,0.0180118032533242,True,-375041,4679.243314896117,True,12.897838223672501,1.8039541469684317,True
Rldya0Vybg==,14589,947.666080431288,3.94878883195416,0,0,fwrkern,FWrkErn,MdEFFTWrk,economic__special_variable,economic,True,10446,0,,0,0,False,1342035,5633,0.3,0,0,True,4143,947.666080431288,True,0.39661114302125217,0.09072047486418611,True,0,0,-1327446,5712.158961373537,True,0,0
R3Z0V3Jrcg==,2399,365.136960605195,9.25251176351837,0.0611568562469728,0.00907465280869739,gvtwrkr,GvtWrkr,CvEm16pl4,class_of_worker,economic,True,2200,343.90987191414,9.50289781470405,0.0721311475409836,0.0109375375958888,True,531808,5765,0.7,0.131,0.001,True,199,501.596451343109,False,0.09045454545454545,0.23791603952517806,False,-0.010974291294010799,0.014211933445519662,False,-529409,5776.551739576129,True,-6.984314375302722,0.9129585072630597,True
SEgy,30310,702.660657785819,1.4092686771363,1,0,hh2,HH2,HH2,income_and_benefits,economic,True,25194,533.698416711161,1.28775393936647,1,0,True,3154103,5930,0.1,1,0,True,5116,882.3638705205467,True,0.20306422164007304,0.03778023533407717,True,0,0,-3123793,5971.484907458111,True,0,0
SEg1,30310,702.660657785819,1.4092686771363,0,0,hh5,HH5,MnHHInc,economic__special_variable,economic,True,25194,533.698416711161,1.28775393936647,0,0,True,3154103,5930,0.1,0,0,True,5116,882.3638705205467,True,0.20306422164007304,0.03778023533407717,True,0,0,-3123793,5971.484907458111,True,0,0
SEhJMTB0MTQ=,1321,245.466902045877,11.2959879821116,0.0435829759155394,0.00803527245213724,hhi10t14,HHI10t14,HH2,income_and_benefits,economic,True,,0,,,,False,196924,3003,0.9,0.062,0.001,True,,,,,,,-195603,3013.0155990303138,True,-1.8417024084460607,0.8097259004136871,False
SEhJMTV0MjQ=,2079,291.758461745328,8.53106142464822,0.0685912240184758,0.0094935692833195,hhi15t24,HHI15t24,HH2,income_and_benefits,economic,True,,0,,,,False,297771,4297,0.9,0.094,0.001,True,,,,,,,-295692,4306.89354407559,True,-2.540877598152421,0.9546091228203695,False
SEhJMjAwcGw=,8863,649.0670227334,4.45187429406429,0.292411745298581,0.0203130297325908,hhi200pl,HHI200pl,HH2,income_and_benefits,economic,True,,0,,,,False,320979,4365,0.8,0.102,0.001,True,,,,,,,-312116,4412.9936551053415,True,19.0411745298581,2.0337629579602385,True
SEhJMjV0MzQ=,1333,242.579883749663,11.0626387789803,0.043978884856483,0.00793809027655245,hhi25t34,HHI25t34,HH2,income_and_benefits,economic,True,,0,,,,False,258598,4053,1,0.082,0.001,True,,,,,,,-257265,4060.2529477853964,True,-3.802111514351701,0.8000829784384652,True
SEhJMzV0NDk=,2049,303.319963075298,8.99897683280295,0.0676014516661168,0.00988378356036562,hhi35t49,HHI35t49,HH2,income_and_benefits,economic,True,,0,,,,False,332258,3673,0.7,0.105,0.001,True,,,,,,,-330209,3685.5029507517697,True,-3.7398548333883204,0.9934242672099051,True
SEhJNTB0NzQ=,2413,333.654012414057,8.40568532440309,0.0796106895414055,0.0108522366174097,hhi50t74,HHI50t74,HH2,income_and_benefits,economic,True,,0,,,,False,462374,4498,0.6,0.147,0.001,True,,,,,,,-459961,4510.3579680553075,True,-6.738931045859449,1.0898212679162023,True
SEhJNzV0OTk=,2004,318.221620887079,9.65308352556526,0.0661167931375784,0.0103864118221466,hhi75t99,HHI75t99,HH2,income_and_benefits,economic,True,,0,,,,False,345558,4369,0.8,0.11,0.001,True,,,,,,,-343554,4380.573706719247,True,-4.38832068624216,1.0434440595414145,True
SEhJVTEw,3029,371.082201136083,7.4474045952165,0.0999340151765094,0.0120217029734994,hhiu10,HHIU10,HH2,income_and_benefits,economic,True,,0,,,,False,277465,4118,0.9,0.088,0.001,True,,,,,,,-274436,4134.685719616426,True,1.1934015176509423,1.2063222719615365,False
SEkxMDB0MTQ5,4255,535.200896860235,7.64630057054615,0.140382711976245,0.017355070841022,hi100t149,HI100t149,HH2,income_and_benefits,economic,True,,0,,,,False,440162,4870,0.7,0.14,0.001,True,,,,,,,-435907,4899.3203610296805,True,0.03827119762449804,1.7383856991384046,False
SEkxNTB0MTk5,2964,420.16901361238,8.61747276563708,0.097789508413065,0.0136757644040467,hi150t199,HI150t199,HH2,income_and_benefits,economic,True,,0,,,,False,222014,3241,0.9,0.07,0.001,True,,,,,,,-219050,3268.12224373569,True,2.778950841306499,1.371227669043295,False
SElucw==,66546,1823.61207497647,1.66588340243239,0.93475298843955,0.00727822660621285,hins,HIns,CvNIPop2,health_insurance_coverage,economic,True,,0,,0,0,False,7672151,9602,0.1,0.916,0.001,True,,,,,0.93475298843955,0.00727822660621285,True,-7605605,9773.636222000488,True,1.8752988439549938,0.7346603469045041,False
SW5jX0NQYkE=,941,179.019552004802,11.5649814434493,0.031045859452326,0.00586227148545806,inc_cpba,Inc_CPbA,HH2,income_and_benefits,economic,True,1158,227.26636354727,11.9305564854649,0.0459633246010955,0.00896795277250578,True,137887,2654,1.2,0.044,0.001,True,-217,289.306066303491,False,-0.18739205526770294,0.22211092694610907,False,-0.014917465148769498,0.010714028369344031,False,-136946,2660.0308268890417,True,-1.2954140547673991,0.5946951064975619,False
SW5jX1J0cm10,1567,271.014759745664,10.5137596571252,0.0516991092048829,0.00886074187941093,inc_rtrmt,Inc_Rtrmt,HH2,income_and_benefits,economic,True,1428,258.377630610701,10.9991924689323,0.0566801619433198,0.0101849933434581,True,401837,4488,0.7,0.127,0.001,True,139,374.44358720640395,False,0.09733893557422969,0.27466431577523315,False,-0.004981052738436895,0.013499882816522243,False,-400270,4496.175374693474,True,-7.5300890795117095,0.8916992018250702,True
SW5jX1NOQVA=,5077,342.880445636668,4.1055339939601,0.167502474430881,0.0106251098936228,inc_snap,Inc_SNAP,HH2,income_and_benefits,economic,True,4147,368.87938408103,5.40734957018081,0.164602683178535,0.0142202998800144,True,624636,5512,0.5,0.198,0.002,True,930,503.62585318865445,False,0.22425850012056908,0.136730430236009,False,0.002899791252346018,0.01775133484921905,False,-619559,5522.654343701043,True,-3.0497525569119013,1.0811704780077982,False
SW5jX1NvU2Vj,4517,378.276354005904,5.09088400262842,0.149026723853514,0.0119925362514439,inc_sosec,Inc_SoSec,HH2,income_and_benefits,economic,True,3575,319.379085101075,5.43080893746382,0.141898864809082,0.0123152537760427,True,821385,4437,0.3,0.26,0.001,True,942,495.07171197716366,False,0.2634965034965035,0.1547166668700643,False,0.007127859044432,0.017189717895024634,False,-816868,4453.095777097097,True,-11.097327614648599,1.2034156627790586,True
SW5jX1NwU2Vj,1904,266.645832519468,8.51337872977279,0.0628175519630485,0.00867591982412804,inc_spsec,Inc_SpSec,HH2,income_and_benefits,economic,True,1727,262.627112080988,9.24445511678415,0.0685480670000794,0.0103225590107992,True,249247,3354,0.8,0.079,0.001,True,177,374.2632763176211,False,0.10248986682107701,0.2279204174247404,False,-0.005730515037030898,0.01348431716202677,False,-247343,3364.5825892672037,True,-1.6182448036951502,0.873336045258055,False
SW5mbw==,2176,361.134324040239,10.0889036530104,0.0554719963290591,0.00901230034875805,info,Info,CvEm16pl3,industry,economic,True,,0,,0,0,False,154804,3187,1.3,0.038,0.001,True,,,,,0.0554719963290591,0.00901230034875805,True,-152628,3207.3956725044072,True,1.74719963290591,0.9067610356440359,False
TEY=,41385,1373.77945828288,2.01793956928711,0.703491534643367,0.0138382045980904,lf,LF,Pop16pl,employment_status,economic,True,33586,1227.76463542488,2.22223986334023,0.681174704904069,0.0111596178969478,True,4356776,10369,0.1,0.635,0.002,True,7799,1842.4646536636712,True,0.23220984934198774,0.06084478201179931,True,0.02231682973929805,0.01777731639209045,False,-4315391,10459.60950513928,True,6.849153464336695,1.3981985070032448,True
TEZBcm1kRg==,0,0,,0,0,lfarmdf,LFArmdF,Pop16pl,employment_status,economic,False,49,63.0713881248859,78.2474885241435,0.000993793858759583,0.00127877049191785,False,2302,421,11.1,0,0.001,True,-49,63.0713881248859,False,-1,0,True,-0.000993793858759583,0.00127877049191785,False,-2302,421,True,0,0.1
TWRFRkZUV3Jr,78394.56869009585,6610.871823269712,5.126333536834897,,,mdefftwrk,MdEFFTWrk,median,earnings,economic,True,,73901.51012145748,7928.944102109139,6.522230468458699,,,True,,51327,284,0.3,,,True,4493.058568638371,10323.360927434085,False,0.06079792633809523,0.14476116428085892,False,,,27067.568690095854,6616.969265736498,True,,
TWRFTUZUV3Jr,100000,,,,,mdemftwrk,MdEMFTWrk,median,earnings,economic,False,upper,96053.90243902439,12976.370656468145,8.212442201132912,,,True,,54127,221,0.2,,,True,,,,,,,,,,
TWRFV3Jr,71080.75435203096,4758.066573794559,4.069233244025998,,,mdewrk,MdEWrk,median,earnings,economic,True,,53152.742063492056,5866.063005414587,6.708959142150629,,,True,,38845,255,0.4,,,True,17928.0122885389,7553.137937582943,False,0.33729233135561504,0.17261263118004452,False,,,32235.754352030955,4764.894806883054,True,,
bWRGYW0=,15010,670.175350188292,2.71420005786737,0,0,mdfam,mdFam,MdFamInc,economic__special_variable,economic,True,12362,0,,0,0,False,1887978,7339,0.2,0,0,True,2648,670.175350188292,True,0.21420482122633877,0.054212534394781756,True,0,0,-1872968,7369.535670583324,True,0,0
bWRGYW1JMTB0MTQ=,461,35,4.61531361055984,0,0,mdfami10t14,mdFamI10t14,MdFamInc,economic__special_variable,economic,True,700,0,,0,0,False,77738,0,,0,0,False,-239,35,True,-0.3414285714285714,0.05,True,0,0,-77277,35,True,0,0
bWRGYW1JMTV0MTk=,631,82,7.89984537497772,0,0,mdfami15t19,mdFamI15t19,MdFamInc,economic__special_variable,economic,True,723,0,,0,0,False,84551,0,,0,0,False,-92,82,False,-0.1272475795297372,0.11341632088520058,False,0,0,-83920,82,True,0,0
bWRGYW1JMjAwcGw=,5299,523,5.9998703660896,0,0,mdfami200pl,mdFamI200pl,MdFamInc,economic__special_variable,economic,True,2842,0,0,0,0,True,222929,0,,0,0,False,2457,523,True,0.8645320197044335,0.1840253342716397,True,0,0,-217630,523,True,0,0
bWRGYW1JMjB0MjQ=,508,0,0,0,0,mdfami20t24,mdFamI20t24,MdFamInc,economic__special_variable,economic,True,625,0,,0,0,False,83811,0,,0,0,False,-117,0,True,-0.1872,0,True,0,0,-83303,0,True,0,0
bWRGYW1JMjV0Mjk=,453,58,7.78330213302737,0,0,mdfami25t29,mdFamI25t29,MdFamInc,economic__special_variable,economic,True,390,0,,0,0,False,80705,0,,0,0,False,63,58,False,0.16153846153846155,0.14871794871794872,False,0,0,-80252,58,True,0,0
bWRGYW1JMzB0MzQ=,467,82,10.6740951426359,0,0,mdfami30t34,mdFamI30t34,MdFamInc,economic__special_variable,economic,True,595,0,,0,0,False,79928,0,,0,0,False,-128,82,False,-0.21512605042016808,0.13781512605042018,False,0,0,-79461,82,True,0,0
bWRGYW1JMzV0Mzk=,506,106,12.7347213378666,0,0,mdfami35t39,mdFamI35t39,MdFamInc,economic__special_variable,economic,True,393,0,,0,0,False,74610,0,,0,0,False,113,106,False,0.2875318066157761,0.2697201017811705,False,0,0,-74104,106,True,0,0
bWRGYW1JNDB0NDQ=,424,32,4.58794517405517,0,0,mdfami40t44,mdFamI40t44,MdFamInc,economic__special_variable,economic,True,372,0,,0,0,False,73356,0,,0,0,False,52,32,False,0.13978494623655913,0.08602150537634409,False,0,0,-72932,32,True,0,0
bWRGYW1JNDV0NDk=,275,35,7.73694390715667,0,0,mdfami45t49,mdFamI45t49,MdFamInc,economic__special_variable,economic,True,272,0,,0,0,False,62927,0,,0,0,False,3,35,False,0.011029411764705883,0.12867647058823528,False,0,0,-62652,35,True,0,0
bWRGYW1JNTB0NTk=,490,93,11.5377457974071,0,0,mdfami50t59,mdFamI50t59,MdFamInc,economic__special_variable,economic,True,297,0,,0,0,False,125090,0,,0,0,False,193,93,False,0.6498316498316499,0.31313131313131315,False,0,0,-124600,93,True,0,0
bWRGYW1JNjB0NzQ=,622,140,13.6826982280906,0,0,mdfami60t74,mdFamI60t74,MdFamInc,economic__special_variable,economic,True,896,0,,0,0,False,161984,0,,0,0,False,-274,140,False,-0.30580357142857145,0.15625,False,0,0,-161362,140,True,0,0
bWRGYW1JNzV0OTk=,758,151,12.1099357612017,0,0,mdfami75t99,mdFamI75t99,MdFamInc,economic__special_variable,economic,True,705,0,,0,0,False,214732,0,,0,0,False,53,151,False,0.075177304964539,0.21418439716312057,False,0,0,-213974,151,True,0,0
TWRGYW1JbmM=,120235.14851485149,17330.993989271698,8.762461548247567,,,mdfaminc,MdFamInc,median,income_and_benefits,economic,True,,75802.34263392857,9661.138518582882,7.74782457905755,,,True,,68004,485,0.4,,,True,44432.805880922926,19841.898853976087,False,0.586166658403973,0.3051918104302582,False,,,52231.14851485149,17337.77891357978,False,,
bWRGYW1JVTEw,1256,148,7.16318510057499,0,0,mdfamiu10,mdFamIU10,MdFamInc,economic__special_variable,economic,True,1475,0,,0,0,False,112405,0,,0,0,False,-219,148,False,-0.14847457627118643,0.10033898305084746,False,0,0,-111149,148,True,0,0
bWRGSTEwMHQxMjQ=,808,202,15.1975683890577,0,0,mdfi100t124,mdFI100t124,MdFamInc,economic__special_variable,economic,True,837,0,,0,0,False,164569,0,,0,0,False,-29,202,False,-0.03464755077658303,0.24133811230585425,False,0,0,-163761,202,True,0,0
bWRGSTEyNXQxNDk=,761,214,17.0947681222516,0,0,mdfi125t149,mdFI125t149,MdFamInc,economic__special_variable,economic,True,448,0,,0,0,False,120186,0,,0,0,False,313,214,False,0.6986607142857143,0.47767857142857134,False,0,0,-119425,214,True,0,0
bWRGSTE1MHQxOTk=,1291,290,13.6554448732045,0,0,mdfi150t199,mdFI150t199,MdFamInc,economic__special_variable,economic,True,792,0,,0,0,False,148457,0,,0,0,False,499,290,False,0.6300505050505051,0.3661616161616162,False,0,0,-147166,290,True,0,0
bWRISA==,30310,702.660657785819,1.4092686771363,0,0,mdhh,mdHH,MdHHInc,economic__special_variable,economic,True,25194,533.698416711161,1.28775393936647,0,0,True,3154103,5930,0.1,0,0,True,5116,882.3638705205467,True,0.20306422164007304,0.03778023533407717,True,0,0,-3123793,5971.484907458111,True,0,0
bWRISEkxMHQxNA==,1321,164,7.54701352249953,0,0,mdhhi10t14,mdHHI10t14,MdHHInc,economic__special_variable,economic,True,1345,0,,0,0,False,196924,0,,0,0,False,-24,164,False,-0.017843866171003718,0.12193308550185872,False,0,0,-195603,164,True,0,0
bWRISEkxNXQxOQ==,1170,137,7.11817733094329,0,0,mdhhi15t19,mdHHI15t19,MdHHInc,economic__special_variable,economic,True,1163,0,,0,0,False,153690,0,,0,0,False,7,137,False,0.0060189165950128975,0.11779879621668099,False,0,0,-152520,137,True,0,0
bWRISEkyMDBwbA==,8863,647,4.43769682848713,0,0,mdhhi200pl,mdHHI200pl,MdHHInc,economic__special_variable,economic,True,4819,0,,0,0,False,320979,0,,0,0,False,4044,647,True,0.8391782527495331,0.13426021996264786,True,0,0,-312116,647,True,0,0
bWRISEkyMHQyNA==,909,124,8.29262257532744,0,0,mdhhi20t24,mdHHI20t24,MdHHInc,economic__special_variable,economic,True,1043,0,,0,0,False,144081,0,,0,0,False,-134,124,False,-0.12847555129434324,0.11888782358581017,False,0,0,-143172,124,True,0,0
bWRISEkyNXQyOQ==,634,109,10.4513246334845,0,0,mdhhi25t29,mdHHI25t29,MdHHInc,economic__special_variable,economic,True,680,0,,0,0,False,130669,0,,0,0,False,-46,109,False,-0.06764705882352941,0.16029411764705884,False,0,0,-130035,109,True,0,0
bWRISEkzMHQzNA==,699,120,10.436098464589,0,0,mdhhi30t34,mdHHI30t34,MdHHInc,economic__special_variable,economic,True,920,0,,0,0,False,127929,0,,0,0,False,-221,120,False,-0.24021739130434783,0.13043478260869565,False,0,0,-127230,120,True,0,0
bWRISEkzNXQzOQ==,903,156,10.5019741691828,0,0,mdhhi35t39,mdHHI35t39,MdHHInc,economic__special_variable,economic,True,870,0,,0,0,False,117013,0,,0,0,False,33,156,False,0.03793103448275862,0.17931034482758618,False,0,0,-116110,156,True,0,0
bWRISEk0MHQ0NA==,782,101,7.85142919332395,0,0,mdhhi40t44,mdHHI40t44,MdHHInc,economic__special_variable,economic,True,686,0,,0,0,False,118136,0,,0,0,False,96,101,False,0.13994169096209913,0.14723032069970846,False,0,0,-117354,101,True,0,0
bWRISEk0NXQ0OQ==,364,63,10.5213935001169,0,0,mdhhi45t49,mdHHI45t49,MdHHInc,economic__special_variable,economic,True,499,0,,0,0,False,97109,0,,0,0,False,-135,63,False,-0.27054108216432865,0.12625250501002003,False,0,0,-96745,63,True,0,0
bWRISEk1MHQ1OQ==,957,156,9.90938628502825,0,0,mdhhi50t59,mdHHI50t59,MdHHInc,economic__special_variable,economic,True,929,0,,0,0,False,200625,0,,0,0,False,28,156,False,0.030139935414424113,0.16792249730893435,False,0,0,-199668,156,True,0,0
bWRISEk2MHQ3NA==,1456,239,9.9786232005077,0,0,mdhhi60t74,mdHHI60t74,MdHHInc,economic__special_variable,economic,True,1567,0,,0,0,False,261749,0,,0,0,False,-111,239,False,-0.07083599234205488,0.1525207402680281,False,0,0,-260293,239,True,0,0
bWRISEk3NXQ5OQ==,2004,281,8.52398546372301,0,0,mdhhi75t99,mdHHI75t99,MdHHInc,economic__special_variable,economic,True,2158,0,,0,0,False,345558,0,,0,0,False,-154,281,False,-0.07136237256719184,0.13021316033364227,False,0,0,-343554,281,True,0,0
TWRISEluYw==,109741.48802017655,8227.315554437453,4.557444702187141,,,mdhhinc,MdHHInc,median,income_and_benefits,economic,True,,80167.91831525207,7886.267697621964,5.980052628919254,,,True,,60762,379,0.4,,,True,29573.569704924477,11396.575776558679,False,0.3688953178081719,0.1693092743077968,False,,,48979.48802017655,8236.040446251369,True,,
bWRISElVMTA=,3029,276,5.53915995428186,0,0,mdhhiu10,mdHHIU10,MdHHInc,economic__special_variable,economic,True,3474,0,,0,0,False,277465,0,,0,0,False,-445,276,False,-0.1280944156591825,0.07944732297063903,False,0,0,-274436,276,True,0,0
bWRISTEwMHQxMjQ=,2379,370,9.45456125086401,0,0,mdhi100t124,mdHI100t124,MdHHInc,economic__special_variable,economic,True,2045,0,,0,0,False,257611,0,,0,0,False,334,370,False,0.16332518337408314,0.18092909535452323,False,0,0,-255232,370,True,0,0
bWRISTEyNXQxNDk=,1876,349,11.3090647500664,0,0,mdhi125t149,mdHI125t149,MdHHInc,economic__special_variable,economic,True,1065,0,,0,0,False,182551,0,,0,0,False,811,349,False,0.7615023474178404,0.3276995305164319,False,0,0,-180675,349,True,0,0
bWRISTE1MHQxOTk=,2964,416,8.53196821841839,0,0,mdhi150t199,mdHI150t199,MdHHInc,economic__special_variable,economic,True,1931,0,,0,0,False,222014,0,,0,0,False,1033,416,False,0.53495598135681,0.21543241843604352,False,0,0,-219050,416,True,0,0
TWRORkluYw==,101375.51581843192,10139.531252938334,6.080214474094987,,,mdnfinc,MdNFInc,median,income_and_benefits,economic,True,,84087.78219395866,12656.130264359155,9.14960058238952,,,True,,45515,682,0.9,,,True,17287.733624473258,16216.896352192085,False,0.20559150418067879,0.2178669166080884,False,,,55860.515818431915,10162.441538789446,True,,
TUYxMHQxMnA1,142,61,26.1141315980992,0,0,mf10t12p5,MF10t12p5,MdEMFTWrk,economic__special_variable,economic,False,239,0,,0,0,False,22057,0,,0,0,False,-97,61,False,-0.40585774058577406,0.25523012552301255,False,0,0,-21915,61,True,0,0
TUYxMnA1dDE1,87,0,0,0,0,mf12p5t15,MF12p5t15,MdEMFTWrk,economic__special_variable,economic,True,143,0,,0,0,False,25036,0,,0,0,False,-56,0,True,-0.3916083916083916,0,True,0,0,-24949,0,True,0,0
TUYxNXQxN3A1,317,42,8.05423182763944,0,0,mf15t17p5,MF15t17p5,MdEMFTWrk,economic__special_variable,economic,True,315,0,,0,0,False,41647,0,,0,0,False,2,42,False,0.006349206349206349,0.1333333333333333,False,0,0,-41330,42,True,0,0
TUYxN3A1dDIw,147,22,9.09786406964001,0,0,mf17p5t20,MF17p5t20,MdEMFTWrk,economic__special_variable,economic,True,209,0,,0,0,False,37001,0,,0,0,False,-62,22,False,-0.2966507177033493,0.10526315789473684,False,0,0,-36854,22,True,0,0
TUYyMHQyMnA1,290,50,10.481081647626,0,0,mf20t22p5,MF20t22p5,MdEMFTWrk,economic__special_variable,economic,True,640,0,,0,0,False,63320,0,,0,0,False,-350,50,True,-0.546875,0.078125,True,0,0,-63030,50,True,0,0
TUYyMnA1dDI1,156,20,7.79362481490141,0,0,mf22p5t25,MF22p5t25,MdEMFTWrk,economic__special_variable,economic,True,240,0,,0,0,False,38980,0,,0,0,False,-84,20,True,-0.35,0.08333333333333334,True,0,0,-38824,20,True,0,0
TUZUMTAwcGw=,9510,681,4.35312053541465,0,0,mft100pl,MFT100pl,MdEMFTWrk,economic__special_variable,economic,True,5415,0,,0,0,False,363256,0,,0,0,False,4095,681,True,0.7562326869806094,0.1257617728531856,True,0,0,-353746,681,True,0,0
TUZUMjV0MzA=,552,68,7.48865688736179,0,0,mft25t30,MFT25t30,MdEMFTWrk,economic__special_variable,economic,True,396,0,,0,0,False,103385,0,,0,0,False,156,68,False,0.3939393939393939,0.17171717171717174,False,0,0,-102833,68,True,0,0
TUZUMnA1dDU=,20,0,0,0,0,mft2p5t5,MFT2p5t5,MdEMFTWrk,economic__special_variable,economic,True,0,0,,0,0,False,1891,0,,0,0,False,20,0,True,0,,0,0,-1871,0,True,0,0
TUZUMzB0MzU=,487,84,10.4853859932719,0,0,mft30t35,MFT30t35,MdEMFTWrk,economic__special_variable,economic,True,450,0,,0,0,False,106658,0,,0,0,False,37,84,False,0.08222222222222222,0.18666666666666668,False,0,0,-106171,84,True,0,0
TUZUMzV0NDA=,341,70,12.4789417857366,0,0,mft35t40,MFT35t40,MdEMFTWrk,economic__special_variable,economic,True,502,0,,0,0,False,88552,0,,0,0,False,-161,70,False,-0.3207171314741036,0.1394422310756972,False,0,0,-88211,70,True,0,0
TUZUNDB0NDU=,583,97,10.1143336791671,0,0,mft40t45,MFT40t45,MdEMFTWrk,economic__special_variable,economic,True,614,0,,0,0,False,99614,0,,0,0,False,-31,97,False,-0.050488599348534204,0.15798045602605862,False,0,0,-99031,97,True,0,0
TUZUNDV0NTA=,315,76,14.6668596516621,0,0,mft45t50,MFT45t50,MdEMFTWrk,economic__special_variable,economic,True,255,0,,0,0,False,67213,0,,0,0,False,60,76,False,0.23529411764705882,0.29803921568627456,False,0,0,-66898,76,True,0,0
TUZUNTB0NTU=,634,165,15.8208125185775,0,0,mft50t55,MFT50t55,MdEMFTWrk,economic__special_variable,economic,True,393,0,,0,0,False,98002,0,,0,0,False,241,165,False,0.6132315521628499,0.4198473282442748,False,0,0,-97368,165,True,0,0
TUZUNTV0NjU=,939,240,15.5374501102188,0,0,mft55t65,MFT55t65,MdEMFTWrk,economic__special_variable,economic,True,584,0,,0,0,False,133527,0,,0,0,False,355,240,False,0.6078767123287672,0.4109589041095891,False,0,0,-132588,240,True,0,0
TUZUNXQ3cDU=,45,31,41.8777440054036,0,0,mft5t7p5,MFT5t7p5,MdEMFTWrk,economic__special_variable,economic,False,111,0,,0,0,False,9728,0,,0,0,False,-66,31,False,-0.5945945945945946,0.2792792792792793,False,0,0,-9683,31,True,0,0
TUZUNjV0NzU=,709,241,20.6635485571956,0,0,mft65t75,MFT65t75,MdEMFTWrk,economic__special_variable,economic,False,598,0,,0,0,False,104166,0,,0,0,False,111,241,False,0.18561872909698995,0.40301003344481606,False,0,0,-103457,241,True,0,0
TUZUNzV0MTAw,1554,331,12.9482500303169,0,0,mft75t100,MFT75t100,MdEMFTWrk,economic__special_variable,economic,True,1189,0,,0,0,False,177860,0,,0,0,False,365,331,False,0.3069806560134567,0.2783851976450799,False,0,0,-176306,331,True,0,0
TUZUN3A1dDEw,90,33,22.289766970618,0,0,mft7p5t10,MFT7p5t10,MdEMFTWrk,economic__special_variable,economic,False,124,0,,0,0,False,10596,0,,0,0,False,-34,33,False,-0.27419354838709675,0.2661290322580645,False,0,0,-10506,33,True,0,0
TUZUVTJwdDVr,13,6,28.0570493336451,0,0,mftu2pt5k,MFTU2pt5k,MdEMFTWrk,economic__special_variable,economic,False,9,0,,0,0,False,2252,0,,0,0,False,4,6,False,0.4444444444444444,0.6666666666666666,False,0,0,-2239,6,True,0,0
TWdCU2NpQXJ0,24125,1067.90542652428,2.6909124563977,0.615010069594922,0.0175145162501436,mgbsciart,MgBSciArt,CvEm16pl2,occupation,economic,True,15827,844.479721485365,3.24358079748437,0.518918032786885,0.0194373814525616,True,1673223,10141,0.4,0.413,0.002,True,8298,1361.4580419535537,True,0.5242939280975548,0.10567650229956359,True,0.09609203680803702,0.026164290114752395,True,-1649098,10197.073256577105,True,20.201006959492204,1.7628337399668303,True
TW5mY3Rybmc=,756,211.198958330764,16.9825958356061,0.0192724399010885,0.00534426054154831,mnfctrng,Mnfctrng,CvEm16pl3,industry,economic,True,,0,,0,0,False,133626,2719,1.2,0.033,0.001,True,,,,,0.0192724399010885,0.00534426054154831,True,-132870,2727.190129052245,True,-1.3727560098911502,0.5437013953996277,False
TW5ISEluYw==,164974.94226327946,9942.074623772314,3.663474148280433,,,mnhhinc,MnHHInc,mean,income_and_benefits,economic,True,145549.55400571565,9454.247931100797,3.9486642327841097,,,True,97647,682,0.4,,,True,19425.388257563813,13719.60829496896,False,0.13346236881496035,0.10043134245219741,False,,,67327.94226327946,9965.438867639368,True,,
TW5UcnZUbQ==,30.064445358563006,1.851235637252929,3.7431963059180853,,,mntrvtm,MnTrvTm,mean,commute_to_work,economic,True,28.41631894526456,1.8335020867127878,3.9223621339513737,,,True,41.2,0.1,0.1,,,True,1.6481264132984457,2.6055332058170753,False,0.05799929316928989,0.09436233386778364,False,,,-11.135554641436997,1.8539345685960058,True,,
