id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m
QXZnSEhTT09j,2.89,0.2,4.2,,,avghhsooc,AvgHHSOOc,mean,housing_tenure,housing,True,2.89,0.18,3.8,,,True,2.85,0.01,0.2,,,True,0,0.26907248094147423,,,,,0.040000000000000036,0.2002498439450079,False,,
QXZnSEhTUk9j,2.37,0.47,12,,,avghhsroc,AvgHHSROc,mean,housing_tenure,housing,True,2.4,0.55,13.8,,,True,2.51,0.01,0.2,,,True,-0.029999999999999805,0.7234638899074369,False,,,,,-0.13999999999999968,0.4701063709417263,False,,
Qmx0MDB0MDk=,686,196,17.3,0.056,0.016,blt00t09,Blt00t09,HU3,year_structure_built,housing,True,,0,,0,0,False,198788,2928,0.9,0.057,0.001,True,,,,,0.056,0.016,True,-198102,2934.552776829887,True,-0.09999999999999964,1.6031219541881399,False
Qmx0MTBMdHI=,168,80,29,0.014,0.007,blt10ltr,Blt10Ltr,HU3,year_structure_built,housing,False,,0,,0,0,False,76678,1919,1.5,0.022,0.001,True,,,,,0.014,0.007,False,-76510,1920.6668112923699,True,-0.7999999999999996,0.7071067811865476,False
Qmx0NDB0NDk=,243,109,27.2,0.02,0.009,blt40t49,Blt40t49,HU3,year_structure_built,housing,False,,0,,0,0,False,354913,3910,0.7,0.102,0.001,True,,,,,0.02,0.009,False,-354670,3911.5190143983705,True,-8.2,0.9055385138137416,True
Qmx0NTB0NTk=,774,189,14.8,0.064,0.016,blt50t59,Blt50t59,HU3,year_structure_built,housing,True,,0,,0,0,False,450809,4111,0.6,0.13,0.001,True,,,,,0.064,0.016,True,-450035,4115.342270091274,True,-6.6,1.6031219541881399,True
Qmx0NjB0Njk=,1666,272,9.9,0.137,0.022,blt60t69,Blt60t69,HU3,year_structure_built,housing,True,,0,,0,0,False,440499,4325,0.6,0.127,0.001,True,,,,,0.137,0.022,True,-438833,4333.544623053973,True,1.0000000000000018,2.2022715545545237,False
Qmx0NzB0Nzk=,2689,300,6.8,0.221,0.024,blt70t79,Blt70t79,HU3,year_structure_built,housing,True,,0,,0,0,False,245191,3241,0.8,0.071,0.001,True,,,,,0.221,0.024,True,-242502,3254.8549890893755,True,15.000000000000002,2.4020824298928627,True
Qmx0ODB0ODk=,3951,325,5,0.325,0.026,blt80t89,Blt80t89,HU3,year_structure_built,housing,True,,0,,0,0,False,164132,2906,1.1,0.047,0.001,True,,,,,0.325,0.026,True,-160181,2924.1171317168537,True,27.8,2.6019223662515376,True
Qmx0OTB0OTk=,1324,238,10.9,0.109,0.019,blt90t99,Blt90t99,HU3,year_structure_built,housing,True,,0,,0,0,False,127962,2842,1.4,0.037,0.001,True,,,,,0.109,0.019,True,-126638,2851.948106119745,True,7.200000000000001,1.9026297590440446,True
Qmx0QmYzOQ==,669,149,13.5,0.055,0.012,bltbf39,BltBf39,HU3,year_structure_built,housing,True,,0,,0,0,False,1413382,6785,0.3,0.407,0.002,True,,,,,0.055,0.012,True,-1412713,6786.635838174905,True,-35.199999999999996,1.2165525060596438,True
QnRSVlZFdGM=,0,0,,0,0,btrvvetc,BtRVVEtc,HU2,units_in_structure,housing,False,34,54,96.5,0.003,0.005,False,1902,346,11.1,0.001,0.001,True,-34,54,False,-1,0,True,-0.003,0.005,False,-1902,346,True,-0.1,0.1,False
R1IxNWt0MTlr,760,207,16.6,0.29,0.069,gr15kt19k,GR15kt19k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,442539,4873,0.7,0.214,0.002,True,,,,,0.29,0.069,True,-441779,4877.394591377655,True,7.599999999999998,6.902897942168927,False
R1Ixa3QxNGs=,1008,283,17.1,0.384,0.095,gr1kt14k,GR1kt14k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,619998,5133,0.5,0.3,0.002,True,,,,,0.384,0.095,True,-618990,5140.79546373905,True,8.399999999999999,9.502105029939418,False
R1IyMGt0MjRr,310,157,30.9,0.118,0.058,gr20kt24k,GR20kt24k,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,206669,2799,0.8,0.1,0.001,True,,,,,0.118,0.058,False,-206359,2803.3997217664128,True,1.799999999999999,5.800862004909271,False
R1IyNWt0Mjlr,122,75,37.6,0.047,0.028,gr25kt29k,GR25kt29k,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,102402,2683,1.6,0.05,0.001,True,,,,,0.047,0.028,False,-102280,2684.048062162822,True,-0.2999999999999998,2.8017851452243803,False
R1Iza3Bs,26,37,86.5,0.01,0.014,gr3kpl,GR3kpl,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,147224,2968,1.2,0.071,0.001,True,,,,,0.01,0.014,False,-147198,2968.230617724977,True,-6.1,1.4035668847618201,True
R1I1MDB0OTk5,237,123,31.7,0.09,0.045,gr500t999,GR500t999,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,321465,3260,0.6,0.156,0.002,True,,,,,0.09,0.045,False,-321228,3262.319573554988,True,-6.6,4.504442251822083,False
R1Jub1JudFBk,168,87,31.6,,,grnorntpd,GRnoRntPd,NA,gross_rent,housing,False,192,96,30.4,,,False,59425,1926,2,,,True,-24,129.5569372901351,False,-0.125,0.629863886585824,False,,,-59257,1927.9639519451603,True,,
R1JQSTE1dDE5,200,123,37.5,0.078,0.047,grpi15t19,GRPI15t19,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,False,263,117,27,0.133,0.055,False,222841,3644,1,0.111,0.002,True,-63,169.7586522095413,False,-0.23954372623574144,0.5772116480738465,False,-0.05500000000000001,0.07234638899074369,False,-222641,3646.0752872095222,True,-3.3,4.70425339453563,False
R1JQSTIwdDI0,260,123,28.7,0.102,0.046,grpi20t24,GRPI20t24,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,False,189,112,36,0.095,0.054,False,228606,3500,0.9,0.113,0.002,True,71,166.35203635663737,False,0.37566137566137564,1.0431176379974945,False,0.006999999999999992,0.0709365914038728,False,-228346,3502.1606188180463,True,-1.1000000000000014,4.604345773288535,False
R1JQSTI1dDI5,449,170,23,0.176,0.062,grpi25t29,GRPI25t29,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,False,256,113,26.9,0.129,0.053,False,211796,3409,1,0.105,0.002,True,193,204.1298606279836,False,0.75390625,1.0199714201221999,False,0.046999999999999986,0.0815659242576212,False,-211347,3413.23614770499,True,7.099999999999998,6.203224967708329,False
R1JQSTMwdDM0,169,97,34.8,0.066,0.037,grpi30t34,GRPI30t34,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,False,213,129,36.9,0.107,0.063,False,188082,3046,1,0.093,0.001,True,-44,161.40012391568973,False,-0.20657276995305165,0.6620376714377368,False,-0.040999999999999995,0.07306161783043132,False,-187913,3047.5440932002934,True,-2.7,3.701351104664349,False
R1JQSTM1cGw=,1079,252,14.2,0.423,0.081,grpi35pl,GRPI35pl,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,949,252,16.2,0.479,0.102,True,889842,5729,0.4,0.442,0.003,True,130,356.38181771801993,False,0.136986301369863,0.40207912730432654,False,-0.055999999999999994,0.13024976007655445,False,-888763,5734.539650224768,True,-1.9000000000000057,8.105553651663778,False
R1JQSTUwcGw=,745,213,17.3,0.292,0.073,grpi50pl,GRPI50pl,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,639,214,20.4,0.322,0.095,False,584722,5029,0.5,0.29,0.002,True,106,301.93542355940946,False,0.16588419405320814,0.5133851881832882,False,-0.030000000000000027,0.11980818002123227,False,-583977,5033.508716591241,True,0.20000000000000284,7.302739212103908,False
R1JQSU50Qw==,240,104,26.2,,,grpintc,GRPINtC,NA,gross_rent_as_a_percentage_of_household_income__grapi_,housing,False,266,110,25.1,,,False,109433,2779,1.5,,,True,-26,151.38031576133008,False,-0.09774436090225563,0.5404413446029039,False,,,-109193,2780.9453428645447,True,,
R1JQSVUxNQ==,394,201,31.1,0.154,0.076,grpiu15,GRPIU15,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,False,112,83,45,0.057,0.041,False,273663,4314,1,0.136,0.002,True,282,217.46264046957583,False,2.517857142857143,3.1649811260631835,False,0.097,0.08635392289873113,False,-273269,4318.680006668705,True,1.799999999999999,7.602631123499285,False
R1JVNTAw,160,77,29.3,0.061,0.028,gru500,GRU500,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,224541,3382,0.9,0.109,0.002,True,,,,,0.061,0.028,False,-224381,3382.876438772188,True,-4.800000000000001,2.8071337695236402,False
SE9WYWNSdA==,2.8,1.4,30.8,,,hovacrt,HOVacRt,rate,housing_occupancy,housing,False,1.5,1.2,47,,,False,1.8,0.1,3.4,,,True,1.2999999999999998,1.8439088914585773,False,,,,,0.9999999999999998,1.40356688476182,False,,
