id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_significant,change_percent,change_percent_m,change_percent_significant,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m,percent_significant
QWJyb2Fk,895,237,16.1,0.079,0.02,abroad,Abroad,DfHs2,residence_1_year_ago,social,True,842,338,24.4,0.079,0.031,False,90888,3237,2.2,0.109,0.004,True,53,412.81109481214287,False,0.06294536817102138,0.5111690688624599,False,0,0.036891733491393436,-89993,3245.6644928273163,True,-3,2.039607805437114,False
QXJnbnRpbmE=,79,77,59.5,0.002,0.002,argntina,Argntina,Fb2,place_of_birth,social,False,20,28,85.1,0.001,0.001,False,13398,1756,8,0.004,0.001,True,59,81.93289937503738,False,2.95,6.738204508620974,False,0.001,0.0022360679774997894,False,-13319,1757.6874011040757,True,-0.2,0.223606797749979,False
QXJtZW5pYQ==,0,0,,0,0,armenia,Armenia,Fb2,place_of_birth,social,False,0,0,,0,0,False,2434,569,14.2,0.001,0,True,0,0,0,,,,-2434,569,True,-0.1,0,True
QXJtZW5pYW4=,29,34,70.7,0,0,armenian,Armenian,Pop_5,ancestry,social,False,0,0,,0,0,False,10953,1014,5.6,0.001,0,True,29,34,False,0,,0,0,-10924,1014.5698595956811,True,-0.1,0,True
QXNpYQ==,2866,492,10.4,0.087,0.014,asia,Asia,Fb2,place_of_birth,social,True,2391,594,15.1,0.071,0.017,True,913986,5031,0.3,0.292,0.001,True,475,771.2976079309465,False,0.1986616478460895,0.3619642876420967,False,0.016,0.022022715545545243,False,-911120,5055,True,-20.5,1.4035668847618201,True
QXNpYU5FQw==,11,17,93.9,0,0.001,asianec,AsiaNEC,Fb2,place_of_birth,social,False,0,0,,0,0,False,2126,437,12.5,0.001,0,True,11,17,False,0,,0,0.001,-2115,437.3305386089565,True,-0.1,0.1,False
QXN5ckNobGRT,0,0,,0,0,asyrchlds,AsyrChldS,Pop_5,ancestry,social,False,0,0,,0,0,False,141,93,40.1,0,0,False,0,0,0,,,,-141,93,False,0,0
QXVzTlpTYlI=,170,94,33.5,0.005,0.003,ausnzsbr,AusNZSbR,Fb2,place_of_birth,social,False,30,33,66.9,0.001,0.001,False,10090,877,5.3,0.003,0,True,140,99.62429422585637,False,4.666666666666667,6.976548016191262,False,0.004,0.0031622776601683794,False,-9920,882.0232423241465,True,0.2,0.3,False
QXVzdHJpYQ==,10,18,109.4,0,0.001,austria,Austria,Fb2,place_of_birth,social,False,26,25,59,0.001,0.001,False,3660,408,6.8,0.001,0,True,-16,30.805843601498726,False,-0.6153846153846154,0.7848940128406883,False,-0.001,0.001414213562373095,False,-3650,408.3968658057992,True,-0.1,0.1,False
QXVzdHJpYW4=,152,76,30.6,0.001,0.001,austrian,Austrian,Pop_5,ancestry,social,False,51,44,52.6,0.001,0,False,24296,1178,2.9,0.003,0,True,101,87.8179936004006,False,1.9803921568627452,2.97192939524863,False,0,0.001,-24144,1180.4490670926891,True,-0.19999999999999998,0.1,False
QXVzdHJsaWE=,170,94,33.5,0.005,0.003,austrlia,Austrlia,Fb2,place_of_birth,social,False,30,33,66.9,0.001,0.001,False,8788,801,5.5,0.003,0,True,140,99.62429422585637,False,4.666666666666667,6.976548016191262,False,0.004,0.0031622776601683794,False,-8618,806.4967451887205,True,0.2,0.3,False
QXVzdHJsbg==,100,70,42.4,0.001,0.001,austrln,Austrln,Pop_5,ancestry,social,False,0,0,,0,0,False,5177,715,8.4,0.001,0,True,100,70,False,0,,0.001,0.001,False,-5077,718.4184017687743,True,0,0.1
QXZnRm1Teg==,3.19,0.17,3.3,,,avgfmsz,AvgFmSz,mean,household_type,social,True,3.17,0.17,3.3,,,True,3.39,0.01,0.2,,,True,0.020000000000000018,0.2404163056034262,False,,,,,-0.20000000000000018,0.17029386365926402,False,,
QXZnSEhTeg==,2.41,0.06,1.5,,,avghhsz,AvgHHSz,mean,household_type,social,True,2.41,0.07,1.8,,,True,2.62,0.01,0.2,,,True,0,0.09219544457292887,,,,,-0.20999999999999996,0.0608276253029822,True,,
QmFoYW1hcw==,9,16,108.1,0,0,bahamas,Bahamas,Fb2,place_of_birth,social,False,0,0,,0,0,False,898,202,13.7,0,0,True,9,16,False,0,,0,0,-889,202.63267258761604,True,0,0
QmFoYW1pYW4=,68,88,78.7,0.001,0.001,bahamian,Bahamian,Pop_5,ancestry,social,False,37,63,103.5,0,0.001,False,1534,383,15.2,0,0,True,31,108.2266141020775,False,0.8378378378378378,3.930540511483188,False,0.001,0.001414213562373095,False,-1466,392.9796432386797,True,0.1,0.1,False
QmFyYmFkb3M=,1980,414,12.7,0.06,0.012,barbados,Barbados,Fb2,place_of_birth,social,True,2215,444,12.2,0.066,0.013,True,21922,1345,3.7,0.007,0,True,-235,607.068365178091,False,-0.10609480812641084,0.258923768833683,False,-0.006000000000000005,0.01769180601295413,False,-19942,1407.2743158318494,True,5.3,1.2,True
QmFzcXVl,29,35,72.4,0,0,basque,Basque,Pop_5,ancestry,social,False,0,0,,0,0,False,721,213,18,0,0,True,29,35,False,0,,0,0,-692,215.8564337702261,True,0,0
QmVsYXJ1cw==,9,15,101.3,0,0,belarus,Belarus,Fb2,place_of_birth,social,False,51,50,59.8,0.002,0.001,False,12400,968,4.7,0.004,0,True,-42,52.20153254455275,False,-0.8235294117647058,0.3412298083618689,False,-0.002,0.001,False,-12391,968.1162120324192,True,-0.4,0,True
QmVsZ2lhbg==,25,28,67.3,0,0,belgian,Belgian,Pop_5,ancestry,social,False,7,12,104.2,0,0,False,4625,690,9.1,0.001,0,True,18,30.463092423455635,False,2.5714285714285716,7.313301683077565,False,0,0,-4600,690.5678822534393,True,-0.1,0,True
QmVsZ2l1bQ==,10,16,97.3,0,0,belgium,Belgium,Fb2,place_of_birth,social,False,7,12,104.2,0,0,False,3153,526,10.1,0.001,0,True,3,20,False,0.42857142857142855,3.34992400468297,False,0,0,-3143,526.2432897434418,True,-0.1,0,True
QmVsaXpl,186,100,32.6,0.006,0.003,belize,Belize,Fb2,place_of_birth,social,False,73,57,47.2,0.002,0.002,False,6737,791,7.1,0.002,0,True,113,115.10430052782563,False,1.547945205479452,2.415491865630108,False,0.004,0.0036055512754639895,False,-6551,797.2960554273425,True,0.39999999999999997,0.3,False
QmVsaXplYW4=,511,261,31,0.005,0.002,belizean,Belizean,Pop_5,ancestry,social,False,76,69,55.1,0.001,0.001,False,7054,1069,9.2,0.001,0,True,435,269.9666646087994,False,5.723684210526316,7.004103858568408,False,0.004,0.0022360679774997894,False,-6543,1100.400836059297,True,0.4,0.2,False
QmVybXVkYW4=,55,91,100.6,0.001,0.001,bermudan,Bermudan,Pop_5,ancestry,social,False,0,0,,0,0,False,344,169,29.9,0,0,False,55,91,False,0,,0.001,0.001,False,-289,191.94269978303421,False,0.1,0.1,False
Qm5nbGRzaA==,492,276,34.1,0.015,0.008,bngldsh,Bngldsh,Fb2,place_of_birth,social,False,466,296,38.7,0.014,0.009,False,86980,3108,2.2,0.028,0.001,True,26,404.71224345206065,False,0.055793991416309016,0.8947279140095358,False,0.0009999999999999992,0.012041594578792296,False,-86488,3120.2307606970353,True,-1.3000000000000003,0.806225774829855,False
Qm9saXZpYQ==,0,0,,0,0,bolivia,Bolivia,Fb2,place_of_birth,social,False,12,18,91.2,0,0.001,False,2382,425,10.8,0.001,0,True,-12,18,False,-1,0,True,0,0.001,-2382,425,True,-0.1,0,True
Qm9zbmlhSA==,8,11,83.6,0,0,bosniah,BosniaH,Fb2,place_of_birth,social,False,0,0,,0,0,False,1696,300,10.8,0.001,0,True,8,11,False,0,,0,0,-1688,300.20159892978586,True,-0.1,0,True
QnJhemls,127,59,28.1,0.004,0.002,brazil,Brazil,Fb2,place_of_birth,social,False,58,59,62,0.002,0.002,False,13483,1062,4.8,0.004,0,True,69,83.43860018001261,False,1.1896551724137931,2.448698785931683,False,0.002,0.00282842712474619,False,-13356,1063.637626261877,True,0,0.2
QnJiZGlhbg==,1851,484,15.9,0.017,0.004,brbdian,Brbdian,Pop_5,ancestry,social,True,1442,455,19.2,0.014,0.005,True,22110,1521,4.2,0.003,0,True,409,664.2898463773174,False,0.28363384188626906,0.5260293742590636,False,0.003000000000000001,0.006403124237432849,False,-20259,1596.1506821099317,True,1.4000000000000001,0.4,True
QnJpdGlzaA==,369,138,22.8,0.003,0.001,british,British,Pop_5,ancestry,social,False,64,51,48.6,0.001,0.001,False,26628,1327,3,0.003,0,True,305,147.12239802287073,False,4.765625,5.07530125090308,False,0.002,0.001414213562373095,False,-26259,1334.1562876964601,True,0,0.1
QnJ0V0luZA==,4030,727,11,0.037,0.007,brtwind,BrtWInd,Pop_5,ancestry,social,True,2355,490,12.6,0.024,0.005,True,45617,2249,3,0.005,0,True,1675,876.7148909423177,False,0.7112526539278131,0.47124851274965146,False,0.012999999999999998,0.008602325267042627,False,-41587,2363.584142779774,True,3.1999999999999997,0.7000000000000001,True
QnJ6bGlhbg==,117,99,51.4,0.001,0.001,brzlian,Brzlian,Pop_5,ancestry,social,False,58,60,62.8,0.001,0.001,False,13148,1531,7.1,0.002,0,True,59,115.76268828944843,False,1.0172413793103448,2.695966623214387,False,0,0.001414213562373095,-13031,1534.1975101009648,True,-0.1,0.1,False
QnVsZ2FyaWE=,9,14,94.6,0,0,bulgaria,Bulgaria,Fb2,place_of_birth,social,False,0,0,,0,0,False,4089,684,10.2,0.001,0,True,9,14,False,0,,0,0,-4080,684.1432598513268,True,-0.1,0,True
QnVsZ3JpYW4=,16,18,67.6,0,0,bulgrian,Bulgrian,Pop_5,ancestry,social,False,0,0,,0,0,False,4057,614,9.2,0,0,True,16,18,False,0,,0,0,-4041,614.2637869840611,True,0,0
QnVybWE=,32,40,76.9,0.001,0.001,burma,Burma,Fb2,place_of_birth,social,False,0,0,,0,0,False,6545,898,8.3,0.002,0,True,32,40,False,0,,0.001,0.001,False,-6513,898.890427137813,True,-0.1,0.1,False
QzE4NjREQW1i,4189,518,7.5,0.055,0.007,c1864damb,C1864DAmb,CNI1864_1,disability_status_of_the_civilian_noninstitutionalized_population,social,True,,0,,0,0,False,229309,3664,1,0.042,0.001,True,,,,,0.055,0.007,True,-225120,3700.435109551308,True,1.2999999999999998,0.7071067811865476,False
QzE4NjREQ29n,2392,365,9.3,0.032,0.005,c1864dcog,C1864DCog,CNI1864_1,disability_status_of_the_civilian_noninstitutionalized_population,social,True,,0,,0,0,False,170837,3188,1.1,0.031,0.001,True,,,,,0.032,0.005,True,-168445,3208.8267326236237,True,0.10000000000000009,0.5099019513592785,False
QzE4NjRESHJn,690,176,15.5,0.009,0.002,c1864dhrg,C1864DHrg,CNI1864_1,disability_status_of_the_civilian_noninstitutionalized_population,social,True,,0,,0,0,False,58827,2048,2.1,0.011,0,True,,,,,0.009,0.002,True,-58137,2055.5485885767816,True,-0.19999999999999996,0.2,False
QzE4NjRESUxE,2289,354,9.4,0.03,0.005,c1864dild,C1864DILD,CNI1864_1,disability_status_of_the_civilian_noninstitutionalized_population,social,True,,0,,0,0,False,152865,2956,1.2,0.028,0.001,True,,,,,0.03,0.005,True,-150576,2977.12142849431,True,0.19999999999999973,0.5099019513592785,False
QzE4NjREU0Ny,1184,248,12.7,0.016,0.003,c1864dscr,C1864DSCr,CNI1864_1,disability_status_of_the_civilian_noninstitutionalized_population,social,True,,0,,0,0,False,83328,2435,1.8,0.015,0,True,,,,,0.016,0.003,True,-82144,2447.5965762355527,True,0.10000000000000009,0.3,False
QzE4NjREVnNu,1261,282,13.6,0.017,0.004,c1864dvsn,C1864DVsn,CNI1864_1,disability_status_of_the_civilian_noninstitutionalized_population,social,True,,0,,0,0,False,96360,2606,1.6,0.018,0,True,,,,,0.017,0.004,True,-95099,2621.2134594496497,True,-0.09999999999999964,0.4,False
QzY1cGxEQW1i,3545,398,6.8,0.304,0.029,c65pldamb,C65plDAmb,CvNI65pl,disability_status_of_the_civilian_noninstitutionalized_population,social,True,,0,,0,0,False,307659,3733,0.7,0.266,0.003,True,,,,,0.304,0.029,True,-304114,3754.156762843022,True,3.799999999999997,2.9154759474226504,False
QzY1cGxEQ29n,1254,219,10.6,0.107,0.018,c65pldcog,C65plDCog,CvNI65pl,disability_status_of_the_civilian_noninstitutionalized_population,social,True,,0,,0,0,False,120293,2983,1.5,0.104,0.003,True,,,,,0.107,0.018,True,-119039,2991.0282512875065,True,0.29999999999999893,1.8248287590894656,False
QzY1cGxESHJn,1066,219,12.5,0.091,0.018,c65pldhrg,C65plDHrg,CvNI65pl,disability_status_of_the_civilian_noninstitutionalized_population,social,True,,0,,0,0,False,114133,2557,1.4,0.099,0.002,True,,,,,0.091,0.018,True,-113067,2566.361237238437,True,-0.8000000000000007,1.8110770276274832,False
QzY1cGxESUxE,1838,279,9.2,0.158,0.022,c65pldild,C65plDILD,CvNI65pl,disability_status_of_the_civilian_noninstitutionalized_population,social,True,,0,,0,0,False,217939,3170,0.9,0.189,0.003,True,,,,,0.158,0.022,True,-216101,3182.254075337166,True,-3.099999999999998,2.2203603311174516,False
QzY1cGxEU0Ny,1190,220,11.2,0.102,0.018,c65pldscr,C65plDSCr,CvNI65pl,disability_status_of_the_civilian_noninstitutionalized_population,social,True,,0,,0,0,False,134140,2575,1.2,0.116,0.002,True,,,,,0.102,0.018,True,-132950,2584.3809703679526,True,-1.4000000000000021,1.8110770276274832,False
QzY1cGxEVnNu,775,168,13.2,0.066,0.014,c65pldvsn,C65plDVsn,CvNI65pl,disability_status_of_the_civilian_noninstitutionalized_population,social,True,,0,,0,0,False,88066,2373,1.6,0.076,0.002,True,,,,,0.066,0.014,True,-87291,2378.939469595643,True,-0.9999999999999991,1.4142135623730951,False
Q2Fib1ZlcmQ=,0,0,,0,0,caboverd,CaboVerd,Fb2,place_of_birth,social,False,0,0,,0,0,False,147,110,45.5,0,0,False,0,0,0,,,,-147,110,False,0,0
Q2FqdW4=,0,0,,0,0,cajun,Cajun,Pop_5,ancestry,social,False,0,0,,0,0,False,258,107,25.2,0,0,False,0,0,0,,,,-258,107,False,0,0
Q0Ft,2213,470,12.9,0.067,0.014,cam,CAm,Fb2,place_of_birth,social,True,2075,488,14.3,0.062,0.014,True,290411,5931,1.2,0.093,0.002,True,138,677.5278592058041,False,0.06650602409638554,0.3379592918251433,False,0.0050000000000000044,0.019798989873223333,False,-288198,5949.59334744821,True,-2.6000000000000005,1.4142135623730951,False
Q2FtYm9kaWE=,0,0,,0,0,cambodia,Cambodia,Fb2,place_of_birth,social,False,0,0,,0,0,False,1952,726,22.6,0.001,0,False,0,0,0,,,,-1952,726,False,-0.1,0,True
Q2FtZXJvb24=,0,0,,0,0,cameroon,Cameroon,Fb2,place_of_birth,social,False,18,30,101.3,0.001,0.001,False,914,304,20.2,0,0,False,-18,30,False,-1,0,True,-0.001,0.001,False,-914,304,False,0,0
Q2FuYWRh,311,122,23.9,0.009,0.004,canada,Canada,Fb2,place_of_birth,social,False,111,72,39.7,0.003,0.002,False,23521,1284,3.3,0.008,0,True,200,141.66156853571826,False,1.8018018018018018,2.123889567582762,False,0.005999999999999999,0.004472135954999579,False,-23210,1289.7829274726814,True,0.09999999999999987,0.4,False
Q2FuYWRpYW4=,37,34,55.9,0,0,canadian,Canadian,Pop_5,ancestry,social,False,55,42,46.6,0.001,0,False,11091,1006,5.5,0.001,0,True,-18,54.037024344425184,False,-0.32727272727272727,0.8037760756471929,False,-0.001,0,True,-11054,1006.5743887065674,True,-0.1,0,True
Q2FyaWI=,20253,1217,3.7,0.616,0.025,carib,Carib,Fb2,place_of_birth,social,True,22748,1477,3.9,0.676,0.024,True,870231,7617,0.5,0.278,0.002,True,-2495,1913.7967499188621,False,-0.10967997186565852,0.07876458948000105,False,-0.06000000000000005,0.034655446902326914,False,-849978,7713.609920134671,True,33.8,2.5079872407968904,True
Q2FycFJ1c24=,0,0,,0,0,carprusn,CarpRusn,Pop_5,ancestry,social,False,0,0,,0,0,False,426,211,30.1,0,0,False,0,0,0,,,,-426,211,False,0,0
Q2VsdGlj,0,0,,0,0,celtic,Celtic,Pop_5,ancestry,social,False,0,0,,0,0,False,409,167,24.8,0,0,False,0,0,0,,,,-409,167,False,0,0
Q2hpbGU=,24,28,70.2,0.001,0.001,chile,Chile,Fb2,place_of_birth,social,False,39,47,72.8,0.001,0.001,False,5278,650,7.5,0.002,0,True,-15,54.70831746635972,False,-0.38461538461538464,1.032204759633862,False,0,0.001414213562373095,-5254,650.6027974117542,True,-0.1,0.1,False
Q2hpbmE=,642,205,19.4,0.02,0.006,china,China,Fb2,place_of_birth,social,True,306,198,39.3,0.009,0.006,False,391239,4367,0.7,0.125,0.001,True,336,285.0070174574654,False,1.0980392156862746,1.5138584548262195,False,0.011000000000000001,0.00848528137423857,False,-390597,4371.8090077220895,True,-10.5,0.6082762530298219,True
Q2hOb0hLVHdu,475,174,22.2,0.014,0.005,chnohktwn,ChNoHKTwn,Fb2,place_of_birth,social,False,267,192,43.7,0.008,0.006,False,334774,4348,0.8,0.107,0.001,True,208,259.1138745802702,False,0.7790262172284644,1.4357234087818131,False,0.006,0.0078102496759066544,False,-334299,4351.480207929251,True,-9.299999999999999,0.5099019513592785,True
Q05JMTg2NF8x,75689,1761,1.4,1,0,cni1864_1,CNI1864_1,CNI1864_1,disability_status_of_the_civilian_noninstitutionalized_population,social,True,,0,,0,0,False,5460031,1359,0,1,0,True,,,,,1,0,True,-5384342,2224.4104837012433,True,0,0
Q05JMTh0NjRE,6453,635,6,0.085,0.008,cni18t64d,CNI18t64D,CNI1864_1,disability_status_of_the_civilian_noninstitutionalized_population,social,True,,0,,0,0,False,432783,4650,0.7,0.079,0.001,True,,,,,0.085,0.008,True,-426330,4693.157252852285,True,0.5999999999999996,0.806225774829855,False
Q29sb21iaWE=,100,69,41.8,0.003,0.002,colombia,Colombia,Fb2,place_of_birth,social,False,162,153,57.6,0.005,0.005,False,68853,2625,2.3,0.022,0.001,True,-62,167.83920876839238,False,-0.38271604938271603,0.7220046387031991,False,-0.002,0.005385164807134504,False,-68753,2625.9067005512593,True,-1.8999999999999997,0.223606797749979,True
Q3JvYXRpYQ==,0,0,,0,0,croatia,Croatia,Fb2,place_of_birth,social,False,0,0,,0,0,False,3828,540,8.6,0.001,0,True,0,0,0,,,,-3828,540,True,-0.1,0,True
Q3JvYXRpYW4=,28,33,70.9,0,0,croatian,Croatian,Pop_5,ancestry,social,False,20,32,97.3,0,0,False,8747,958,6.7,0.001,0,True,8,45.967379738244816,False,0.4,2.782103520719529,False,0,0,-8719,958.5682031029404,True,-0.1,0,True
Q3N0YVJpY2E=,176,107,37.1,0.005,0.003,cstarica,CstaRica,Fb2,place_of_birth,social,False,260,128,30,0.008,0.004,False,4079,490,7.3,0.001,0,True,-84,166.83225107874077,False,-0.3230769230769231,0.5295492665327516,False,-0.003,0.005,False,-3903,501.54660800368293,True,0.4,0.3,False
Q1UxOERBbWI=,208,108,31.5,0.01,0.005,cu18damb,CU18DAmb,CvNIU18_1,disability_status_of_the_civilian_noninstitutionalized_population,social,False,,0,,0,0,False,9449,770,5,0.005,0,True,,,,,0.01,0.005,False,-9241,777.53713737673,True,0.5,0.5,False
Q1UxOERDb2c=,591,211,21.7,0.027,0.01,cu18dcog,CU18DCog,CvNIU18_1,disability_status_of_the_civilian_noninstitutionalized_population,social,False,,0,,0,0,False,40000,1746,2.7,0.023,0.001,True,,,,,0.027,0.01,False,-39409,1758.7032154402857,True,0.40000000000000036,1.004987562112089,False
Q1UxOERIcmc=,95,76,48.8,0.004,0.003,cu18dhrg,CU18DHrg,CvNIU18_1,disability_status_of_the_civilian_noninstitutionalized_population,social,False,,0,,0,0,False,8799,793,5.5,0.005,0,True,,,,,0.004,0.003,False,-8704,796.6335418497014,True,-0.09999999999999998,0.3,False
Q1UxOERTQ3I=,255,122,29.1,0.012,0.006,cu18dscr,CU18DSCr,CvNIU18_1,disability_status_of_the_civilian_noninstitutionalized_population,social,False,,0,,0,0,False,14198,960,4.1,0.008,0.001,True,,,,,0.012,0.006,False,-13943,967.7210341828888,True,0.3999999999999999,0.6082762530298219,False
Q1UxOERWc24=,164,94,34.9,0.008,0.004,cu18dvsn,CU18DVsn,CvNIU18_1,disability_status_of_the_civilian_noninstitutionalized_population,social,False,,0,,0,0,False,14491,1011,4.2,0.008,0.001,True,,,,,0.008,0.004,False,-14327,1015.3605271035506,True,0,0.4123105625617661
Q3ViYQ==,67,51,46.7,0.002,0.002,cuba,Cuba,Fb2,place_of_birth,social,False,54,52,58.5,0.002,0.002,False,14661,1103,4.6,0.005,0,True,13,72.83543093852057,False,0.24074074074074073,1.5229879159020543,False,0,0.00282842712474619,-14594,1104.1784276103206,True,-0.3,0.2,False
Q3ZOSTY1cGw=,11666,676,3.5,1,0,cvni65pl,CvNI65pl,CvNI65pl,disability_status_of_the_civilian_noninstitutionalized_population,social,True,,0,,0,0,False,1154990,1054,0.1,1,0,True,,,,,1,0,True,-1143324,1252.1549424891473,True,0,0
Q3ZOSTY1cGxE,4273,426,6.1,0.366,0.03,cvni65pld,CvNI65plD,CvNI65pl,disability_status_of_the_civilian_noninstitutionalized_population,social,True,,0,,0,0,False,412178,3889,0.6,0.357,0.003,True,,,,,0.366,0.03,True,-407905,3912.262388950925,True,0.9000000000000057,3.014962686336267,False
Q3ZOSUQ=,11500,835,4.4,0.105,0.007,cvnid,CvNID,CvNIPop1,disability_status_of_the_civilian_noninstitutionalized_population,social,True,,0,,0,0,False,905592,6341,0.4,0.108,0.001,True,,,,,0.105,0.007,True,-894092,6395.741239293535,True,-0.3000000000000007,0.7071067811865476,False
Q3ZOSURfQW1i,7942,675,5.2,0.073,0.006,cvnid_amb,CvNID_Amb,CvNIPop1,disability_status_of_the_civilian_noninstitutionalized_population,social,True,,0,,0,0,False,546417,5230,0.6,0.065,0.001,True,,,,,0.073,0.006,True,-538475,5273.378897822534,True,0.7999999999999998,0.6082762530298219,False
Q3ZOSURfQ29n,4237,484,6.9,0.039,0.004,cvnid_cog,CvNID_Cog,CvNIPop1,disability_status_of_the_civilian_noninstitutionalized_population,social,True,,0,,0,0,False,331130,4848,0.9,0.04,0.001,True,,,,,0.039,0.004,True,-326893,4872.100163173988,True,-0.10000000000000009,0.4123105625617661,False
Q3ZOSURfSHJn,1851,308,10.1,0.017,0.003,cvnid_hrg,CvNID_Hrg,CvNIPop1,disability_status_of_the_civilian_noninstitutionalized_population,social,True,,0,,0,0,False,181759,2893,1,0.022,0,True,,,,,0.017,0.003,True,-179908,2909.3492399504053,True,-0.49999999999999956,0.3,False
Q3ZOSURfSUxE,4127,470,6.9,0.038,0.004,cvnid_ild,CvNID_ILD,CvNIPop1,disability_status_of_the_civilian_noninstitutionalized_population,social,True,,0,,0,0,False,370804,4201,0.7,0.044,0.001,True,,,,,0.038,0.004,True,-366677,4227.209599724149,True,-0.5999999999999996,0.4123105625617661,False
Q3ZOSURfU0Ny,2629,361,8.4,0.024,0.003,cvnid_scr,CvNID_SCr,CvNIPop1,disability_status_of_the_civilian_noninstitutionalized_population,social,True,,0,,0,0,False,231666,3504,0.9,0.028,0,True,,,,,0.024,0.003,True,-229037,3522.5469478773452,True,-0.40000000000000036,0.3,False
