id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m,percent_significant
QWdGRkhN,0,0,,0,0,agffhm,AgFFHM,CvEm16pl3,industry,economic,False,,0,,0,0,False,3870,470,7.4,0.001,0.001,True,,,,,0,0,-3870,470,True,-0.1,0.1,False
QWdISEluYw==,1417639000,72773224,3.1,0,0,aghhinc,AgHHInc,MnHHInc,economic__special_variable,economic,True,1263028700,65213892,,0,0,False,307989432000,2361252362,0.5,0,0,True,154610300,97717929.9880111,False,0.12241234106556724,0.08172172423576751,False,0,0,-306571793000,2362373522.367268,True,0,0
QWdJUDE1cGw=,1428536900,72418567,3.1,0,0,agip15pl,AgIP15pl,PerCapInc,economic__special_variable,economic,True,1287993800,66678026,,0,0,False,318266008500,2111708243,0.4,0,0,True,140543100,98439869.95923026,False,0.10911783892127432,0.0803626365818719,False,0,0,-316837471600,2112949633.1906447,True,0,0
QWdUVG0=,768555,50997,4,0,0,agttm,AgTTm,MnTrvTm,economic__special_variable,economic,True,677120,43356,,0,0,False,156042185,593582,0.2,0,0,True,91435,66936.0646064586,False,0.1350351488657845,0.10466198123216088,False,0,0,-155273630,595768.6503442422,True,0,0
QXJ0RW5SQUZT,1151,229,12.1,0.062,0.012,artenrafs,ArtEnRAFS,CvEm16pl3,industry,economic,True,,0,,0,0,False,440995,5433,0.7,0.109,0.001,True,,,,,0.062,0.012,True,-439844,5437.824013334745,True,-4.7,1.2041594578792296,True
Q05JMTg2NF8y,24407,953,2.4,,,cni1864_2,CNI1864_2,NA,health_insurance_coverage,economic,True,,0,,,,False,5369877,1931,0,,,True,,,,,,,-5345470,2153.362486902751,True,,
Q29uc3RjdG4=,1230,284,14,0.066,0.015,constctn,Constctn,CvEm16pl3,industry,economic,True,,0,,0,0,False,206067,3740,1.1,0.051,0.001,True,,,,,0.066,0.015,True,-204837,3750.767388148724,True,1.5000000000000009,1.5033296378372907,False
Q3ZFbTE2cGwx,18524,876,2.9,0.552,0.02,cvem16pl1,CvEm16pl1,Pop16pl,employment_status,economic,True,17494,821,2.9,0.543,0.02,True,4053141,9894,0.1,0.591,0.001,True,1030,1200.590271491486,False,0.05887732937006974,0.07054701773192311,False,0.009000000000000008,0.0282842712474619,False,-4034617,9932.70416351962,True,-3.8999999999999915,2.0024984394500787,False
Q3ZFbTE2cGwy,18524,876,2.9,1,0,cvem16pl2,CvEm16pl2,CvEm16pl2,occupation,economic,True,17494,821,2.9,1,0,True,4053141,9894,0.1,1,0,True,1030,1200.590271491486,False,0.05887732937006974,0.07054701773192311,False,0,0,-4034617,9932.70416351962,True,0,0
Q3ZFbTE2cGwz,18524,876,2.9,1,0,cvem16pl3,CvEm16pl3,CvEm16pl3,industry,economic,True,,0,,0,0,False,4053141,9894,0.1,1,0,True,,,,,1,0,True,-4034617,9932.70416351962,True,0,0
Q3ZFbTE2cGw0,18524,876,2.9,1,0,cvem16pl4,CvEm16pl4,CvEm16pl4,class_of_worker,economic,True,17494,821,2.9,1,0,True,4053141,9894,0.1,1,0,True,1030,1200.590271491486,False,0.05887732937006974,0.07054701773192311,False,0,0,-4034617,9932.70416351962,True,0,0
Q3ZMRjE=,19433,868,2.7,0.579,0.019,cvlf1,CvLF1,Pop16pl,employment_status,economic,True,18545,858,2.8,0.576,0.02,True,4354474,10392,0.1,0.635,0.002,True,888,1220.4867881300477,False,0.04788352655702346,0.0673879983499384,False,0.0030000000000000027,0.02758622844826744,False,-4335041,10428.18718665905,True,-5.600000000000001,1.91049731745428,False
Q3ZMRjE4dDY0,17973,838,2.8,,,cvlf18t64,CvLF18t64,NA,health_insurance_coverage,economic,True,,0,,,,False,4102491,9890,0.1,,,True,,,,,,,-4084518,9925.439234613246,True,,
Q3ZMRjI=,19433,868,2.7,1,0,cvlf2,CvLF2,CvLF2,employment_status,economic,True,18545,858,2.8,1,0,True,4354474,10392,0.1,1,0,True,888,1220.4867881300477,False,0.04788352655702346,0.0673879983499384,False,0,0,-4335041,10428.18718665905,True,0,0
Q3ZMRkVt,17150,846,3,1,0,cvlfem,CvLFEm,CvLFEm,health_insurance_coverage,economic,True,,0,,0,0,False,3825543,9546,0.2,1,0,True,,,,,1,0,True,-3808393,9583.414422845335,True,0,0
Q3ZMRlVFbTE=,909,195,13,0.027,0.006,cvlfuem1,CvLFUEm1,Pop16pl,employment_status,economic,True,1051,248,14.3,0.033,0.008,True,301333,4545,0.9,0.044,0.001,True,-142,315.48217065311314,False,-0.1351094196003806,0.27581642279260987,False,-0.006000000000000002,0.01,False,-300424,4549.181245015415,True,-1.6999999999999993,0.6082762530298219,False
Q3ZMRlVFbTI=,909,195,13,0.047,0.01,cvlfuem2,CvLFUEm2,CvLF2,employment_status,economic,True,1051,248,14.3,0.057,0.013,True,301333,4545,0.9,0.069,0.001,True,-142,315.48217065311314,False,-0.1351094196003806,0.27581642279260987,False,-0.010000000000000002,0.016401219466856725,False,-300424,4549.181245015415,True,-2.2,1.004987562112089,False
