id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m,percent_significant
TVBvcDU1dDU5,0,0,,0,0,mpop55t59,MPop55t59,Pop,poppyramid_only,demographic,False,0,0,,0,0,False,242832,2266,0.6,0.029,0,True,0,0,0,,,,-242832,2266,True,-2.9000000000000004,0,True
TVBvcDV0OQ==,0,0,,0,0,mpop5t9,MPop5t9,Pop,poppyramid_only,demographic,False,0,0,,0,0,False,242518,2329,0.6,0.029,0,True,0,0,0,,,,-242518,2329,True,-2.9000000000000004,0,True
TVBvcDYwdDY0,0,0,,0,0,mpop60t64,MPop60t64,Pop,poppyramid_only,demographic,False,0,0,,0,0,False,214089,2789,0.8,0.025,0,True,0,0,0,,,,-214089,2789,True,-2.5,0,True
TVBvcDY1dDY5,0,0,,0,0,mpop65t69,MPop65t69,Pop,poppyramid_only,demographic,False,0,0,,0,0,False,169978,2612,0.9,0.02,0,True,0,0,0,,,,-169978,2612,True,-2,0,True
TVBvcDcwdDc0,0,0,,0,0,mpop70t74,MPop70t74,Pop,poppyramid_only,demographic,False,0,0,,0,0,False,119097,2119,1.1,0.014,0,True,0,0,0,,,,-119097,2119,True,-1.4000000000000001,0,True
TVBvcDc1dDc5,0,0,,0,0,mpop75t79,MPop75t79,Pop,poppyramid_only,demographic,False,0,0,,0,0,False,86722,1618,1.1,0.01,0,True,0,0,0,,,,-86722,1618,True,-1,0,True
TVBvcDgwdDg0,0,0,,0,0,mpop80t84,MPop80t84,Pop,poppyramid_only,demographic,False,0,0,,0,0,False,57753,1509,1.6,0.007,0,True,0,0,0,,,,-57753,1509,True,-0.7000000000000001,0,True
TVBvcDg1cGw=,0,0,,0,0,mpop85pl,MPop85pl,Pop,poppyramid_only,demographic,False,0,0,,0,0,False,52749,1354,1.6,0.006,0,True,0,0,0,,,,-52749,1354,True,-0.6,0,True
TkhQSU5I,0,0,,0,0,nhpinh,NHPINH,Pop_2,mutually_exclusive_race_hispanic_origin,demographic,False,0,0,,0,0,False,2794,488,10.6,0,0.001,True,0,0,0,,,,-2794,488,True,0,0.1
TkhzcA==,0,0,,0,0,nhsp,NHsp,Pop_2,mutually_exclusive_race_hispanic_origin,demographic,False,0,0,,0,0,False,5986576,0,0,0.709,0,True,0,0,0,,,,-5986576,0,True,-70.89999999999999,0,True
T3RoTkg=,0,0,,0,0,othnh,OthNH,Pop_2,mutually_exclusive_race_hispanic_origin,demographic,False,0,0,,0,0,False,71758,3677,3.1,0.008,0.001,True,0,0,0,,,,-71758,3677,True,-0.8,0.1,True
UG9w,0,0,,0,0,pop,Pop,Pop,poppyramid_only,demographic,False,0,0,,0,0,False,8443713,0,0,1,0,True,0,0,0,,,,-8443713,0,True,-100,0,True
UG9wMTB0MTQ=,0,0,,0,0,pop10t14,Pop10t14,Pop_1,sex_and_age,demographic,False,0,0,,0,0,False,464704,3300,0.4,0.055,0,True,0,0,0,,,,-464704,3300,True,-5.5,0,True
UG9wMTV0MTk=,0,0,,0,0,pop15t19,Pop15t19,Pop_1,sex_and_age,demographic,False,0,0,,0,0,False,455674,405,0.1,0.054,0,True,0,0,0,,,,-455674,405,True,-5.4,0,True
UG9wMjB0MjQ=,0,0,,0,0,pop20t24,Pop20t24,Pop_1,sex_and_age,demographic,False,0,0,,0,0,False,571401,453,0,0.068,0,True,0,0,0,,,,-571401,453,True,-6.800000000000001,0,True
UG9wMjV0Mjk=,0,0,,0,0,pop25t29,Pop25t29,Pop_1,sex_and_age,demographic,False,0,0,,0,0,False,785805,271,0,0.093,0,True,0,0,0,,,,-785805,271,True,-9.3,0,True
UG9wMzB0MzQ=,0,0,,0,0,pop30t34,Pop30t34,Pop_1,sex_and_age,demographic,False,0,0,,0,0,False,718474,335,0,0.085,0,True,0,0,0,,,,-718474,335,True,-8.5,0,True
UG9wMzV0Mzk=,0,0,,0,0,pop35t39,Pop35t39,Pop_1,sex_and_age,demographic,False,0,0,,0,0,False,610524,4398,0.4,0.072,0.001,True,0,0,0,,,,-610524,4398,True,-7.199999999999999,0.1,True
UG9wNDB0NDQ=,0,0,,0,0,pop40t44,Pop40t44,Pop_1,sex_and_age,demographic,False,0,0,,0,0,False,545892,4362,0.5,0.065,0.001,True,0,0,0,,,,-545892,4362,True,-6.5,0.1,True
UG9wNDV0NDk=,0,0,,0,0,pop45t49,Pop45t49,Pop_1,sex_and_age,demographic,False,0,0,,0,0,False,542513,317,0,0.064,0,True,0,0,0,,,,-542513,317,True,-6.4,0,True
UG9wNTB0NTQ=,0,0,,0,0,pop50t54,Pop50t54,Pop_1,sex_and_age,demographic,False,0,0,,0,0,False,544447,267,0,0.064,0,True,0,0,0,,,,-544447,267,True,-6.4,0,True
UG9wNTV0NTk=,0,0,,0,0,pop55t59,Pop55t59,Pop_1,sex_and_age,demographic,False,0,0,,0,0,False,515825,3495,0.4,0.061,0,True,0,0,0,,,,-515825,3495,True,-6.1,0,True
UG9wNXQ5,0,0,,0,0,pop5t9,Pop5t9,Pop_1,sex_and_age,demographic,False,0,0,,0,0,False,476567,3308,0.4,0.056,0,True,0,0,0,,,,-476567,3308,True,-5.6000000000000005,0,True
UG9wNjB0NjQ=,0,0,,0,0,pop60t64,Pop60t64,Pop_1,sex_and_age,demographic,False,0,0,,0,0,False,470657,3485,0.5,0.056,0,True,0,0,0,,,,-470657,3485,True,-5.6000000000000005,0,True
UG9wNjVwbDE=,0,0,,0,0,pop65pl1,Pop65pl1,Pop_1,sex_and_age,demographic,False,0,0,,0,0,False,1189361,179,0,0.141,0,True,0,0,0,,,,-1189361,179,True,-14.099999999999998,0,True
UG9wNjVwbDI=,0,0,,0,0,pop65pl2,Pop65pl2,Pop65pl2,sex_and_age,demographic,False,0,0,,0,0,False,1189361,179,0,1,0,True,0,0,0,,,,-1189361,179,True,-100,0,True
UG9wNjVwbEY=,0,0,,0,0,pop65plf,Pop65plF,Pop65pl2,sex_and_age,demographic,False,0,0,,0,0,False,703062,98,0,0.591,0,True,0,0,0,,,,-703062,98,True,-59.099999999999994,0,True
UG9wNjVwbE0=,0,0,,0,0,pop65plm,Pop65plM,Pop65pl2,sex_and_age,demographic,False,0,0,,0,0,False,486299,131,0,0.409,0,True,0,0,0,,,,-486299,131,True,-40.9,0,True
UG9wNjV0Njk=,0,0,,0,0,pop65t69,Pop65t69,Pop_1,sex_and_age,demographic,False,0,0,,0,0,False,384622,3868,0.6,0.046,0,True,0,0,0,,,,-384622,3868,True,-4.6,0,True
UG9wNzB0NzQ=,0,0,,0,0,pop70t74,Pop70t74,Pop_1,sex_and_age,demographic,False,0,0,,0,0,False,280196,3421,0.7,0.033,0,True,0,0,0,,,,-280196,3421,True,-3.3000000000000003,0,True
UG9wNzV0Nzk=,0,0,,0,0,pop75t79,Pop75t79,Pop_1,sex_and_age,demographic,False,0,0,,0,0,False,211102,2454,0.7,0.025,0,True,0,0,0,,,,-211102,2454,True,-2.5,0,True
UG9wODB0ODQ=,0,0,,0,0,pop80t84,Pop80t84,Pop_1,sex_and_age,demographic,False,0,0,,0,0,False,148988,2294,0.9,0.018,0,True,0,0,0,,,,-148988,2294,True,-1.7999999999999998,0,True
UG9wODVwbA==,0,0,,0,0,pop85pl,Pop85pl,Pop_1,sex_and_age,demographic,False,0,0,,0,0,False,164453,2242,0.8,0.019,0,True,0,0,0,,,,-164453,2242,True,-1.9,0,True
UG9wXzE=,0,0,,0,0,pop_1,Pop_1,Pop_1,sex_and_age,demographic,False,0,0,,0,0,False,8443713,0,0,1,0,True,0,0,0,,,,-8443713,0,True,-100,0,True
UG9wXzI=,0,0,,0,0,pop_2,Pop_2,Pop_2,mutually_exclusive_race_hispanic_origin,demographic,False,0,0,,0,0,False,8443713,0,0,1,0,True,0,0,0,,,,-8443713,0,True,-100,0,True
UG9wVTE4MQ==,0,0,,0,0,popu181,PopU181,Pop_1,sex_and_age,demographic,False,0,0,,0,0,False,1766571,170,0,0.209,0,True,0,0,0,,,,-1766571,170,True,-20.9,0,True
UG9wVTE4XzI=,0,0,,0,0,popu18_2,PopU18_2,PopU18_2,sex_and_age,demographic,False,0,0,,0,0,False,1766571,170,0,1,0,True,0,0,0,,,,-1766571,170,True,-100,0,True
UG9wVTE4Rg==,0,0,,0,0,popu18f,PopU18F,PopU18_2,sex_and_age,demographic,False,0,0,,0,0,False,865584,268,0,0.49,0,True,0,0,0,,,,-865584,268,True,-49,0,True
UG9wVTE4TQ==,0,0,,0,0,popu18m,PopU18M,PopU18_2,sex_and_age,demographic,False,0,0,,0,0,False,900987,291,0,0.51,0,True,0,0,0,,,,-900987,291,True,-51,0,True
UG9wVTU=,0,0,,0,0,popu5,PopU5,Pop_1,sex_and_age,demographic,False,0,0,,0,0,False,551869,129,0,0.065,0,True,0,0,0,,,,-551869,129,True,-6.5,0,True
UmMycGxOSA==,0,0,,0,0,rc2plnh,Rc2plNH,Pop_2,mutually_exclusive_race_hispanic_origin,demographic,False,0,0,,0,0,False,162601,4044,1.5,0.019,0.001,True,0,0,0,,,,-162601,4044,True,-1.9,0.1,True
V3ROSA==,0,0,,0,0,wtnh,WtNH,Pop_2,mutually_exclusive_race_hispanic_origin,demographic,False,0,0,,0,0,False,2713930,1659,0,0.321,0.001,True,0,0,0,,,,-2713930,1659,True,-32.1,0.1,True
