id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_significant,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m
QXZnSEhTT09j,2.11,0.12,3.4,,,avghhsooc,AvgHHSOOc,mean,housing_tenure,housing,True,2.22,0.13,3.5,,,True,2.85,0.01,0.2,,,True,-0.11000000000000032,0.17691806012954134,False,,,,,-0.7400000000000002,0.12041594578792295,True,,
QXZnSEhTUk9j,1.75,0.15,5.1,,,avghhsroc,AvgHHSROc,mean,housing_tenure,housing,True,1.83,0.15,5.1,,,True,2.51,0.01,0.2,,,True,-0.08000000000000007,0.21213203435596426,False,,,,,-0.7599999999999998,0.15033296378372907,True,,
Qmx0MDB0MDk=,542,147,16.4,0.015,0.004,blt00t09,Blt00t09,HU3,year_structure_built,housing,True,,0,,0,0,False,198788,2928,0.9,0.057,0.001,True,,,,,0.015,0.004,True,-198246,2931.68773917005,True,-4.2,0.4123105625617661,True
Qmx0MTBMdHI=,80,64,48.9,0.002,0.002,blt10ltr,Blt10Ltr,HU3,year_structure_built,housing,False,,0,,0,0,False,76678,1919,1.5,0.022,0.001,True,,,,,0.002,0.002,False,-76598,1920.0669259169067,True,-1.9999999999999998,0.223606797749979,True
Qmx0NDB0NDk=,2659,373,8.5,0.072,0.01,blt40t49,Blt40t49,HU3,year_structure_built,housing,True,,0,,0,0,False,354913,3910,0.7,0.102,0.001,True,,,,,0.072,0.01,True,-352254,3927.751137737726,True,-3,1.004987562112089,False
Qmx0NTB0NTk=,4191,414,6,0.113,0.011,blt50t59,Blt50t59,HU3,year_structure_built,housing,True,,0,,0,0,False,450809,4111,0.6,0.13,0.001,True,,,,,0.113,0.011,True,-446618,4131.793436269533,True,-1.6999999999999993,1.104536101718726,False
Qmx0NjB0Njk=,5353,444,5,0.145,0.012,blt60t69,Blt60t69,HU3,year_structure_built,housing,True,,0,,0,0,False,440499,4325,0.6,0.127,0.001,True,,,,,0.145,0.012,True,-435146,4347.730557428784,True,1.799999999999999,1.2041594578792296,False
Qmx0NzB0Nzk=,2043,306,9.1,0.055,0.008,blt70t79,Blt70t79,HU3,year_structure_built,housing,True,,0,,0,0,False,245191,3241,0.8,0.071,0.001,True,,,,,0.055,0.008,True,-243148,3255.413491401668,True,-1.5999999999999996,0.806225774829855,False
Qmx0ODB0ODk=,1633,269,10,0.044,0.007,blt80t89,Blt80t89,HU3,year_structure_built,housing,True,,0,,0,0,False,164132,2906,1.1,0.047,0.001,True,,,,,0.044,0.007,True,-162499,2918.4237183794953,True,-0.3000000000000007,0.7071067811865476,False
Qmx0OTB0OTk=,583,161,16.7,0.016,0.004,blt90t99,Blt90t99,HU3,year_structure_built,housing,True,,0,,0,0,False,127962,2842,1.4,0.037,0.001,True,,,,,0.016,0.004,True,-127379,2846.556691864752,True,-2.0999999999999996,0.4123105625617661,True
Qmx0QmYzOQ==,19896,660,2,0.538,0.017,bltbf39,BltBf39,HU3,year_structure_built,housing,True,,0,,0,0,False,1413382,6785,0.3,0.407,0.002,True,,,,,0.538,0.017,True,-1393486,6817.024644227128,True,13.100000000000009,1.711724276862369,True
QnRSVlZFdGM=,0,0,,0,0,btrvvetc,BtRVVEtc,HU2,units_in_structure,housing,False,0,0,,0,0,False,1902,346,11.1,0.001,0.001,True,0,0,0,,,,-1902,346,True,-0.1,0.1,False
